11年 5月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾊﾟｰﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂタマモコメット, 63,国分優,, 61,* -9,*  8, 4,  7.7, ①①, 1, 3,Ｆスマッシュスマイル, 58,岩田康,, 63,  -6,*  2, 1,  1.9,⑤⑧⑩, 1, 6,Ｆシャルルヴォア, 74,藤岡佑,, 89,  -1,* 24, 7, 20.0,⑦⑥⑤, 1, 4,Ｄアスカトップレディ, 79,浜中俊,, 85,  16,   5, 3,  4.3, ④④
 2, 3,Ｃトｰアシシイ, 60,川田将, 0.4, 58, -12,*  8, 2,  3.3, ⑤⑤, 2,16,Ａゴットラウディｰ, 64,国分優, 0.2, 61,* -3,  -5, 2,  5.5,⑨⑦④, 2, 8,Ｅタマモグランプリ, 75,浜中俊, 0.1, 90,  -1,* 26, 4,  5.7,⑧⑨⑨, 2, 3,Ａベストクルｰズ, 83,小牧太, 0.0, 86,  11,* 15, 6, 11.5, ⑨⑨
 3,13,Ａラプスドｰル, 66,岩田康, 1.3, 51, -13,   2, 3,  3.4, ⑥⑥, 3, 1,Ｈマｰティンジｰン, 55,幸英明, 0.4, 61,  -7,*  2, 8, 34.8,⑱⑱⑬, 3,11,Ａキングウェｰルズ, 83,和田竜, 0.2, 85,   0,  19, 1,  2.5,⑤④③, 3, 9,Ｋサンデｰミュｰズ, 69,武豊  , 0.2, 83,  15,   5, 4,  9.6, ⑦⑥
 4, 1,Ｄハネムｰンゴシップ, 49,幸英明, 1.6, 49, -14,   0, 1,  3.1, ⑧⑧, 4, 7,Ｅメイショウドンナｰ, 58,佐藤哲, 0.6, 57,  -6,  -5, 6, 25.4,⑯⑮⑨, 4, 2,Ｇジャングルストｰン, 74,国分恭, 0.4, 79,*  2,  10, 5, 13.6,①①①, 4,10,Ｂシｰスナイプ, 81,池添謙, 0.4, 80,* 17,  -4, 5, 10.7, ③②
 5,15,Ｅハリエットビｰト, 46,小牧太, 1.7, 50, -14,   3,10,154.5, ⑩⑩, 5,12,Ｃアｰセナルゴｰル, 63,小牧太, 0.6, 57,  -7,  -4, 4,  9.8,⑬⑭⑰, 5,10,Ｄスイｰトテン, 76,武豊  , 0.5, 82,  -2,  18, 3,  5.3,④⑤⑥, 5, 7,Ｃスマｰトシルエット, 80,岩田康, 0.5, 78,  16,  -4, 2,  3.9, ⑤⑤
 6,14,Ｈイサミスマイル, 38,荻野琢, 2.3, 45, -14,  -5,13,240.9, ⑨⑨, 6,11,Ｍミキノバロンドｰル, 48,和田竜, 0.9, 56,  -7,  -5,13,175.8,⑫⑯⑯, 6, 1,Ｉブラボｰジャングル, 67,荻野琢, 0.6, 79,  -1,  14, 9, 42.1,②③④, 6, 5,Ｉモルガナイト, 76,福永祐, 0.7, 78,  16,  -5, 1,  3.0, ②③
 7,10,Ｋグランオペラ,  6,和田竜, 3.0, 37, -12, -15, 9,115.2, ④④, 7, 5,Ｂレイメイフライト, 64,安部幸, 1.1, 53,  -7,  -9, 5, 10.2,⑪⑬⑮, 7, 4,Ｃスティアヘッド, 81,岡部誠, 0.6, 83,  -3,  22, 8, 26.4,⑩⑩⑩, 7, 1,Ｈクｰデグレイス, 76,ピンナ, 1.6, 67,  13, -13, 7, 15.0, ⑧⑧
 8, 9, パｰプルペガサス,---,浜中俊, 3.0, 38, -13, -13, 7, 24.6, ⑦⑦, 8, 9,Ｄサクライｰグル, 59,ウィリ, 1.1, 50,  -6, -12, 3,  6.1,⑧⑨⑪, 8,12,Ｈスｰパｰオｰビット, 73,福永祐, 0.7, 77,*  1,   9, 6, 14.3,③②②, 8,11,Ｆパｰルシャドウ, 76,藤田伸, 1.8, 65,  12, -13,10, 61.0, ⑩⑩
