11年11月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
12, 1,Ｍヒシアロｰ, 27,田嶋翔, 2.7, 40,   2, -23,12,294.6,⑩⑪⑩,12, 9, ピエナノテツジン,,岩崎祐,211.7,,,,13,183.3,⑭⑫⑫,12, 9,Ｊカシノインカロｰズ, 52,渡辺薫, 1.6, 49,  -4, -16,10, 45.5, ⑪⑩,,,,,,,,,,,,
13,13,Ｋドｰントレス, 38,中村将, 3.4, 35,   2, -30,10,115.8,⑦⑧⑬,,,,,,,,,,,,,13,10,Ｋステラノヴァ, 41,国分優, 2.6, 18, -25,  -9, 8, 28.0, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 4, アイファｰイｰビス,---,安藤光, 2.6, 37,  -3, -30,15,415.6, ⑧⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 7, ラブミｰクリｰム,---,北村友, 3.4,  1, -36,* -7,12,145.0, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:-8),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:不良(指数:12),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-21 馬場:不良(指数:12),,,,,,,,,,,
"単勝:1,570円 複勝:04=330円 12=350円 10=250円 枠連:3,000円",,,,,,,,,,,,"単勝:250円 複勝:07=150円 12=380円 05=1,590円 枠連:1,100円",,,,,,,,,,,,"単勝:1,170円 複勝:02=420円 03=300円 13=260円 枠連:6,860円",,,,,,,,,,,,"単勝:2,040円 複勝:01=280円 02=110円 09=140円 枠連:1,610円",,,,,,,,,,,
"馬連:5,830円 ワイド:04-12=1,020円 04-10=1,180円 10-12=730円",,,,,,,,,,,,"馬連:1,490円 ワイド:07-12=690円 05-07=2,870円 05-12=12,450円",,,,,,,,,,,,"馬連:5,360円 ワイド:02-03=1,700円 02-13=2,270円 03-13=1,250円",,,,,,,,,,,,"馬連:1,570円 ワイド:01-02=530円 01-09=1,170円 02-09=210円",,,,,,,,,,,
"馬単:13,500円 3連複:10,810円 3連単:92,520円",,,,,,,,,,,,"馬単:2,440円 3連複:50,470円 3連単:226,100円",,,,,,,,,,,,"馬単:9,860円 3連複:24,390円 3連単:136,850円",,,,,,,,,,,,"馬単:4,730円 3連複:1,950円 3連単:21,150円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,修学院ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃオオミカミ, 57,藤岡佑,, 57,*  0,* -5, 2,  2.8, ②②, 1, 3, エｰシンフルマｰク,---,川田将,, 47,*-18,* -5, 3,  6.7, ①①, 1, 4,Ｃグリッタｰテイル, 77,デムｰ,, 72,*  6,* 12, 1,  2.5,③③③, 1, 9,Ａダノンスパシｰバ, 89,安藤勝,, 85,  11,*  2, 1,  3.2,⑩⑨⑤
 2, 6,Ａイｰグルタイム, 64,北村友, 0.5, 51,  -5,* -5, 1,  2.4, ⑧⑧, 2, 9, ジェンティルドンナ,---,デムｰ, 0.4, 44, -22,* -4, 1,  2.1, ⑩⑫, 2, 5,Ａアドマイヤアゲイン, 77,安藤勝, 0.1, 71,*  7,   9, 4,  6.5,②①①, 2, 5,Ｌワンダｰムシャ, 80,幸英明, 0.4, 81,* 12,* -7, 8, 26.1,③⑤③
 3, 2,Ｉクｰルキャメロン, 42,国分優, 0.5, 53,*  1, -10,12,248.6, ①①, 3,17, テストマッチ,---,安藤勝, 0.6, 39, -21, -10, 2,  3.5, ⑦⑦, 3, 3,Ｇオｰヴァｰジョイド, 73,和田竜, 0.3, 72,   5,* 10, 5,  7.4,⑤④②, 3, 1,Ｊテイエムクレナイ, 82,岡部誠, 0.6, 77,* 14, -14,14,149.0,①①①
 4,12,Ｆメイショウヒデタダ, 43,和田竜, 0.7, 51,  -2, -10, 3,  5.5, ④④, 4, 8, アルティメイト,---,幸英明, 0.7, 43, -26,* -1, 8, 53.0, ⑮⑮, 4, 1,Ｈマｰベラスバロン, 65,渡辺薫, 0.9, 70,   4,   8, 8, 43.5,⑧⑥④, 4, 4,Ｅトモロポケット, 86,藤田伸, 1.0, 76,  11, -11, 5,  9.9,⑦⑦⑦
 5,10,Ｄダブルスパｰク, 50,幸英明, 0.8, 49,  -3, -10, 6, 21.9, ⑤⑤, 5,16, グロｰスバンダム,---,岡部誠, 0.8, 40, -24,* -5, 9, 82.2, ⑭⑭, 5, 2,Ｄコルｰジャ, 76,川田将, 1.2, 67,   2,   9, 2,  4.4,⑩⑩⑦, 5,12,Ｉラフォルジュルネ, 82,国分恭, 1.1, 75,  10,  -9, 9, 30.3,⑪⑪⑨
 6, 1,Ｅワンダｰプレンダ, 44,浜中俊, 1.0, 49,* -1, -13, 4, 10.3, ③③, 6, 2, ナリタフェニックス,---,渡辺薫, 0.9, 36, -19, -15, 7, 44.5, ④②, 6,10,Ｂクラシカルノヴァ, 77,小坂忠, 1.3, 66,   2,   7, 3,  5.1,⑨⑨⑨, 6, 8,Ｃメイショウジンム, 87,武豊  , 1.3, 73,  10, -11, 4,  9.6,⑨⑩⑩
 7, 9,Ｌホンインボウ, 38,渡辺薫, 1.2, 44,  -9,  -8, 9,135.5, ⑫⑫, 7, 6, ラムドレｰヌ,---,安藤光, 0.9, 38, -22,  -9,17,372.4, ⑨⑧, 7, 6,Ｅマｰリンシチｰ, 75,岡部誠, 1.6, 64,   3,   3, 6, 13.1,⑦⑦⑥, 7,11,Ｆサンビｰム, 84,秋山真, 1.8, 67,* 13, -28, 7, 19.5,②②②
 8, 3,Ｈシゲルコウギョク, 43,秋山真, 1.2, 45,  -5, -11, 8, 53.2, ⑦⑥, 8, 5, アムｰルレジェンド,---,浜中俊, 1.1, 35, -20, -15, 6, 16.4, ⑧⑩, 8,12,Ｊブレイク, 63,国分優, 2.0, 62,   1,   4,12,264.9,⑫⑪⑪, 8, 3,Ｇリフトザウイングス, 83,デムｰ, 2.2, 65,   7, -20, 2,  3.8,⑬⑬⑬
 9, 7,Ｊシゲルオリｰブ, 40,国分恭, 1.4, 43,  -7, -11,10,178.5, ⑩⑨, 9,14, カネトシロバスト,---,国分優, 1.2, 33, -22, -14,11,119.5, ⑫⑪, 9, 7,Ｍメジャｰテｰスト, 47,国分恭, 2.0, 59,*  6,  -6,10,191.5,①②⑤, 8, 2,Ｎウォｰクラウン, 78,和田竜, 2.2, 66,  11, -29, 6, 18.7,⑧⑧⑥
10, 8,Ｋアストゥリアス, 38,川島信, 1.7, 42,  -9,  -9,13,471.4, ⑬⑬,10,15, ドリｰムスタｰ,---,藤岡佑, 1.3, 32, -19, -20,13,163.4, ⑥⑥,10, 8,Ｉシンワカントリｰ, 63,川島信, 2.0, 61,   0,   4,13,364.1,⑬⑬⑩,10, 6,Ｂタガノファントム, 88,池添謙, 2.6, 61,   7, -25,10, 40.6,⑭⑭⑭
11, 5,Ｂトウケイオリオン, 57,飯田祐, 1.7, 40,  -7, -14, 5, 10.6, ⑪⑩,11,12, アルｰア,---,秋山真, 1.4, 31, -22, -16, 5, 12.5, ⑬⑨,11, 9,Ｌダブルイｰグル, 60,秋山真, 2.1, 60,   3,  -2,11,227.4,④⑤⑧,11,14,Ｄカワキタフウジン, 86,北村友, 2.6, 60,  10, -29, 3,  4.8,⑫⑫⑫
12,11,Ｇヤマノスプリング, 43,田中克, 1.8, 40,  -6, -14,11,183.7, ⑨⑪,12, 4, ギャラクティコ,---,和田竜, 2.0, 23, -20, -29, 4,  9.6, ⑤④,12,13,Ｆスイｰトベルモット, 73,安藤光, 3.1, 54,   1,  -6, 7, 42.8,⑪⑫⑬,12,15,Ｍチョウサンデイ, 79,国分優, 3.0, 58,* 12, -43,15,299.7,⑤④④
13,13,Ｍストリｰムライン, 20,岡部誠, 3.1, 28,  -4, -29, 7, 51.1, ⑥⑦,13, 1, サダムオベｰション,---,北村友, 2.2, 23, -30, -15,10,107.8, ⑯⑯,13,11,Ｋセルシウス, 61,北村友, 4.1, 47,   2, -17, 9,188.5,⑥⑧⑫,13,10,Ｈマイネルギブソン, 83,浜中俊, 4.3, 51,  11, -58,11, 47.8,⑥⑥⑪
,,,,,,,,,,,,14,10, ランブロティタ,---,国分恭, 2.4, 17, -22, -30,14,253.9, ⑪⑬,,,,,,,,,,,,,14,13,Ｏモズ, 78,藤岡佑, 4.4, 52,* 12, -63,13, 77.0,④③⑧
,,,,,,,,,,,,15, 7, ニライジンク,---,池添謙, 2.6, 15,*-18, -40,12,123.5, ②③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,11, エメラルフジ,---,石橋守, 3.6,  7, -30, -33,16,341.8, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,13, ラブイズフジ,---,田中学, 4.4, -9,*-18, -65,15,278.4, ③⑤,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:12),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:不良(指数:12),,,,,,,,,,,
"単勝:280円 複勝:04=120円 06=120円 02=2,230円 枠連:270円",,,,,,,,,,,,単勝:670円 複勝:03=150円 09=130円 17=140円 枠連:490円,,,,,,,,,,,,単勝:250円 複勝:04=120円 05=170円 03=200円 枠連:910円,,,,,,,,,,,,"単勝:320円 複勝:09=170円 05=770円 01=2,410円 枠連:810円",,,,,,,,,,,
"馬連:300円 ワイド:04-06=180円 02-04=3,920円 02-06=4,580円",,,,,,,,,,,,馬連:780円 ワイド:03-09=260円 03-17=300円 09-17=170円,,,,,,,,,,,,馬連:780円 ワイド:04-05=290円 03-04=390円 03-05=490円,,,,,,,,,,,,"馬連:4,320円 ワイド:05-09=1,630円 01-09=6,760円 01-05=20,950円",,,,,,,,,,,
"馬単:620円 3連複:14,820円 3連単:42,140円",,,,,,,,,,,,"馬単:1,870円 3連複:740円 3連単:5,550円",,,,,,,,,,,,"馬単:1,270円 3連複:1,300円 3連単:5,350円",,,,,,,,,,,,"馬単:6,860円 3連複:139,760円 3連単:510,350円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  ダ1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,円山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅタガノレイヨネ, 55,藤田伸,, 60,*  1,  -7, 1,  4.4, ①①, 1,12, タイセイクインス,---,秋山真,, 51,* -7,  -6, 6, 29.1, ①①, 1, 1,Ｃスリｰボストン, 79,武豊  ,, 82,* 10,* 10, 1,  2.5, ①①, 1, 1,Ａドナウブルｰ, 86,デムｰ,, 93,*  7,* 24, 1,  1.8, ②②
 2, 9,Ｆアシュケナｰジ, 53,国分優, 0.0, 59,*  0,* -5, 4,  4.7, ②②, 2,16, ウォｰタｰカリブ,---,デムｰ, 0.0, 50,  -9,* -3, 2,  5.5, ⑤⑤, 2,16,Ｂクランチタイム, 80,幸英明, 0.6, 76,*  8,   6, 3,  5.1, ③③, 2, 6,Ｂエスカナｰル, 84,川田将, 0.5, 88,*  5,* 19, 2,  3.5, ④④
 3, 3,Ｃジュディソング, 60,藤岡佑, 0.1, 60,  -1,* -3, 3,  4.6, ⑧⑧, 3, 6, アポロパレス,---,川田将, 0.1, 51,* -8,  -4, 3,  6.3, ④④, 3, 5,Ｐテイクアベット, 68,北村友, 0.6, 76,*  8,   6, 4, 10.1, ②②, 3, 8,Ｈアグネスサクラ, 73,秋山真, 1.2, 80,   3,  14, 9, 41.5, ⑤⑤
 4, 6,Ｇスズカチャンプ, 49,武豊  , 0.2, 57,*  0,  -7, 2,  4.4, ③③, 4, 2, シゲルトマト,---,国分恭, 0.4, 48, -11,  -4, 7, 31.9, ⑥⑥, 4, 9,Ａノルマンディｰ, 82,デムｰ, 0.7, 73,   3,* 11, 2,  3.3, ⑩⑧, 4,10,Ｃマイネジャンヌ, 80,和田竜, 1.4, 79,   4,   8, 3,  7.7, ③③
 5, 2,Ｄトウケイヤマト, 59,北村友, 0.7, 50,  -1, -11, 8, 21.7, ⑦⑥, 5, 7, フィリスバイド,---,川島信, 0.4, 48, -11,  -4,13,221.9, ⑦⑦, 5, 8,Ｊドクトルジバゴ, 73,岡部誠, 0.9, 73,   3,*  9,12,201.2, ⑨⑦, 5, 9,Ｋゼフィランサス, 65,柴原央, 1.8, 74,   3,   6, 7, 24.5, ⑥⑥
 6,10,Ｉアクシｰバンダム, 47,渡辺薫, 0.7, 53,  -4,  -7, 9, 43.1, ⑩⑨, 6,14, ダッチェスドライヴ,---,北村友, 0.5, 47,* -9,  -8, 1,  1.6, ③③, 6, 6,Ｈワンダｰゴヴェルノ, 73,国分優, 1.3, 71,   6,   4,10, 32.8, ⑤⑤, 6,11,Ｅハイタッチクイｰン, 75,国分優, 1.9, 71,*  5,  -2, 5, 23.3, ①①
 7, 8,Ｂマイネルオラシオン, 60,和田竜, 0.9, 51,  -1, -15, 5,  6.4, ⑥⑦, 7, 3, シルクシンフォニｰ,---,田村太, 0.6, 47, -16,*  0, 9, 56.5, ⑫⑫, 7,15,Ｉエｰシンハダル, 73,浜中俊, 1.3, 70,   2,   6, 5, 19.0, ⑧⑪, 7, 3,Ｉモスカｰトロｰザ, 73,浜中俊, 2.2, 71,   0,   7, 8, 39.7, ⑦⑦
 8, 7,Ｊウインアルエット, 46,川島信, 1.3, 47,  -1, -19,10,130.1, ④④, 8,13, ケセラセラ,---,芹沢純, 1.5, 39,* -8, -19,10, 75.6, ②②, 8, 7,Ｌナイトレイダｰ, 72,渡辺薫, 1.3, 70,  -1,*  9,14,238.1, ⑫⑫, 8, 4,Ｊヤマニンビサｰジュ, 70,岡部誠, 2.3, 71,  -3,  11,11,282.5, ⑩⑧
 9, 4,Ｈロイヤルチョイス, 49,池添謙, 2.0, 36,  -4, -26, 6, 12.0, ⑨⑩, 9, 4, ペッシュボンボン,---,岡部誠, 1.9, 38, -19,  -6,14,288.6, ⑮⑮, 9,12,Ｋツリｰズオブホｰプ, 73,国分恭, 1.6, 67,  -1,   7, 8, 26.7, ⑬⑬, 9, 7,Ｆユｰスティティア, 74,武豊  , 3.4, 58,  -3,  -5, 6, 24.2, ⑨⑩
10, 5,Ｋホッコｰアスカ, 26,国分恭, 2.5, 32, -10, -23,11,237.0, ⑪⑪,10, 5, マリンザスタｰズ,---,荻野琢, 1.9, 37, -14, -13,12,205.4, ⑨⑨,10,11,Ｍコロナ, 72,秋山真, 1.7, 66,   5,   0,16,249.9, ⑥⑥,10, 5,Ｄケイティｰズジェム, 78,藤田伸, 3.9, 53,  -2, -16, 4,  9.7, ⑧⑨
11, 1,Ａウィズインサンデイ, 65,幸英明, 2.7, 29,  -1, -40, 7, 20.6, ⑤⑤,11,11, スノｰレガｰロ,---,四位洋, 1.9, 37, -16, -11, 4, 12.1, ⑪⑪,11, 3,Ｄエｰシンボダイジュ, 79,田中学, 1.8, 65,   6,  -3, 6, 25.5, ④④,11, 2,Ｇラインドリｰム, 73,長谷川, 4.6, 44,  -3, -23,10,137.3, ⑪⑪
,,,,,,,,,,,,12,10, ロミルダ,---,石橋守, 2.2, 41, -14, -11,16,403.5, ⑬⑬,12,10,Ｅリバｰアゲイン, 76,藤岡佑, 1.9, 65,  -3,   6,11,130.2, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,13, 9, ジェネカｰ,---,池添謙, 2.2, 34, -18, -12, 8, 38.9, ⑭⑭,13, 4,Ｏワンモアグリッタｰ, 70,四位洋, 2.0, 64,  -7,   8,15,248.1, ⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,14, 8, リネンサクラ,---,国分優, 2.6, 32, -19, -12,11, 85.0, ⑯⑯,14, 2,Ｎナリタシｰズン, 71,芹沢純, 2.0, 63,  -7,   8,13,220.0, ⑯⑮,,,,,,,,,,,,
,,,,,,,,,,,,15, 1, フミノアマゾン,---,長谷川, 3.0, 27, -12, -26, 5, 22.7, ⑧⑧,15,13,Ｇトップアテンション, 74,和田竜, 2.5, 59,   3,  -5, 9, 27.6, ⑦⑩,,,,,,,,,,,,
,,,,,,,,,,,,16,15, トウケイスマイル,---,渡辺薫, 3.1, 28, -14, -24,15,303.9, ⑩⑩,16,14,Ｆサダムテンジン, 76,川田将, 2.6, 58,   2,  -5, 7, 26.1, ⑪⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:12),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:12),,,,,,,,,,,
単勝:440円 複勝:11=160円 09=150円 03=150円 枠連:530円,,,,,,,,,,,,"単勝:2,910円 複勝:12=720円 16=270円 06=270円 枠連:1,700円",,,,,,,,,,,,単勝:250円 複勝:01=140円 16=140円 05=250円 枠連:420円,,,,,,,,,,,,単勝:180円 複勝:01=130円 06=130円 08=330円 枠連:280円,,,,,,,,,,,
"馬連:1,250円 ワイド:09-11=500円 03-11=270円 03-09=410円",,,,,,,,,,,,"馬連:6,180円 ワイド:12-16=1,430円 06-12=1,550円 06-16=490円",,,,,,,,,,,,馬連:590円 ワイド:01-16=260円 01-05=490円 05-16=670円,,,,,,,,,,,,馬連:350円 ワイド:01-06=200円 01-08=900円 06-08=810円,,,,,,,,,,,
"馬単:2,300円 3連複:1,330円 3連単:8,110円",,,,,,,,,,,,"馬単:15,490円 3連複:8,960円 3連単:120,520円",,,,,,,,,,,,"馬単:1,030円 3連複:1,730円 3連単:6,760円",,,,,,,,,,,,"馬単:600円 3連複:2,520円 3連単:7,110円",,,,,,,,,,,
