11年 5月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鮫ヶ尾城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａスペシャルピｰス, 60,川須栄,, 58,  -2,*  2, 1,  1.9,⑧⑥⑤, 1,14,Ｂトミケンアマｰト, 66,西村太,, 61,  -3,   0, 3,  5.2, ⑥⑥, 1, 1,Ｅオウシュウベスト, 71,勝浦正,, 67,*  6,  11, 3,  9.7,⑪①①, 1, 6,Ｌシンボリアニマｰト, 67,大野拓,, 76,*  8,  -2, 9, 25.3, ①①
 2, 3,Ｂメｰンテｰブル, 60,丸山元, 0.7, 53,* -2,  -6, 2,  3.2,⑨③③, 2,10,Ｃハッピｰトゥデイ, 61,上村洋, 0.0, 60,  -7,*  4, 5,  7.7, ⑨⑨, 2, 5,Ｃアポロストｰム, 71,丹内祐, 0.2, 68,   4,  12, 2,  7.0,⑥③③, 2,12,Ｆカワキタコマンド, 72,丸山元, 0.2, 75,*  5,   2, 4,  8.3, ④④
 3, 6,Ｃカイアナイト, 54,水口優, 0.9, 52,  -2,  -6, 4,  9.6,③④④, 3,15,Ｅエレガンテココ, 56,吉田隼, 0.0, 61,   0,  -2,12, 35.4, ④④, 3, 7,Ｄグラスブレイド, 71,大野拓, 0.2, 65,   0,* 18, 5, 15.1,⑫⑪⑧, 3, 3,Ｉナリタプラチナ, 70,藤岡康, 0.3, 76,   4,*  5, 3,  5.1, ⑥⑥
 4, 9,Ｄヤマニンパンケｰキ, 54,柴田大, 1.0, 51,* -1, -11, 5, 11.3,①①①, 4,13,Ｈサカジロロイヤル, 54,小野寺, 0.2, 57,  -3,  -3, 8, 18.4, ⑤⑤, 4,10,Ｂツクバタイヨウ, 73,吉田隼, 0.4, 65,   4,  10, 4, 10.8,④④④, 4,11,Ｂメイショウベｰネ, 73,吉田隼, 0.9, 71,   1,   4,12, 77.0, ⑧⑨
 5,11,Ｇカトルズスルｰ, 50,黛弘人, 1.6, 47,* -1, -15, 3,  8.0,②②②, 5, 3,Ｋブルｰアンブロシア, 48,大野拓, 0.2, 58,  -9,*  4, 7, 16.7, ⑩⑩, 5, 2,Ｆナンヨｰスラッガｰ, 70,高倉稜, 0.5, 63,   2,  13, 7, 29.6,⑤⑧⑦, 5, 7,Ｋメイショウタフ, 68,古川吉, 0.9, 69,   1,   1, 7, 17.0, ⑨⑦
 6, 5,Ｆスタｰブルｰウッド, 52,丹内祐, 1.9, 48,  -4, -12, 7, 66.9,⑤⑦⑧, 6, 7,Ｆインフィニｰト, 55,藤岡康, 0.3, 57,  -9,*  3, 2,  5.2, ⑪⑪, 6, 9,Ａマスタｰソムリエ, 80,川須栄, 0.5, 63,   3,  11, 1,  1.4,⑦⑥⑤, 6, 4,Ｇシルヴァｰノ, 71,松田大, 1.0, 69,   1,   1, 2,  4.6, ⑦⑧
 7, 2,Ｅプレシャスマリン, 53,勝浦正, 1.9, 45,  -4, -12, 6, 17.9,⑪⑩⑦, 7, 9,Ｄマイネスウィｰト, 58,柴田大, 0.4, 55,  -6,  -3,11, 32.7, ⑧⑧, 7, 3,Ｈユメミルテｰラｰ, 64,松山弘, 0.7, 63,   2,  11, 8, 29.6,③⑦⑨, 7, 5,Ｊシンボリニｰス, 69,村田一, 1.0, 69,  -3,*  9,10, 40.3, ⑭⑭
 7, 7,Ｉメジロテンニョ, 45,嶋田純, 1.9, 45,  -4, -13, 8, 99.2,⑥⑧⑨, 8, 5,Ｇメトログリペン, 54,中舘英, 0.4, 56,*  2, -11, 1,  5.1, ③③, 8, 4,Ｇイｰサンジャンパｰ, 69,田辺裕, 0.8, 60,   1,  12, 6, 27.6,⑧⑩⑪, 8, 2,Ｅトｰセンマルゴｰ, 72,田辺裕, 1.3, 66,  -3,*  8,11, 41.9, ⑮⑮
