11年 1月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2500m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,迎春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃトｰセンミネルバ, 55,三浦皇,, 59,* -3,*  3, 2,  3.9, ①①, 1, 4, モリノミヤコ,,大庭和,,,,, 2,  3.1,③②①, 1, 8,Ａネオレボルｰション, 77,横山典,, 78,* 19,  -9, 1,  1.6,②②①, 1, 7,Ｃヤングアットハｰト, 86,後藤浩,, 93,   4,* 20, 4,  5.5,⑨⑥⑤
 2,11,Ｈサンライトムｰン, 47,松岡正, 0.0, 60,* -5,*  5, 6, 21.7, ④③, 2,10, ハツカリ,,高野和,196.2,,,, 1,  2.8,②④③, 2, 5,Ｋタイフｰンルビｰ, 65,吉田豊, 0.0, 77,  14,   0, 4, 13.7,④④③, 2, 4,Ａキクカタキシｰド, 90,横山典, 0.0, 94,   3,* 23, 1,  3.5,⑥⑨⑨
 3, 4,Ｄエイコオウイング, 54,柴田善, 0.4, 55,  -6,*  2, 4,  6.9, ③④, 3,11, リワｰドクラウン,,五十嵐,198.0,,,, 3,  4.9,⑥⑤⑤, 3, 1,Ｆルロワ, 71,内田博, 0.4, 78,  13,  -2, 3, 10.5,⑦⑤④, 3, 5,Ｈブルｰスタｰキング, 79,ベリｰ, 0.2, 91,   3,  19, 6, 15.9,⑧⑧⑧
 4,14,Ｂニシノカｰリｰ, 60,吉田豊, 0.8, 53,  -9,*  3, 5, 11.5, ⑧⑦, 4, 3, ヴィｰヴァシャトル,,江田勇,198.2,,,,14,188.3,④⑥⑥, 4, 9,Ｇマックスドｰズ, 69,宮崎北, 0.8, 74,  11,  -1,13,140.9,⑩⑦⑤, 4, 2,Ｅドリｰムノクタｰン, 83,柴田大, 0.4, 85,*  6,   9, 8, 28.7,①①①
 5,12,Ａハロｰタマ, 63,小野寺, 0.9, 51,  -8,   0, 1,  2.3, ⑥⑤, 5, 2, スズヨジハｰド,,穂苅寿,198.2,,,, 7, 40.1,⑦③②, 5, 2,Ｄモエレジュンキン, 72,黛弘人, 0.9, 75,  10,   0, 7, 24.8,⑨⑧⑦, 5, 8,Ｇダイバｰシティ, 82,勝浦正, 0.7, 84,   3,  12, 7, 21.2,⑤⑦⑦
 6, 9,Ｅマックスロンシャン, 50,内田博, 1.0, 51,* -4,  -5, 3,  6.0, ②②, 6,13, トｰセンマルゴｰ,,大江原,198.3,,,,10, 82.7,⑨⑨⑧, 6, 4,Ｂディアブラスト, 75,丸田恭, 1.0, 73,   7,*  6, 5, 17.1,⑯⑮⑬, 6, 3,Ｂコスモエンペラｰ, 89,松岡正, 0.7, 82,*  6,   6, 3,  4.6,③②②
 7, 8,Ｆクリスタリン, 49,津村明, 1.2, 48, -11,   0, 9, 64.0, ⑨⑨, 7, 9, インディアンサマｰ,,山本康,198.6,,,, 6, 30.2,⑧⑦⑦, 7,10,Ｃフｰガ, 75,後藤浩, 1.6, 69,   7,  -1, 2,  6.4,⑮⑬⑩, 7, 9,Ｄイチブン, 84,柴田善, 0.9, 81,   4,   6, 5,  6.9,⑦⑤④
 8,10,Ｍアフリｰトギャル, 31,伊藤工, 1.2, 49,  -8,  -3,14,137.1, ⑤⑥, 8, 7, ポルタノｰヴァ,,蓑島靖,199.1,,,, 9, 48.9,①①④, 8,12,Ｌスプリングナイル, 64,武士沢, 2.4, 61,   8,  -8,16,367.8,⑬⑫⑫, 8,10,Ｉアイティトップ, 76,丹内祐, 1.3, 77,   5,   1,10, 96.6,②④⑥
