11年 8月13日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月13日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｴｸｾﾙ浜松開設記念,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂノボピュアリティ, 50,嶋田純,, 46,   2, -11, 5, 10.3, ④④, 1, 8,Ｂリベラルアｰツ, 67,福永祐,, 67,   2,*  5, 1,  3.4,⑦⑥⑥, 1,17,Ｃキッズチェイサｰ, 61,平野優,, 58,* -3,* -7, 1,  2.6,   , 1, 6,Ａキョウワジャンヌ, 86,飯田祐,, 81,   3,* 15, 1,  5.0, ⑪⑫
 2, 2,Ｅレッドオスカｰ, 42,柴田善, 0.2, 43,  -4,  -6, 6, 25.2, ⑧⑦, 2,15,Ｃジャパンプライド, 66,嶋田純, 0.6, 62,*  3,  -1, 4,  5.8,④④③, 2, 3,Ａアイティクイｰン, 66,吉田豊, 0.4, 50, -14,* -6, 2,  4.1,   , 2, 8,Ｉレッドストラｰダ, 74,吉田豊, 0.3, 77,   5,  10, 5,  6.9, ⑨⑨
 3, 1,Ｉナムラビｰム, 34,石橋脩, 0.3, 40, -18,*  7,10, 70.0, ⑬⑬, 3, 1,Ａレットミｰノｰ, 73,平野優, 0.9, 61,  -1,*  3, 2,  4.4,⑩⑫⑫, 3,14,Ｆディｰプインアスク, 50,蛯名正, 0.5, 50,* -6, -13, 4,  6.4,   , 3, 3,Ｄビップセレブアイ, 77,柴田善, 0.3, 78,   1,* 15, 6,  7.4, ⑭⑮
 4,11,Ｆコスモレイラ, 42,柴田大, 0.5, 40, -11,* -1, 9, 49.0, ⑪⑪, 4, 2,Ｆバルボア, 63,中舘英, 1.2, 58,   2,  -5, 5,  7.6,⑤⑤⑤, 4,18,Ｎラデュレ, 34,福永祐, 0.7, 46, -14, -10, 5, 10.5,   , 4, 4,Ｃレインスティック, 78,北村宏, 0.4, 77,   4,  10, 3,  6.4, ⑩⑩
 5, 6,Ｌテイエムデジタル, 28,小林淳, 0.5, 41,  -1, -11,12,120.8, ⑥⑤, 5, 6,Ｌレッドアｰガス, 48,江田照, 1.2, 58,   1,  -3, 7, 18.2,⑫⑨⑧, 5,13,Ｋプレジャｰカフェ, 41,二本柳, 0.7, 46, -18,* -7,18,397.2,   , 5, 9,Ｂユメノキラメキ, 81,福永祐, 0.4, 77,* 10,   2, 7, 10.0, ③②
 6,15,Ｃヒヅグｰタス, 45,西田雄, 0.7, 40,*  5, -18, 1,  2.8, ③③, 6, 9,Ｇコスモゴｰルデン, 61,松岡正, 1.3, 57,*  3,  -8, 3,  5.2,③③②, 6,10,Ｂニシノハピエン, 63,嶋田純, 0.8, 44, -11, -13, 3,  5.4,   , 6,11,Ｌカレンナサクラ, 71,大庭和, 0.5, 76,* 13,  -3,14, 78.3, ①①
 7,14,Ｈランドフォｰル, 37,吉田豊, 0.8, 37,  -2, -13, 4,  9.9, ⑦⑧, 7,14,Ｊレｰルスプリッタｰ, 53,北村宏, 1.3, 59,  -1,*  1,11,111.9,⑬⑭⑭, 7, 9,Ｄエスプレッソラテ, 55,大野拓, 0.8, 44, -18,  -9, 7, 20.2,   , 7,13,Ｇバクシンカｰリｰ, 76,木幡初, 0.5, 76,   9,   2, 8, 11.4, ④④
 8,13,Ｎウィッシュガバナｰ, 19,大庭和, 1.1, 34, -14,  -4,15,319.6, ⑫⑫, 8, 7,Ｅキングダリア, 64,蛯名正, 1.8, 54,   2,  -9, 8, 23.8,⑥⑦⑦, 8,12,Ｇサンマルフェアｰ, 47,杉原誠, 1.0, 41, -11, -15, 6, 15.9,   , 8,14,Ｍモトヒメ, 70,大野拓, 0.6, 75,   6,   5,10, 39.7, ⑧⑦
