11年12月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ｵﾘｵﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｋルタンデスリｰズ, 45,吉田隼,, 63,*  5,  -4, 4,  7.4, ①①, 1, 3, モズギャラクシｰ,---,国分恭,, 57,* -3,  -4, 2,  4.2, ①①, 1,15,Ｇセイクリッドセブン, 75,川田将,, 87,  10,   9, 3, 12.1, ⑧⑧, 1, 9,Ｇロッカヴェラｰノ, 83,岩田康,, 88,*  6,  11, 3,  4.8,①①①
 2, 6,Ｈアンビｰタブル, 47,岩田康, 0.7, 57,   0,  -5, 1,  2.7, ⑤⑥, 2,12, カラヤン,---,福永祐, 0.1, 58, -11,*  6, 7, 15.2, ⑧⑧, 2,14,Ａセイルラｰジ, 82,岩田康, 0.0, 88,   8,* 12, 1,  1.6, ⑫⑫, 2, 7,Ｈリッカロイヤル, 82,福永祐, 0.2, 87,*  4,  12,10, 30.3,③③④
 3,10,Ｂミヤジガンバレ, 59,和田竜, 0.9, 54,  -5,  -3, 3,  6.7, ⑩⑩, 3, 6, クレバｰスカイ,---,藤岡佑, 0.4, 56,  -6,  -2, 4,  6.8, ⑤⑤, 3, 2,Ｋスナイプビッド, 71,デムｰ, 0.2, 84,   8,   9, 7, 21.0, ⑨⑨, 3,12,Ｅタニノエポレット, 84,デムｰ, 0.2, 87,   3,  14, 5,  7.2,⑩⑥⑥
 4, 2,Ａアカネチャン, 60,花田大, 0.9, 54,  -3,  -5,11, 45.0, ⑨⑦, 4, 9, ウエスタンムサシ,---,高倉稜, 0.5, 54,* -4,  -6, 3,  5.9, ③③, 4, 3,Ｈデンコウジュピタｰ, 74,武豊  , 0.4, 82,   5,* 10,10, 27.6, ⑬⑭, 4, 4,Ｉフェニコｰン, 81,佐藤哲, 0.4, 93,  -1,* 25,14,198.4,⑬⑭⑭
 5,16,Ｄアポロパレス, 54,川田将, 1.0, 55,*  3, -10, 2,  5.4, ③③, 5, 7, キタサンウンリュｰ,---,国分優, 0.5, 53,* -4,  -6, 9, 29.0, ②②, 5,13,Ｂドリｰムクラフト, 81,佐藤哲, 0.4, 83,   7,   9, 6, 17.5, ⑭⑬, 5, 1,Ａメイショウドンタク, 91,武豊  , 0.4, 87,   2,  15, 1,  4.0,⑥⑧⑧
 6, 7,Ｃタイキベイビｰ, 57,国分優, 1.1, 54,*  3, -11, 6, 12.2, ②②, 6,13, モンテビアンコ,---,酒井学, 0.5, 54,  -7,  -3,10, 33.4, ⑥⑥, 6, 4,Ｆビｰチパレｰド, 76,吉田隼, 0.8, 77,  11,  -6,11, 41.5, ⑤⑤, 6,14,Ｍウォｰクラウン, 74,川田将, 0.5, 86,   2,  14, 9, 28.8,⑧⑨⑩
 7, 5,Ｆダブルスパｰク, 52,北村友, 1.2, 52,   1, -11, 7, 17.7, ④④, 7, 8, ニュｰロジカル,---,北村友, 0.9, 51,  -9,  -3,11, 73.3, ⑦⑦, 7, 7,Ｄシゲルモトナリ, 79,北村友, 0.9, 75,* 15, -13, 5, 13.2, ②②, 7, 5,Ｊシゲルリジチョウ, 81,国分優, 0.5, 88,   2,  17, 7, 16.7,⑫⑬⑬
 8,12,Ｇジツリキネオ, 49,国分恭, 1.4, 49,  -6,  -5, 9, 21.0, ⑪⑫, 8, 4, シゲルパッション,---,和田竜, 1.0, 50,  -7,  -8, 1,  3.4, ④④, 8,10,Ｌヴィジャイ, 69,福永祐, 0.9, 76,  11,  -6, 2, 10.7, ⑦⑦, 8, 3,Ｆエドノヤマト, 83,浜中俊, 0.7, 86,   2,  14, 6, 16.1,⑪⑫⑫
 9,11,Ｏドリｰムスタｰ, 30,藤岡佑, 2.0, 44, -18,*  1,12,123.8, ⑮⑮, 9,10, ナムラシャｰフ,---,岩田康, 1.3, 49, -12,  -2, 6, 14.2, ⑩⑨, 9, 5,Ｍダｰズンロｰズ, 69,国分優, 0.9, 76,   8,  -1, 8, 21.1, ⑪⑩, 9, 2,Ｂゴｰルドブライアン, 86,吉田隼, 0.9, 84,   2,  11, 2,  4.1,⑨⑩⑪
10, 1,Ｅトウケイオリオン, 54,飯田祐, 2.1, 44,  -3, -15, 8, 19.8, ⑧⑨,10, 2, タマモデザイア,---,デムｰ, 1.7, 44, -14,  -4, 5,  8.0, ⑬⑪,10,11,Ｊゼフィランサス, 72,柴原央, 1.1, 74,* 14, -14,13,116.8, ④③,10, 8,Ｎタガノファントム, 73,国分恭, 1.0, 79,   3,   4, 8, 27.7,⑤⑤⑤
11, 9,Ｎロミルダ, 39,高倉稜, 2.1, 47, -17,*  3,15,305.2, ⑯⑯,11,11, メイショウスリラｰ,---,武豊  , 1.8, 45, -15,  -4, 8, 17.4, ⑫⑬,11, 1,Ｃシルクフラッシュ, 80,四位洋, 1.4, 70,  11, -14, 4, 12.8, ③④,11,13,Ｄロイヤルネックレス, 84,和田竜, 1.2, 77,   3,   1,11, 41.6,⑭⑪⑦
12, 4,Ｌテイエムベリｰニ, 43,安藤光, 2.3, 43, -15,  -2,16,341.1, ⑭⑭,12, 1, ラガｰセント,---,熊沢重, 2.5, 40, -15, -10,12,187.4, ⑪⑫,12,12,Ｉトラストワン, 73,藤岡佑, 1.4, 72,   3,   0,12, 47.1, ⑮⑮,12,10,Ｋトモロポケット, 79,藤田伸, 1.2, 75,*  5,  -3, 4,  7.2,④④③
13, 3,Ｊキリシマハッピｰ, 46,熊沢重, 2.4, 42,  -6, -14,13,137.0, ⑫⑪,13, 5, マルサンマイラヴ,---,小林徹, 2.9, 38, -12, -16,13,231.8, ⑨⑩,13, 8,Ｎシャイン, 68,和田竜, 1.8, 67,  10, -17,14,176.0, ⑥⑥,13,11,Ｃケンブリッジレｰザ, 85,北村友, 1.3, 76,   2,   3,12, 52.9,⑦⑦⑨
14,13,Ｍドナメジャｰ, 40,浜中俊, 2.9, 37,  -3, -22,10, 24.6, ⑦⑧,,,,,,,,,,,,,14, 9,Ｅクリｰルトルネｰド, 78,メンデ, 2.5, 58,   8, -24,15,198.3, ⑩⑪,14, 6,Ｌブルｰスタｰキング, 78,メンデ, 2.0, 65,*  5, -16,13,127.5,②②②
15,15,Ｐカシノオニキス,  8,酒井学, 3.6, 30, -14, -16,14,300.4, ⑬⑬,,,,,,,,,,,,,15, 6,Ｏホッコｰタキオン, 37,飯田祐, 3.8, 44,* 15, -55, 9, 22.9, ①①,,,,,,,,,,,,
16, 8,Ｉマｰブルメｰカｰ, 46,藤岡康, 4.2, 28,   2, -36, 5, 10.7, ⑥⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,
単勝:740円 複勝:14=270円 06=140円 10=180円 枠連:960円,,,,,,,,,,,,"単勝:420円 複勝:03=180円 12=450円 06=240円 枠連:2,020円",,,,,,,,,,,,"単勝:1,210円 複勝:15=290円 14=110円 02=550円 枠連:860円",,,,,,,,,,,,"単勝:480円 複勝:09=210円 07=920円 12=260円 枠連:2,550円",,,,,,,,,,,
"馬連:1,310円 ワイド:06-14=480円 10-14=960円 06-10=400円",,,,,,,,,,,,"馬連:4,130円 ワイド:03-12=1,160円 03-06=590円 06-12=2,150円",,,,,,,,,,,,"馬連:700円 ワイド:14-15=350円 02-15=3,450円 02-14=920円",,,,,,,,,,,,"馬連:7,650円 ワイド:07-09=2,670円 09-12=740円 07-12=3,950円",,,,,,,,,,,
"馬単:3,190円 3連複:2,790円 3連単:16,360円",,,,,,,,,,,,"馬単:7,220円 3連複:10,460円 3連単:62,900円",,,,,,,,,,,,"馬単:2,510円 3連複:5,730円 3連単:40,260円",,,,,,,,,,,,"馬単:12,750円 3連複:22,060円 3連単:122,950円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1600m 2 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,阪神ｼﾞｭﾍﾞﾅｲﾙﾌｨﾘｰｽﾞ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａアズマリュウセイ, 60,国分優,, 52,  -2,*  6, 1,  2.7,⑤⑤⑤, 1, 7, ナムラメイビ,---,国分優,, 53,* -8,  -9, 6, 12.5, ①①, 1,15,Ｂナリタシルクロｰド, 84,高倉稜,, 83,   3,* 19, 4, 15.7,⑥④④, 1,13,Ｍジョワドヴィｰヴル, 63,福永祐,, 85,   3,* 14, 4,  6.8, ⑩⑩
 2, 9,Ｃコスモアンノｰン, 59,和田竜, 0.0, 52,* -1,*  5, 3,  5.9,③③③, 2, 3, モンゴｰルド,---,岩田康, 0.3, 49, -12,  -9, 4,  6.6, ③③, 2,13,Ｇロｰマンレジェンド, 79,岩田康, 0.1, 81,*  4,  17, 1,  1.6,③③③, 2,11,Ｂアイムユアｰズ, 76,メンデ, 0.4, 78,*  7,   2, 8, 12.3, ⑤⑤
