11年12月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名古屋日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃクリスマスマｰベル, 59,太宰啓,, 55,  -2,   4, 2,  9.3,④④④, 1,15,Ｉマイネアルナイル, 49,酒井学,, 60, -14,*  7, 4,  8.9,⑫⑥④, 1,10,Ｃクｰルドリオン, 73,平野優,, 75,   1,* 15, 3,  5.4,⑥⑤①, 1, 1,Ｅヒットザタｰゲット, 77,和田竜,, 81,* 12,  11, 5,  8.8,③②②
 2, 2,Ａラヴァンドゥｰ, 65,福永祐, 0.2, 54,* -1,  -2, 1,  1.1,①①①, 2,12,Ｍグロｰスバンダム, 40,荻野琢, 0.3, 59, -17,* 10, 9, 20.7,⑯⑪⑫, 2, 7,Ｍアヴェカムｰル, 61,福永祐, 0.2, 73,   1,  13, 2,  4.5,⑤④⑤, 2, 4,Ｊエｰシンミラｰジュ, 76,太宰啓, 0.0, 80,   9,* 18, 2,  5.0,⑨⑩⑩
 3,10,Ｅチョウウン, 52,横山和, 0.3, 53,* -1,  -2, 5, 42.0,③③③, 3,11,Ｃハナゾノ, 54,太宰啓, 0.3, 56, -14,   4, 7, 18.0,⑤⑤⑥, 3,15,Ａトップオブカハラ, 74,松山弘, 0.4, 71,  -1,* 16, 1,  3.0,⑪⑪⑩, 3, 3,Ｂロｰレルクラシック, 81,中舘英, 0.2, 80,  11,  12, 1,  3.3,⑥⑦⑤
 4, 5,Ｂメモリｰシリング, 61,荻野琢, 0.4, 54,  -2,   0, 4, 20.1,⑤⑤⑤, 4, 6,Ｇヒデノビクトリア, 50,古川吉, 0.3, 61, -16,* 11, 8, 19.5,⑭⑫⑨, 4, 3,Ｄヤマニンフリスキｰ, 73,太宰啓, 0.7, 70,  -1,* 14,11, 48.5,⑩⑫⑪, 4, 6,Ａタガノキャプテン, 83,村田一, 0.3, 76,   9,  12, 8, 21.2,⑤⑨⑦
 5, 3,Ｈテイエムベンケイ, 46,藤懸貴, 0.4, 50,* -1,  -2,12,322.2,②②②, 5,10,Ａシュピッツェ, 61,西村太, 0.4, 56, -16,   4, 6, 11.7,⑪⑧⑧, 5, 8,Ｌアロｰベアタキオン, 64,武幸四, 0.7, 69,   1,   9,12, 68.2,⑯⑥③, 5, 2,Ｃキンセイポラリス, 81,荻野琢, 0.4, 78,  10,  13, 7, 14.8,⑫⑫⑪
 6, 6,Ｆタガノボックス, 47,古川吉, 0.4, 52,  -3,   3, 6, 81.2,⑥⑥⑥, 6, 9,Ｆオｰシュペｰル, 51,吉田隼, 0.5, 55, -14,   1, 2,  4.6,④④⑤, 6, 1,Ｂコスモイフリｰト, 73,丹内祐, 0.8, 68,  -1,  10, 7, 15.2,④⑦⑥, 6,12,Ｈマッキｰバッハ, 76,酒井学, 0.5, 76,  11,   8, 4,  7.4,⑪⑧⑥
 7, 1,Ｐサントスシチｰ, 26,酒井学, 0.5, 55,  -8,* 10, 7, 89.3,⑪⑪⑪, 7, 5,Ｄニシノミラクル, 53,村田一, 0.6, 49,*-13,  -4,10, 23.7,①①①, 7,16,Ｆイオス, 68,中舘英, 1.4, 63,*  3,   1, 8, 21.2,③②④, 7, 9,Ｍトウショウデザイア, 69,黛弘人, 0.7, 72,* 13,  -3,14,101.8,①①①
 8,16,Ｄアスタｰコリント, 53,川須栄, 1.2, 49,  -5,  -2, 3,  9.3,⑧⑧⑦, 8, 3,Ｂアンコｰルピｰス, 58,福永祐, 0.8, 52, -16,   0, 1,  3.1,⑥⑨⑩, 8, 9,Ｎダイシンワイルド, 57,丸田恭, 1.5, 60,*  3,  -1,13,107.9,②①②, 8,11,Ｌリキアイクロフネ, 72,大野拓, 1.1, 70,* 12,  -6,13, 90.1,⑦④③
 9, 7,Ｇカシノチョッパｰ, 46,和田竜, 1.2, 51, -10,*  7, 8,101.0,⑭⑭⑫, 9, 4,Ｋビュｰビｰナス, 42,和田竜, 0.9, 56, -20,*  7,11, 57.7,⑬⑯⑯, 9,14,Ｉヒルトップシｰン, 66,吉田隼, 1.5, 63,   0,   5, 4,  8.7,⑬⑩⑫, 9,14,Ｇレオキュｰト, 77,丸田恭, 1.1, 70,   9,   4,11, 51.6,⑩⑪⑬
10,11,Ｌテイエムブロンクス, 35,松田大, 1.6, 48,  -8,   1,10,238.5,⑬⑬⑬,10,16,Ｊイルテアトリｰノ, 44,大野拓, 1.0, 47,*-13,  -9,16,284.8,③③③,10, 2,Ｋニシノジャブラニ, 64,川須栄, 1.6, 63,   0,   3, 5, 11.1,⑧⑧⑧,10,10,Ｆサクラキングオｰ, 77,福永祐, 1.2, 69,  11,  -3, 3,  5.5,④⑥⑨
11,12,Ｊレッドオスカｰ, 42,西田雄, 1.8, 43,  -6,  -6, 9,129.4,⑩⑩⑩,11,14,Ｎスリｰオｰシャン, 39,西田雄, 1.1, 47, -15,  -5,15,273.8,⑧⑦⑦,11, 4,Ｏパイクスピｰク, 56,村田一, 1.6, 63,  -2,   7, 9, 28.4,⑫⑬⑭,11, 7,Ｋナムラアｰガス, 74,古川吉, 1.2, 71,   9,   4,12, 73.3,⑭⑭⑫
