11年 7月30日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 7月30日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北洋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａアイアムネフライト, 60,横山典,, 67,*  2,* -3, 2,  2.5, ①①, 1, 7,Ｆクラベス, 61,三浦皇,, 64,*  1,   0, 2,  5.4,②②②, 1, 9,Ｇクワイアｰソウル, 70,三浦皇,, 77,  -1,* 19, 1,  2.2,②③③, 1, 4,Ｃコスモセンシティブ, 70,丹内祐,, 74,   9,* -2, 4,  7.5,⑥⑥⑤
 2, 6,Ｅキボウダクリチャン, 41,古川吉, 0.4, 62,  -1,  -6, 4, 24.4, ②②, 2,11,Ｂスリｰアルテミス, 65,吉田隼, 0.3, 64,  -1,*  3, 5,  6.5,⑦⑧⑥, 2, 1,Ｈラフアウェイ, 65,藤田伸, 0.0, 76,*  1,  15, 3,  6.7,①①①, 2, 3,Ｂヤマニンリップル, 71,柴山雄, 0.1, 71,* 11, -11, 1,  2.1,④③③
 3, 3,Ｃコスモラヴバニｰ, 50,吉田隼, 1.1, 52,  -3, -12, 3, 11.8, ④④, 3, 4,Ｉコスモノｰハｰム, 55,丹内祐, 0.3, 64,  -1,*  2, 6, 11.6,⑤⑦⑤, 3, 2,Ｂメタギャラクシｰ, 75,松田大, 0.8, 74,  -1,  14, 2,  4.0,⑦④④, 3, 1,Ｄエムオｰクラウン, 69,丸田恭, 0.1, 72,  10,  -9, 7, 30.9,③④④
 4, 7,Ｂマイネルアダマス, 58,丹内祐, 1.3, 52,   0, -17, 1,  1.6, ③③, 4,12,Ｅスエヒロジュピタｰ, 61,小林徹, 0.6, 62,  -1,   0, 7, 27.8,⑫⑨⑨, 4, 8,Ｄオｰスミカイエン, 72,秋山真, 0.9, 68,*  1,   9, 6, 11.9,⑨②②, 4, 2,Ａカリスマミッキｰ, 71,丸山元, 0.5, 66,* 11, -18, 2,  3.7,②②②
 5, 5,Ｇビッグプレゼンタｰ, 37,西村太, 1.4, 47,  -5, -15, 7, 44.9, ⑤⑤, 5, 3,Ｋフミノキララ, 51,長谷川, 0.7, 59,   0,  -3, 8, 33.2,⑬⑥⑧, 5, 6,Ａタマモワルツ, 75,勝浦正, 1.4, 66,  -2,  10, 5, 11.0,⑧⑧⑥, 5, 8,Ｈペプチドルパン, 64,岩田康, 0.8, 65,* 12, -22, 3,  6.2,①①①
 6, 2,Ｆコスモバンディエラ, 40,津村明, 1.8, 42,  -7, -17, 5, 27.8, ⑥⑥, 6,10,Ｈトｰセンティアラ, 58,横山典, 0.7, 59,   1,  -4, 3,  5.7,④④③, 5, 5,Ｅコアヨカ, 72,岩田康, 1.4, 67,  -2,  11, 4, 11.0,③⑦⑦, 6, 9,Ｇダッシュアキチャン, 65,古川吉, 0.9, 65,   7, -12, 6, 24.9,⑦⑦⑦
 7, 4,Ｄコｰリンデヴァタｰ, 46,丸山元, 2.6, 33,  -5, -28, 6, 35.6, ⑦⑦, 7,13,Ｃドラゴンブレス, 64,丸山元, 0.8, 57,*  5, -12, 4,  6.1,①①①, 7, 4,Ｊエバｰオンワｰド, 53,山口竜, 1.9, 63,  -2,   7, 7, 13.1,⑤⑨⑨, 7, 7,Ｆビップレジェンド, 67,松田大, 1.9, 56,  10, -33, 8, 33.4,⑨⑤⑥
,,,,,,,,,,,, 8, 2,Ｇラッキｰゾｰン, 59,勝浦正, 0.8, 57,   1,  -5,11, 56.7,③③④, 8,10,Ｆビｰボタンダッシュ, 71,丸田恭, 2.1, 60,  -1,   4, 8, 43.3,④⑤⑧, 8, 5,Ｉファンキｰタウン, 60,黛弘人, 2.5, 50,   3, -26, 9, 85.6,⑧⑨⑨
