11年 5月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1900m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 2, 6,Ｄマサノエクスプレス, 61,国分優, 0.0, 63,*-12,* 13, 5, 23.3,①①①, 1, 3, ピカピカテッタ,,北沢伸,,,,, 3,  7.0,③②②, 1, 7,Ｇユニヴァｰスガイ, 73,浜中俊,, 76,   7,   5, 7, 15.8,④③③, 1, 3,Ｃバアゼルリバｰ, 81,安藤勝,, 84,  12,* 27, 3,  0.0,⑩⑩⑩
 1, 8,Ｂボストンリョウマ, 65,和田竜,, 63,*-13,* 13, 2,  2.5,②②②, 2, 5, オンワｰドシェルタ,,穂苅寿,194.0,,,, 2,  3.2,⑨⑦⑤, 2, 5,Ｊイｰグル, 70,鮫島良, 0.0, 77,*  8,   5, 1,  3.7,②②②, 2, 2,Ｅマナクｰラ, 79,和田竜, 0.0, 86,* 16,  16, 1,  0.0,⑦⑥③
 3,12,Ａクｰクｰダダ, 66,国分恭, 0.4, 62, -16,* 15, 1,  2.2,⑦⑧⑥, 3, 6, テイエムファイヤｰ,,田嶋翔,194.3,,,, 1,  2.3,①①①, 3, 6,Ｈメイショウシャイン, 73,渡辺薫, 0.3, 76,   6,   6, 5,  9.5,⑥⑦⑦, 3,11,Ｉスズカゲイル, 78,高倉稜, 0.2, 86,  15,  18,11,  0.0,⑧⑧⑦
 4, 2,Ｈテイエムギンリュウ, 55,小林徹, 0.6, 59, -14,  10,10,113.1,⑥③④, 4, 4, テイエムブユウデン,,佐久間,194.9,,,, 5, 12.1,⑦④⑥, 4, 9,Ｃヴィｰヴァレジｰナ, 76,高倉稜, 0.4, 75,   4,* 11,10, 30.9,⑩⑩⑨, 4, 1,Ｄハｰトシュｰタｰ, 80,国分優, 0.6, 78,  14,  11, 6,  0.0,④⑦⑥
 5,10,Ｅエアポｰトメサ, 60,野元昭, 0.7, 58, -14,  10, 4, 13.1,⑨⑦⑤, 5, 7, ベｰトｰヴェン,,黒岩悠,195.3,,,, 6, 12.9,⑤⑥⑦, 5, 3,Ｋカタンジャレ, 68,熊沢重, 0.7, 75,   6,   2,11, 37.0,⑤⑥⑤, 5,12,Ｂカノンコｰド, 81,芹沢純, 0.7, 76,* 17,   1, 5,  0.0,③②②
 6,11,Ｉアサケムサシ, 54,川島信, 0.8, 56,*-14,   8, 7, 39.8,③④③, 6, 2, ラｰマブルｰ,,今村康,195.7,,,, 9, 52.5,⑩⑧⑧, 6,10,Ａキクノセンヒメ, 78,川島信, 0.8, 73,   4,   5, 6, 10.3,⑧⑨⑩, 6, 6,Ｇワイズミュｰラｰ, 79,池添謙, 0.9, 77,  11,  17, 4,  0.0,⑪⑪⑪
 7, 5,Ｆトリノ, 59,高倉稜, 1.5, 51, -17,   7, 6, 36.1,⑪⑪⑩, 7, 1, エｰシンマイトップ,,五十嵐,196.0,,,, 4, 11.5,④⑤④, 7, 2,Ｉタガノザイオン, 72,池添謙, 0.9, 69,*  8,  -4, 4,  7.3,①①①, 7,13,Ｊマッキｰバッハ, 76,鮫島良, 1.1, 75,  13,   7, 9,  0.0,⑨⑨⑨
 8, 4,Ｇラヴフェアリｰ, 55,渡辺薫, 2.0, 50, -17,   3, 8, 62.9,⑧⑨⑨, 8,12, リバｰキャッスル,,白浜雄,197.5,,,, 8, 34.2,⑧⑩⑨, 8, 8,Ｄジョｰシンドバッド, 74,和田竜, 0.9, 72,   5,   1, 3,  5.5,③⑤④, 8, 4,Ｋハｰドダダンダン, 73,四位洋, 1.3, 72,* 16,  -5, 7,  0.0,⑤③④
 9, 1,Ｋメイショウコロク, 49,石橋守, 2.1, 50, -17,   5,11,178.2,⑩⑫⑫, 9,10, マイプリティワン,,中村将,197.8,,,, 7, 18.5,②③③, 9, 4,Ｆカスガ, 73,国分恭, 1.0, 72,   4,   2, 9, 23.3,⑦⑧⑧, 9,10,Ｍウィッシングデュｰ, 66,国分恭, 2.1, 64,  14, -14,12,  0.0,①④⑤
10, 3,Ｃナポレオンバロｰズ, 65,熊沢重, 2.2, 49, -14,  -3, 3,  5.9,④⑤⑦,10, 9, スズカグラス,,林満明,201.0,,,,10,146.1,⑪⑪⑪,10,11,Ｂアッシュｰル, 76,四位洋, 1.0, 69,   7,  -2, 2,  4.1,⑨④⑥,10, 7,Ｆニシノプライスレス, 79,川島信, 2.2, 65,  15, -14,10,  0.0,⑥⑤⑧
11, 7,Ｍクレバｰステｰジ, 31,鮫島良, 3.2, 42, -19,  -3, 9, 64.9,⑬⑬⑬,11,11, オリオンザドｰタｰ,,難波剛,201.6,,,,12,233.1,⑫⑫⑫,,,,,,,,,,,,,11, 5,Ａマツリダガッツ, 83,浜中俊, 2.4, 62,* 17, -23, 2,  0.0,②①①
12, 9,Ｌペプチドパラス, 37,武英智, 3.4, 37, -16, -11,13,322.4,⑫⑩⑪,12,13, カシマパステル,,高野和,203.4,,,,13,275.3,⑥⑨⑩,,,,,,,,,,,,,12, 8,Ｌラインドリｰム, 71,熊沢重, 2.9, 60,  10, -11, 8,  0.0,⑫⑫⑫
13,13,Ｊシュンライ, 51,田中健, 3.9, 33, -15, -17,12,309.8,⑤⑥⑧,13, 8, ウォｰタｰリメイン,,田村太,205.8,,,,11,192.1,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,
"単勝:250円 複勝:08=110円 06=270円 12=110円 枠連:2,200円",,,,,,,,,,,,"単勝:700円 複勝:03=190円 05=120円 06=120円 枠連:1,090円",,,,,,,,,,,,"単勝:1,580円 複勝:07=380円 05=170円 06=320円 枠連:920円",,,,,,,,,,,,"単勝:450円 複勝:03=190円 02=160円 11=1,240円 枠連:830円",,,,,,,,,,,
"馬連:2,970円 ワイド:06-08=620円 08-12=120円 06-12=660円",,,,,,,,,,,,"馬連:1,470円 ワイド:03-05=470円 03-06=350円 05-06=150円",,,,,,,,,,,,"馬連:2,910円 ワイド:05-07=1,190円 06-07=2,590円 05-06=780円",,,,,,,,,,,,"馬連:890円 ワイド:02-03=360円 03-11=4,140円 02-11=2,550円",,,,,,,,,,,
"馬単:4,100円 3連複:1,420円 3連単:12,030円",,,,,,,,,,,,"馬単:2,880円 3連複:830円 3連単:6,390円",,,,,,,,,,,,"馬単:6,850円 3連複:8,710円 3連単:64,760円",,,,,,,,,,,,"馬単:1,800円 3連複:8,390円 3連単:72,070円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■11R  芝1800m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,都大路ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｆケンタッキｰロｰド, 53,池添謙,, 66,  -3,*  5, 3, 12.6, ⑥⑤, 1,15,Ａペルレンケッテ, 74,藤田伸,, 68,* -2,   2, 1,  1.5, ③③, 1,13,Ｃプリサイストップ, 73,高倉稜,, 72,*  4,   7, 1,  0.0, ③③, 1,10,Ｃネオヴァンドｰム, 88,浜中俊,, 95,  15,* 16, 5, 11.6, ⑨⑨
 2, 5, サンダｰストラック,---,四位洋, 0.3, 64, -10,* 11, 7, 24.6, ⑭⑪, 2, 9,Ｄアグネスクロｰバｰ, 53,川島信, 0.3, 66,* -4,  -1, 3, 21.8, ④④, 2,16,Ｄエイシンクエスト, 72,四位洋, 0.2, 71,   1,   8, 2,  0.0, ④④, 2, 8,Ｊミッキｰドリｰム, 83,和田竜, 0.2, 92,  17,* 10, 2,  6.2, ⑥⑥
 3, 2,Ｂラプスドｰル, 60,鮫島良, 0.5, 62,* -1,  -2, 5, 13.9, ①①, 3, 4, マｰルｰト,---,和田竜, 0.4, 70, -14,* 13,10, 99.1, ⑫⑩, 3, 4,Ａエルチョコレｰト, 74,小坂忠, 0.3, 71,  -2,* 11, 3,  0.0, ⑧⑤, 3,15,Ｂホワイトピルグリム, 91,安藤勝, 0.3, 88,  17,   8, 4, 11.4, ⑦④
 4, 4,Ｇリアリｰザワｰルド, 50,国分恭, 0.8, 60,  -3,  -2,12,270.1, ④③, 4,10,Ｂダノンフェアリｰ, 64,四位洋, 0.5, 62,*  0,  -7, 2,  3.0, ②②, 4,10,Ｊニチドウダイヤ, 62,田嶋翔, 0.6, 68,*  4,   2,14,  0.0, ②②, 4, 3,Ｎアドマイヤテンクウ, 75,四位洋, 0.7, 86,  15,   4, 9, 38.1, ⑤⑧
 5, 3,Ａサカジロゴｰルド, 71,高倉稜, 0.9, 57,* -2,  -5, 1,  1.4, ②②, 5, 3,Ｃヤマニンボンプアン, 54,田中健, 0.7, 59,*  0, -11, 5, 28.8, ①①, 5, 6,Ｅビバエルフ, 72,川島信, 0.7, 69,  -6,* 12, 9,  0.0, ⑮⑬, 5, 4,Ｈオｰトドラゴン, 85,渡辺薫, 0.7, 88,  14,   7, 8, 20.6, ⑫⑩
