11年 6月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａサカジロゴｰルド, 64,武豊  ,, 51,* -6,  -2, 1,  2.2, ②②, 1, 4,Ｆプリティアクィｰン, 58,酒井学,, 71,   4,* -1, 5,  9.0, ⑧⑨, 1,12,Ｎロｰドロックスタｰ, 65,池添謙,, 74,*  2,   8, 2,  5.1, ①①, 1, 2,Ｍメイショウダグザ, 80,和田竜,, 85,* 10,  16, 4, 12.2,①①①
 2, 3,Ｂペガサスプリンス, 63,浜中俊, 0.0, 52,* -7,   0, 4,  7.7, ③④, 2, 9,Ｃシェルエメｰル, 62,佐藤哲, 0.1, 71,   5,* -3, 1,  4.2, ⑨⑧, 2, 7,Ｂマックスバロｰズ, 75,岩田康, 0.2, 73,*  0,  10, 1,  4.8, ③④, 2, 5,Ａクリュギスト, 88,川田将, 0.2, 85,   7,* 20, 1,  1.9,⑤⑥⑥
 3,14,Ｇマコトポセイドン, 52,佐藤哲, 0.0, 52,  -9,*  4, 7, 33.3, ⑨⑧, 3, 3,Ｂコアレスシルバｰ, 64,芹沢純, 0.4, 68,*  7, -11, 4,  7.9, ③③, 3, 9,Ｄゴｰゲッタｰ, 71,和田竜, 0.3, 72,* -1,   8, 3,  5.3, ④⑤, 3,11,Ｉツルマルスピリット, 82,小牧太, 0.4, 81,*  9,  14, 3,  9.1,②②②
 4, 4,Ｃレディワシントン, 60,ウィリ, 0.2, 51,* -6,  -3, 3,  6.8, ①①, 4,12,Ｍオｰスミラバｰ, 48,川島信, 0.4, 68,*  9, -14,10, 38.9, ②②, 4, 4,Ｋワｰルドロレックス, 66,四位洋, 0.5, 72,  -5,* 12, 6, 12.8, ⑬⑬, 4,15,Ｅヒラボクキング, 85,岩田康, 0.4, 83,   8,  16, 6, 13.8,⑥⑤④
 5, 8,Ｅニホンピロエラリｰ, 57,藤岡佑, 0.2, 50,  -9,   0, 5,  9.1, ⑥⑤, 5,15,Ｅハッピｰトゥデイ, 61,岩田康, 0.4, 67,   5,  -8, 7, 14.9, ⑦⑤, 5, 2,Ｇサイキョウアサカゼ, 68,武幸四, 0.6, 72,  -8,* 15, 8, 16.7, ⑮⑮, 5,14,Ｈミッキｰバラｰド, 83,福永祐, 0.5, 81,*  9,  14, 8, 28.0,④④③
 6, 9,Ｄエｰシンリボルバｰ, 59,小牧太, 0.3, 48, -12,*  3, 8, 49.2, ⑪⑪, 6,18,Ｉアフォリズム, 56,川田将, 0.5, 67,   6, -11,11, 39.7, ④④, 6,14,Ｉシエラデルタ, 67,国分優, 0.6, 68,  -2,   6,11, 38.3, ⑧⑦, 6,12,Ｆキタノアラワシ, 85,秋山真, 0.6, 82,   6,* 20, 9, 36.4,⑭⑭⑬
 7, 5, シｰザシｰ,---,福永祐, 0.5, 47,  -9,  -3, 2,  4.1, ⑤⑥, 7, 1,Ｄカガタイキ, 62,国分優, 0.6, 64,   2,  -7, 6, 13.1, ⑩⑩, 7,15,Ｊロｰドセイバｰ, 67,藤岡佑, 0.8, 68,  -3,   6, 9, 18.7, ⑪⑩, 7, 1,Ｌソラメンテウナベス, 80,佐藤哲, 0.7, 80,   8,  16,10, 51.2,⑦⑧⑧
 8, 2,Ｉスズノウルフ, 42,川島信, 1.0, 44,  -8,  -6,13,209.5, ⑦⑦, 8,16,Ｎサンレイデュｰク, 46,難波剛, 0.8, 61,   0,  -6,18,396.8, ⑭⑬, 8, 8,Ｆアイビｰフォｰルド, 69,幸英明, 0.8, 67,  -4,   7,13, 53.9, ⑩⑪, 8, 3,Ｋジョｰモルデュｰ, 81,酒井学, 0.7, 83,   5,* 21,13, 74.5,⑨⑫⑭
 9,10, マスタｰイｰグル,---,和田竜, 1.0, 45, -12,  -1,16,316.9, ⑬⑬, 9, 5,Ｇマハｰバｰラタ, 57,福永祐, 0.9, 62,   5, -15, 3,  5.2, ⑥⑥, 9,10,Ｅインプレッシヴデイ, 69,川田将, 0.8, 66,  -3,   4, 7, 14.1, ⑥⑨, 9, 6,Ｂゴッドエンブレム, 87,藤岡佑, 0.9, 83,   6,  18, 2,  6.3,⑩⑬⑫
10, 1,Ｍダイシンライン, 28,ピンナ, 1.1, 43, -13,  -1,12,121.8, ⑫⑫,10,13,Ａマｰルｰト, 66,和田竜, 0.9, 61,   1, -10, 2,  4.2, ⑫⑪,10,18,Ｒロｰザペルラ, 50,渡辺薫, 0.8, 70,  -7,* 11,18,347.2, ⑯⑯,10, 4,Ｏプラチナメｰン, 77,ウィリ, 0.9, 82,   8,  12,12, 62.8,③③⑤
11, 7,Ｈロッキｰラクｰン, 44,幸英明, 1.2, 43, -11,  -5,15,289.6, ⑩⑨,11, 8,Ｈエヴァｰトリニティ, 57,幸英明, 1.0, 59,   1, -11, 9, 28.3, ⑪⑫,11, 5,Ｑスズカサクセス, 61,藤懸貴, 0.9, 64,  -3,   3,16,225.4, ⑨⑧,11,13,Ｎポイマンドレｰス, 78,ピンナ, 1.2, 77,   7,  13,14, 85.5,⑧⑩⑩
12, 6,Ｊエｰシンベルリナｰ, 41,川田将, 1.4, 40, -10,  -9, 9, 51.5, ⑧⑩,12,17,Ｌトミケンアエラス, 49,国分恭, 1.1, 57,  -6,* -3,17,390.6, ⑰⑭,12,17,Ｈルアｰズストリｰト, 68,秋山真, 1.0, 63,  -2,   1,10, 19.6, ⑦⑥,12, 7,Ｄミダｰスタッチ, 86,藤田伸, 1.6, 79,   2,  18, 5, 13.5,⑯⑯⑯
13,16,Ｆアップヒルティガｰ, 53,岩田康, 1.6, 38,* -7, -14, 6, 20.3, ④③,13,11, メイショウガルダ,---,花田大, 2.1, 46,  -7, -15,16,326.4, ⑮⑮,13,13,Ｐタマモユニヴァｰス, 61,国分恭, 1.2, 60,*  1,  -6,15,136.8, ②②,13,10,Ｃテイエムクレナイ, 87,幸英明, 1.6, 75,   8,   8,11, 61.9,⑪⑨⑨
14,12,Ｎヤマカツエイト, 21,池添謙, 1.6, 40, -16,  -2,11, 85.0, ⑭⑮,14, 7,Ｊゴｰルデンコマンド, 55,秋山真, 2.1, 47,   5, -30,12, 44.9, ⑤⑦,14,11,Ｌサクラティアモ, 66,北村友, 1.3, 61,  -7,   4,17,232.1, ⑭⑭,14, 8,Ｇマイエンブレム, 84,武豊  , 1.7, 74,   8,   5, 7, 14.9,⑮⑦⑦
15,11,Ｋハッピｰメｰル, 35,国分恭, 1.7, 38, -17,  -3,14,253.6, ⑮⑭,15, 2,Ｏニホンピロナナコ, 46,北村友, 3.2, 38, -12, -21,15,274.7, ⑯⑰,15, 1,Ｃリッカスウィｰプ, 71,福永祐, 1.3, 61,  -6,   2, 5,  8.7, ⑫⑫,15, 9,Ｐタガノファントム, 65,国分恭, 1.7, 76,   4,  14,16,185.4,⑬⑮⑮
16,13,Ｌアレンスキｰ, 29,国分優, 2.5, 32, -17, -10,10, 83.1, ⑯⑯,16,14,Ｐレッドフィアレス, 43,四位洋, 3.9, 15, -16, -25, 8, 15.2, ⑱⑱,16,16,Ａジャポニズム, 77,ウィリ, 1.3, 58,*  1,  -6, 4,  7.0, ⑤③,16,16,Ｊシルクタｰンベリｰ, 81,安藤光, 1.7, 74,   7,   9,15,179.2,⑫⑪⑪
,,,,,,,,,,,,17,10,Ｑキクノルナ, 43,森一馬, 4.5, 23,* 10, -68,14,182.0, ①①,17, 6,Ｏユメノカケハシ, 62,藤田伸, 1.4, 61,  -9,   6,12, 45.9, ⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,18, 6,Ｋモカビｰン, 50,藤田伸, 6.1, -9, -11, -62,13, 66.3, ⑬⑯,18, 3,Ｍワイドロｰタス, 66,武豊  , 1.5, 60,  -9,   5,14,110.8, ⑱⑱,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-10),,,,,,,,,,,
単勝:220円 複勝:15=120円 03=220円 14=890円 枠連:350円,,,,,,,,,,,,単勝:900円 複勝:04=300円 09=180円 03=220円 枠連:930円,,,,,,,,,,,,"単勝:510円 複勝:12=210円 07=170円 09=180円 枠連:1,420円",,,,,,,,,,,,"単勝:1,220円 複勝:02=270円 05=120円 11=210円 枠連:700円",,,,,,,,,,,
"馬連:800円 ワイド:03-15=380円 14-15=1,500円 03-14=3,610円",,,,,,,,,,,,"馬連:1,880円 ワイド:04-09=720円 03-04=870円 03-09=580円",,,,,,,,,,,,"馬連:1,370円 ワイド:07-12=690円 09-12=650円 07-09=450円",,,,,,,,,,,,"馬連:1,320円 ワイド:02-05=530円 02-11=1,250円 05-11=340円",,,,,,,,,,,
"馬単:1,200円 3連複:9,010円 3連単:28,380円",,,,,,,,,,,,"馬単:4,520円 3連複:4,170円 3連単:25,140円",,,,,,,,,,,,"馬単:2,710円 3連複:2,340円 3連単:12,550円",,,,,,,,,,,,"馬単:3,650円 3連複:3,060円 3連単:19,130円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,あずさ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃゼロセン, 57,酒井学,, 60,*  3,  -9, 5, 11.9,①①①, 1, 9,Ａアバウト, 74,芹沢純,, 79,* -3,* 15, 3,  5.1,①①①, 1,15,Ｂハッピｰグラス, 74,岩田康,, 75,   1,* 15, 2,  5.0, ⑥⑥, 1, 3,Ｃエアペイシェンス, 83,福永祐,, 83,* 10,* 11, 2,  3.9,④⑤③
 2,13,Ｊトウカイパスカル, 40,国分優, 0.2, 59,   1,* -7, 8, 39.4,⑤⑤⑤, 2,11,Ｂハｰキュリｰズ, 74,浜中俊, 0.2, 82,* -3,* 17, 4,  5.3,④④③, 2, 5,Ａダコｰル, 77,佐藤哲, 0.0, 75,   1,* 15, 1,  2.1, ⑤⑤, 2,11,Ｇソルモンタｰレ, 78,小林慎, 0.2, 81,   9,* 10, 7, 14.0,⑥⑥⑤
 3, 7,Ｍウォｰタｰメイ, 32,渡辺薫, 0.2, 58,   1,  -8,10, 90.3,③④④, 3, 4,Ｅカレンデイムｰン, 66,和田竜, 0.6, 76,  -5,  12,12,120.2,⑦⑤⑤, 3, 8,Ｎウインラｰニッド, 66,浜中俊, 0.1, 75,   2,  10, 3,  8.9, ④④, 3, 4,Ａレオプレシャス, 83,藤岡佑, 0.8, 79,* 11,   2, 1,  2.8,②②②
 4,11,Ｄクレバｰステｰジ, 56,和田竜, 0.2, 59,   1,  -7, 6, 14.6,④③③, 4,10,Ｆスズカファルコン, 65,幸英明, 0.6, 77,  -6,* 15, 9, 30.5,⑧⑨⑨, 4,18,Ｇマイネマオ, 71,ウィリ, 0.1, 73,  -1,* 16, 9, 22.1, ⑧⑧, 4,12,Ｍヴィｰヴァギブソン, 76,和田竜, 0.8, 77,   8,   6, 9, 37.9,⑩⑨⑨
 5, 3,Ｆキュｰダスバンブｰ, 53,鷹野宏, 0.6, 56,  -2,* -6,12,169.5,⑫⑩⑨, 5, 1,Ｇスマッシュスマイル, 63,岩田康, 0.7, 75,  -6,* 15, 1,  3.4,⑥⑦⑦, 5,14,Ｍサトノパンサｰ, 66,和田竜, 0.2, 75,  -2,* 16, 5, 19.1, ⑩⑩, 5,14,Ｄドリｰムマジシャン, 81,幸英明, 0.9, 77,   9,   4, 6, 12.9,⑧⑧⑥
 6, 8,Ｈノアノア, 49,ウィリ, 0.8, 56,*  2, -16, 2,  6.7,②②②, 6, 3,Ｃヤマニンシバルリｰ, 73,藤田伸, 1.2, 66,* -4,   1, 5,  7.2,②②②, 6,10,Ｊライトレｰル, 68,武幸四, 0.3, 69,*  5,   3,16,132.4, ②②, 6, 9,Ｏマイネルパルティア, 75,ピンナ, 1.1, 75,   8,   3,14,188.9,⑦⑦⑦
 7, 6,Ａダノンクルソラ, 66,北村友, 0.8, 53,   0, -10, 3,  7.2,⑦⑥⑥, 7, 7,Ｊスズカアンペｰル, 61,武豊  , 1.2, 70,  -8,  11, 7, 25.4,⑪⑩⑪, 7, 6,Ｄキョウワジャンヌ, 71,飯田祐, 0.3, 71,   0,  13,10, 22.1, ⑦⑦, 7, 8,Ｂマルティニｰク, 83,岩田康, 1.2, 75,   7,   5, 3,  4.6,⑮⑯⑧
 8, 2,Ｂフィｰルドセブン, 60,幸英明, 1.5, 50,  -1, -16, 1,  1.7,⑪⑧⑧, 8,12,Ｈサクセスパシュｰト, 62,鮫島良, 1.2, 71,  -8,  11,10, 41.3,⑩⑪⑫, 8, 9,Ｉオｰスミマイカ, 69,四位洋, 0.5, 72,  -3,* 17, 7, 19.4, ⑫⑭, 8,16,Ｊシｰクレバｰ, 78,国分優, 1.3, 74,   7,   5,13,173.8,⑬⑬⑭
 9, 5,Ｇサンライズスタｰ, 51,池添謙, 1.8, 49,  -5, -11, 4,  9.1,⑨⑬⑫, 9, 8,Ｄサトノユリア, 68,秋山真, 1.3, 65,  -5,   2, 2,  4.1,⑤⑥⑥, 9,11,Ｅカピオラニパレス, 71,池添謙, 0.5, 70,  -3,* 15, 4, 15.6, ⑨⑪, 9, 1,Ｌヒカリアスティル, 77,北村友, 1.3, 72,   6,   6, 8, 31.8,⑪⑭⑯
10,12,Ｋメイショウシンセイ, 40,芹沢純, 1.9, 49,   1, -19,11,162.6,⑩⑦⑦,10, 2,Ｌアサクサショパン, 60,福永祐, 1.4, 64,* -4,  -1, 8, 28.4,③③④,10, 4,Ｋオマワリサン, 67,武豊  , 0.6, 66,*  7,  -3, 6, 19.4, ①①,10, 2,Ｅエｰシンサンスタｰ, 79,川田将, 1.5, 73,   6,   5,10, 93.7,⑭⑮⑮
11,10,Ｉメイショウタイタン, 41,国分恭, 1.9, 48,  -2, -17, 9, 88.6,⑬⑪⑩,11, 5,Ｋチャｰミングダンス, 61,四位洋, 1.4, 68,  -8,   8,11, 77.2,⑫⑫⑩,11,13,Ｃノヴァグロリア, 74,北村友, 0.7, 67,  -3,  12,11, 25.3, ⑭⑬,11,15,Ｉギャザｰロｰジズ, 78,浜中俊, 1.7, 72,* 10,  -5, 4, 12.0,⑤④④
12, 1,Ｅランドヘラクレス, 54,花田大, 2.8, 41,  -1, -26, 7, 26.2,⑥⑨⑪,12, 6,Ｉザルグｰン, 61,池添謙, 1.7, 62,  -6,   0, 6, 24.4,⑨⑧⑧,12,12,Ｒシｰドダイレクト, 60,福永祐, 1.1, 63,  -3,   6,15, 89.1, ⑬⑫,12, 7,Ｎトップジャイアンツ, 76,佐藤哲, 1.9, 68,   7,  -1,15,246.9,⑨⑪⑫
