11年 7月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 7月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2850m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佐渡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａパワｰヒッタｰ, 50,吉田豊,, 46,*-14,  -8, 1,  1.4, ①①, 1,14, クリｰバレン,,山本康,,,,, 6, 16.9,④③①, 1,12,Ａエｰブフウジン, 66,蛯名正,, 63,* -2,*  0, 1,  1.7,④③③, 1, 2,Ｂモンテエン, 81,柴田善,, 89,*  0,* 21, 1,  1.4,⑥⑥⑤
 2, 6,Ｅハｰトヴァイン, 35,柴田善, 0.0, 50, -26,*  4, 5, 12.4, ⑧⑥, 2, 5, マジェスティバイオ,,柴田大,185.2,,,, 1,  2.9,⑧④④, 2, 7,Ｃシルクスロｰン, 61,田辺裕, 0.0, 60,* -2,  -3, 3,  9.7,①①①, 2, 4,Ｃショウナンバｰズ, 79,北村宏, 0.1, 86,*  0,* 20, 3,  8.5,⑤⑤④
 3, 8,Ｂエキゾチックバニラ, 47,石神深, 0.4, 42, -17, -10, 3,  6.1, ②②, 3,10, トリビュｰトソング,,五十嵐,185.3,,,, 2,  3.7,⑫⑧⑦, 3, 2,Ｄゴッドツヨシ, 61,北村宏, 0.2, 60,  -4,  -2, 5, 11.3,③④④, 3, 6,Ａカネトシパサｰジュ, 82,蛯名正, 0.4, 85,  -1,* 18, 2,  6.3,⑨⑨⑧
 4, 3,Ｆタニセンジャッキｰ, 34,松岡正, 0.6, 40, -22,  -8, 2,  5.6, ⑤⑦, 4, 1, バイヨン,,穂苅寿,185.6,,,,11, 37.0,②⑤⑤, 4, 8,Ｂシュヴァルツシルト, 62,田中勝, 0.4, 58,  -3,  -3, 4, 10.6,⑦⑥⑤, 4, 9,Ｅヒカルマンテンボシ, 73,松岡正, 0.7, 77,*  0,   8, 4, 10.0,④④③
 5, 2,Ｃシｰキングザスタｰ, 46,蛯名正, 0.9, 36, -18, -15, 4, 11.6, ③③, 5, 9, ナカヤマスナイパｰ,,金子光,186.0,,,, 7, 17.2,⑥⑥⑥, 5,11,Ｋグッドランスタｰ, 46,平野優, 0.6, 56,  -5,  -5,13,511.7,⑤⑤⑦, 5,11,Ｄメイショウイチバン, 76,高倉稜, 0.9, 79,  -3,  15, 6, 27.4,⑫⑫⑪
 6, 7,Ｇクレバｰアストレア, 27,平野優, 0.9, 36, -22, -11, 6, 79.3, ⑥④, 6, 4, サトノバロン,,横山義,186.5,,,, 3,  6.5,①①②, 6, 9,Ｆグラスルビｰ, 57,大野拓, 0.7, 57,  -6,  -3, 6, 25.5,⑨⑧⑧, 6, 5,Ｈシンボリロｰレンス, 70,木幡初, 1.0, 78,  -3,  13, 9,160.8,⑪⑪⑫
 7, 5,Ｄハルピュイア, 35,柴田大, 1.3, 30, -21, -18, 7,131.2, ④⑤, 7,12, ハクサン,,石神深,186.6,,,, 9, 26.4,⑩⑨⑧, 7, 1,Ｊキングメｰカｰ, 48,西田雄, 0.8, 55,  -5,  -6,10,256.2,⑥⑦⑥, 7,12,Ｌハイゲｰト, 63,田辺裕, 1.0, 75,  -2,  10, 8, 67.4,⑩⑩⑨
 8, 4,Ｈアナｰヒタｰ, 13,中谷雄, 1.8, 24, -23, -21, 8,154.5, ⑦⑧, 8, 7, トキノナスティア,,浜野谷,186.8,,,, 4,  7.0,③②③, 8, 5,Ｉライフイズライフ, 48,武士沢, 0.9, 59,  -8,*  3, 8, 79.8,⑭⑭⑭, 8, 7,Ｉネオスピリッツ, 68,中舘英, 1.2, 73,*  0,   4, 7, 46.3,⑦⑦⑥
,,,,,,,,,,,, 9, 8, スズマｰシャル,,鈴木慶,187.1,,,,13,127.4,⑪⑩⑩, 9,13,Ｇレオマジェスティ, 56,柴田善, 1.0, 52,* -2, -16, 2,  3.7,②②②, 9, 3,Ｆベルグミサイル, 72,武士沢, 1.4, 72,  -1,   4,11,307.5,⑧⑧⑩
,,,,,,,,,,,,10,13, メイショウブソン,,植野貴,187.8,,,,12, 98.2,⑦⑦⑨,10, 3,Ｈコスモインスパイア, 56,柴田大, 1.0, 54,  -8,  -3, 9,127.3,⑪⑪⑩,10,10,Ｇメジロミドウ, 71,江田照, 2.1, 59,*  1, -13, 5, 27.0,②②②
