11年12月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,逆瀬川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂタガノジョイナｰ, 53,国分恭,, 59,  -2,* -3, 3,  6.4,⑦⑦⑦, 1,12, アグネスラナップ,,北沢伸,,,,, 1,  3.1,③⑤④, 1,13,Ａアンリヴィｰルド, 74,四位洋,, 70,   2,   4, 2,  2.7, ④③, 1, 7,Ｄダノンシャｰク, 84,デムｰ,, 89,  -5,  25, 1,  2.1, ②②
 2, 7,Ｃタマモクララ, 51,藤岡康, 0.0, 59,*  0,* -8, 2,  3.0,①①①, 2,13, スナｰクスペイン,,今村康,201.0,,,, 5, 12.3,②①①, 2, 6,Ｉロｰレルボルケｰノ, 57,秋山真, 0.1, 68,   0,   5, 6, 18.8, ⑦⑤, 2, 6,Ｅアナバティック, 80,四位洋, 0.1, 85,* -3,  19, 5, 13.2, ①①
 3, 4,Ａシゲルサクランボ, 64,四位洋, 0.6, 57,*  0, -10, 1,  2.6,②⑤②, 3, 4, ユウタｰチェイサｰ,,植野貴,201.8,,,, 2,  3.4,⑤②②, 3, 8,Ｂマウンテンファスト, 72,国分恭, 0.4, 66,   2,   1, 3,  6.6, ③④, 3, 1,Ｃビッグスマイル, 86,川田将, 0.2, 90,  -8,* 29, 2,  2.9, ⑧⑨
 4, 5,Ｌクイｰンパワｰ, 37,野元昭, 0.7, 55,  -2,  -9, 5,  9.5,⑪⑨④, 4, 9, シャロｰム,,高田潤,202.6,,,, 3,  4.9,⑩⑧⑦, 4, 7, シンワウォッカ,---,川島信, 0.4, 65,   0,   3, 9,101.9, ⑤⑥, 4, 4,Ａタガノエルシコ, 89,岡部誠, 0.4, 86,  -6,  24, 3,  7.1, ⑦⑦
 5,11,Ｆマルヨフレンドリｰ, 46,幸英明, 1.2, 52,  -3, -11, 9, 69.5,⑫⑫⑩, 5,14, シシャモフレンド,,白浜雄,203.5,,,, 7, 20.9,①④⑤, 5,10,Ｄリアライズキボンヌ, 68,デムｰ, 0.5, 64,  -7,*  9, 5, 11.3, ⑫⑩, 5, 8,Ｇカワキタフウジン, 76,武豊  , 0.4, 83,  -5,  20, 6, 18.6, ③④
 6, 2,Ｇフィリスバイド, 46,川島信, 1.2, 50,*  0, -16, 7, 39.4,⑥④⑤, 6, 5, テイエムカミカゼ,,熊沢重,203.6,,,, 8, 24.4,⑧⑦⑥, 6, 4,Ｋカシノインカロｰズ, 49,渡辺薫, 0.6, 65,  -8,*  9,10,145.7, ⑩⑪, 6, 3,Ｆシルクアｰネスト, 80,藤田伸, 0.6, 83,  -8,  22, 4,  7.5, ⑤⑥
 7, 6,Ｈロングカリス, 45,渡辺薫, 1.9, 47,  -3, -17,11, 95.1,⑨⑩⑪, 7, 7, バアゼルリバｰ,,小坂忠,203.6,,,, 4,  9.1,⑪⑪⑨, 7,11,Ｃストリｰトハンタｰ, 70,オドノ, 0.7, 62,*  4,  -4, 1,  2.4, ②②, 7, 9,Ｈトゥリオンファｰレ, 74,秋山真, 0.7, 78,  -5,  15, 7, 58.1, ④③
 8, 8,Ｄクロンヌドｰル, 51,岡部誠, 3.1, 39,*  0, -32, 4,  6.7,③②③, 8, 2, ベｰトｰヴェン,,黒岩悠,204.1,,,,11, 62.0,④③③, 8, 9,Ｊヤングエイト, 53,高倉稜, 1.2, 60,  -6,   2,11,210.6, ⑨⑨, 8, 2,Ｂドリｰムトラベラｰ, 87,幸英明, 0.8, 81,  -9,  22, 8, 77.1, ⑨⑧
