11年 6月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2880m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹿島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａコスモアイボリｰ, 65,松岡正,, 60,* -5,*  3, 1,  1.5,④③③, 1, 8, サトノバロン,,横山義,,,,, 3,  6.2,②②①, 1, 3,Ｂクリｰルタイラント, 64,田辺裕,, 61,  -7,*  6, 6, 30.9,⑧⑩⑥, 1,11,Ｆダイワシｰクレット, 79,柴田大,, 80,   4,  13, 8, 28.5, ⑧④
 2, 6,Ｂケｰジｰアミｰガ, 59,田辺裕, 0.5, 56,  -6,*  1, 5,  9.9,②④④, 2, 2, ナイスラッキｰ,,高野和,193.3,,,, 2,  3.0,①①②, 2, 9,Ｄクリｰンメタボ, 59,中谷雄, 0.3, 58,  -6,* -4, 5, 15.6,⑦⑦⑤, 2,16,Ｄコパノカチｰノ, 79,松岡正, 0.0, 79,*  8,   9, 3,  5.3, ②②
 3, 7,Ｄファヴェラシック, 58,柴田大, 0.5, 56,* -5,  -2, 3,  7.3,③②②, 3, 1, サンデｰチョウサン,,浜野谷,194.1,,,, 1,  2.8,③④③, 3, 8,Ｇダイワハリントン, 54,北村宏, 0.3, 57,* -3, -10, 4, 11.1,①①①, 3, 2,Ｂゴｰルドバシリスク, 80,柴田善, 0.4, 75,  -8,* 20, 2,  4.1, ⑯⑯
 4, 1, ディｰプインアスク,---,後藤浩, 1.3, 50,* -4,  -9, 2,  6.2,⑪①①, 4, 6, ファｰトゥム,,草野太,194.2,,,, 9, 53.0,④③④, 4, 2,Ｈモンドナハト, 53,大野拓, 0.5, 57,* -4, -10, 9,110.1,⑪④④, 4, 1,Ａハンマｰプライス, 83,蛯名正, 0.5, 74,  -6,* 17, 4,  5.9, ⑭⑭
 5, 2,Ｃレインボｰデイズ, 58,蛯名正, 1.8, 50,  -9,  -4, 4,  7.5,⑩⑨⑨, 5, 7, ヴィｰヴァシャトル,,江田勇,195.2,,,, 6, 12.7,⑦⑥⑤, 5, 5,Ａリワｰドシオン, 71,後藤浩, 0.7, 54,* -4, -14, 1,  1.7,⑥③③, 5, 5,Ｉファンドリカップ, 78,御神本, 0.5, 75,  -3,  14, 6, 17.1, ⑬⑫
 6, 3,Ｊティｰケイラビット, 34,大野拓, 1.9, 46,  -7,  -8, 6, 59.4,①⑤⑤, 6, 3, メジロクリントン,,大江原,195.9,,,, 4,  7.3,⑥⑦⑦, 6, 7,Ｆテイエムバカラ, 57,御神本, 0.8, 52,* -3, -18, 3,  7.9,③②②, 6,12,Ｌニシノステディｰ, 73,中舘英, 0.6, 74,* 10,   2, 1,  4.0, ①①
 7, 4,Ｇガンバルンバ, 45,小野寺, 2.5, 47,  -8, -11, 9,275.9,⑦⑧⑦, 7,11, ベロｰチェ,,穂苅寿,196.9,,,, 7, 25.2,⑤⑤⑥, 7,12,Ｊメマンチンタ, 52,蛯名正, 1.1, 51,  -6, -16, 7, 45.8,⑨⑧⑦, 7, 6,Ｏディアアゲイン, 70,鮫島良, 0.7, 74,  -2,  13,15,359.9, ⑫⑬
 8,11,Ｆニシノヒナギク, 45,嶋田純, 2.5, 43,  -8, -14, 7, 82.2,⑤⑥⑥, 8, 9, スズカケノミチ,,宗像徹,197.6,,,, 8, 32.0,⑧⑧⑧, 8, 1,Ｃサイクロンフォｰス, 62,松岡正, 1.5, 47,  -7, -19, 2,  3.7,④⑨⑩, 8,10,Ｐアタッキングゾｰン, 69,田中勝, 0.8, 72,   5,   4, 9, 29.6, ④③
