11年 3月 6日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 3月 6日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,球磨特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｇルｰビンシュタイン, 52,勝浦正,, 55,* -5,* -3, 3,  7.8,①①①, 1,16,Ａベストクロｰン, 64,丸山元,, 58,   0,*  9, 2,  3.4, ⑥⑥, 1, 7,Ａトｰセンディケム, 71,中舘英,, 75,*  0,  15, 3,  4.6,①①①, 1, 1,Ｃウインドミネｰタｰ, 74,丸山元,, 85,*  9,* 20, 1,  2.6,①①①
 2, 8,Ａデルマインドラ, 62,竹之下, 0.7, 49,* -6,  -8, 1,  1.6,②②②, 2,15,Ｄホットサマｰデイ, 55,酒井学, 0.0, 59,   4,   5, 3,  5.4, ④⑤, 2, 4,Ｇバックトゥジエｰス, 69,長谷川, 0.0, 75,  -4,* 20, 1,  4.0,⑦⑦⑤, 2, 4,Ｈボタニカルアｰト, 67,勝浦正, 0.6, 82,*  9,  16, 6, 14.8,②②②
 3, 7,Ｉテイエムミライオｰ, 47,古川吉, 1.3, 45,  -7, -12, 6, 25.3,⑥④③, 3, 4,Ｅマイネルメガロス, 51,丹内祐, 0.0, 60,*  7,   3, 4,  7.0, ②②, 3,11,Ｆトｰセンヤッテキタ, 69,大野拓, 0.0, 73,  -2,* 17, 4,  5.9,⑤⑤③, 3, 2,Ａシルクエステｰト, 75,中舘英, 1.3, 79,   7,  14, 4,  6.6,⑦⑤④
 4, 9,Ｂスパｰクスフライ, 56,森一馬, 1.3, 45,  -9,  -8,10, 60.4,⑨⑧⑦, 4, 7,Ｂシェルエメｰル, 58,中舘英, 0.1, 59,*  6,   3, 1,  2.9, ③③, 4,12,Ｃシュンハレン, 71,酒井学, 0.7, 69,* -1,  10, 8, 16.5,②②②, 4, 9,Ｂシゲルアサマヤマ, 75,酒井学, 1.6, 76,   6,  13, 3,  5.7,⑨⑧⑥
 5, 6,Ｃアスｰルアラテラ, 55,長谷川, 1.5, 45,  -9,  -9, 2,  7.1,⑫⑪⑩, 5,10,Ｆトウショウリズム, 43,松山弘, 0.4, 54,   1,   3, 7, 24.3, ⑤④, 5,10,Ｅアグネスフリｰダム, 70,勝浦正, 0.9, 68,  -2,  10, 9, 20.1,③④④, 5, 3,Ｉエアレモネｰド, 65,藤岡康, 2.2, 71,   5,   9,10,122.6,⑧⑨⑧
 6, 4,Ｊホクザンヴィリル, 44,赤木高, 1.6, 43,  -7, -13,12, 88.8,⑦⑤⑤, 6, 5,Ｉテイエムオイチ, 38,渡辺薫, 0.6, 54,*  9,  -6, 8, 33.8, ①①, 6, 6,Ｄホッコｰキングオｰ, 70,松山弘, 1.0, 69,  -4,  12, 6, 15.4,⑩⑩⑧, 6, 5,Ｆメジロフランクリン, 69,上村洋, 2.3, 69,   7,   3, 8, 39.7,③③③
 7, 3,Ｌリアライズプラケオ, 43,川須栄, 1.6, 43,  -8, -14, 8, 43.5,⑤⑥⑥, 7,12,Ｇスズカアクシオ, 42,上村洋, 0.7, 51,  -6,*  7, 9, 34.3, ⑧⑦, 7, 2,Ｈレオアラシ, 66,田中博, 1.1, 69,  -6,  14,11, 92.4,⑪⑫⑫, 7, 8,Ｄトップオブザヘヴン, 72,太宰啓, 2.9, 66,   7,   1, 2,  3.6,⑥⑥⑦
 8,14,Ｅキンショｰダッシュ, 54,丸山元, 1.8, 41,  -8, -13, 9, 52.1,③⑨⑧, 8, 3,Ｃラグランダム, 57,勝浦正, 0.9, 47,  -9,*  7, 6, 16.0, ⑨⑨, 8, 3,Ｎロｰレルクラシック, 59,太宰啓, 2.0, 60,  -4,   4, 2,  4.0,⑬⑪⑩, 8, 6,Ｇリンドブルム, 68,田中博, 2.9, 67,   7,  -2, 7, 33.1,⑤④⑤
