11年12月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,市川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅクレバｰデステニｰ, 58,田辺裕,, 64,   0,*  6, 5, 12.8, ⑪⑨, 1, 8, ディアマイホｰス,,横山義,,,,, 1,  2.2,⑤④③, 1, 4,Ｇチャンピオンヤマト, 64,吉田豊,, 68,  11,   2, 1,  3.1, ④④, 1, 4,Ｌダイワナイト, 73,柴田大,, 82,* 11,   1, 6, 15.4, ①①
 2, 4,Ｆタンブルブルｰタス, 57,三浦皇, 0.0, 67,   9,  -3, 6, 14.6, ⑤⑤, 2, 5, タガノバッチグｰ,,中村将,199.3,,,, 4,  7.2,①①①, 2,14,Ａタニセンジャッキｰ, 78,嶋田純, 0.0, 70,* 13,   0, 3,  4.5, ②②, 2,12,Ａエｰシンヒットマン, 84,ウィリ, 0.2, 78,   6,   4, 2,  3.1, ⑥⑦
 3, 2,Ｂドリｰムコメット, 65,丸山元, 0.4, 66,* 13, -10, 1,  2.7, ①①, 3, 3, ドレスアフェアｰ,,大江原,199.4,,,, 5, 13.9,②②②, 3,16,Ｉハタノアブソルｰト, 59,三浦皇, 0.1, 69,* 12,  -1, 9, 37.9, ③③, 3, 9,Ｊロｰドバロック, 74,田辺裕, 0.2, 79,   2,*  9, 9, 25.9, ⑪⑩
 4, 9,Ａトップフライアｰ, 67,後藤浩, 0.6, 62,* 11, -10, 2,  2.7, ③③, 4, 2, バックハウス,,五十嵐,200.2,,,, 7, 32.1,③⑧⑦, 4, 1,Ｂストリｰトハンタｰ, 69,オドノ, 0.2, 64,   4,*  6, 4,  9.5, ⑨⑥, 4, 6,Ｇドリｰムピｰチ, 75,平野優, 0.2, 79,   2,*  8,12, 49.8, ⑩⑨
 5, 7,Ｄダノンエレガント, 61,石橋脩, 0.7, 62,* 11, -11, 4,  7.9, ②②, 5,12, タイキデイブレイク,,高野和,200.2,,,, 3,  4.9,④③④, 5, 6,Ｄゲンテン, 67,ウィリ, 0.5, 64,   8,   0, 2,  3.2, ⑤⑤, 5, 3,Ｅダノンブライアン, 77,後藤浩, 0.3, 77,   5,   4, 7, 22.1, ⑧④
 6,16,Ｃスノｰクラフト, 62,木幡初, 0.8, 60,   9, -10, 3,  7.1, ⑥⑥, 6, 9, パワｰショウ,,山本康,200.3,,,, 2,  4.4,⑦⑤⑤, 6, 2,Ｊプリサイスファイン, 59,今野忠, 0.8, 58,   0,*  5, 8, 26.4, ⑫⑩, 6, 1,Ｈアイアムマリリン, 75,吉田豊, 0.3, 77,  -5,* 13, 8, 23.1, ⑮⑮
 7, 8,Ｉコスモダンケシェン, 47,柴田大, 0.9, 55,  -5,*  1, 7, 30.9, ⑭⑫, 7, 4, ハンドクラッピング,,鈴木慶,201.1,,,,10,119.4,⑩⑩⑧, 7, 9,Ｃコウセイコタロウ, 68,津村明, 0.8, 58,   2,   3,11, 54.7, ⑪⑪, 7, 7,Ｆアラマサロｰズ, 76,丸山元, 0.3, 78,* 10,  -1, 3,  9.7, ②②
 8,10,Ｈテヌｰト, 50,田中勝, 1.0, 54,   2,  -6,12,143.2, ⑧⑦, 8,11, ニシノファブレッド,,穂苅寿,201.5,,,, 6, 14.2,⑧⑦⑥, 8,13,Ｐスプリｰムブルｰ, 36,木幡初, 1.0, 59,   8,  -4,15,345.2, ⑥⑦, 8,10,Ｂキングレオポルド, 83,石橋脩, 0.3, 77,*  9,   0, 1,  2.8, ④③
 9,15,Ｊデルマホテイ, 44,中谷雄, 1.0, 54,   2,  -6,15,387.4, ⑨⑧, 9, 1, セントアンズ,,金子光,203.4,,,, 9,104.7,⑨⑨⑨, 9, 7,Ｌサｰストンデンバｰ, 57,柴田善, 1.1, 54,  -5,*  6,12,135.7, ⑯⑭, 9, 5,Ｍレイクエルフ, 71,武士沢, 0.5, 75,   0,   7,14,111.1, ⑬⑫
10,11,Ｏカシノモンスタｰ, 29,小林淳, 1.3, 51,  -5,  -2,14,376.1, ⑯⑭,10, 7, シルクスペンサｰ,,蓑島靖,205.6,,,,11,127.9,⑪⑪⑩,10, 5,Ｆナムラビｰム, 64,石橋脩, 1.3, 59,* 14, -12, 6, 19.5, ①①,10, 8, ハルサンサン,---,今野忠, 0.5, 75,   6,   0,15,177.2, ⑤⑤
11, 1,Ｎカルメンズサン, 30,津村明, 2.0, 48,   9, -21, 8, 66.4, ④④,11,10, クリノダイヤモンド,,平沢健,213.8,,,,12,314.6,⑫⑫⑪,11,10,Ｍジャストフレンズ, 55,田辺裕, 1.4, 55,   4,  -4,10, 47.9, ⑩⑫,11,16,Ｃセレスマジェスティ, 80,安藤勝, 0.8, 71,   5,  -2, 4, 10.8, ⑨⑧
12,12,Ｐケイジｰハンタｰ, 26,今野忠, 2.2, 44,  -4, -10,16,441.8, ⑮⑯,,,,,,,,,,,,,12, 8,Ｋロｰレルボルケｰノ, 58,大庭和, 1.7, 49,  -3,  -1, 7, 22.0, ⑬⑬,12, 2,Ｉスプラッシュエンド, 74,三浦皇, 1.0, 69,  -3,   3,11, 48.5, ⑭⑭
