11年11月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
10, 5, シャイニｰアｰス,---,吉田豊, 2.7, 46,  -4,  -6,14,355.3, ⑯⑯,10, 1, ハンドクラッピング,,鈴木慶,213.3,,,,12,163.5,⑬⑪⑪,10,14,Ｉウィナｰズマックス, 54,伊藤工, 2.0, 51,* 15, -39, 8, 84.2, ④④,10,16,Ｄスｰパｰワシントン, 82,坂井英, 1.2, 73,  11,* -4,13, 58.8, ⑱⑱
11,14,Ｍオンワｰドモンテ, 38,小林淳, 3.0, 47,   0, -14,13,337.9, ⑮⑮,11, 9, メジロテンニョ,,江田勇,214.3,,,,10, 92.6,②⑤⑦,11, 3, ユｰセイツｰア,---,二本柳, 2.6, 45,   1, -27,14,588.7, ⑬⑫,11, 1,Ｊカゼノグッドボｰイ, 78,熊沢重, 1.2, 77,* 26, -24,12, 49.8, ⑥③
12,13,Ｏトキワヅクシ, 15,二本柳, 3.7, 41,   3, -25,16,725.2, ⑫⑪,12, 3, スマイルフォンテン,,大江原,215.7,,,,11,143.0,⑪⑫⑫,12, 5, カインドギフト,---,田中勝, 2.6, 47,  -9, -13,12,157.9, ⑭⑭,12,13,Ｉラテアｰト, 79,嶋田純, 1.3, 72,  17, -14, 8, 18.8, ⑮⑭
13, 7,Ｇダイキチパワｰ, 45,熊沢重, 3.7, 42,*  8, -34, 9,187.3, ②②,13,13, カリント,,水出大,218.5,,,,14,378.2,⑭⑭⑭,13,10,Ｋディスコナイト, 46,御神本, 3.4, 37,   8, -48, 9, 86.5, ⑧⑩,13, 8,Ｆカトルズリップス, 81,田面木, 1.3, 74,* 26, -26,10, 32.8, ③⑤
14,15,Ｎライフハッカｰ, 28,武士沢, 4.0, 39,   1, -25,12,322.8, ⑬⑬,14,14, シルクスペンサｰ,,高野和,219.2,,,,13,187.2,⑫⑬⑬,14, 4, アメノミナカヌシ,---,坂井英, 4.1, 17,  -1, -44,13,284.7, ⑪⑬,14,12,Ｏタイキパｰシヴァル, 77,武士沢, 1.8, 69,* 28, -36, 5, 10.5, ①①
15, 6,Ｊバリバリ, 42,坂井英, 4.2, 39,   3, -29,10,227.9, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ａシャドｰクロス, 87,ベリｰ, 2.0, 65,  12, -17, 3,  5.6, ⑰⑰
16, 3,Ｉヒカリレｰザｰ, 44,大庭和, 4.4, 40,   5, -31,15,361.0, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｌメイショウシオギリ, 78,中谷雄, 2.1, 64,  22, -31,18,279.2, ⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｐメモリｰパフィア, 73,酒井学, 2.4, 62,* 27, -43,14, 92.5, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 6,Ｑユキノハリケｰン, 72,小林淳, 2.9, 56,  24, -46,15,127.1, ④⑥
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:不良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:稍重(指数:4),,,,,,,,,,,
"単勝:2,090円 複勝:12=760円 08=860円 02=300円 枠連:4,360円",,,,,,,,,,,,"単勝:580円 複勝:04=160円 02=140円 11=150円 枠連:1,060円",,,,,,,,,,,,単勝:160円 複勝:13=110円 01=170円 02=190円 枠連:490円,,,,,,,,,,,,単勝:320円 複勝:09=150円 11=550円 18=320円 枠連:880円,,,,,,,,,,,
"馬連:6,360円 ワイド:08-12=1,570円 02-12=670円 02-08=810円",,,,,,,,,,,,"馬連:1,010円 ワイド:02-04=380円 04-11=540円 02-11=490円",,,,,,,,,,,,馬連:500円 ワイド:01-13=260円 02-13=280円 01-02=510円,,,,,,,,,,,,"馬連:4,970円 ワイド:09-11=1,440円 09-18=790円 11-18=3,550円",,,,,,,,,,,
"馬単:17,750円 3連複:8,260円 3連単:79,600円",,,,,,,,,,,,"馬単:2,080円 3連複:1,970円 3連単:12,010円",,,,,,,,,,,,"馬単:700円 3連複:990円 3連単:2,590円",,,,,,,,,,,,"馬単:8,080円 3連複:14,190円 3連単:76,570円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,霜月ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａマイネルアトラクト, 61,石橋脩,, 64,* 11,*-21, 2,  4.0, ⑥⑤, 1,18, ラミアプリマベｰラ,---,小林淳,, 59, -11,* -1,16, 90.3, ⑦⑦, 1,13,Ｂプロスペラスマム, 76,坂井英,, 75,   4,*  9, 4, 13.4, ⑩⑩, 1, 3,Ｄケイアイテンジン, 91,後藤浩,, 91,* 17,  10, 6, 17.0, ①①
 2,11,Ｉコスモトゥルｰラヴ, 50,ベリｰ, 0.2, 62,* 11, -25, 4,  7.0, ③③, 2,11, バサラヴォｰグ,---,後藤浩, 0.0, 59,* -8,  -5, 3,  5.0, ②③, 2, 4,Ｆセイウンアスラン, 71,石橋脩, 0.2, 75,*  9,   1, 6, 18.3, ②②, 2,14,Ｃナニハトモアレ, 91,御神本, 0.0, 91,  10,* 19, 4,  9.9, ⑫⑫
 3, 2,Ｅレッドブルピサ, 55,後藤浩, 0.5, 58,* 11, -28, 1,  2.5, ⑤④, 3,12, チェリｰヒロイン,---,坂井英, 0.0, 63, -14,*  5, 7, 29.4, ⑪⑬, 3, 3,Ａリンガスクリフ, 84,後藤浩, 0.4, 73,* 11,  -3, 1,  1.8, ①①, 3,10,Ｆバｰディバｰディ, 90,坂井英, 0.1, 91,  15,  14, 5, 10.2, ⑪⑤
 4,18,Ｋコスモアウリンコ, 46,柴田大, 0.6, 62,   3,*-15,12,239.2, ⑰⑰, 4, 1, ブライトボｰイ,---,伊藤工, 0.2, 57, -11,  -4,14, 82.4, ⑤⑤, 4, 2,Ｇジャイアン, 71,御神本, 0.5, 70,   3,*  5, 8, 26.5, ⑭⑪, 4, 9,Ｌタマモクリエイト, 84,大庭和, 0.4, 89,  14,  11,10, 54.6, ⑩④
 5,10,Ｇシンデンアラタ, 53,小林淳, 0.8, 54,   7, -25,14,296.2, ⑭⑭, 5,15, リバｰデュランダル,---,江田照, 0.3, 58,* -8,  -5,13, 69.2, ④④, 5, 6,Ｅシャラントレディ, 72,田中勝, 0.6, 72,*  9,  -1, 3,  9.3, ③③, 5,15,Ａティアップワイルド, 93,石橋脩, 0.4, 88,  14,  11, 7, 30.3, ⑥⑥
 6, 9,Ｄグランシャルム, 57,蛯名正, 0.8, 56,* 14, -36, 3,  5.4, ②②, 6, 7, マイネルスパｰブ,---,柴田大, 0.4, 58, -13,* -2, 8, 33.0, ⑧⑩, 6,16,Ｊアドバンスペリｰ, 69,酒井学, 0.6, 69,   2,*  5,13,197.3, ⑫⑭, 6, 1,Ｋエアマックｰル, 85,伊藤工, 0.5, 87,   6,* 20,14,235.8, ⑬⑬
 7, 1,Ｊロｰドラディアント, 49,田中勝, 0.9, 53,* 14, -39, 7, 27.9, ①①, 7, 3, ワイルドアプロｰズ,---,御神本, 0.8, 50, -13,  -8, 2,  4.2, ⑩⑨, 7, 1,Ｋセンノデバギヤ, 69,大庭和, 0.7, 69,   2,   4,12,169.2, ⑬⑫, 7,11,Ｇウィキマジック, 90,ベリｰ, 0.7, 85,  13,   9, 1,  1.9, ⑤⑧
 8, 6,Ｆボｰルドドリｰム, 53,江田照, 1.1, 53,   4, -25,11,192.1, ⑮⑮, 8,17, ジパングティアラ,---,吉田豊, 0.8, 51, -16,  -5, 6, 18.8, ⑯⑯, 8, 5,Ｃドンビザッツウェイ, 75,ベリｰ, 0.8, 68,   8,  -3, 2,  4.5, ⑤④, 8, 7,Ｂインペリアルマｰチ, 93,嶋田純, 1.0, 84,* 17,   2, 3,  6.9, ②②
 9, 8,Ｂヴェルティゴ, 60,横山義, 1.6, 47,   5, -35, 8, 29.0, ⑬⑬, 9,14, トウカイマジカル,---,熊沢重, 0.9, 50, -13,  -9,18,242.0, ⑭⑫, 9, 9,Ｈナムラエメラルド, 71,伊藤工, 0.9, 68,   5,   0, 5, 16.3, ⑧⑦, 9, 2,Ｍセイカアレグロ, 78,柴田大, 1.1, 83,   4,* 17,15,349.7, ⑯⑯
10, 3,Ｍコスモアメイジング, 41,中谷雄, 1.6, 48,   9, -39,13,271.4, ⑦⑧,10,16, イイジャン,---,中谷雄, 1.0, 48, -13, -10,11, 51.2, ⑫⑪,10,15,Ｐテイエムシャトウ, 43,小林淳, 1.7, 59,  -4,   3,15,356.9, ⑯⑯,10,16,Ｉインオラリオ, 89,酒井学, 1.4, 80,  12,   4, 8, 31.3, ⑨⑩
11, 7,Ｎソｰワンダｰフル, 39,坂井英, 1.8, 46,   6, -37,16,501.0, ⑪⑫,11,10, ルタンデスリｰズ,---,蛯名正, 1.1, 43,* -6, -22, 1,  2.4, ①①,11, 8,Ｍマルタシュンプウ, 64,江田照, 1.8, 60,   7, -11,14,276.1, ⑥⑤,11,13,Ｅツクバホクトオｰ, 91,吉田豊, 1.5, 78,  11,   6, 9, 48.6, ⑧⑪
12,12,Ｌハルピュイア, 44,伊藤工, 1.9, 45,   8, -43,15,354.0, ⑨⑨,12,13, パシフィックブルｰ,---,大庭和, 1.2, 48, -15,  -8,17,113.1, ⑬⑮,12,12,Ｉサｰストンサブリナ, 70,蛯名正, 1.9, 60,   6, -10,10, 42.6, ⑦⑧,12, 5,Ｊシャイニングアワｰ, 88,田中勝, 1.7, 77,   6,   9,11, 56.2, ⑭⑭
13, 4,Ｈチャペルプリンセス, 52,嶋田純, 1.9, 44,   7, -41, 5, 10.6, ⑩⑪,13, 8, アミフジガガ,---,酒井学, 1.2, 44, -12, -15, 4, 12.2, ⑨⑧,13, 7,Ｎドリｰムクレド, 63,熊沢重, 2.1, 58,   0,  -5,11, 92.2, ⑮⑮,13,12,Ｈブライトアイザック, 90,江田照, 1.8, 77,  12,   1, 2,  5.2, ⑦⑨
14, 5,Ｒミヤビリファイン, 24,吉田豊, 2.3, 39,  10, -51, 9, 50.5, ⑧⑥,14, 2, チイサコベ,---,武士沢, 1.3, 44, -10, -17,12, 57.7, ⑥⑥,14,14,Ｏミラクルフルｰツ, 63,中谷雄, 2.4, 53,   2, -11,16,448.8, ⑪⑬,14, 4,Ｏアドマイヤダンク, 77,武士沢, 2.5, 71,   6,   3,16,395.5, ⑮⑮
15,15,Ｃプロヴォカｰレ, 58,御神本, 2.4, 40,   9, -50, 6, 17.2, ⑫⑩,15, 4, シンボリプロント,---,石橋脩, 1.4, 46, -19,  -6,10, 42.8, ⑰⑰,15,10,Ｌケイアイアシュラ, 68,嶋田純, 2.8, 52,   8, -21, 7, 18.5, ④⑥,15, 8,Ｎコロナグラフ, 78,熊沢重, 2.8, 70,* 15, -12,12,159.0, ④③
16,13,Ｐヒヨドリゴエ, 29,二本柳, 3.5, 31,   3, -56,17,563.3, ⑯⑯,16, 5, スパンティｰク,---,嶋田純, 1.6, 41, -16, -14,15, 86.8, ⑮⑭,16,11,Ｄレッドジｰル, 74,吉田豊, 3.0, 49,   4, -18, 9, 40.8, ⑨⑨,16, 6,Ｐマヤノツルギ, 74,蛯名正, 4.1, 58,  13, -21,13,234.3, ③⑦
17,17,Ｑオｰプンユアハｰト, 25,伊藤直, 3.5, 31,  -4, -45,18,741.2, ⑱⑱,17, 6, アデヤカ,---,田中勝, 2.0, 32,* -8, -31, 9, 39.9, ③②,,,,,,,,,,,,,,,,,,,,,,,,
18,14,Ｏスペランツァｰレ, 30,武士沢, 3.9, 15,  10, -75,10, 73.7, ④⑦,18, 9, キンショｰダイシ,---,ベリｰ, 2.3, 34, -19, -18, 5, 18.7, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-19 馬場:重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-3),,,,,,,,,,,
"単勝:400円 複勝:16=140円 11=160円 02=130円 枠連:1,270円",,,,,,,,,,,,"単勝:9,030円 複勝:18=2,060円 11=220円 12=740円 枠連:1,970円",,,,,,,,,,,,"単勝:1,340円 複勝:13=270円 04=440円 03=110円 枠連:800円",,,,,,,,,,,,"単勝:1,700円 複勝:03=520円 14=300円 10=390円 枠連:4,990円",,,,,,,,,,,
"馬連:1,300円 ワイド:11-16=410円 02-16=230円 02-11=320円",,,,,,,,,,,,"馬連:24,150円 ワイド:11-18=5,960円 12-18=26,860円 11-12=1,940円",,,,,,,,,,,,"馬連:12,030円 ワイド:04-13=2,920円 03-13=400円 03-04=790円",,,,,,,,,,,,"馬連:7,610円 ワイド:03-14=2,110円 03-10=2,760円 10-14=1,270円",,,,,,,,,,,
"馬単:2,380円 3連複:1,070円 3連単:7,050円",,,,,,,,,,,,"馬単:59,150円 3連複:193,490円 3連単:1,612,280円",,,,,,,,,,,,"馬単:23,130円 3連複:4,910円 3連単:70,450円",,,,,,,,,,,,"馬単:17,120円 3連複:24,210円 3連単:212,110円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,tvk賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆサンキュｰアスク, 57,武士沢,, 63,* 16, -27, 5,  9.1,⑥②②, 1, 7, フレイムオブピｰス,---,蛯名正,, 71,*  1,*  7, 2,  4.0, ④③, 1, 4,Ｅハッピｰパレｰド, 77,ベリｰ,, 89,  -9,* 25, 8, 15.0,⑩⑩⑨, 1, 5,Ａジェネラルノブレス, 87,中谷雄,, 80,*  5,  15, 2,  3.5, ①①
 2,12,Ｎヘレナモルフォ, 37,後藤浩, 0.2, 61,  14, -29, 8, 16.5,③④④, 2, 9, ワイルドアイザック,---,江田照, 0.8, 65,*  3,  -3, 1,  2.6, ①①, 2, 2,Ｈカルドブレッサ, 75,御神本, 0.0, 85,  -7,  20, 2,  4.6,⑤⑥⑦, 2, 4,Ｉトキノフウジン, 77,柴原央, 0.2, 83,   0,* 20, 4,  8.2, ⑭⑩
 3, 9,Ｇユキムスメ, 56,田中勝, 0.2, 62,  12,*-21,14,157.8,⑨⑩⑩, 3,12, ペガサスバイオ,---,吉田豊, 1.5, 55, -10,*  7, 4, 11.0, ⑫⑩, 3, 7,Ｉタｰゲットマシン, 74,田中勝, 0.2, 81,  -6,  16, 3,  5.1,③④⑥, 3, 3,Ｇキングスリｰジョン, 78,吉田豊, 0.6, 78,  -1,* 19, 5, 15.6, ⑬⑭
 4,10,Ｌトｰセンオｰラ, 40,石橋脩, 0.3, 61,  13, -26, 1,  3.2,⑩⑫⑧, 4, 8, ホライゾンブルｰ,---,田中勝, 1.6, 58,*  1,  -8, 3,  4.6, ⑤④, 4, 5,Ｃカレンミロティック, 81,石橋脩, 0.3, 80,* -5,  12, 6,  9.4,②②②, 4,14,Ｃシルクグラサｰジュ, 84,武士沢, 0.8, 78,   0,  15, 3,  4.1, ⑩⑫
 5, 4,Ｄエポキシ, 61,蛯名正, 0.3, 62,  10,*-21, 3,  5.9,⑫⑪⑫, 5,11, センキ,---,石橋脩, 1.8, 54,  -7,   0, 9, 42.8, ⑩⑨, 5, 6,Ｂミヤビファルネｰゼ, 81,吉田豊, 0.4, 81,  -9,  19, 1,  3.7,⑥⑨⑩, 5,11,Ｂクラシックセンス, 85,蛯名正, 1.1, 74,   2,   9, 1,  2.7, ⑥⑥
 6,11,Ｈコスモミレネｰル, 55,柴田大, 0.3, 64,* 17, -34, 4,  8.7,①①①, 6, 4, ドリｰムスパｰクル,---,御神本, 2.4, 50,  -3, -10, 8, 40.3, ⑥⑥, 6,10,Ｄヤマカツゴｰルド, 80,酒井学, 0.6, 78,  -7,  13, 7, 13.6,⑦⑧⑧, 6,15,Ｅヨクバリ, 79,後藤浩, 1.2, 72,*  3,   6, 7, 32.9, ④④
 7, 8,Ｉレッドルイｰザ, 53,田面木, 0.5, 59,  13, -30, 2,  4.5,⑧⑦⑤, 7, 2, コウズシャイン,---,二本柳, 3.2, 44,  -5, -14,14,183.2, ⑧⑧, 7, 3,Ｆマイウエイ, 77,蛯名正, 0.6, 78,  -6,  10, 9, 32.3,⑧⑦④, 7, 9,Ｄカンタベリｰダダ, 81,坂井英, 1.2, 74,   0,  11, 6, 20.7, ⑦⑨
 8, 7,Ｊコｰルミｰ, 47,御神本, 1.0, 54,  14, -40,10, 37.2,②③③, 8,13, ヒシダンカン,---,後藤浩, 3.4, 41, -13,  -5,11, 89.0, ⑭⑭, 8, 1,Ｇイチブン, 76,江田照, 0.7, 76,  -6,   9, 5,  7.6,④③⑤, 8,10,Ｎエルヘイロｰ, 74,石橋脩, 1.3, 73,   0,  10,12,169.4, ⑨⑧
 9, 6,Ｅラクリモｰサ, 59,中谷雄, 1.1, 54,  13, -37, 7, 14.7,⑦⑥⑦, 9,10, セレブレｰトサマｰ,---,坂井英, 3.7, 39, -13,  -8,13,126.7, ⑬⑫, 9, 8,Ａヒラボクインパクト, 82,後藤浩, 0.7, 74,* -5,   6, 4,  6.5,⑨⑤③, 9, 7,Ｊモエレジンダイコ, 77,伊藤工, 1.6, 71,*  4,   2, 8, 36.8, ②②
10, 3,Ａアスペンゴｰルド, 63,吉田豊, 1.1, 53,  11, -31, 9, 23.7,⑬⑬⑬,10, 1, コンドッティエｰレ,---,ベリｰ, 5.1, 29,   0, -37, 7, 15.5, ③⑤,10, 9,Ｊスプリングバレル, 72,坂井英, 2.3, 52,* -5, -19,10, 83.5,①①①,10, 8,Ｋエイワナギ, 76,御神本, 1.8, 69,   0,   6,11,119.3, ⑪⑪
11,13,Ｂコスモバルバラ, 63,嶋田純, 1.2, 53,  13, -40, 6, 14.1,④⑤⑥,11, 5, シブリン,---,嶋田純, 5.2, 29, -13, -22,12, 90.4, ⑪⑬,,,,,,,,,,,,,11, 2,Ｈパｰプルスタｰ, 78,酒井学, 1.9, 68,*  3,   1, 9, 60.2, ③③
12, 1,Ｃアラカメジョウ, 62,坂井英, 2.4, 44,  12, -53,12, 64.4,⑪⑧⑨,12, 3, トウショウラダｰ,---,武士沢, 5.2, 30,*  1, -40, 6, 15.4, ②②,,,,,,,,,,,,,12,13,Ｍシングンレジェンド, 76,嶋田純, 2.2, 66,   1,   1,10, 88.1, ⑧⑦
13,14,Ｍフロムクロｰバｰズ, 39,酒井学, 2.5, 42,  10, -53,11, 39.8,⑤⑨⑪,13, 6, カフェルネッサンス,---,横山義, 5.4, 27,  -3, -37, 5, 12.3, ⑦⑦,,,,,,,,,,,,,13, 1,Ｆマイネルウィット, 79,柴田大, 2.5, 67,  -1,   2,15,233.5, ⑫⑬
,,,,,,,,,,,,14,14, アルサメｰネ,---,大庭和, 5.4, 28, -11, -26,10, 71.8, ⑨⑪,,,,,,,,,,,,,14, 6,Ｏダンジグマスタｰ, 68,田中勝, 2.7, 62,   2,  -4,13,192.2, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｐリサｰチアゲン, 52,江田照, 2.8, 64,  -7,   9,14,206.1, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
