11年 4月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘｰｳｪｲｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａニシノオウガイ, 66,吉田豊,, 67,*  2,*  1, 4, 12.2, ③③, 1, 7, ピサロナイト,,中村将,,,,, 5,  7.7,②②②, 1, 6,Ｂカゼノグッドボｰイ, 78,蛯名正,, 81,  10,*  3, 3,  5.5, ⑪⑪, 1, 3,Ｎインプレスウィナｰ, 77,田中勝,, 84,   6,   8, 6, 13.8, ⑥⑤
 2,11,Ｃスノウプリンス, 60,三浦皇, 0.7, 62,  -1,* -1,10,111.8, ④④, 2,11, マジェスティバイオ,,柴田大,206.5,,,, 2,  5.3,⑤⑤④, 2, 1,Ｎアイアンデュｰク, 70,石橋脩, 0.5, 77,  15, -10, 9, 18.1, ⑥⑥, 2, 1,Ａセイウンジャガｰズ, 88,蛯名正, 0.0, 84,   6,*  9, 3,  5.9, ⑤⑦
 3, 9,Ｆトｰセンパピヨン, 55,松岡正, 0.9, 60,*  2,  -8, 2,  2.8, ②②, 3,14, ディアマイホｰス,,江田勇,206.5,,,, 4,  6.0,⑦④③, 3, 4,Ｌツｰデイズノｰチス, 71,松岡正, 0.5, 78,* 20, -17, 2,  5.3, ②②, 3, 2,Ｇモンテフジサン, 81,内田博, 0.1, 83,   7,   5, 2,  4.7, ③④
 4,13,Ｅモリトブイコｰル, 58,横山典, 1.0, 59,  -1,  -5, 6, 17.3, ⑤⑤, 4, 1, トリビュｰトソング,,五十嵐,206.7,,,, 1,  2.9,③③⑤, 4,12,Ｈオメガブルｰハワイ, 72,武豊  , 0.8, 70,   5,*  0, 6, 10.3, ⑰⑰, 4,18,Ｅレジェトウショウ, 81,吉田豊, 0.1, 81,*  8,   4,10, 34.4, ④③
 5, 1,Ｂメイショウクロガネ, 61,武豊  , 1.2, 60,*  3, -11, 1,  2.2, ①①, 5, 4, シンボリルルド,,山本康,208.0,,,,13, 99.0,④⑥⑥, 5,17,Ｆトムトム, 72,三浦皇, 0.9, 70,  10,  -9, 5,  8.4, ⑫⑫, 5, 5,Ｃブルｰデインヒル, 86,大庭和, 0.3, 81,  -1,* 14, 8, 15.8, ⑰⑯
 6, 8,Ｈダイゴロｰ, 52,石橋脩, 1.2, 57,  -4,* -2, 8, 29.3, ⑨⑧, 6, 9, ブルｰフォｰチュン,,大江原,208.2,,,, 7, 20.2,⑥①①, 6,14,Ａフレッドバロｰズ, 81,北村宏, 1.0, 67,   6,  -5, 4,  5.9, ⑮⑮, 6, 9,Ｄダノンブライアン, 83,石橋脩, 0.4, 78,* 11,  -4, 4,  7.4, ①①
 7, 6,Ｊトシキャプテン, 51,北村宏, 1.4, 56,  -3,  -4, 9, 46.5, ⑧⑦, 7, 3, サンレイランキング,,難波剛,208.3,,,, 6, 15.5,⑧⑦⑦, 7, 3,Ｐクリノサンデｰママ, 62,柴山雄, 1.1, 70,  17, -21,16,188.2, ③③, 7,16,Ｐロｰズカットダイヤ, 76,後藤浩, 0.4, 79,   4,   6, 9, 25.3, ⑩⑩
 8,10,Ｄコスモワッチミｰ, 58,柴田大, 2.1, 49,  -6,  -8, 3,  9.5, ⑩⑩, 8, 5, キュｰバンエイト,,高野和,209.3,,,, 9, 36.4,⑩⑧⑧, 8, 8,Ｄサトノジュｰオｰ, 77,横山典, 1.1, 68,  12, -15, 1,  4.8, ⑨⑩, 8,10,Ｊスペシャルハｰト, 78,三浦皇, 0.5, 77,* 10,  -3, 5,  8.1, ②②
 9, 7,Ｉクロサンジャック, 52,蛯名正, 2.2, 48,  -6,  -9, 5, 16.7, ⑪⑨, 9,12, シャイニｰグルｰム,,金子光,211.8,,,,11, 89.1,⑪⑨⑨, 9, 2,Ｋダイワシｰクレット, 71,後藤浩, 1.2, 71,* 22, -30,11, 47.7, ①①, 9, 4,Ｏエｰシンウェズン, 76,川田将, 0.7, 75,   3,   2, 1,  3.9, ⑨⑧
10, 5,Ｇショウナンランパス, 54,田中勝, 2.3, 49,  -8,  -4,11,121.0, ⑬⑬,10, 2, ダノンプリベット,,穂苅寿,229.3,,,,12, 95.8,⑫⑩⑩,10, 5,Ｇトップアテンション, 72,小野寺, 1.4, 64,   7, -12,15,147.5, ⑬⑬,10,17,Ｒスｰパｰワシントン, 74,松田大, 0.9, 74,   2,   3,17,305.2, ⑭⑬
11,12, チャンピオンアラシ,---,内田博, 3.0, 42, -11,  -9, 7, 24.1, ⑮⑮,,,,,,,,,,,,,11, 7,Ｅエｰシンアルカウス, 73,川田将, 1.4, 65,   2,* -4, 7, 14.2, ⑱⑱,11, 7,Ｉデュアルプロセッサ, 79,北村宏, 0.9, 72,   2,   1,12, 63.0, ⑫⑪
12, 3,Ｍヒカリエンジェル, 42,小野寺, 4.1, 35, -11, -19,14,344.2, ⑯⑭,,,,,,,,,,,,,12,11,Ｏダイショウベリｰ, 67,石神深, 1.9, 60,  15, -29,14,134.0, ⑦⑦,12,15,Ｆベイリングボｰイ, 81,柴山雄, 0.9, 74,  -1,   7,11, 45.4, ⑯⑰
13, 2,Ｋサファリトップガン, 48,江田照, 4.5, 31, -12, -20,15,360.4, ⑭⑯,,,,,,,,,,,,,13, 9,Ｒラヴミｰ, 62,大庭和, 2.1, 57,   6, -19,17,205.4, ⑭⑭,13,14,Ｈアポロラムセス, 80,小林淳, 1.0, 70,   6,  -5,14, 77.4, ⑧⑥
14,14,Ｏジントニック, 27,菅原隆, 4.9, 28,  -8, -30,13,162.3, ⑫⑫,,,,,,,,,,,,,14,10,Ｊラヴインザダｰク, 72,田中勝, 2.3, 56,  14, -31,12, 59.5, ⑩⑨,14,12,Ｌホシシャトル, 78,安藤光, 1.2, 70,   0,   1,15, 89.3, ⑬⑮
15, 4,Ｌランドスケｰプ, 42,黛弘人, 5.3, 26,  -6, -35,16,473.5, ⑦⑪,,,,,,,,,,,,,15,18,Ｍフェスティヴナイト, 71,松山弘, 2.4, 56,  17, -38,13, 84.3, ⑤⑤,15,13,Ｂデリキットピｰス, 86,横山典, 1.2, 70,   0,   1, 7, 13.9, ⑮⑭
16,16,Ｎユキノソナタ, 34,後藤浩, 5.9, 21,  -3, -46,12,124.7, ⑥⑥,,,,,,,,,,,,,16,16,Ｑミサトフリｰト, 62,小林淳, 2.8, 50,   6, -29,18,325.3, ⑯⑯,16,11,Ｍマイネルプルｰト, 78,松岡正, 1.3, 69,   2,  -4,13, 73.7, ⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｉブルｰソックス, 72,江田照, 2.9, 50,  15, -42,10, 42.7, ⑧⑧,17, 8,Ｑユメイッポ, 74,伊藤直, 2.1, 59,   5, -17,16,127.3, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｃコウヨウサンデｰ, 77,内田博, 3.0, 50,  17, -45, 8, 14.4, ④④,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:7),,,,,,,,,,,
"単勝:1,220円 複勝:15=290円 11=1,460円 09=140円 枠連:7,060円",,,,,,,,,,,,"単勝:770円 複勝:07=210円 11=170円 14=160円 枠連:1,810円",,,,,,,,,,,,"単勝:550円 複勝:06=190円 01=370円 04=230円 枠連:3,260円",,,,,,,,,,,,"単勝:1,380円 複勝:03=340円 01=210円 02=190円 枠連:420円",,,,,,,,,,,
"馬連:35,180円 ワイド:11-15=10,190円 09-15=720円 09-11=3,730円",,,,,,,,,,,,"馬連:2,100円 ワイド:07-11=650円 07-14=770円 11-14=410円",,,,,,,,,,,,"馬連:3,020円 ワイド:01-06=1,140円 04-06=660円 01-04=1,530円",,,,,,,,,,,,"馬連:3,450円 ワイド:01-03=1,350円 02-03=1,020円 01-02=480円",,,,,,,,,,,
"馬単:85,420円 3連複:38,620円 3連単:454,190円",,,,,,,,,,,,"馬単:4,770円 3連複:2,660円 3連単:20,920円",,,,,,,,,,,,"馬単:8,000円 3連複:9,120円 3連単:57,060円",,,,,,,,,,,,"馬単:7,200円 3連複:3,490円 3連単:27,930円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 5R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｹｲｽﾎﾟｰﾂ賞ﾌﾛｰﾗｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｈカフェキングアイ, 50,松岡正,, 68,  -2,*  8, 5,  9.3, ⑤⑤, 1, 1,Ｃサクセスシルエット, 61,内田博,, 70,* -6,*  5, 3,  4.5,③④③, 1, 7,Ｂリアルディｰル, 77,後藤浩,, 76,   8,*  8, 1,  1.8, ⑤④, 1, 8,Ｑバウンシｰチュｰン, 59,三浦皇,, 77,  11,* -7, 9, 26.9,⑯⑫⑬
 2, 2,Ｊロンギングエリｰ, 46,後藤浩, 0.0, 65,  -3,*  7, 3,  6.5, ④④, 2, 8,Ｊファンフェア, 41,武豊  , 0.1, 63,* -4,  -3, 9, 70.8,①①①, 2, 2,Ｇトゥザサミット, 71,内田博, 0.9, 73,   8,   3, 6, 20.5, ④⑤, 2, 1,Ｅマイネソルシエｰル, 72,柴田大, 0.0, 73,  15, -19,15,199.1,⑤⑤⑤
 3, 5,Ｆビッグアスリｰト, 53,吉田豊, 0.9, 58,  -5,   3,10,130.7, ⑧⑧, 3,12,Ｂマリアヴェロニカ, 64,石橋脩, 0.2, 66,  -8,*  3, 1,  3.1,④⑤⑤, 3,11,Ｅリンガスアクタｰ, 73,三浦皇, 0.9, 73,   2,* 11, 7, 29.4, ⑪⑫, 3, 5,Ｂピュアブリｰゼ, 77,内田博, 0.0, 74,  16, -23, 3,  5.1,④④④
 4, 4,Ｃベルウッドサヴァン, 64,蛯名正, 0.9, 59,* -1,  -3, 2,  4.4, ③③, 4, 3,Ｄヤマニンリップル, 58,蛯名正, 0.3, 65, -10,*  4, 4,  5.8,⑧⑧⑦, 4, 5,Ａトｰホウペガサス, 82,蛯名正, 1.0, 70,   9,  -1, 2,  4.5, ②②, 4,14,Ｇハッピｰグラス, 70,松田大, 0.1, 73,  15, -21, 8, 19.2,⑦⑥⑥
 5,10,Ｇボンジュｰルリュウ, 52,田中勝, 1.3, 59, -10,*  9, 7, 12.4, ⑬⑬, 5, 5,Ａラポｰル, 69,後藤浩, 0.3, 64,  -8,*  3, 2,  3.5,⑥⑥⑥, 5,12,Ｋシャイニｰデザｰト, 66,武豊  , 1.1, 72,   3,*  8, 4, 12.8, ⑬⑪, 5,13,Ｄマイネイサベル, 72,松岡正, 0.2, 73,  12,*-14, 2,  5.0,⑬⑭⑫
 6,13,Ａレオネプチュｰン, 68,江田照, 1.4, 55,* -1,  -8, 1,  2.4, ①①, 6, 2,Ｉスウェｰジｰ, 44,吉田豊, 0.5, 64, -11,*  5, 6, 21.2,⑪⑩⑩, 6,10,Ｄユウキハングリｰ, 75,菅原隆, 1.1, 68,* 14, -12, 5, 13.9, ①①, 6, 3,Ｉモスカｰトロｰザ, 68,北村宏, 0.4, 69,  12, -18,10, 34.8,⑪⑩⑨
 7,11,Ｉスタｰブルｰウッド, 50,高嶋活, 1.5, 55,  -3,  -6,13,453.7, ⑥⑥, 7,13,Ｅアドマイヤアジナ, 54,田中勝, 0.9, 54,* -6, -12, 5, 14.9,②②②, 7,15,Ｃユｰスフル, 76,北村宏, 1.3, 70,   4,   5, 3,  6.0, ⑩⑨, 7, 6,Ｎフレンドサンポウ, 62,小林淳, 0.4, 68,  13, -22,17,452.7,⑧⑦⑦
 8, 6,Ｂラッキｰゾｰン, 64,内田博, 1.6, 56,  -4,  -4, 4,  8.0, ⑦⑦, 8, 4,Ｆビレッジスマイル, 50,江田照, 1.0, 58, -11,  -2, 7, 33.6,⑫⑪⑪, 8, 8,Ｊデザｰトコンドル, 68,石橋脩, 1.5, 66,   6,   0,10,101.8, ⑧⑦, 8, 4,Ｆマヒナ, 70,蛯名正, 0.6, 69,   9, -15, 4,  6.2,⑭⑮⑮
 9, 3,Ｄケイアイカミノコエ, 58,北村宏, 2.2, 49,* -2, -14, 6, 12.0, ②②, 9,10,Ｇブロｰドビｰン, 46,小林淳, 1.2, 53, -11,  -6,16,193.5,⑩⑨⑨, 9, 9,Ｉバトルスウィｰパｰ, 68,柴山雄, 1.5, 64,   8,  -5,12,155.8, ③③, 9, 2,Ｋセレブリティ, 65,武豊  , 0.6, 67,* 17, -35, 7, 13.1,②③②
10,12,Ｌニチリンヒカリ, 40,柴山雄, 2.9, 45, -10,  -5,11,132.5, ⑫⑫,10,18,Ｍミロス, 37,石神深, 1.4, 52, -12,  -6,18,482.6,⑭⑬⑬,10, 1,Ｌアトムスパンカｰ, 65,田中勝, 1.9, 65,   4,   0,11,111.2, ⑨⑩,10,16,Ｌマリアビスティｰ, 65,吉田豊, 0.7, 68,   8,*-14,13,108.8,⑰⑯⑯
11, 7,Ｋコニコニ, 41,柴田大, 3.0, 45,  -6, -13,12,334.1, ⑩⑩,11, 6,Ｈエアアヴリル, 44,小野寺, 1.6, 50, -12,  -8, 8, 38.0,⑨⑫⑫,11, 4,Ｈキョウエイナゲット, 68,江田照, 2.0, 64,   7,  -5, 8, 33.4, ⑦⑥,11, 9,Ｃアドマイヤセプタｰ, 72,川田将, 0.7, 67,* 19, -38, 5,  9.9,③②③
12, 9,Ｅハｰプｰン, 54,菅原隆, 3.1, 44,  -8, -11, 8, 36.9, ⑪⑪,12, 7,Ｌデルマラｰトリｰ, 38,横山典, 1.6, 50, -14,  -6,10, 72.6,⑮⑭⑭,12, 3,Ｆマシュｰ, 71,吉田豊, 2.3, 60,   6,  -6, 9, 37.3, ⑥⑧,12,10,Ｍメロウメロディ, 64,松山弘, 0.8, 66,  12, -24,16,341.6,⑥⑧⑩
13, 1, キジトサルヲツレテ,---,三浦皇, 4.9, 33,  -5, -29, 9, 50.1, ⑨⑨,13,16, スカイセルヴァ,---,川田将, 1.6, 48,  -8, -16,11, 88.0,⑦⑦⑧,13,14,Ｎカシノカルミア, 54,小野寺, 5.2, 42,  -2, -21,13,538.1, ⑭⑭,13,12,Ａダンスファンタジア, 78,横山典, 1.0, 64,  12, -27, 1,  3.8,⑨⑪⑪
,,,,,,,,,,,,14, 9, モデルウォｰク,---,松田大, 1.8, 51, -16,  -3,12,111.1,⑱⑰⑰,14,13,Ｏスプリングモナ, 51,小林淳, 5.3, 41,  -2, -22,14,571.8, ⑫⑬,14,11,Ｏカトルズリップス, 62,後藤浩, 1.1, 63,* 20, -47,12, 79.6,①①①
,,,,,,,,,,,,15,11, スイｰトジョリ,---,北村宏, 2.1, 44, -14, -12,13,116.8,⑬⑮⑮,,,,,,,,,,,,,15,15,Ｈサトノフロｰラ, 69,石橋脩, 1.1, 65,  12, -29, 6, 10.8,⑩⑨⑧
