11年12月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2500m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,ﾎｰﾌﾟﾌﾙｽﾃｰｸｽ,,,,,,,,,,,,有馬記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈドラゴンフォルテ, 55,福永祐,, 67,  -4,* 10, 4,  6.6,⑦⑥⑦, 1, 9, ミステリｰコｰド,---,武豊  ,, 52, -22,   5, 1,  2.1,③④④, 1,11,Ｐアドマイヤブルｰ, 56,メンデ,, 68,   1,* 19, 5,  8.7,⑤⑥⑥, 1, 9,Ａオルフェｰヴル,104,池添謙,,101,  -7,* 40, 1,  2.2,⑪⑨⑦
 2, 3,Ｂコスモマイギフト, 65,柴田大, 0.2, 66,  -5,* 10, 2,  4.2,⑥⑨⑥, 2, 4, イブニングスカイ,---,ルメｰ, 0.4, 49, -25,   4, 7, 11.4,⑤⑦⑧, 2,10,Ｄミヤビアミュレット, 66,ルメｰ, 0.0, 69,   1,* 19, 6, 11.0,⑧⑦⑦, 2, 5,Ｄエイシンフラッシュ, 98,ルメｰ, 0.1, 98,  -7,  36, 7, 26.8,⑤⑥⑤
 3,12,Ａスｰパｰボルト, 66,田辺裕, 1.1, 58,  -2,  -3, 1,  3.6,⑤⑤⑤, 3,12, ヒシラガｰディア,---,藤田伸, 0.5, 43,*-21,  -7, 4,  7.6,②②②, 3,15,Ｇコスモアンドロメダ, 63,柴田大, 0.1, 68,   1,  15,12, 80.5,③④③, 3, 7,Ｇトゥザグロｰリｰ, 94,福永祐, 0.1,100,  -8,* 40, 9, 47.1,⑧⑩⑨
 4,10,Ｉフラッシュパッカｰ, 53,ルメｰ, 1.1, 56,* -1,  -4, 3,  6.5,②③④, 4, 7, アメリカンダイナｰ,---,メンデ, 0.5, 48, -25,   4, 6, 11.4,⑨⑨⑩, 4, 1,Ｈレッドシャンクス, 63,武豊  , 0.2, 67,  -2,* 22, 4,  7.6,⑨⑫⑫, 4,14,Ｊルｰラｰシップ, 91,メンデ, 0.2,101,  -8,* 41,11, 52.9,⑫⑫⑪
 5, 4,Ｅダイメイサンデｰ, 57,大庭和, 1.1, 62,  -7,*  8, 5,  8.8,⑪⑬⑫, 5,14, ナスノシベリウス,---,岩田康, 0.5, 54, -31,* 15,10, 57.5,⑮⑮⑮, 5, 6,Ａサトノプライマシｰ, 68,デムｰ, 0.2, 65,   1,  14, 2,  4.2,④③④, 5,10,Ｃトｰセンジョｰダン,100,ウィリ, 0.3, 92,  -7,  31, 3,  9.2,④④④
 6, 8,Ｃボンジュｰルエｰル, 62,三浦皇, 1.4, 56,*  0,  -8, 6, 11.1,⑫②②, 6,15, トｰセンプラネット,---,吉田豊, 0.8, 37,*-21, -11, 5, 11.1,⑭③③, 6, 7,Ｂメイショウカドマツ, 68,佐藤哲, 0.3, 63,*  3,   8, 7, 11.5,①①①, 6, 3,Ｆヒルノダムｰル, 95,藤田伸, 0.4, 96,  -7,  34, 8, 30.4,⑦⑧⑧
 7, 7,Ｏサラガドゥｰラ, 38,後藤浩, 1.7, 53,  -2,  -7, 9, 34.2,③④③, 7, 5, アルディｰトプリエ,---,柴田善, 0.8, 43, -25,  -2, 9, 45.2,⑥⑧⑨, 7, 2,Ｉフェノｰメノ, 62,岩田康, 0.3, 66,  -1,  18, 1,  4.0,⑦⑧⑧, 7, 1,Ｂブエナビスタ,102,岩田康, 0.5, 91,  -7,  29, 2,  3.2,③③③
 8,15,Ｌシベリアンブラック, 50,武士沢, 1.9, 51,* -1, -13,15,204.1,①①①, 8,16, サウンドメジャｰ,---,ウィリ, 0.8, 39, -22,  -6,12,100.4,④⑤⑤, 8, 9,Ｊハイクラウン, 59,後藤浩, 0.4, 65,  -2,  18, 8, 15.8,⑪⑪⑩, 8, 2,Ｉヴィクトワｰルピサ, 91,デムｰ, 0.5, 89,* -6,  26, 4, 10.2,②②②
 9,13,Ｍスコｰル, 47,田中勝, 2.1, 51,  -4,  -8,14,168.7,⑧⑧⑧, 9,13, ニシノコウゲツ,---,武士沢, 0.8, 46, -29,*  6,15,163.4,⑬⑭⑬, 9, 5,Ｋメイブリｰズ, 59,ウィリ, 0.4, 64,  -2,* 19,13, 81.3,⑬⑬⑬, 9,13,Ｌレッドデイヴィス, 89,武豊  , 0.5, 90,  -7,  28, 6, 18.2,⑥⑤⑥
10,11,Ｄディアコンコルド, 61,メンデ, 2.5, 49,  -5,  -9, 7, 11.1,⑨⑩⑪,10,10, ホクレア,---,池添謙, 0.9, 37,*-21, -12, 8, 35.5,①①①,10,14,Ｃダイワデッセｰ, 67,福永祐, 0.5, 61,*  2,   8, 9, 16.6,②②②,10,12,Ｋアｰネストリｰ, 91,佐藤哲, 0.6, 87,* -4,  21, 5, 13.6,①①①
11, 5,Ｋブラウシュタイン, 50,嶋田純, 2.9, 52, -11,   1,11, 86.3,⑮⑮⑮,11,11, モヒｰト,---,北村宏, 1.0, 39, -23,  -7, 2,  7.1,⑦⑥⑥,11,16,Ｏシルクブルックリン, 57,池添謙, 0.6, 62,  -1,  14,14,128.1,⑫⑩⑪,11,11,Ｅジャガｰメイル, 98,四位洋, 0.8, 89,  -7,  27,12, 77.1,⑨⑦⑩
12, 2,Ｇドリｰムオｰシャン, 56,吉田豊, 2.9, 45,  -7, -10, 8, 16.4,⑩⑪⑨,12, 8, マコトガルデｰニエ,---,三浦皇, 1.1, 42, -28,  -1,11, 80.2,⑪⑬⑦,12,12,Ｅブライアンズオｰラ, 65,柴田善, 0.7, 63,  -3,  18, 3,  6.6,⑭⑮⑭,12, 8,Ｈロｰズキングダム, 93,後藤浩, 1.1, 90,  -9,  30,10, 51.1,⑬⑬⑬
13, 6,Ｊウィッシュガバナｰ, 51,池添謙, 3.1, 46,  -6, -11,12,139.8,⑭⑫⑬,13, 3, ウエスタンジャンヌ,---,田中勝, 1.1, 40, -26,  -2,14,159.4,⑩⑪⑫,13, 4,Ｌマイネルカｰミン, 59,蛯名正, 1.0, 57,   1,   4,10, 50.0,⑥⑤⑤,13, 6,Ｎキングトップガン, 83,柴田善, 1.4, 84,  -8,  23,13,132.9,⑩⑪⑫
14, 1,Ｆゴメン, 57,的場勇, 3.3, 52, -13,   1,13,143.1,⑯⑯⑯,14, 2, ナユタ,---,津村明, 1.1, 39, -26,  -3,13,134.4,⑧⑩⑪,14, 3,Ｍキングクリチャン, 58,吉田豊, 1.2, 55,  -3,   9,16,423.5,⑮⑭⑮,,,,,,,,,,,,
15,14,Ｐヴィレビスティｰ, 36,北村宏, 3.4, 43,  -4, -19,10, 80.3,④⑦⑩,15, 1, ガニオン,---,蛯名正, 1.3, 41, -27,  -2, 3,  7.3,⑫⑫⑭,15, 8,Ｎクリｰンチャンス, 58,田辺裕, 1.3, 54,  -1,   4,15,262.7,⑩⑨⑨,,,,,,,,,,,,
16, 9,Ｎアｰルフィリア, 39,小林淳, 3.5, 46,  -8, -10,16,425.1,⑬⑭⑭,16, 6, ロｰドエナジｰ,---,嶋田純, 3.9, 14, -39, -18,16,261.8,⑯⑯⑯,16,13,Ｆドラゴンツヨシ, 64,三浦皇, 2.0, 50,  -5,   4,11, 67.7,⑯⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:96 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:1),,,,,,,,,,,
"単勝:660円 複勝:16=270円 03=140円 12=150円 枠連:1,520円",,,,,,,,,,,,"単勝:210円 複勝:09=130円 04=260円 12=200円 枠連:1,510円",,,,,,,,,,,,"単勝:870円 複勝:11=360円 10=450円 15=1,470円 枠連:1,180円",,,,,,,,,,,,"単勝:220円 複勝:09=140円 05=490円 07=740円 枠連:2,500円",,,,,,,,,,,
