11年 4月 2日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月 2日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｺｰﾗﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃタケルハヤテ, 59,石橋脩,, 60,   0,*  7, 6, 10.0,⑦⑦④, 1,12, スズヨジハｰド,,穂苅寿,,,,, 1,  2.1,①①①, 1,12,Ｉタガノバッチグｰ, 71,後藤浩,, 75,*  6,   0,11, 44.9, ⑨⑤, 1,12,Ａセイクリムズン, 98,幸英明,, 95,   8,* 24, 3,  5.9, ⑨⑧
 2,13,Ｅサツマノホシ, 57,江田照, 0.5, 56,*  1,  -1,10, 74.3,①①①, 2,10, テイエムファイヤｰ,,佐久間,201.4,,,, 9, 42.7,②②②, 2, 4,Ｂコスモサイキック, 75,幸英明, 0.0, 76,*  7,  -3, 2,  4.1, ①①, 2,15,Ｂインペリアルマｰチ, 97,福永祐, 0.2, 92,* 12,  17, 1,  2.0, ③③
 3, 5,Ｋハｰドボイルド, 41,石神深, 0.6, 55,*  0,   0,14,130.4,④③⑤, 3, 8, エｰシンダｰドマン,,西谷誠,201.8,,,, 2,  3.1,⑥③③, 3, 2,Ｋソｰルデスタン, 70,江田照, 0.0, 78,   0,* 11, 7, 19.4, ⑬⑬, 3, 8,Ｇナムラタイタン, 89,熊沢重, 0.4, 93,   7,* 22, 2,  3.8, ⑩⑩
 4,10,Ｍアルマニャック, 39,浜中俊, 0.7, 55,  -1,   0,11, 79.0,⑥④⑥, 4,14, マジェスティバイオ,,柴田大,203.0,,,, 4, 13.0,④⑤④, 4,11,Ａドリｰムクラフト, 79,佐藤哲, 0.1, 74,   2,*  7, 4,  6.3, ⑪⑩, 4, 7,Ｃティアップワイルド, 96,石橋脩, 0.5, 89,   9,  17, 5, 13.0, ⑧⑥
 5, 8,Ｄスマｰトアルタス, 59,小牧太, 0.9, 53,  -1,   1, 2,  5.6,⑪⑨⑦, 5, 9, サンレイランキング,,難波剛,204.4,,,, 3, 10.5,⑤⑥⑥, 5, 3,Ｈレイナソフィア, 71,和田竜, 0.3, 74,   2,*  5, 8, 30.8, ⑩⑫, 5, 1,Ｋタガノクリスエス, 86,岩田康, 0.7, 90,   6,  20, 9, 45.7, ⑪⑪
 6, 9, サフランルｰデンス,---,小林慎, 1.0, 54,  -2,   1,15,335.4,⑭⑪⑨, 6, 6, スマｰトドラゴン,,蓑島靖,205.1,,,,12, 81.1,⑩⑧⑦, 6, 1,Ｊアグネスサクラ, 71,福永祐, 0.4, 72,*  6,  -5, 3,  5.7, ③③, 6,11,Ｍガブリン, 85,池添謙, 0.7, 89,   4,* 22,15,510.3, ⑬⑫
 7, 7,Ｆハタノゼフィロス, 55,柴山雄, 1.1, 53,  -4,*  5, 8, 19.3,⑯⑬⑫, 7, 7, タッチマイハｰト,,小坂忠,205.7,,,, 7, 19.8,③④⑤, 7, 7,Ｃネオヴェリｰブル, 74,北村宏, 0.6, 70,  -1,*  5,10, 44.3, ⑮⑯, 7, 4,Ｊブライトアイザック, 86,江田照, 0.8, 88,  10,  14,12,117.7, ⑦⑦
 8, 6,Ｊセシリアシチｰ, 47,国分優, 1.2, 52,  -1,  -2,12,100.8,⑧⑧⑧, 8,13, ヤマカツセイリュウ,,北沢伸,207.4,,,,11, 75.1,⑧⑦⑧, 8, 5,Ｄスイｰトテン, 74,四位洋, 0.8, 67,   3,  -6, 1,  3.9, ⑧⑨, 8, 2,Ｅエｰシンクｰルディ, 92,和田竜, 0.9, 88,   9,  13, 6, 21.2, ⑥⑨
