11年 8月 7日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月 7日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,渡島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｉトミケンユｰクアイ, 40,勝浦正,, 60,* -8,*  2, 6, 24.1,①①①, 1,10,Ｅシンワカントリｰ, 60,川島信,, 66,   0,*  8, 9, 33.2,⑫⑪⑩, 1, 2,Ｄルイｰザシアタｰ, 75,藤田伸,, 80,   0,  12, 1,  1.2,④④③, 1,12,Ｆプレシャスジェムズ, 77,吉田隼,, 83,* 13,   8, 3,  9.5,①①①
 2,11,Ａコスモユッカ, 68,丹内祐, 0.2, 60,* -9,*  1, 1,  1.6,②②②, 2,12,Ｃスエヒロジュピタｰ, 63,小林徹, 0.2, 66,*  3,   0,10, 38.3,③②①, 2, 7,Ｃシンボリボルドｰ, 75,三浦皇, 0.0, 86,  -1,* 20, 3, 10.1,⑨⑧⑤, 2, 1,Ｋスマｰトタイタン, 71,三浦皇, 0.2, 82,   8,* 15, 4, 13.4,②③②
 3,10,Ｂマイネルサムアップ, 60,鈴来直, 0.4, 60,* -8,   1, 4, 18.5,⑨④④, 3,13,Ｋコマノスクアｰロ, 56,四位洋, 0.4, 64,   3,   0, 4,  6.8,⑥⑤④, 3, 8,Ｅトミケンプライム, 73,西村太, 0.1, 82,  -1,  16, 7, 25.1,⑥⑥⑥, 3,10,Ａバックトゥジエｰス, 84,秋山真, 0.6, 78,   6,* 14, 1,  1.5,⑤⑤④
 4,12,Ｅマイネアルナイル, 46,三浦皇, 0.4, 59,* -9,  -2, 7, 25.4,⑤③③, 4, 9,Ａナヴラス, 68,吉田隼, 0.5, 64,   1,   1, 1,  2.6,④⑥⑦, 4, 5,Ａバンダムラディウス, 82,丸田恭, 0.1, 78,   0,  11, 2,  9.1,⑤⑤④, 4, 6,Ｊメジロフロｰラ, 71,丹内祐, 1.1, 78,   8,   8,12,212.4,④②③
 5, 7,Ｄホｰカｰテンペスト, 52,横山典, 0.5, 56, -11,*  1, 2,  3.4,⑥⑦⑦, 5, 7,Ｊトリニダｰド, 57,古川吉, 0.5, 61,   1,   0, 7, 17.0,⑩⑧⑥, 5,11,Ｆヒビケジンダイコ, 71,勝浦正, 0.2, 84,  -2,* 22, 6, 24.5,⑪⑩⑨, 5, 7,Ｃゴｰアップドラゴン, 80,丸田恭, 1.3, 75,   5,  12, 6, 33.3,⑩⑦⑥
 6, 4,Ｆリアライズラフィカ, 45,池添謙, 0.6, 56, -10,  -2, 9, 70.0,③⑤⑤, 6, 5,Ｂアズマインパクト, 64,三浦皇, 0.9, 60,   3,  -4, 2,  4.4,⑤④③, 6, 4,Ｂトキノヤマトボシ, 81,上村洋, 0.3, 74,*  2,   3, 5, 21.3,①①①, 6, 4,Ｅトウショウレリｰフ, 78,川島信, 1.5, 74,   5,  11, 9,138.2,⑦⑥⑦
 7, 6,Ｊサウンドアフリｰト, 37,秋山真, 0.6, 56, -10,  -1,10, 93.7,④⑥⑥, 7, 1,Ｆスタｰトセンス, 60,勝浦正, 1.1, 58,   2,  -5, 6, 13.5,②③⑤, 7, 6,Ｈトｰアシングン, 65,吉田隼, 0.4, 73,*  1,   3,10,149.8,②②②, 7, 8,Ｇタクティクス, 75,横山典, 1.5, 75,   4,  12, 5, 23.0,⑧⑧⑧
 8, 8,Ｃマイネルカブト, 52,岩部純, 1.5, 46, -13,  -9, 3, 12.7,⑦⑧⑧, 8, 6,Ｄスズカアクシオ, 60,藤岡佑, 1.1, 61,   2,  -4, 3,  6.8,⑨⑦⑧, 8, 1,Ｊナポレオンバロｰズ, 63,古川吉, 0.7, 77,  -3,  12, 8, 62.7,⑧⑨⑧, 8,11,Ｈトワインブルｰム, 73,黛弘人, 1.6, 76,   1,* 15,10,150.6,⑬⑫⑫
 9, 3,Ｌテイエムオウショウ, 29,小林徹, 2.8, 32, -14, -22, 8, 38.2,⑩⑪⑪, 9, 2,Ｉラインゴｰワイルド, 57,西村太, 1.2, 57,   0,  -3,11, 48.5,⑦⑨⑨, 9, 9,Ｇスマｰトセントラル, 67,四位洋, 2.6, 52,*  1, -25, 4, 18.8,③③⑦, 9, 2,Ｂオｰスミマリオン, 82,四位洋, 1.7, 72,   8,   4, 2,  3.9,③④⑤
10, 2,Ｈメイショウウルフィ, 41,四位洋, 3.0, 29, -12, -31, 5, 18.8,⑫⑨⑨,10, 4,Ｈトラファルガｰ, 58,上村洋, 1.2, 58,   0,  -3,12, 75.7,⑧⑩⑪,10, 3,Ｋコングラチュレｰト, 59,松田大, 2.8, 56,  -4, -11, 9, 86.4,⑩⑪⑪,10, 5,Ｌワンダｰティンバｰ, 68,服部茂, 2.1, 71,   1,  11,13,466.0,⑫⑪⑨
11, 5,Ｇマｰティンスリｰプ, 42,松田大, 3.4, 25, -16, -28,11,163.5,⑪⑫⑫,11,11,Ｍダｰクラム, 51,服部茂, 1.3, 58,  -5,*  4, 8, 31.0,⑬⑫⑫,11,10,Ｉエルドラゴン, 63,秋山真, 2.8, 51,  -1, -22,11,173.8,⑦⑦⑩,11, 3,Ｉマスタｰコｰク, 72,藤田伸, 2.1, 73,   3,   9, 8,115.4,⑥⑨⑩
12, 9,Ｋエクスラヴィｰタ, 30,吉田隼, 3.7, 23, -13, -38,12,252.3,⑧⑩⑩,12, 3,Ｌキタロｰクン, 55,黛弘人, 2.2, 51,*  4, -18,13,144.5,①①②,,,,,,,,,,,,,12, 9,Ｄオウケンマジック, 80,上村洋, 2.2, 71,   2,   9, 7, 33.9,⑪⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｍリスキｰプラン, 40,藤岡佑, 3.0, 67,   1,   5,11,167.7,⑨⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
"単勝:2,410円 複勝:01=350円 11=110円 10=290円 枠連:1,400円",,,,,,,,,,,,"単勝:3,320円 複勝:10=570円 12=620円 13=240円 枠連:2,430円",,,,,,,,,,,,単勝:120円 複勝:02=110円 07=160円 08=250円 枠連:320円,,,,,,,,,,,,"単勝:950円 複勝:12=220円 01=270円 10=110円 枠連:5,870円",,,,,,,,,,,
"馬連:1,360円 ワイド:01-11=550円 01-10=1,790円 10-11=290円",,,,,,,,,,,,"馬連:19,350円 ワイド:10-12=3,420円 10-13=2,440円 12-13=2,120円",,,,,,,,,,,,馬連:380円 ワイド:02-07=190円 02-08=400円 07-08=780円,,,,,,,,,,,,"馬連:5,320円 ワイド:01-12=1,050円 10-12=300円 01-10=480円",,,,,,,,,,,
"馬単:5,160円 3連複:3,250円 3連単:33,180円",,,,,,,,,,,,"馬単:39,230円 3連複:31,100円 3連単:313,310円",,,,,,,,,,,,"馬単:460円 3連複:1,470円 3連単:3,370円",,,,,,,,,,,,"馬単:9,880円 3連複:2,270円 3連単:28,550円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝1200m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函館2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃワニタバンテン, 62,鈴来直,, 64,*  3,   5, 6, 37.3,①①①, 1, 9,Ｈリアリｰラヴユｰ, 53,横山典,, 70,  -9,* 12, 2,  3.8, ⑫⑥, 1,11,Ｋトロワプレジｰル, 68,上村洋,, 81,   6,* 14, 3,  7.6,⑦④③, 1, 9,Ａファインチョイス, 69,上村洋,, 69,   6,* -5, 2,  3.8, ⑤⑤
 2, 3,Ａシルクフェリｰチェ, 69,藤田伸, 0.4, 64,  -1,*  7, 1,  2.1,⑧⑤③, 2, 8,Ｆナイキトリック, 57,四位洋, 0.3, 68,*  4,  -5, 7, 21.6, ①①, 2, 3,Ｂメイショウエバモア, 77,池添謙, 0.5, 76,*  7,   9, 1,  2.6,③③②, 2,11,Ｆアイムユアｰズ, 61,古川吉, 0.2, 64,   0,* -2, 5, 17.0, ⑩⑧
 3, 1,Ｇブロｰドピｰク, 58,吉田隼, 0.6, 63,   0,   5, 4,  9.2,⑤④⑤, 3, 3,Ｂエｰシンイグアス, 65,藤田伸, 0.4, 66,  -6,*  4, 3,  3.9, ⑧⑧, 3, 8,Ｇシャイニｰダンディ, 73,古川吉, 0.7, 76,   1,* 16, 8, 22.0,⑩⑪⑩, 3, 2,Ｃナイスヘイロｰ, 65,池添謙, 0.4, 61,   2,  -6, 4, 12.0, ⑦⑦
 4,12,Ｆマリｰズタイム, 60,勝浦正, 0.7, 60,  -2,*  7, 5, 18.8,⑫⑩⑦, 4,10,Ｃサウスノｰブル, 63,津村明, 0.5, 64,  -3,  -1, 6, 18.7, ⑥⑤, 4, 2,Ｄキングスリｰジョン, 74,藤田伸, 1.3, 74,   1,  12, 4,  9.5,⑪⑫⑪, 4, 7,Ｂコスモメガトロン, 68,丹内祐, 0.5, 61,   4, -10, 1,  2.1, ④④
 5, 7,Ｂインプレッシヴ, 63,横山典, 0.8, 59,  -1,   4, 2,  2.7,⑥⑦⑥, 5,13,Ａチアフルアイズ, 68,藤岡佑, 0.5, 67,*  2,  -4, 1,  3.0, ③②, 5, 1,Ｅダイビングキャッチ, 74,勝浦正, 1.4, 71,   4,   7, 5, 11.7,⑨⑧⑧, 5, 1,Ｍエクスクライム, 45,四位洋, 0.6, 60,   2,  -8, 7, 17.9, ⑥⑥
 6,11,Ｋミスファイアｰ, 52,丸田恭, 0.9, 57,*  1,   0,13,285.4,④③②, 6, 4,Ｄヤマニンアベイユ, 59,池添謙, 1.2, 56, -12,  -1, 4,  6.7, ⑭⑮, 6,10,Ｈレオキュｰト, 72,津村明, 1.5, 71,   2,  10,13,148.8,⑫⑩⑨, 6, 8,Ｉマスイデア, 57,黛弘人, 0.8, 61,* 10, -18,11,137.7, ①①
 7, 6,Ｈフィルハｰマジック, 55,服部茂, 1.0, 58,  -2,   4, 9, 58.9,⑨⑧⑨, 7, 2,Ｊサクラピュアハｰト, 51,秋山真, 1.3, 55, -10,  -3,12,177.8, ⑩⑩, 7,13,Ｃランドオウジ, 75,松田大, 1.8, 70,*  8,  -5, 7, 15.8,①①①, 7, 5,Ｅニシノカチヅクシ, 63,藤田伸, 0.8, 55,  -4,  -6, 6, 17.0, ⑫⑫
