11年 6月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三木特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂトｰアシシイ, 60,酒井学,, 62,  -1,*  2, 1,  1.7, ⑥⑥, 1, 3, エムエスワｰルド,,熊沢重,,,,, 2,  3.6,①①②, 1, 1,Ｋジョｰアカリン, 62,古川吉,, 71,   0,   6,12, 66.3, ⑤⑤, 1, 2,Ａアドマイヤベルナ, 90,小牧太,, 86,* 27, -22, 1,  1.8,①①①
 2, 5,Ａラプスドｰル, 64,福永祐, 0.3, 60,   0,  -3, 2,  3.9, ④③, 2, 2, サザンギャラクシｰ,,北沢伸,200.4,,,, 3,  4.9,②③③, 2, 2,Ｆペルレンケッテ, 70,藤田伸, 0.0, 71,  -6,* 12, 1,  2.6, ⑫⑫, 2, 7,Ｂエクスペディション, 85,浜中俊, 0.9, 88,   9,  13, 2,  2.7,③③②
 3, 1,Ｃスリｰアルテミス, 60,国分優, 0.6, 57,  -2,  -3, 3,  5.8, ⑦⑦, 3, 4, テイエムリュウジン,,佐久間,200.6,,,, 7, 18.4,④⑤④, 3, 8,Ｇキョウワジャンヌ, 69,飯田祐, 0.1, 69,*  1,   3, 3,  6.8, ③③, 3, 4,Ｅパワｰエｰス, 73,熊沢重, 2.2, 77,  -2,* 15, 8,107.5,⑧⑧⑦
 4, 6, ニシノシュクラン,---,石橋守, 0.6, 59,*  3,  -8, 6, 23.4, ①①, 4,14, スズカワイルド,,林満明,200.7,,,, 1,  3.4,③②①, 4, 4,Ｂゴｰルデンオブジェ, 72,国分優, 0.1, 69,  -3,   7, 4,  9.4, ⑨⑨, 4, 8,Ｄアマファソン, 74,福永祐, 2.2, 74,   5,  -1, 3,  7.7,④⑤④
 5,14,Ｅグランドコリン, 53,国分恭, 0.8, 56,*  1,  -8, 5, 19.3, ②②, 5,11, シャイニｰブラック,,黒岩悠,202.0,,,, 8, 26.4,⑧⑥⑦, 5,14,Ｉパワフルキリシマ, 65,四位洋, 0.2, 68,*  1,   1,13, 87.3, ②②, 5, 5,Ｆナリタダイコク, 73,北村友, 2.4, 69,   5,  -5, 4,  8.7,②②⑤
 6, 3,Ｆサンレイプレシャス, 50,岩崎祐, 1.1, 53,  -3,  -5, 9, 71.2, ⑩⑩, 6, 6, アグネスハイヤｰ,,中村将,203.3,,,,10, 69.4,⑩⑨⑧, 6, 5,Ｈエｰティｰランボｰ, 67,国分恭, 0.2, 69,  -7,* 11, 7, 15.5, ⑬⑬, 6, 6,Ｃポｰトスピｰド, 78,国分優, 2.6, 70,   0,   5, 6, 51.6,⑦⑥⑥
 7, 7, クレｰタｰズロｰド,---,浜中俊, 1.2, 51, -11,*  5,12,152.4, ⑬⑬, 7,13, カシマレジェンド,,千葉直,205.7,,,,12,121.1,⑫⑧⑥, 7,13,Ｊマスタｰグレイマン, 65,浜中俊, 0.2, 69,*  1,   2, 8, 16.3, ④④, 7, 3,Ｇトップミノル, 68,後藤浩, 2.9, 65,   7, -15, 5, 46.9,⑤④③
 8,11,Ｉイマカツミライ, 47,武英智, 2.2, 44,  -3, -15,11,145.3, ⑨⑨, 8, 7, リバｰキャッスル,,白浜雄,206.5,,,,13,124.7,⑬⑫⑪, 8,12,Ｄユｰスティティア, 71,福永祐, 0.2, 69,  -1,   3, 2,  4.4, ⑥⑦, 8, 1,Ｈスペシャルイモン, 68,和田竜, 3.6, 62,  -2,  -5, 7, 99.8,⑥⑦⑧
 9, 9,Ｊセレブモｰション, 37,後藤浩, 2.7, 40,  -2, -20, 4, 17.1, ⑧⑧, 9, 1, レジャイｰル,,今村康,206.7,,,, 9, 44.9,⑦⑦⑤, 9, 9,Ｃオンリｰザブレイヴ, 72,ピンナ, 0.3, 67,  -3,   4, 9, 20.8, ⑧⑧,,,,,,,,,,,,
10,15,Ｈバｰネット, 47,荻野要, 2.8, 41,   1, -23,15,334.6, ③④,10, 9, ショウナンサミット,,難波剛,206.8,,,, 6, 13.3,⑨⑩⑨,10, 7,Ｌネオザミスティック, 62,後藤浩, 0.5, 65,  -1,  -1,10, 41.3, ⑦⑥,,,,,,,,,,,,
11, 8,Ｄシゲルフクシュニン, 54,川島信, 3.0, 37,  -3, -22, 7, 43.0, ⑪⑪,11, 5, ゴｰルデンダニエル,,江田勇,207.8,,,,11, 71.4,⑪⑪⑩,11, 3,Ｅスマｰトオｰシャン, 70,高田潤, 0.5, 64,*  2,  -5, 6, 15.0, ①①,,,,,,,,,,,,
12,10,Ｇビコｰラミナ, 49,森一馬, 3.2, 35,  -5, -22,10,127.6, ⑫⑫,12,10, トｰセンウィン,,南井大,215.6,,,,14,136.4,⑭⑭⑫,12,11,Ａデンコウジュピタｰ, 72,北村友, 0.5, 64,  -3,   2, 5, 12.7, ⑪⑩,,,,,,,,,,,,
13, 2, ドクタｰマリ,---,藤懸貴, 3.2, 36,  -1, -26, 8, 66.8, ⑤⑤,,,,,,,,,,,,,13, 6,Ｍマイネエレｰナ, 55,和田竜, 0.8, 63,  -3,  -1,11, 64.6, ⑩⑪,,,,,,,,,,,,
14, 4, クリノハマナス,---,古川吉, 4.1, 29, -19, -11,13,177.4, ⑭⑭,,,,,,,,,,,,,14,10, ミミチャン,---,川原正, 1.7, 53, -15,   3,14,176.8, ⑭⑭,,,,,,,,,,,,
15,13, ラガｰパレｰド,---,川原正, 5.4, 10, -23, -17,14,321.2, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-6),,,,,,,,,,,
単勝:170円 複勝:12=100円 05=130円 01=130円 枠連:280円,,,,,,,,,,,,"単勝:360円 複勝:03=200円 02=200円 04=380円 枠連:1,240円",,,,,,,,,,,,"単勝:6,630円 複勝:01=940円 02=140円 08=220円 枠連:7,110円",,,,,,,,,,,,"単勝:180円 複勝:02=110円 07=110円 04=1,160円 枠連:0円",,,,,,,,,,,
馬連:270円 ワイド:05-12=140円 01-12=180円 01-05=250円,,,,,,,,,,,,"馬連:1,280円 ワイド:02-03=560円 03-04=1,660円 02-04=1,640円",,,,,,,,,,,,"馬連:6,960円 ワイド:01-02=2,460円 01-08=5,030円 02-08=500円",,,,,,,,,,,,"馬連:190円 ワイド:02-07=150円 02-04=2,050円 04-07=2,470円",,,,,,,,,,,
馬単:430円 3連複:340円 3連単:900円,,,,,,,,,,,,"馬単:2,220円 3連複:8,220円 3連単:35,170円",,,,,,,,,,,,"馬単:20,320円 3連複:17,510円 3連単:188,610円",,,,,,,,,,,,"馬単:300円 3連複:5,110円 3連単:12,760円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天王山ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｃサトノスパイダｰ, 59,藤田伸,, 64,* -6,   5, 1,  3.1,①①①, 1, 3,Ａメイショウヨウドウ, 67,池添謙,, 67,   1,* -3, 1,  2.2, ⑮⑬, 1, 5,Ｆネオシｰサｰ, 67,川島信,, 71,   2,*  6, 9, 22.0, ⑨⑨, 1,10,Ａワｰルドワイド, 93,小牧太,, 90,   6,* 21, 3,  5.4, ⑩⑨
 2, 8,Ｄパラダイスポイント, 55,後藤浩, 0.0, 63,* -5,*  7, 6, 13.1,②②②, 2, 2,Ｂラポｰル, 61,国分恭, 0.0, 67,  -1,* -1, 3,  5.6, ⑩⑭, 2,11,Ｂコｰリングオブラブ, 72,後藤浩, 0.1, 68,   1,   4, 4,  6.1, ⑩⑧, 2,11,Ｊクリスタルボｰイ, 87,和田竜, 0.3, 88,* 15,  10, 5, 12.2, ②②
 3, 4,Ａトｰアヒカルホシ, 62,北村友, 0.3, 63,  -7,*  9, 3,  4.5,⑩⑨⑦, 3,17,Ｆサンレガｰロ, 57,福永祐, 0.1, 66,*  5, -13, 4,  8.5, ②②, 3,12,Ｇサクラエクスプロｰ, 67,浜中俊, 0.3, 68,  -1,*  6, 1,  3.2, ⑫⑩, 3, 2,Ｄマルカベンチャｰ, 91,安藤勝, 0.3, 87,   3,* 21, 1,  4.2, ⑬⑪
 4, 7,Ｆホッコｰロブロイ, 50,国分優, 0.3, 62,* -6,   5, 7, 53.0,⑥④④, 4, 5,Ｇエメラルドヴァレｰ, 55,小牧太, 0.5, 61,   1, -11,10, 38.2, ⑦⑩, 4, 1,Ｊアキノワンツｰ, 63,花田大, 0.4, 67,*  6,  -5,11, 44.9, ①①, 4, 5,Ｆアｰスサウンド, 89,後藤浩, 0.3, 87,* 20,   5, 8, 24.5, ①①
 5, 6,Ｂエアポｰトメサ, 61,国分恭, 0.5, 62,  -8,*  7, 2,  3.2,⑧⑧⑧, 5, 8,Ｅナムラチアｰズ, 57,国分優, 0.5, 59,*  3, -16, 2,  4.8, ⑥⑥, 5,15,Ｈエリモレインボｰ, 67,国分優, 0.4, 67,   3,  -1, 6, 15.1, ⑦⑤, 5, 1,Ｈエノク, 88,浜中俊, 0.3, 89,  10,  15, 7, 16.9, ⑦⑥
 6, 3,Ｈキャヴァンクラブ, 45,酒井学, 1.5, 54,* -6,  -4,10,104.2,③⑤⑤, 6, 7,Ｊナリタカサブランカ, 53,渡辺薫, 0.7, 60,   1, -14,12, 96.0, ⑪⑪, 6,13,Ｅカシノピストン, 68,藤懸貴, 0.5, 64,  -5,* 10, 7, 21.6, ⑮⑬, 6,12,Ｅシルクフォｰチュン, 89,ピンナ, 0.5, 86,   1,* 22, 2,  4.3, ⑯⑯
 7,12,Ｅメイショウハウンド, 51,森一馬, 2.0, 50,  -8,  -6, 8, 68.6,⑦⑦⑨, 7,18,Ｉマイネクラレット, 55,和田竜, 0.8, 57,*  5, -23, 8, 31.4, ①①, 7,14,Ａイマカツタイガｰ, 72,柴原央, 0.5, 66,*  5,  -3, 8, 21.7, ④④, 7, 6,Ｍレディルｰジュ, 86,福永祐, 0.6, 86,  10,  13, 4,  5.7, ⑧⑦
 8,10,Ｇデルマハヌマｰン, 47,川原正, 2.6, 46, -10,  -8, 9, 95.3,⑫⑪⑩, 8,13,Ｃハｰドポケット, 59,花田大, 0.8, 57,   1, -15, 9, 34.2, ⑫⑫, 8, 7,Ｋイメｰジレイナ, 62,高橋亮, 0.6, 65,   0,   2,14,156.0, ⑪⑫, 8, 4,Ｌエアティアｰモ, 86,四位洋, 0.6, 85,  11,  11, 6, 14.5, ⑥⑤
 9, 5, マルブツリュウ,---,浜中俊, 3.5, 40,* -6, -23, 4,  5.8,⑤③③, 9,14,Ｏエアラギオｰル, 34,ピンナ, 0.9, 54,   2, -21, 5, 15.8, ⑧⑦, 9, 4,Ｄダイシンサｰベル, 69,北村友, 1.0, 62,*  6,  -9, 3,  5.3, ③③, 9,15,Ｃエｰシンクｰルディ, 92,国分優, 0.8, 84,   7,  13,12, 48.2, ⑨⑩
