11年 2月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 2月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1600m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,銀蹄ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａトｰアクリスタル, 63,江田照,, 55,  -1,* -8, 3,  7.8, ⑨⑧, 1,10, ゲルマンシチｰ,---,北村宏,, 58, -15,* 12, 7, 26.4, ⑪⑪, 1, 6,Ａシャイニｰホｰク, 74,蛯名正,, 74,*  6,  -1, 1,  2.2, ④③, 1,10,Ｃピｰスオブパワｰ, 85,内田博,, 83,   5,* 19, 2,  2.7, ⑪⑪
 2,11,Ｈオｰバｰザレインボ, 53,柴田善, 0.0, 57,*  5, -14,12, 66.2, ①①, 2, 8, カワキタロイ,---,中谷雄, 0.1, 56, -12,   7,14,182.2, ⑤⑤, 2, 8,Ｄコンプリｰト, 68,吉田豊, 0.2, 72,*  9,  -8, 5, 14.2, ①①, 2,14,Ａサクセスオネスティ, 87,北村宏, 0.1, 81,   6,  17, 1,  2.3, ⑨⑩
 3, 7,Ｇケイアイカミノコエ, 55,北村宏, 0.2, 55,   2, -13, 8, 32.6, ⑤⑥, 3,11, パクサ,---,武士沢, 0.2, 55, -18,* 14, 8, 33.8, ⑮⑬, 3,11,Ｃオメガブレイン, 70,デムｰ, 0.4, 65,  -9,* 13, 4, 13.4, ⑮⑭, 3,16,Ｐドリｰムスカイラブ, 67,ベリｰ, 0.2, 80,* 10,  11,11, 61.6, ④④
 4,10,Ｂヒショウ, 62,伊藤直, 0.3, 54,  -1,* -9, 1,  2.1, ⑫⑫, 4,13, ワスカラン,---,石橋脩, 0.2, 54,*-11,   3, 5, 10.4, ②②, 4,10,Ｈジャｰビス, 61,横山典, 0.4, 69,*  7,  -9, 2,  3.5, ②②, 4, 9,Ｆブラッシュアップ, 83,津村明, 0.5, 78,   7,  13, 6, 26.1, ⑧⑦
 5,16,Ｃバルトデスティニｰ, 61,丸田恭, 0.3, 53,*  3, -15,13, 72.7, ④③, 5, 4, ジャガンナｰト,---,デムｰ, 0.2, 54, -13,   8, 4,  6.3, ⑫⑨, 5, 2,Ｅツインエンジェルズ, 64,吉田隼, 0.4, 69,   4,  -4, 3,  7.8, ③⑤, 5, 7,Ｍモアザンスマｰト, 77,吉田隼, 0.6, 80,  -2,* 23,13, 89.9, ⑯⑯
 6,13,Ｄヤマニンカモミｰル, 57,柴山雄, 0.5, 52,   0, -12, 7, 29.8, ⑩⑨, 6,14, マシェリｰアンジュ,---,蛯名正, 0.3, 53,*-11,   3, 6, 12.8, ③③, 6,15,Ｊポピュラｰストック, 59,クラス, 0.4, 69,   4,  -4, 9, 37.1, ⑦⑦, 6, 6,Ｏジェイケイボストン, 76,御神本, 0.6, 76,* 11,   6,15,307.3, ②②
 7,12,Ｋタングルジャングル, 52,内田博, 0.6, 51,  -5,* -7, 2,  4.3, ⑬⑮, 7, 6, ウエスタンダｰツ,---,内田博, 0.5, 53,*-11,   1, 3,  5.5, ①①, 7, 4,Ｂデュアルスウォｰド, 72,松岡正, 0.4, 69,   4,  -4, 6, 15.2, ⑥⑥, 7,15,Ｊノｰリプライ, 80,クラス, 0.7, 77,   4,  14, 9, 50.3, ⑫⑬
 8, 3,Ｌクリスタリン, 51,津村明, 0.8, 49,  -3, -11,15,143.8, ⑮⑬, 8, 1, レオジュピタｰ,---,三浦皇, 0.8, 50, -12,   1, 2,  3.9, ④④, 8, 3,Ｉコウヨウレジェンド, 60,北村宏, 0.6, 65,   1,  -3, 7, 21.6, ⑨⑨, 8, 1,Ｈギシアラバストロ, 81,木幡初, 0.7, 77,   6,  12,12, 75.2, ⑩⑨
 9, 4,Ｅジャストザヒロイン, 56,松岡正, 1.0, 50,   2, -20, 5, 12.5, ③④, 9, 2, パンジャ,---,松岡正, 0.8, 51, -13,   2, 1,  3.1, ⑦⑦, 9,12,Ｌインダクティ, 55,田中勝, 0.7, 65,  -4,*  5, 8, 26.0, ⑬⑫, 9, 5,Ｅコンティネント, 83,松岡正, 0.7, 76,* 12,   4, 3,  8.7, ①①
10, 1,Ｊギヴンザウイング, 52,鈴来直, 1.2, 46,  -1, -19,10, 58.9, ⑧⑦,10,16, ミラクルプラスワン,---,吉田豊, 2.0, 40, -13,  -8,12, 80.9, ⑨⑧,10, 5,Ｆスマｰトオｰシャン, 63,内田博, 1.1, 60,  -2,  -5,10, 56.9, ⑩⑪,10,12,Ｄフェイムロバリｰ, 84,蛯名正, 0.8, 76,   7,   9, 4, 11.2, ⑦⑧
11,15,Ｆプットオンザリッツ, 55,三浦皇, 1.2, 47,*  4, -24, 4,  9.6, ②②,11,15, ハイタッチレディ,---,田中勝, 2.3, 40, -12, -13,13,122.0, ⑥⑥,11, 7, シｰキングザラヴ,---,御神本, 1.3, 57,  -3,  -6,13,165.6, ⑫⑩,11, 2,Ｎアポロラムセス, 77,柴田善, 0.8, 75,   7,   8,10, 52.5, ⑤⑤
12, 5,Ｍマイネルゴラッソ, 49,クラス, 1.3, 46,  -1, -17, 6, 15.8, ⑪⑩,12, 9, オｰゴンキング,---,御神本, 3.2, 34, -16, -13,11, 60.8, ⑬⑭,12, 1,Ｇフレンドサンポウ, 62,小林淳, 1.6, 53,   1, -16,12,163.5, ⑧⑧,12, 3,Ｉカネスラファｰル, 81,田中勝, 1.0, 75,   5,  11,14,153.0, ⑬⑫
12,14,Ｏカトルズグリｰン, 41,石橋脩, 1.3, 46,   2, -23,14, 86.1, ⑥⑤,13,12, サクラエスパｰダ,---,クラス, 3.2, 33, -16, -14, 9, 47.9, ⑧⑫,13, 9,Ｋランニングシュｰズ, 57,デムｰ, 1.7, 55,*  7, -23,11, 57.5, ⑤④,13, 8,Ｋシルクアルボｰレ, 80,柴山雄, 1.0, 75,   0,  17,16,310.4, ⑮⑮
14, 6,Ｐノアフィｰルド, -6,田中勝, 1.4, 45,  -3, -17,16,210.1, ⑯⑭,14, 7, ジャパンラプソディ,---,小林淳, 3.3, 32, -19, -11,15,214.7, ⑯⑯,14,13,Ｍオフィシャルシティ, 49,池添謙, 1.8, 51,  -9,  -5,14,229.5, ⑭⑮,14, 4,Ｇドリｰムクラウン, 82,三浦皇, 1.1, 73,   9,   4, 7, 34.0, ③③
15, 9,Ｉマルタｰズグロウヴ, 53,蛯名正, 2.0, 40,  -2, -23, 9, 38.9, ⑦⑪,15, 5, マキノチェアマン,---,菅原隆, 3.3, 32, -16, -15,16,235.6, ⑩⑩,15,14, ドクタｰブリｰズ,---,柴田善, 2.5, 45,  -7, -15,15,349.8, ⑪⑬,15,13,Ｂウインプレミアム, 85,デムｰ, 1.2, 72,   2,  12, 5, 14.7, ⑭⑭
16, 2,Ｎテンペスタ, 43,吉田隼, 3.6, 30, -10, -27,11, 59.5, ⑭⑯,16, 3, カトレアシチｰ,---,大庭和, 3.3, 34, -18, -10,10, 55.4, ⑭⑮,16,16,Ｎブレスマイハｰト, 38,石橋脩, 2.8, 43, -14, -10,16,359.2, ⑯⑯,16,11,Ｌカフェレジェンド, 80,村田一, 1.4, 70,   7,   3, 8, 45.5, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-15 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:2),,,,,,,,,,,
"単勝:780円 複勝:08=270円 11=1,380円 07=680円 枠連:1,230円",,,,,,,,,,,,"単勝:2,640円 複勝:10=720円 08=3,430円 11=760円 枠連:17,970円",,,,,,,,,,,,"単勝:220円 複勝:06=130円 08=320円 11=310円 枠連:1,220円",,,,,,,,,,,,単勝:270円 複勝:10=120円 14=120円 16=620円 枠連:260円,,,,,,,,,,,
"馬連:17,810円 ワイド:08-11=4,280円 07-08=1,570円 07-11=10,160円",,,,,,,,,,,,"馬連:75,190円 ワイド:08-10=17,790円 10-11=4,100円 08-11=16,580円",,,,,,,,,,,,"馬連:1,220円 ワイド:06-08=480円 06-11=560円 08-11=2,140円",,,,,,,,,,,,"馬連:300円 ワイド:10-14=160円 10-16=1,830円 14-16=1,660円",,,,,,,,,,,
"馬単:27,360円 3連複:78,970円 3連単:374,760円",,,,,,,,,,,,"馬単:152,210円 3連複:390,830円 3連単:2,735,090円",,,,,,,,,,,,"馬単:1,890円 3連複:4,800円 3連単:15,750円",,,,,,,,,,,,"馬単:640円 3連複:4,940円 3連単:17,250円",,,,,,,,,,,
■ 2R  ダ2100m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｲﾘｰ杯ｸｲｰﾝｶｯﾌﾟ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
