11年 4月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3140m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,難波ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂヒショウ, 66,内田博,, 78,*  1,* 12, 3,  3.8, ④④, 1, 5, トｰセンジョｰカｰ,,五十嵐,,,,, 1,  3.3,②②②, 1,12,Ｅドンドドｰン, 73,岩田康,, 76,   2,* 12, 5,  6.5,⑥⑤⑥, 1,17,Ａストロングリタｰン, 89,内田博,, 89,  13,*  4, 2,  4.2, ⑦⑥
 2, 5,Ｅロンド, 52,藤岡佑, 0.2, 76,*  3,   7, 4,  5.6, ①①, 2, 4, スリｰラスカル,,植野貴,211.6,,,, 8, 23.0,⑤⑤④, 2, 5,Ｂグッドカレラ, 77,藤岡康, 0.0, 73,*  4,   9, 4,  5.9,③③②, 2,15,Ｂブレイブファイト, 85,浜中俊, 0.2, 85,* 15,  -2, 3,  5.4, ⑤⑤
 3,13,Ｃデイブレイク, 61,柴田大, 0.9, 69,*  1,   3, 2,  3.7, ②②, 3, 2, トキノナスティア,,浜野谷,211.7,,,, 4,  8.7,①①①, 3,16,Ｎスｰブルソｰ, 60,後藤浩, 0.0, 73,   2,* 12, 6, 11.4,⑪⑩⑦, 3,14,Ｐスカイリュウホｰ, 78,藤岡康, 0.4, 86,   9,*  8,13, 73.2, ⑯⑭
 4, 1, サハラグレｰス,---,北村宏, 1.6, 62, -11,*  8, 7, 53.2, ⑨⑧, 4, 3, アペリティフ,,今村康,211.9,,,, 2,  3.9,③③③, 4, 8,Ｄキクノセンヒメ, 74,浜中俊, 0.3, 75,  -1,* 16, 7, 17.6,⑭⑯⑮, 4, 1,Ｇシルクアｰネスト, 83,池添謙, 0.4, 82,* 15,  -4, 1,  3.5, ③③
 5,15,Ａシルクフェリｰチェ, 67,武豊  , 1.8, 62,*  2,  -5, 1,  2.8, ③③, 5,11, ピエナミッチｰ,,西谷誠,212.1,,,, 3,  5.2,⑨⑩⑨, 5,14,Ｆリンガスアクタｰ, 71,三浦皇, 0.8, 70,   1,   9,14, 99.3,⑩⑫⑬, 5, 4,Ｒタガノエルシコ, 75,藤岡佑, 0.5, 86,  11,*  4, 7, 13.9, ⑫⑫
 6, 8,Ｄフレンチミシル, 60,江田照, 1.9, 60,  -7,   2, 5, 10.8, ⑦⑦, 6, 9, ブチカマシ,,難波剛,212.2,,,,12, 51.9,⑥⑦⑦, 6, 6,Ｃアサクサマリンバ, 76,吉田豊, 0.9, 68,   1,   9, 2,  5.5,⑫⑪⑫, 6, 3,Ｋシェｰンヴァルト, 82,横山典, 0.6, 80,  12,  -3, 6, 13.8, ⑧⑦
 7, 7,Ｇスノウプリンス, 41,三浦皇, 2.0, 59, -13,   7, 8, 96.5, ⑩⑩, 7, 6, ゴｰビハインド,,中村将,212.4,,,, 5, 12.7,⑫⑪⑪, 7,11,Ｌユウタｰグロｰバル, 64,田中勝, 0.9, 70,   0,   9, 3,  5.6,⑮⑬⑭, 7, 8,Ｉパｰルシャドウ, 82,武豊  , 0.6, 81,  12,  -1, 8, 27.1, ⑩⑩
 8,10, トｰアヒカルホシ,---,北村友, 2.3, 57, -16,*  9,16,372.7, ⑫⑬, 8,13, ゴｰルデンカイザｰ,,北沢伸,212.4,,,,14,124.5,⑦⑥⑤, 8,15,Ｉエビデンス, 66,柴田善, 0.9, 67,   2,   6,13, 76.2,⑧⑨⑧, 8, 6,Ｌダイバｰシティ, 79,柴田善, 0.8, 80,  11,  -1,10, 51.3, ⑪⑪
 9, 4,Ｊマッシヴリｰダｰ, 29,熊沢重, 2.4, 57,  -2,  -7,12,237.3, ⑤⑤, 9, 1, マイネルカｰロ,,草野太,212.5,,,, 6, 13.2,⑧⑧⑧, 9, 1,Ｈアカシロｰレル, 68,松岡正, 0.9, 70,   2,   7, 8, 24.0,⑯⑭⑨, 9, 2,Ｏヒカリシャトル, 78,幸英明, 0.9, 77,* 16, -16,11, 59.8, ②②
10, 9, エデンシチｰ,---,小林徹, 3.3, 48,  -4, -13, 6, 29.6, ⑥⑥,10,10, テイケイプリオｰル,,熊沢重,212.6,,,, 7, 16.1,⑩⑨⑩,10, 3,Ｋサトノバロン, 65,内田博, 1.1, 68,   3,   2,11, 46.3,④④⑤,10, 7,Ｅカミダノミ, 84,小牧太, 0.9, 76,  12,  -7, 4,  8.2, ⑥⑧
