11年 3月26日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 3月26日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:5),,,,,,,,,,,
"単勝:1,630円 複勝:13=400円 02=250円 16=2,190円 枠連:3,690円",,,,,,,,,,,,単勝:730円 複勝:09=250円 08=180円 04=260円 枠連:680円,,,,,,,,,,,,"単勝:570円 複勝:14=160円 12=190円 09=120円 枠連:2,040円",,,,,,,,,,,,"単勝:5,100円 複勝:06=1,010円 04=210円 12=150円 枠連:9,710円",,,,,,,,,,,
"馬連:4,010円 ワイド:02-13=1,200円 13-16=22,310円 02-16=6,070円",,,,,,,,,,,,"馬連:1,630円 ワイド:08-09=710円 04-09=1,780円 04-08=870円",,,,,,,,,,,,"馬連:1,810円 ワイド:12-14=520円 09-14=230円 09-12=310円",,,,,,,,,,,,"馬連:13,050円 ワイド:04-06=2,910円 06-12=3,080円 04-12=490円",,,,,,,,,,,
"馬単:10,070円 3連複:246,050円 3連単:1,300,850円",,,,,,,,,,,,"馬単:3,480円 3連複:6,550円 3連単:39,380円",,,,,,,,,,,,"馬単:3,340円 3連複:1,130円 3連単:8,960円",,,,,,,,,,,,"馬単:33,680円 3連複:16,320円 3連単:160,800円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉野ｹ里特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂグランドシャｰプ, 60,川須栄,, 51,* -8,*  6, 1,  3.2, ①①, 1, 4,Ｃシャイニンロミオ, 58,中舘英,, 53,* -9,* -1, 1,  2.8,①①①, 1, 2,Ｍアイアンデュｰク, 57,石橋脩,, 74, -14,* 17, 8, 19.8, ⑫⑪, 1,12,Ｆホシシャトル, 75,安藤光,, 78,  -1,  12,13, 40.8, ⑥⑦
 2, 7,Ｃシゲルソウトク, 56,西村太, 0.6, 45, -12,   3, 2,  3.7, ④④, 2,11,Ａプリンスヴィル, 67,武幸四, 0.3, 48,* -9,  -4, 2,  3.2,④③⑤, 2, 1,Ｏマキハタピンナップ, 55,柴原央, 0.0, 73, -10,* 14,15,259.1, ⑦⑦, 2, 1,Ｊメイショウサバト, 73,赤木高, 0.0, 78,   2,  10, 6, 11.6, ④④
 3, 1,Ａバンブｰマンユｰ, 62,松山弘, 0.8, 43, -15,   3, 3,  5.7, ⑥⑥, 3,15,Ｇピｰスフルアｰス, 45,太宰啓, 0.3, 49, -10,  -2, 4, 10.6,⑥④⑦, 3, 9,Ｆカリスマテｰラｰ, 66,中舘英, 0.0, 72,* -3,   7, 2,  4.8, ②②, 3,11,Ａコクトｰ, 81,丸山元, 0.1, 77,*  7,   3, 1,  2.7, ②②
 4, 2,Ｄキングファルコン, 50,高倉稜, 0.9, 39, -13,   0, 8, 21.4, ③③, 4,12,Ｅミライポケット, 52,丸山元, 0.3, 49, -12,*  1, 8, 25.1,⑦⑧⑥, 4, 8,Ｅファンドリノチカラ, 66,勝浦正, 0.3, 67,* -2,   2, 7, 16.9, ①①, 4,15,Ｋリキサンシンオｰ, 72,柴原央, 0.1, 77,*  6,   4, 4,  9.7, ③③
 5, 8,Ｅフルフｰテル, 49,丸山元, 0.9, 42, -12,   1, 4,  5.9, ⑤⑤, 5, 6,Ｊクレバｰベスト, 24,高倉稜, 0.4, 48,* -9,  -5, 9, 31.5,②②②, 5, 3,Ｉクルタナ, 63,杉原誠, 0.5, 65,  -6,   3, 6, 12.7, ③③, 5, 2,Ｅシンコｰプリンス, 75,古川吉, 0.2, 77,  -4,  14, 5, 11.6, ⑨⑧
 6, 3,Ｆミスモトヒメサン, 46,石橋脩, 1.0, 39, -17,   2, 7, 20.8, ⑦⑦, 6, 5,Ｄマルサンアップル, 54,川須栄, 0.4, 49, -12,* -1, 5, 12.1,③⑦④, 6,16,Ｂアイアンラチェット, 68,上村洋, 0.5, 66, -13,  10, 1,  3.2, ⑪⑫, 6,10,Ｎセルリアンレッド, 69,渡辺薫, 0.4, 75,   2,   4, 9, 20.1, ⑤⑤
 7, 4,Ｋグロｰバルチャｰジ, 35,藤懸貴, 1.5, 34, -20,  -1, 6, 13.4, ⑨⑧, 7, 3,Ｂアラマサコマンダｰ, 65,田辺裕, 0.5, 47, -11,*  0, 3,  7.8,⑤⑥③, 7,11,Ａグリュｰネワルト, 73,丸山元, 0.7, 61,  -6,   0, 4,  7.3, ④④, 7, 3,Ｍクレムリンシチｰ, 70,太宰啓, 0.4, 73,  -3,   9, 8, 19.4, ⑧⑥
 8, 9,Ｈダイワロック, 42,大野拓, 1.7, 31, -20,  -3, 9, 46.0, ⑩⑨, 8,14,Ｆマイネルリｰプ, 49,丹内祐, 0.5, 48, -11,  -5, 7, 24.2,⑪⑤⑪, 8,10,Ｊミスタｰエメラルド, 60,小野寺, 0.7, 63, -15,  10,12, 48.7, ⑬⑬, 8, 6,Ｃステラｰホｰプ, 77,伊藤工, 0.4, 77, -19,* 25, 3,  9.2, ⑯⑯
 9,11,Ｌニュｰジョブ, 20,小野寺, 1.7, 35,*-11,  -7,10, 75.1, ②②, 9, 2,Ｈゴｰゴｰヒュウガ, 44,上村洋, 0.6, 49, -13,*  1,14, 77.5,⑨⑪⑧, 9,12,Ｎダンツミラション, 56,高倉稜, 0.8, 62, -14,   7, 9, 20.0, ⑭⑭, 9,14,Ｂジョｰリゴラス, 77,田中健, 0.4, 74,  -6,  12, 2,  7.3, ⑪⑩
10,10,Ｇエスパドン, 44,宮崎北, 1.8, 37, -12,  -3,12,183.1, ⑧⑩,10, 8, マコトポセイドン,---,佐藤哲, 0.6, 46, -13,* -1,10, 46.9,⑬⑩⑩,10, 4,Ｈコスモソルスティス, 65,丹内祐, 0.9, 61,  -7,  -1, 5,  9.6, ⑤⑤,10, 5,Ｄショウナンスマイル, 75,勝浦正, 0.8, 68,  -7,   8,12, 31.2, ⑩⑪
11, 6,Ｉディアガヤルド, 38,勝浦正, 2.0, 29, -29,   1, 5, 10.1, ⑪⑪,11, 7, ブライダルシャワｰ,---,長谷川, 0.7, 47, -13,*  0,11, 50.1,⑩⑫⑨,11,13,Ｃデｰトマスタｰ, 68,松山弘, 1.1, 56,  -8,  -3,10, 35.3, ⑥⑥,11, 7,Ｉレイクエルフ, 73,丸田恭, 0.8, 69, -10,  11,10, 23.4, ⑫⑬
12,12, ジントニック,---,菅原隆, 2.2, 26, -42,*  6,11, 92.7, ⑫⑫,12,10, アｰスソング,---,松山弘, 1.3, 37, -12, -12, 6, 13.2,⑯⑨⑬,12, 6,Ｌディフィｰタｰ, 57,大野拓, 1.2, 57, -18,   6,14, 55.4, ⑯⑯,12, 4,Ｇニホンピログッデン, 74,石橋脩, 1.0, 66,*  9, -10,11, 23.5, ①①
13, 5, ソユｰズ,---,千葉直, 3.6, 13, -49,  -2,14,229.8, ⑭⑬,13,13,Ｉシングントップガン, 40,宮崎北, 1.9, 33, -13, -17,15,180.0,⑫⑬⑫,13,15,Ｄアフィリエイト, 67,古川吉, 1.2, 55,  -9,  -4, 3,  7.1, ⑧⑧,13,13,Ｏエクレウス, 67,川島信, 1.0, 67,  -2,   0,16, 52.8, ⑦⑨
14,14,Ｊグラスフェアｰ, 37,田中博, 8.7,-43, -43, -52,13,217.0, ⑬⑭,14, 9, メイショウミフユ,---,古川吉, 2.6, 24, -16, -24,13, 65.1,⑮⑮⑮,14,14,Ｇヨシサプライズ, 65,宮崎北, 1.3, 55, -11,  -2,11, 43.0, ⑩⑩,14,16,Ｌメタリック, 72,大野拓, 1.2, 65, -14,  10,14, 41.6, ⑮⑮
,,,,,,,,,,,,15, 1, パンプアップトｰト,---,大野拓, 2.7, 23, -15, -26,12, 55.4,⑭⑭⑭,15, 5,Ｋアンプレヴｰ, 58,丸田恭, 1.6, 51, -11,  -6,13, 52.4, ⑨⑨,15, 9,Ｈリビングプルｰフ, 74,松山弘, 1.3, 62,  -9,   5, 7, 16.2, ⑬⑭
,,,,,,,,,,,,16,16, ロッキｰベイビｰ,---,小野寺, 9.4,-55, -19, ---,16,237.7,⑧⑯⑯,16, 7,Ｐデキシｰスウィング, 43,田辺裕, 1.6, 49, -18,   1,16,396.4, ⑮⑮,16, 8,Ｐシャイニｰナイト, 60,上村洋, 1.4, 61, -14,   7,15, 46.1, ⑭⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:5),,,,,,,,,,,
単勝:320円 複勝:13=130円 07=140円 01=150円 枠連:260円,,,,,,,,,,,,単勝:280円 複勝:04=130円 11=140円 15=250円 枠連:300円,,,,,,,,,,,,"単勝:1,980円 複勝:02=490円 01=5,250円 09=210円 枠連:71,830円",,,,,,,,,,,,"単勝:4,080円 複勝:12=1,030円 01=350円 11=160円 枠連:1,160円",,,,,,,,,,,
馬連:610円 ワイド:07-13=250円 01-13=310円 01-07=390円,,,,,,,,,,,,馬連:490円 ワイド:04-11=240円 04-15=630円 11-15=690円,,,,,,,,,,,,"馬連:72,590円 ワイド:01-02=22,220円 02-09=1,230円 01-09=14,070円",,,,,,,,,,,,"馬連:37,060円 ワイド:01-12=9,790円 11-12=2,920円 01-11=930円",,,,,,,,,,,
"馬単:1,030円 3連複:800円 3連単:3,050円",,,,,,,,,,,,"馬単:930円 3連複:1,670円 3連単:5,820円",,,,,,,,,,,,"馬単:182,050円 3連複:165,540円 3連単:1,390,160円",,,,,,,,,,,,"馬単:74,330円 3連複:36,360円 3連単:420,040円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,川内特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｈアンシャンタン, 47,佐藤哲,, 62,  -5,* 10, 5,  9.6,④④③, 1,11,Ａメリュジｰヌ, 77,柴原央,, 68,* -6,   9, 2,  3.5, ③③, 1,10,Ａシゲルアサマヤマ, 81,西村太,, 68,   4,* 14, 3,  4.9,⑪⑧⑤, 1, 1,Ｃトｰセンヤッテキタ, 76,大野拓,, 69,*  3,  11, 4,  6.3,③⑤④
 2, 5,Ｆリッシュビスティｰ, 52,中舘英, 0.1, 61,* -3,   7, 4,  8.6,①①①, 2, 1,Ｆキタサンハナミチ, 68,西村太, 0.2, 65, -14,* 12, 5,  7.8, ⑨⑦, 2, 3,Ｆウエスタンブラボｰ, 72,伊藤工, 0.3, 67,   4,  11, 6, 18.0,⑨⑦⑥, 2,14,Ｂアキノグロｰブ, 76,武幸四, 0.2, 70,   2,  12, 5,  9.5,⑫⑪⑩
 3, 7,Ａエアポｰトメサ, 59,川須栄, 0.2, 61,  -5,* 10, 3,  8.3,⑨⑦⑤, 3,13,Ｇネイヴルトウショウ, 68,田中博, 0.2, 66,  -9,   8, 1,  3.2, ⑤⑥, 3,16,Ｂモエレジンダイコ, 77,杉原誠, 0.3, 66,   5,   9, 2,  4.6,⑦④②, 3,10,Ａマカリオス, 77,田辺裕, 0.2, 67,   2,  10, 1,  3.4,⑧⑦⑥
 4,15,Ｃアウグｰリオ, 57,伊藤工, 0.2, 62,  -6,* 11, 6, 12.8,⑧⑨⑧, 4,12,Ｂアヌエヌエ, 73,勝浦正, 0.5, 62,  -9,   6, 3,  6.0, ④⑤, 4, 4,Ｄダンツブラボｰ, 73,藤懸貴, 0.6, 65,   1,* 13, 5, 12.4,⑭⑬⑪, 4,15,Ｄタコ, 75,佐藤哲, 0.3, 68,*  3,   7, 3,  5.5,⑥④③
 5,10,Ｅシンボリストｰム, 54,川島信, 0.3, 59,  -6,*  9, 1,  2.2,⑩⑧⑦, 5, 9,Ｌラガｰキセキ, 58,渡辺薫, 0.6, 60, -18,* 11,11,155.7, ⑬⑩, 5, 5,Ｅサクラシザｰズ, 72,古川吉, 0.8, 64,   2,  10,10, 51.6,⑫⑫⑩, 5,16,Ｇスタｰサイクル, 73,川須栄, 0.4, 68,   0,  13,11, 45.3,⑭⑭⑬
 6, 6,Ｉエイシンエンブレム, 45,丸山元, 0.4, 57,* -3,   4, 8, 20.9,②②②, 6, 6,Ｃプリンセスエリｰ, 71,赤木高, 0.7, 60, -11,   6, 4,  6.2, ⑥④, 6, 7,Ｌカレンベルナルド, 60,松山弘, 0.9, 64,   1,* 12, 9, 49.6,⑯⑮⑭, 6, 8,Ｅイｰサンジャンパｰ, 75,赤木高, 0.4, 70,  -3,* 18, 7, 22.6,⑮⑯⑯
 7, 4,Ｇバウンサｰ, 50,石橋脩, 0.9, 53,  -6,   3, 7, 13.8,⑦⑥⑥, 7, 2,Ｉキュｰト, 63,長谷川, 0.9, 58, -18,   9, 9, 59.1, ⑪⑫, 7, 9,Ｊトｰアボンジョルノ, 65,丸田恭, 1.0, 59,   3,   7,11, 67.6,⑩⑪⑨, 7, 6,Ｍキョウワシャドｰ, 66,太宰啓, 0.4, 69,  -1,* 16,15,164.0,⑯⑮⑮
 8,11, メイショウコロク,---,渡辺薫, 1.6, 49,  -6,   0,10, 80.7,⑬⑩⑩, 8, 7,Ｅツｰピｰスルｰラｰ, 69,田辺裕, 1.2, 55,* -3,  -4, 7, 16.5, ①①, 8,12,Ｃヒｰロｰ, 74,丸山元, 1.0, 60,   5,   3, 1,  2.2,⑧③①, 8,13,Ｊディレクシオン, 70,丸田恭, 0.5, 66,   2,  10, 9, 34.7,⑪⑩⑪
 9,12,Ｂアポロノカンザシ, 58,勝浦正, 1.9, 47,* -4,  -8, 2,  4.9,③③④, 9,10,Ｄエｰシンオフクロ, 71,丸山元, 1.3, 55,* -3,  -4, 6, 13.5, ②②, 9, 8,Ｉスタｰノｰブルマン, 69,丹内祐, 1.4, 60,*  7,  -2, 4, 10.6,①①③, 9,12,Ｆプルシアンオリｰブ, 74,鮫島良, 0.6, 65,*  3,   5, 6, 10.5,④③②
10, 2,Ｋテイエムカルチェ, 40,赤木高, 2.2, 47, -11,   1,12,205.9,⑮⑭⑬,10, 4,Ｋオｰルエモｰション, 60,荻野琢, 1.7, 51, -12,  -2,10, 66.3, ⑧⑨,10,15,Ｇディアアゲイン, 71,小野寺, 1.5, 58,*  6,  -2, 8, 29.7,⑤②④,10, 5,Ｈシュンハレン, 72,石橋脩, 0.6, 65,   2,   6, 8, 33.7,⑨⑧⑦
11, 8,Ｄシｰサイドウｰマン, 55,高倉稜, 2.4, 42,  -7,  -6, 9, 64.1,⑪⑪⑪,11, 3,Ｈヤマニンフリアンド, 66,高倉稜, 1.9, 45, -21,   1,13,217.1, ⑭⑬,11,11,Ｋシンメトリｰアｰト, 64,大野拓, 1.9, 54,   3,   1,12,136.5,⑥⑩⑧,11, 7,Ｎアサクサミツボシ, 65,荻野琢, 0.8, 67,  -1,  11,13, 62.9,⑬⑬⑫
12, 9,Ｊテンヤｰドスカｰト, 43,宮崎北, 2.4, 45,  -7,  -4,11,205.5,⑫⑫⑫,12, 8,Ｍテイエムマイヒメ, 53,芹沢純, 1.9, 48, -14,  -3,12,174.3, ⑩⑧,12, 1,Ｎビｰビｰライズ, 50,石橋脩, 2.0, 52,   5,  -5, 7, 26.0,③⑤⑦,12, 9,Ｉマｰブルアロｰ, 71,宮崎北, 0.8, 63,   2,   6,12, 51.8,⑦⑨⑧
13,13, テｰオｰビリｰヴ,---,小林慎, 3.9, 37, -14,  -6,14,325.4,⑯⑯⑮,13, 5,Ｊピエナヴィブレ, 62,川須栄, 2.2, 43, -18,  -3, 8, 56.1, ⑫⑭,13,14,Ｏリネンベイビｰ, 38,長谷川, 2.7, 51,   0,  -2,15,453.6,⑬⑯⑮,13, 3,Ｌウルスラグナ, 68,古川吉, 1.2, 62,   3,   1,10, 36.4,⑤⑥⑨
