11年 5月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,はやぶさ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄホワイトアルバム, 61,北村友,, 57,* -4,*  4, 5,  8.0,①①①, 1, 6,Ｂダノンマックイン, 59,上村洋,, 58,* -3,   2, 2,  4.5,④③③, 1,15,Ｃスズカスパｰク, 74,上村洋,, 74,   4,  10, 7, 14.2, ⑦⑧, 1, 3,Ｅビュｰティバラｰド, 65,大野拓,, 67, -13,*  6, 5, 10.0,   
 2,11,Ａクリアザウェイ, 64,丸田恭, 0.0, 57,* -5,*  7, 1,  2.2,⑤③③, 2, 1,Ａディｰプフィｰルド, 60,川須栄, 0.2, 58,  -6,*  6, 1,  2.3,⑩⑪⑨, 2, 8,Ａショウナンアルディ, 80,田辺裕, 0.0, 72,   2,* 11, 3,  5.9, ⑨⑦, 2,10,Ａヤサカシャイニｰ, 71,勝浦正, 0.0, 63,* -1,  -2, 3,  5.0,   
 3, 6,Ｂビｰチパレｰド, 64,川島信, 0.8, 53,  -6,   3, 4,  6.7,⑥⑥⑤, 3,14,Ｎフクラムサイフ, 43,太宰啓, 0.2, 55,* -1,  -6,12, 52.4,①①①, 3,12,Ｋロｰドラテアｰト, 66,鮫島良, 0.1, 75,   1,* 14, 8, 26.6, ⑧⑨, 3, 8,Ｃメイショウツガル, 66,古川吉, 0.0, 65,  -5,   0, 2,  4.7,   
 4, 2,Ｃマイネマグノリア, 63,大野拓, 1.0, 49,* -4,  -3, 3,  5.2,②②②, 4, 9,Ｊコパノタイヨｰ, 47,田辺裕, 0.3, 54,  -6,*  5, 9, 41.2,⑨⑩⑪, 4,11,Ｊサウンドバラッド, 67,吉田隼, 0.3, 69,*  5,   2, 4,  6.3, ⑤⑤, 4, 6,Ｂヤマニンパピオネ, 70,横山和, 0.1, 63,  -4,  -3, 1,  3.8,   
 5, 3,Ｅスペシャルピｰス, 59,川須栄, 1.7, 47,  -6,  -4, 2,  5.1,④⑤⑥, 5, 8, ストｰンヘンジ,---,吉田隼, 0.5, 55,  -9,*  6, 3,  5.7,⑯⑬⑫, 5, 5,Ｍシルヴァｰノ, 66,松田大, 0.4, 71,   2,   7, 5,  9.9, ⑫⑩, 5, 4,Ｆアスタｰウィング, 63,津村明, 0.3, 61, -12,   1, 8, 23.5,   
 6, 5,Ｈスエヒロジュピタｰ, 52,高倉稜, 2.0, 47, -12,*  5, 8, 68.7,⑫⑫⑫, 6,15,Ｄホッコｰゴｰルド, 58,勝浦正, 0.7, 48,  -5,  -5,11, 42.2,⑤⑧⑤, 6, 3,Ｂアグネスサクラ, 76,勝浦正, 0.4, 67,   4,   4, 2,  4.0, ⑥⑥, 6,13,Ｇアポロジェニｰ, 62,川須栄, 0.3, 60,  -8,  -3, 4,  7.1,   
 7, 4,Ｇトｰセンビｰト, 53,横山和, 2.2, 46, -11,   1, 7, 44.6,⑩⑪⑪, 7,10,Ｅテイエムバカラ, 57,平野優, 0.7, 52,  -6,  -1, 6, 14.3,⑫⑨⑩, 7,10,Ｇゴｰルドサクセス, 70,荻野琢, 0.5, 66,*  7,  -5, 6, 13.2, ①①, 7, 5,Ｊシゲルヒラシャイン, 59,太宰啓, 0.3, 60,  -8,  -2, 7, 12.4,   
 8,10,Ｌホワイトサンズ, 14,平野優, 2.4, 43, -10,  -4,11,189.2,⑪⑩⑩, 8, 2,Ｉランドムテキ, 48,村田一, 1.0, 47,  -5,  -8, 8, 37.0,⑧⑤⑦, 8,13,Ｅメジロクリントン, 72,黛弘人, 0.6, 67,   2,   4,10, 48.6, ⑩⑪, 8,11,Ｄシゲルセキニンシャ, 65,高倉稜, 0.5, 58, -17,   2, 9, 29.6,   
