11年 2月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 2月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,斑鳩ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅシゲルシュサ, 53,国分恭,, 65,  -7,*  6, 3,  5.5, ③③, 1, 1, アドマイヤケルソ,---,川田将,, 65,  -8,* 10, 8, 42.1,⑦⑦⑤, 1, 7,Ａナムラカイシュウ, 80,福永祐,, 81,   9,*  8, 1,  2.0, ⑤③, 1,10,Ｃサワノパンサｰ, 82,福永祐,, 77,*  8,   4, 5,  7.5, ②②
 2, 9,Ｂレディオブパｰシャ, 57,国分優, 0.2, 61,* -6,*  2, 1,  2.5, ②②, 2,13, ナポレオンバロｰズ,---,岩田康, 0.3, 63,  -8,*  7, 2,  8.7,⑥⑤③, 2,12,Ｄピサノプレミアム, 72,池添謙, 0.1, 79,   6,* 10, 6, 14.5, ⑦⑦, 2, 1,Ａホｰカｰハリケｰン, 84,デムｰ, 0.2, 75,*  6,   3, 3,  5.7, ③③
 3,11,Ｄクｰルグラン, 56,和田竜, 1.0, 55,* -4,  -7, 5,  8.5, ①①, 3,14, シｰズガレット,---,和田竜, 0.4, 64,  -9,* 10, 7, 37.9,⑮⑨⑥, 3, 5,Ｂプリサイストップ, 78,高倉稜, 0.9, 74,* 11,  -2, 2,  3.7, ②②, 3, 7,Ｅケンブリッジエル, 81,佐藤哲, 0.2, 75,*  9,   0, 7,  9.9, ①①
 4, 8,Ｃタガノグレイグｰス, 56,岩田康, 1.3, 53,  -8,  -5, 2,  3.8, ④⑤, 4, 6, ドリｰムボルケｰノ,---,酒井学, 0.6, 60,  -8,   4, 4, 11.0,⑤④⑦, 4, 1,Ｈランドタカラ, 66,藤岡佑, 1.0, 69,  -4,* 12, 7, 34.5, ⑯⑯, 4,12,Ｆスペルバインド, 81,池添謙, 0.2, 76,   3,* 10, 2,  4.9, ⑪⑫
 5,10,Ｆマスタｰゾロアｰク, 52,川田将, 1.6, 50,  -9,  -8, 4,  6.9, ⑤④, 5,10, アキノモｰグル,---,池添謙, 0.7, 56,* -6,   1, 3,  8.9,①①①, 5,10,Ｃレオアドミラル, 73,藤田伸, 1.1, 71,   4,   3, 3,  8.9, ⑩⑩, 5, 5,Ｋマイネルカリバｰン, 75,和田竜, 0.3, 75,   5,   4, 4,  7.0, ⑤⑤
 6, 4,Ａホホヲヨセテ, 61,高倉稜, 1.7, 48, -16,   0, 6, 12.9, ⑩⑩, 6,15, ハルカフジ,---,藤岡佑, 0.9, 58,  -8,   2,13,165.7,④⑥④, 6, 9,Ｌノボパガｰレ, 62,和田竜, 1.2, 72,   9,  -2, 8, 45.7, ④④, 6, 8,Ｇサクラミモザ, 81,藤岡佑, 0.4, 74,   4,   5, 1,  3.9, ⑥⑪
 7, 3,Ｈプランタニエ, 40,田中克, 1.7, 48, -12,  -5, 7, 24.0, ⑦⑧, 7, 9, ホｰマンレｰヴ,---,安藤光, 1.0, 57,  -9,   5,15,268.0,⑧⑧⑧, 7,16,Ｇシゲルカサギヤマ, 69,岩田康, 1.2, 70,   3,   3, 5, 11.2, ⑪⑧, 7,13,Ｂピエナポパイ, 84,小牧太, 0.4, 74,  -3,* 14,10, 37.6, ⑯⑯
 8, 1,Ｉヤングラッシュ, 37,中村将, 1.8, 47, -10,  -8,11,415.0, ⑥⑥, 8, 3, タオ,---,デムｰ, 1.3, 50,* -7,  -3, 1,  1.5,③③②, 8, 2,Ｏティアップエｰス, 61,国分優, 1.3, 69,   5,   0,13,203.4, ⑨⑨, 8,11,Ｐマルティンスタｰク, 69,川島信, 0.5, 75,   2,   7,11, 91.9, ⑭⑬
 9, 2,Ｇマオイモン, 42,熊沢重, 1.9, 48, -13,  -5,10,219.9, ⑧⑦, 9,12, ウインタキシｰド,---,国分恭, 1.5, 56, -11,   2, 6, 32.4,⑪⑩⑪, 9, 3,Ｅレコメンド, 70,熊沢重, 2.0, 67,* 12, -13, 4, 10.6, ①①, 9, 9,Ｊマイネルプルｰト, 77,酒井学, 0.6, 71,   4,   2, 8, 29.3, ⑦⑧
10, 5,Ｋマスコットウイング, 15,酒井学, 2.5, 44, -13, -10, 9,193.5, ⑨⑨,10, 8, ダノンクルソラ,---,熊沢重, 3.2, 43, -12,  -9,12,159.3,⑩⑬⑮,10,14,Ｊクリノテンペスタ, 65,安藤光, 2.1, 60,   0,  -1,15,297.0, ⑮⑮,10, 3,Ｎセイウンワキタツ, 73,藤田伸, 0.6, 71,   4,   2,12,103.0, ⑨⑦
11, 7,Ｊタイセイスキム, 32,小牧太, 4.3, 25, -20, -19, 8, 95.4, ⑪⑪,11,16, シルクスペンサｰ,---,川島信, 3.4, 40, -12, -11,10, 52.2,⑯⑯⑫,11,11,Ｐメイフィｰルド, 60,酒井学, 2.2, 61,   1,  -3,14,206.6, ⑭⑬,11,15,Ｍメイショウカｰタｰ, 74,難波剛, 0.7, 71,  -1,   7,15,177.4, ⑮⑮
,,,,,,,,,,,,12, 7, インテンション,---,小林徹, 3.4, 40, -12, -11,16,273.3,⑬⑭⑭,12, 4,Ｉビｰビｰボルト, 66,川島信, 2.2, 61,   7,  -9,16,468.9, ⑥⑥,12, 4,Ｄエｰシンビｰセルズ, 82,岩田康, 0.7, 71,   3,   2, 6,  9.6, ⑩⑨
,,,,,,,,,,,,13,11, リアライズキング,---,福永祐, 3.9, 37, -11, -17, 5, 12.9,⑨⑫⑬,13, 6,Ｎアイファｰマｰチス, 61,国分恭, 2.2, 60,   0,  -3,12,135.4, ⑬⑫,13,14,Ｌアスドゥクｰル, 75,国分恭, 0.9, 68,*  7,  -4,13,121.9, ④④
