11年 2月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 2月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雲雀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｋヒシカルロス, 44,柴田善,, 63,*  6,  -6, 5,  9.7, ①①, 1,14, ビｰアウェイク,,大庭和,,,,, 1,  3.5,③③③, 1,10,Ｆドンビザッツウェイ, 72,田中勝,, 76,   0,* 13, 3,  5.9, ⑬⑫, 1, 2,Ｈナシュワンヒｰロｰ, 80,北村友,, 88,*  0,  17, 4,  5.9, ①①
 2, 5,Ｂアルベルティ, 64,武豊  , 0.0, 63,   2,* -2, 2,  5.2, ⑥⑤, 2,12, スズヨジハｰド,,穂苅寿,203.9,,,, 2,  5.6,②②②, 2,14,Ｇニシノフェミニン, 71,蛯名正, 0.8, 70,   2,   5, 8, 21.4, ⑩⑩, 2, 9,Ｂストロングリタｰン, 85,ベリｰ, 0.0, 92, -12,* 31, 3,  4.9, ⑮⑬
 3,10,Ｄナムラストリｰク, 59,戸崎圭, 0.2, 61,   3,  -5, 8, 15.4, ④④, 3, 4, サｰストンムｰン,,柴田未,204.2,,,, 8, 23.4,①①①, 3,12,Ａシャインエフォｰト, 78,三浦皇, 0.8, 70,   4,   1, 2,  4.1, ⑧⑤, 3,12,Ｋダノンブライアン, 78,石橋脩, 0.1, 87,* -2,  16,12, 75.9, ④③
 4,14,Ｈアスパイヤリング, 53,松岡正, 0.3, 60,   0,* -3, 4,  8.9, ⑩⑨, 4, 1, ディアマイホｰス,,江田勇,204.6,,,, 7, 10.7,⑨⑧⑦, 4,16,Ｈコスモイルダｰナ, 70,ベリｰ, 0.9, 70,   5,   0, 5, 12.4, ⑥⑦, 4,10,Ｉブルｰデインヒル, 79,大庭和, 0.1, 87,  -5,  19,11, 51.0, ⑥⑥
 5, 3,Ｇマレンカヤ, 56,クラス, 0.6, 56,  -3,* -3,11, 87.7, ⑫⑬, 5, 2, ティンバｰウルフ,,横山義,204.9,,,, 6,  8.9,④④④, 5, 8,Ｃツクバキング, 76,柴田善, 0.9, 70,*  7,  -3, 1,  2.9, ③③, 5, 1,Ｊレオパステル, 79,村田一, 0.1, 89,  -8,  24, 9, 34.9, ⑦⑦
 6, 9,Ａレッツゴｰマｰクン, 65,吉田豊, 0.8, 55,   2,  -7, 7, 12.9, ⑦⑧, 6,11, ドラゴンハンタｰ,,平沢健,205.4,,,, 5,  6.6,⑩⑪⑪, 6, 7,Ｏホッコｰビックワン, 43,江田照, 1.0, 69,   0,*  7,12,130.2, ⑮⑭, 6, 8,Ａセイウンジャガｰズ, 90,後藤浩, 0.3, 89, -13,* 30, 1,  4.0, ⑯⑯
 7,15,Ｃフェアユｰス, 62,田中勝, 0.8, 56,   2, -10, 1,  2.5, ⑧⑥, 7, 5, ハンドクラッピング,,鈴木慶,205.5,,,,14,168.7,⑦⑥⑥, 7, 4,Ｉディレクシオン, 66,北村宏, 1.1, 67,   1,   3, 9, 28.4, ⑨⑨, 7, 5,Ｇスティルゴｰルド, 80,蛯名正, 0.4, 83,  -5,  15, 2,  4.5, ③④
 8,11,Ｉジョウノエンドレス, 51,北村友, 0.9, 53,  -4,* -2,10, 67.5, ⑮⑮, 8, 7, フレノカトリｰヌ,,山本康,206.9,,,, 3,  6.0,⑤⑤⑤, 8, 9, キングサｰベル,---,柴山雄, 2.0, 59,  -4,   2,13,146.7, ⑯⑯, 8, 6,Ｐダイワナイト, 69,的場勇, 0.5, 80,* -2,  11,14,115.2, ②②
