11年12月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-15,,,,,■ 4R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:不良(指数:-8),,,,,,,,,,,
"単勝:960円 複勝:07=270円 04=1,090円 06=190円 枠連:6,940円",,,,,,,,,,,,単勝:530円 複勝:01=230円 06=270円 07=580円 枠連:500円,,,,,,,,,,,,単勝:290円 複勝:09=140円 06=320円 05=250円 枠連:630円,,,,,,,,,,,,"単勝:360円 複勝:09=140円 14=280円 06=160円 枠連:2,060円",,,,,,,,,,,
"馬連:26,760円 ワイド:04-07=4,760円 06-07=770円 04-06=3,760円",,,,,,,,,,,,"馬連:2,440円 ワイド:01-06=720円 01-07=1,830円 06-07=2,020円",,,,,,,,,,,,"馬連:1,840円 ワイド:06-09=690円 05-09=500円 05-06=2,010円",,,,,,,,,,,,"馬連:2,780円 ワイド:09-14=930円 06-09=310円 06-14=970円",,,,,,,,,,,
"馬単:44,740円 3連複:36,560円 3連単:300,320円",,,,,,,,,,,,"馬単:4,860円 3連複:15,020円 3連単:75,900円",,,,,,,,,,,,"馬単:2,930円 3連複:5,020円 3連単:23,840円",,,,,,,,,,,,"馬単:4,320円 3連複:3,340円 3連単:20,350円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,彦島特別,,,,,,,,,,,,小月特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｅデンコウベリル, 55,黛弘人,, 57,  -9,* -1, 2,  5.3, ⑤⑤, 1, 4,Ｆクラシカルノヴァ, 69,吉田隼,, 73,* 12,* 14, 2,  3.6,③④③, 1, 2,Ａシンボリニｰス, 78,吉田隼,, 74,*  5,  12, 2,  3.2,①①①, 1,11,Ｋタツフラッシュ, 61,幸英明,, 79,*  2,  12,10, 31.1, ②②
