11年 9月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 9月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,新涼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａドリｰムトレイン, 57,幸英明,, 57,*  5, -12, 1,  3.5, ①①, 1, 7, ヴィンテｰジイヤｰ,---,福永祐,, 60,  -1,* -4, 1,  1.8, ④③, 1,11,Ａキョウエイカルラ, 78,小牧太,, 83,*  7,* 16, 1,  3.2, ②②, 1, 8,Ｄウィキマジック, 82,川田将,, 83,   9,* 13, 1,  1.5, ③③
 2, 2,Ｂタイセイシュバリエ, 54,浜中俊, 0.0, 58,  -1,* -3, 5,  6.3, ⑧⑧, 2, 5, マウンテンファスト,---,幸英明, 0.8, 55,*  2, -13, 2,  3.8, ①①, 2, 1,Ｋプリンセスエリｰ, 63,赤木高, 0.7, 78,* 11,   6,11,128.0, ①①, 2, 9,Ｅトラバント, 81,北村友, 0.1, 81,* 10,  12, 2,  3.9, ②②
 3,12,Ｅシルクドリｰマｰ, 46,北村友, 0.2, 56,  -1,* -6, 3,  4.9, ⑫⑩, 3,10, ヴェリタスウオリア,---,川田将, 0.9, 53,  -1, -10, 5, 14.7, ⑤⑤, 3,12,Ｂラガｰリンリン, 76,福永祐, 0.7, 78,   6,  10, 2,  3.9, ③③, 3,10,Ｇユウキアックン, 77,幸英明, 0.6, 79,   5,* 14, 8, 68.5, ⑧⑦
 4, 1,Ｄブルｰハｰツクライ, 52,和田竜, 0.4, 56,  -2,* -6, 2,  4.4, ⑦⑪, 4, 1, スズカルパン,---,花田大, 1.1, 50,  -7,  -5,11,109.1, ⑩⑦, 4, 6,Ｉアドマイヤオンリｰ, 67,川田将, 1.3, 72,   3,   7, 8, 24.8, ⑥⑥, 4, 3,Ａトｰセンピングス, 84,太宰啓, 1.2, 72,   9,   4, 3,  6.5, ④④
 5, 3,Ｆホッコｰキンツル, 44,飯田祐, 1.0, 46,  -2, -14, 7, 18.2, ⑩⑫, 5, 6, エｰシングリズリｰ,---,和田竜, 1.5, 49,*  1, -18, 6, 20.4, ②②, 5, 7,Ｆヴィクトリｰマｰチ, 70,岩田康, 1.3, 72,   3,   9, 6, 16.3, ⑦⑧, 5, 5,Ｈユウキマリアッチ, 73,酒井学, 1.2, 73,   9,   5, 7, 45.0, ⑤⑤
 6, 6,Ｍウィンドミルシチｰ, 32,佐藤哲, 1.0, 48,  -5, -10, 8, 34.9, ⑮⑮, 6, 8, ウォｰタｰボルカノ,---,武豊  , 1.6, 47,  -3, -14, 4,  9.8, ⑥⑥, 6,15,Ｅビバエルフ, 72,高倉稜, 1.4, 72,  -4,* 15, 5, 11.3, ⑮⑮, 6, 2,Ｃボンバルディエｰレ, 82,佐藤哲, 1.3, 72,   7,   7, 4, 24.7, ⑥⑥
 7,14,Ｏメイショウバクフウ, 26,小牧太, 1.2, 44,  -4, -16,14,311.9, ⑭⑭, 7, 9, クリスマスマｰベル,---,国分優, 1.7, 45,  -8,  -9, 9, 73.3, ⑦⑨, 7,14,Ｄガｰルズストｰリｰ, 75,酒井学, 1.6, 70,   6,   4, 3,  4.6, ⑤④, 7, 4,Ｊキョウワシャドｰ, 71,熊沢重, 1.7, 71,   4,   7,10,234.3, ⑦⑧
 8, 8,Ｋノｰドラメｰル, 35,国分恭, 1.2, 45,  -2, -17, 9,106.3, ⑬⑬, 8, 2, ロｰマンエンブレム,---,川須栄, 1.7, 45,  -1, -19, 3,  8.7, ③④, 8, 8,Ｃスイｰトエスケｰプ, 76,北村友, 1.7, 68,   4,   4, 4,  6.2, ⑧⑦, 8, 6,Ｆマルタカタキオン, 81,佐久間, 2.1, 67,  -1,   8, 6, 40.5, ⑨⑨
