11年 1月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝3170m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松籟ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅキョウワダッフィｰ, 62,池添謙,, 72,  -1,* 11, 3,  5.3, ⑤⑤, 1, 1, プライドイズハｰト,,山本康,,,,, 7, 13.6,⑤⑤③, 1, 2,Ｃチャｰムドリｰム, 73,リスポ,, 67, -17,* 16, 1,  3.4, ⑬⑪, 1, 4,Ｅキタサンアミｰゴ, 83,川田将,, 93,  18,  12, 7, 12.9,③③③
 2, 3,Ｃラディアｰレ, 66,和田竜, 0.0, 74,*  3,*  6, 2,  4.2, ①①, 2, 8, マッハジュウクン,,高田潤,213.0,,,, 4,  9.8,④④②, 2, 3,Ｂサマｰソング, 74,福永祐, 0.0, 67, -13,* 12, 2,  3.6, ⑤⑤, 2, 9,Ｇロｰドオブザリング, 82,池添謙, 0.0, 92,  17,* 15, 1,  3.2,⑧⑥④
 3,10,Ｆエｰシンボダイジュ, 51,岩田康, 0.7, 67,*  1,   2, 5, 22.2, ②②, 3, 3, アナザｰスタｰ,,植野貴,214.4,,,, 5, 10.1,③③⑥, 3, 6,Ｅキクノアルバ, 71,池添謙, 0.4, 62,*-10,   6, 3,  4.6, ②②, 3, 6,Ｄマイネルゴルト, 85,浜中俊, 0.2, 91,  16,* 15, 8, 15.4,⑨⑧⑧
 4, 6,Ｇリキアイギムレット, 50,北村友, 1.1, 63,  -4,   4, 7, 25.0, ⑥⑥, 4, 2, テイケイプリオｰル,,熊沢重,214.4,,,, 3,  5.6,②①①, 4, 7,Ｈミキノクレシェンド, 65,国分優, 0.5, 62, -14,   9,10, 68.6, ⑦⑦, 4, 5,Ｌシｰスナイプ, 79,北村友, 0.4, 88,  18,   9, 4,  7.7,⑥⑤⑥
 5,13,Ａアルベルティ, 70,柴田善, 1.4, 58,  -6,   2, 1,  1.8, ⑩⑧, 5, 4, マｰブルジｰン,,小坂忠,214.9,,,, 2,  3.8,⑦⑦⑦, 5, 1,Ｆメジロブラボｰ, 70,岩田康, 0.8, 61, -14,   7, 6, 13.8, ⑨⑨, 5, 1,Ｈシグナリオ, 82,岩田康, 0.4, 90,  16,* 13,10, 46.8,⑬⑩⑩
 6,14,Ｉヤマニンアルシェ, 45,熊沢重, 1.8, 58,*  1,  -8,11,298.8, ③③, 6, 9, ゴｰルデンカイザｰ,,北沢伸,215.0,,,,11, 78.2,⑥⑥⑤, 6,13,Ｋキュｰト, 64,藤岡佑, 1.0, 58,*-11,   2,11, 85.4, ③③, 6,14,Ｂキクカタキシｰド, 88,国分恭, 0.5, 87,  15,* 13, 3,  6.0,⑭⑫⑪
 7, 7,Ｈメイショウモンシロ, 49,福永祐, 1.9, 56, -15,*  6, 8,101.6, ⑫⑪, 7,11, ピサノシンボル,,五十嵐,215.8,,,, 6, 11.2,⑧⑧⑧, 7, 8,Ｉヴィｰナススマイル, 64,和田竜, 1.0, 59, -14,   5, 8, 33.3, ⑩⑩, 7, 3,Ｃブルｰスタｰキング, 87,デムｰ, 0.6, 86,  15,* 13, 6,  9.1,⑪⑬⑬
 8, 9,Ｄイツモジョウキゲン, 62,デムｰ, 3.1, 45,  -1, -17, 6, 23.4, ④④, 8,10, エルジャンクション,,林満明,216.0,,,, 1,  2.8,⑨⑨⑨, 8,10,Ｍウォｰタｰリメイン, 58,佐久間, 1.1, 58, -17,   8,13,367.6, ⑫⑬, 8,13,Ｉシゲルフセルト, 81,福永祐, 0.8, 85,  18,   3,12, 89.4,⑤⑦⑤
