11年 9月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 9月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夕月特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃアブシンベル, 51,佐藤哲,, 65,  -7,* 12, 4, 14.8, ⑨⑨, 1, 2, サトノケンオｰ,,熊沢重,,,,, 2,  4.2,③③②, 1, 5,Ｇディアアプロｰズ, 59,国分優,, 72,*  1,   9, 3, 10.9,①①①, 1, 2,Ａアグネスワルツ, 83,武豊  ,, 83,* 19,  -1, 2,  3.9, ①①
 2,12,Ｊマｰブルメｰカｰ, 42,松山弘, 0.1, 63,  -3,*  7, 9, 57.0, ⑧⑧, 2,10, マサヤマト,,西谷誠,200.8,,,, 3,  4.3,①①①, 2, 9,Ａランブリングロｰズ, 76,福永祐, 0.0, 72,*  1,  10, 2,  3.3,③②②, 2, 6,Ｃグルヴェイグ, 78,岩田康, 0.1, 84,  15,*  6, 1,  2.1, ⑥⑥
 3, 7,Ｌタガノカノｰプス, 38,和田竜, 0.2, 63,  -4,*  7, 5, 17.7, ⑦⑦, 3, 4, アグネスジルバ,,北沢伸,201.2,,,, 1,  2.7,②②③, 3, 1,Ｂクロｰバｰリｰフ, 74,岩田康, 0.0, 72,   0,* 11, 1,  1.7,②③③, 3,11,Ｂスマｰトシルエット, 79,川田将, 0.2, 82,* 19,  -3, 3,  4.5, ②②
 4,11,Ｄドナメデュｰサ, 48,浜中俊, 0.4, 58,   1,  -2, 3,  8.4, ⑤⑤, 4, 6, タッチマイハｰト,,小坂忠,201.3,,,, 4,  4.6,④④④, 4, 2,Ｄスイｰトベルモット, 72,安藤光, 0.7, 69,  -2,  10, 5, 18.6,⑨⑨⑦, 4, 9,Ｄキクカラヴリイ, 76,酒井学, 0.4, 81,  12,*  8, 8, 39.9, ⑫⑪
 5,10,Ｎクレｰルドリュヌ, 31,岩田康, 0.5, 58,  -2,   0, 7, 36.5, ⑥⑥, 5, 8, クレバｰウエスタン,,植野貴,204.2,,,, 7, 37.0,⑥⑤⑤, 5, 6,Ｃフォルクスオｰパｰ, 73,幸英明, 0.9, 67,  -1,   6, 4, 11.6,④⑤⑤, 5, 3,Ｅハッピｰパレｰド, 75,福永祐, 0.6, 80,  14,   3, 4,  8.2, ⑨⑩
 6, 2,Ｂプレシャスペスカ, 55,幸英明, 0.9, 52,*  6, -13, 2,  5.5, ①①, 6, 9, テイエムライジン,,佐久間,208.3,,,, 6, 20.9,⑧⑧⑥, 6, 4,Ｉエｰシンサンファン, 42,川須栄, 1.0, 65,  -2,   7, 6, 20.2,⑥⑥⑧, 6,10,Ｉブライダルベｰル, 70,浜中俊, 0.6, 81,  16,   1, 9,109.6, ⑧⑧
 7, 5,Ａビキニブロンド, 59,福永祐, 0.9, 53,   1,  -8, 1,  1.5, ④④, 7, 3, アピｰル,,田村太,212.4,,,,10, 98.8,⑨⑨⑧, 7, 7,Ｈスペシャルピｰス, 55,川田将, 1.1, 66,  -1,   5, 8, 58.6,⑦⑦⑥, 7, 8,Ｇメイショウジェイ, 73,佐藤哲, 0.7, 78,* 18,  -7, 7, 32.6, ⑤⑤
 8, 1,Ｆシゲルカボス, 47,藤懸貴, 1.1, 49, -12,   2,12,132.8, ⑬⑬, 8, 1, タトゥｰン,,林満明,213.8,,,, 8, 41.0,⑦⑦⑦, 8, 3,Ｅシェイクラブハｰト, 63,渡辺薫, 1.3, 65,  -3,   6, 7, 36.1,⑧⑧⑨, 8, 5,Ｆレイナソフィア, 73,和田竜, 0.9, 77,  15,  -4, 5, 14.7, ⑩⑨
