11年 6月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尼崎ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｅアフォリズム, 57,川田将,, 62,*  0,*  2, 4, 15.8,②②②, 1,10,Ｃアｰセナルゴｰル, 63,小牧太,, 69,  17,* -7, 6, 11.3,⑦⑦⑦, 1, 9,Ｃウィキマジック, 72,国分優,, 75,*  3,* 13, 2,  3.6, ③④, 1, 5,Ｈマゼラン, 74,福永祐,, 85,* -6,  18, 4,  6.2,②②②
 2, 1,Ｃブラックアテナ, 62,岩田康, 0.1, 61,  -2,*  4, 1,  1.5,⑩⑧⑧, 2,15,Ａアルジェンタム, 68,ピンナ, 0.0, 69,  15,* -4, 1,  3.7,⑫⑩⑩, 2, 8,Ａスピルオｰバｰ, 82,秋山真, 0.6, 69,   1,   9, 1,  2.0, ⑤⑤, 2, 9,Ｆワンダｰムシャ, 78,武豊  , 0.0, 83,* -4,  16, 7, 17.7,①①①
 3,14,Ｈサンレイプレシャス, 52,岩崎祐, 0.2, 59,  -1,   1, 7,103.7,⑨⑥④, 3,11,Ｇダノンハロｰ, 60,岩田康, 0.3, 68,  17, -11, 5,  6.9,⑨⑨⑧, 3,11,Ｇマイユクｰル, 70,北村友, 0.8, 68,   1,   8, 7, 24.9, ⑥⑥, 3, 4,Ｂカワキタフウジン, 88,北村友, 0.2, 86, -10,* 25, 1,  2.4,⑧⑧⑧
 4, 6,Ｍマスコットウイング, 46,芹沢純, 0.6, 59,  -4,*  5,14,398.8,⑬⑭⑫, 4,12,Ｄレイテッド, 61,川須栄, 0.4, 66,* 19, -22, 3,  5.6,④②③, 4, 4,Ｅエルメスグリｰン, 71,岩田康, 0.9, 68,  -1,  10, 3,  7.6, ⑦⑦, 4, 6,Ａトモロポケット, 89,藤田伸, 0.5, 80,  -7,  14, 2,  3.7,③③③
 5,10,Ｄメイショウブリッジ, 61,浜中俊, 0.6, 58,  -1,  -2, 3,  8.0,⑮⑨⑤, 5, 7,Ｎアドマイヤスコｰル, 49,川田将, 0.5, 65,* 18, -19, 9, 25.7,③④④, 5, 7,Ｎタイガｰスラム, 58,小牧太, 1.0, 67,  -6,* 15, 5, 13.1, ⑬⑬, 5, 2,Ｄザサンデｰフサイチ, 85,川田将, 0.5, 82,  -9,  18, 5, 14.1,⑥⑥⑥
 6, 4,Ｂオｰクヒルパｰク, 65,北村友, 0.7, 55,  -1,  -2, 2,  3.7,③③⑥, 6, 2,Ｂラルゴ, 65,幸英明, 0.6, 65,  15, -12, 2,  4.2,⑩⑪⑪, 6,10,Ｄカンファｰネオ, 72,国分恭, 1.1, 67,  -3,  10,11, 93.1, ⑪⑩, 6, 7,Ｃケンブリッジレｰザ, 86,幸英明, 0.6, 79,  -9,  15, 6, 15.8,⑤⑤⑤
 7,15,Ｌシゲルカカリチョウ, 47,川須栄, 1.1, 53,*  0,  -8,13,286.2,①①①, 7,17,Ｆフェニックスソｰド, 61,福永祐, 0.7, 64,  15, -14, 7, 18.7,⑧⑧⑨, 7,14,Ｂペガサスヒルズ, 74,安藤勝, 1.3, 64,  -2,   7, 4, 11.0, ⑩⑪, 7, 1,Ｅアドマイヤテンクウ, 85,岩田康, 1.2, 70,  -7,   5, 3,  5.1,④④④
 8,16,Ｋイマカツミライ, 47,柴原央, 1.2, 53,  -3,  -4, 9,187.1,⑫⑪⑨, 8, 6,Ｉデットシｰピサ, 55,藤岡康, 0.7, 64,  17, -20, 8, 23.0,⑤⑤⑤, 8, 1,Ｏハンタｰワディ, 55,佐藤哲, 1.4, 63,*  3,   1, 8, 52.4, ④③, 8, 3,Ｇブルｰスタｰキング, 75,ウィリ, 1.2, 72, -10,  11, 8, 65.9,⑦⑦⑦
 9,13,Ｆキュｰダスバンブｰ, 54,鷹野宏, 1.2, 54,  -5,   0, 8,104.3,⑯⑬⑬, 9,18,Ｏテイエムマジョ, 49,国分優, 1.0, 62,  10,* -3,15,306.1,⑱⑱⑱, 9, 5,Ｋニホンピロエリナ, 63,酒井学, 1.6, 62,*  4,  -2,14,370.7, ②②, 9, 8,Ｉエｰケｰサンライズ, 72,小牧太, 1.9, 67, -12,   7, 9,136.9,⑨⑨⑨
10, 9,Ｊユメハナ, 49,田中克, 1.6, 51,  -3,  -5,10,231.9,⑧⑩⑪,10,14,Ｅミッキｰクリスタル, 61,ウィリ, 1.3, 57,  17, -29, 4,  6.1,⑥⑥⑥,10,12,Ｊネオシｰサｰ, 69,幸英明, 1.7, 63,   0,   3, 6, 17.2, ⑨⑧,,,,,,,,,,,,
11,11,Ｇドゥルキス, 53,安藤光, 1.7, 49,*  0, -13,12,260.7,④④③,11,16,Ｋウィズイングレｰス, 54,北村友, 1.5, 57,* 19, -39,17,317.3,②①①,11,13,Ｌニイハオジュウクン, 62,柴原央, 1.9, 60,  -2,   3,10, 86.3, ⑫⑫,,,,,,,,,,,,
12, 3,Ａドナリｰベ, 65,小牧太, 1.9, 48,  -5,  -4, 6, 35.1,⑭⑯⑭,12, 3,Ｑバンダムヴィッツ, 41,松山弘, 2.0, 55,  13, -23,16,311.0,⑪⑭⑭,12, 6,Ｐクリｰンイメｰジ, 46,高倉稜, 2.1, 59,  -7,   7,12,134.5, ⑭⑭,,,,,,,,,,,,
13, 2,Ｏウエスタンジェミｰ, 36,高倉稜, 2.7, 42,  -3, -17,11,235.8,⑥⑦⑩,13, 9,Ｌメイショウウンゼン, 53,岩崎祐, 2.2, 54,  13, -28,18,333.0,⑭⑫⑬,13,16,Ｉヨドノブラボｰ, 69,松山弘, 2.2, 59,  -7,   6,15,373.1, ⑮⑮,,,,,,,,,,,,
14, 7,Ｉテイエムオニキス, 52,和田竜, 2.8, 42,  -1, -20, 5, 26.3,⑤⑤⑦,14, 4,Ｒワンダｰシモン, 34,田村太, 2.2, 55,  12, -23,14,303.7,⑮⑮⑮,14,15,Ｈアキノワンツｰ, 69,花田大, 3.0, 50,  -1,  -9, 9, 75.4, ⑧⑨,,,,,,,,,,,,
15,12,Ｎブルｰライトマリｰ, 39,松山弘, 3.0, 43,  -4, -15,16,578.8,⑦⑫⑮,15, 5,Ｍマｰブルハｰト, 50,花田大, 2.4, 52,  10, -23,12,198.4,⑰⑰⑰,15, 2,Ｍメイショウボナｰル, 59,岩崎祐, 3.9, 43,*  4, -23,13,214.4, ①①,,,,,,,,,,,,
