11年 8月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-24,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,月岡温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｇトップスカｰレット, 42,北村宏,, 59,   2,* -6, 2,  5.8, ⑧⑦, 1, 2,Ａレットミｰノｰ, 72,田辺裕,, 63,   0,*  9, 2,  2.6,⑧⑨⑧, 1,10,Ｃウエスタンハピネス, 70,村田一,, 76,* 13,   0, 1,  3.6, ①①, 1, 3,Ｅアスカクリチャン, 77,田中勝,, 92,   1,  20, 2,  4.2, ⑦⑦
 2,16,Ａミヤコマンハッタン, 50,石橋脩, 0.1, 58,   3,* -9, 1,  1.7, ⑥④, 2,13,Ｃウエスタンダｰツ, 63,柴田善, 0.1, 63,   1,*  7, 3,  8.3,⑪⑧⑨, 2,14,Ｎデンファレ, 27,的場勇, 0.3, 76,* 11,  -1,13,109.2, ②②, 2, 9,Ａオルトリンデ, 80,北村宏, 0.0, 93,   0,* 23, 5, 11.1, ⑩⑨
 3,10,Ｆコスモアステリクス, 42,柴田大, 0.7, 50,   0,*-11, 5, 20.1, ⑬⑬, 3,10,Ｂドラゴンヴォイス, 68,横山和, 0.2, 61,   2,*  4, 1,  2.2,⑨⑥⑥, 3, 6,Ｋキッズチェイサｰ, 61,嶋田純, 1.0, 66,   8,  -5, 3,  4.8, ④④, 3, 6,Ｃヒシカツジェｰムス, 79,田辺裕, 0.0, 94,  -1,* 26, 1,  3.3, ⑫⑬
 4,12,Ｄティアップハッピｰ, 43,大野拓, 0.9, 48,   2, -18, 6, 20.3, ⑦⑩, 4, 8,Ｋキョウエイヒドラ, 49,三浦皇, 0.3, 60,*  5,  -4,11,247.0,①①①, 4,13,Ｌレッツマンボウ, 61,柴田大, 1.0, 65,   4,  -1, 8, 24.4, ⑤⑤, 4, 4,Ｇナリタスレンダｰ, 76,武豊  , 0.4, 88,   0,  19, 4,  7.1, ⑧⑧
 5,17,Ｃエステｰジャ, 44,田辺裕, 1.1, 45,  -2, -15, 3,  8.1, ⑭⑭, 5, 6,Ｅドゥｰアップ, 58,北村宏, 0.6, 58,   2,  -1, 6, 16.8,⑤⑤④, 5, 2,Ｇイルドロｰル, 66,柴田善, 1.2, 60,  -8,*  9,11, 75.1, ⑮⑮, 5, 2,Ｆクラレットジャグ, 77,大庭和, 0.5, 85,   4,   9, 8, 24.1, ②②
 6,15,Ｂタケデンザビエル, 48,田中勝, 1.2, 44,   1, -20, 4,  8.1, ⑩⑧, 6, 7,Ｆコスモソルフェリノ, 57,柴田大, 1.4, 54,   0,  -2, 5, 14.0,⑩⑪⑩, 6, 5,Ｊナムラエメラルド, 65,武豊  , 1.2, 61,  -5,*  6, 6, 10.1, ⑭⑭, 6,12,Ｈダブルレインボｰ, 73,石橋脩, 0.6, 84,   1,  11, 6, 14.1, ⑥⑥
 7, 3,Ｋユキノアイリス, 37,村田一, 1.3, 41,  -9,* -9, 8, 36.2, ⑱⑱, 7,11,Ｌオレンジシュｰズ, 44,嶋田純, 2.7, 45,  -3,  -9,13,302.0,⑭⑭⑫, 7, 4,Ｅドナリサ, 69,杉原誠, 1.4, 60,   3,  -3,10, 62.8, ⑦⑥, 7,13,Ｂラインジェシカ, 80,吉田豊, 0.8, 82,  -3,  16, 3,  4.7, ⑪⑪
 8, 4,Ｏアキノガイア, 29,江田照, 1.5, 40,  -5, -16,17,328.3, ⑯⑯, 8,12,Ｉキｰプザブレイヴ, 52,坂井英, 3.1, 41,*  3, -24, 7, 63.0,③③③, 8,11,Ａタマモワルツ, 73,田辺裕, 1.4, 60,   1,  -1, 2,  4.5, ⑩⑧, 8, 7,Ｋカピタｰノ, 69,柴田大, 1.2, 77,  -3,  10,11, 80.2, ⑨⑩
