11年 8月20日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月20日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾆｾｺ特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂクッカｰニャ, 56,藤岡佑,, 68,*-12,* 19, 2,  3.5,④④③, 1,12,Ａナムラグｰテン, 68,藤田伸,, 77,   4,* 10, 1,  2.3,⑩⑧③, 1, 5,Ｈメイショウスズラン, 67,池添謙,, 73,   6,* 11, 6, 14.7,⑦⑦⑤, 1,13,Ｍベストクロｰン, 59,藤田伸,, 75,*  7,   6, 7, 28.0, ③①
 2, 2,Ｃアドマイヤシャドウ, 43,岩田康, 0.3, 62,*-11,  13, 3,  4.3,①①①, 2,10,Ｃドラゴンブレス, 62,丸山元, 1.7, 62,*  7,  -9, 2,  5.9,⑤③②, 2, 4,Ｂヤマニンミミック, 75,横山典, 0.6, 70,   4,   9, 2,  4.2,⑧⑧⑧, 2, 1,Ｅオｰシャンキャスト, 70,岩田康, 0.3, 72,   2,   8, 3,  5.1, ⑥⑦
 3, 8,Ａコスモユッカ, 62,丹内祐, 0.8, 56,*-12,   8, 1,  1.6,③③②, 3, 5,Ｆアルマニャック, 59,浜中俊, 1.9, 62,   5, -10, 9, 33.4,④⑤④, 3,10,Ｅヤマニンビサｰジュ, 71,丸山元, 0.8, 69,   2,* 12, 8, 26.6,⑫⑫⑪, 3,15,Ｂマイネルロガｰル, 73,丹内祐, 0.3, 71,   6,   3, 1,  3.3, ④②
 4, 1,Ｅグランデフォルテ, 36,鈴来直, 1.8, 45, -14,   0, 5, 31.4,⑤⑥⑤, 4, 9,Ｌマレオット, 41,小林徹, 2.5, 60,  -1,* -2,11, 47.1,⑬⑬⑫, 4,12,Ｉラパリｰガ, 67,四位洋, 0.9, 67,*  7,   0, 4,  9.6,②②①, 4, 8,Ｋメジロガストン, 62,吉田豊, 0.3, 70,   0,* 10,12, 52.5, ⑩⑨
 5, 5,Ｆビレッジオブベスト, 32,黛弘人, 2.2, 38, -14,  -8, 7,104.4,⑥⑤⑥, 5,11,Ｉシェイドトゥウイン, 55,丸田恭, 2.7, 55,   2, -10,12, 62.1,⑪⑪⑥, 5, 7,Ｍプリティペガサス, 63,吉田隼, 0.9, 70,   2,   9,11,109.0,⑩⑨⑨, 5, 9,Ｈコスモピアチュｰレ, 66,松田大, 0.4, 70,  -3,* 11,11, 38.4, ⑫⑪
 6, 4,Ｄシャｰク, 40,勝浦正, 2.4, 34,*-12, -12, 4, 25.1,②②④, 6, 3,Ｈナムラバンケット, 56,松田大, 2.8, 58,   2, -11, 8, 20.0,⑨⑨⑨, 6, 8,Ｊフラムドｰル, 66,松田大, 1.1, 68,   7,   0, 5,  9.6,④④②, 6, 7,Ｃスズカイルマン, 72,安藤勝, 0.4, 70,  -6,* 14, 6, 15.7, ⑭⑬
 7, 6,Ｈクリノエルヴィス, 18,古川吉, 2.5, 37, -17,  -5, 6,100.2,⑧⑦⑦, 7, 7,Ｇサクラテリオス, 58,上村洋, 3.2, 52,*  7, -22, 3,  5.9,③②①, 7, 1,Ｃバイナリｰスタｰ, 71,吉田豊, 1.1, 63,   5,   2, 7, 17.1,⑤⑥⑦, 7, 5,Ｉケイツｰノｰス, 66,浜中俊, 0.5, 68,   1,   6, 9, 33.8, ⑧⑧
 8, 7,Ｇラブスリｰ, 29,柴山雄, 4.5, 12, -19, -29, 8,164.4,⑦⑧⑧, 8, 2,Ｅテイエムモｰレツ, 60,古川吉, 3.2, 52,   0, -10, 5, 17.4,⑫⑫⑪, 8,11,Ｌセイカミカワ, 65,柴山雄, 1.8, 61,   0,   6,13,227.6,⑬⑬⑬, 8,12,Ｊタイセイクライマｰ, 63,池添謙, 0.5, 68,   3,   4, 8, 33.6, ⑦⑥
