11年 6月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｭｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂルイｰズ, 66,吉田豊,, 67,*  6,* -5, 1,  2.6, ②②, 1, 1,Ａホッコｰブレｰヴ, 68,三浦皇,, 77,*  6,*  0, 1,  1.8,④④③, 1,15,Ｆゼロチョウサン, 70,松岡正,, 80,   4,*  7, 3,  5.7,⑭⑬⑦, 1, 3,Ａグラスゴッド, 89,柴田善,, 80,* 10,*  4, 5, 10.3,⑤⑤⑤
 2, 5,Ａジャマイカラｰ, 68,ピンナ, 0.0, 69,   3,* -1, 2,  3.8, ⑦⑤, 2,11,Ｂリワｰドシオン, 62,後藤浩, 0.3, 73,   5,* -2, 4,  8.0,⑥⑥⑥, 2,12,Ａメジロオｰドリｰ, 77,吉田豊, 0.1, 75,*  8,  -2, 4,  6.1,④①①, 2, 2,Ｄドリｰムノクタｰン, 82,柴田大, 0.1, 77,* 11,  -3, 6, 16.9,①①①
 3, 1,Ｄウインディｰヒル, 62,蛯名正, 0.5, 65,*  5,  -8, 4,  6.1, ③③, 3, 7,Ｌメギｰビｰ, 43,北村宏, 0.9, 66,   3,  -6, 7, 24.7,⑧⑪⑪, 3, 9,Ｂカワキタコマンド, 74,丸山元, 0.2, 74,   5,   1, 5,  9.0,③⑤⑤, 3,14,Ｇセタガヤフラッグ, 80,江田照, 0.1, 79,* 10,   3, 7, 20.9,③③④
 4,15,Ｅキタサンウタヒメ, 61,江田照, 1.1, 62,   3,  -7, 8, 33.5, ⑨⑩, 4, 4,Ｃゴッドツヨシ, 62,柴田善, 1.3, 63,*  6, -20, 3,  7.8,②②②, 4, 3,Ｎチャｰリｰポイント, 65,田中勝, 0.5, 73,   3,   0, 7, 22.9,⑫⑫⑩, 4, 6,Ｂタニノエポレット, 85,松岡正, 0.1, 80,   9,*  7, 4,  6.4,⑮⑫⑨
 5,12,Ｇココアンジュ, 56,丸山元, 1.3, 61,   1,  -6, 9, 86.4, ⑮⑫, 5, 2,Ｄキソウテンガイ, 56,中谷雄, 1.3, 63,*  6, -21, 6, 16.6,①①①, 5, 6,Ｉショウナンアルディ, 69,三浦皇, 0.6, 73,   4,  -1, 2,  5.3,⑩⑦⑨, 5,12,Ｃネコパンチ, 83,大庭和, 0.2, 77,* 10,   0, 3,  4.9,④④③
 6, 4, キャリアメイク,---,三浦皇, 2.1, 54,   3, -16, 5, 13.1, ⑪⑨, 6,12,Ｈクリｰルタイラント, 51,石橋脩, 1.3, 65,   1,* -3,10, 93.1,⑭⑭⑭, 6, 5,Ｃビップレジェンド, 74,柴山雄, 0.7, 70,   2,  -1,11, 90.1,⑬⑭⑫, 6, 5,Ｊワルキュｰレ, 80,嶋田純, 0.4, 77,   7,*  7,10, 56.9,⑭⑮⑬
 7, 3,Ｊトｰセンビｰト, 51,横山和, 2.5, 50,*  5, -24,13,157.8, ⑤④, 7, 8,Ｆメイショウオオトネ, 54,福永祐, 1.6, 62,   3, -14, 2,  5.3,⑪⑫⑫, 7,13,Ｄリビングストン, 73,横山典, 0.7, 67,*  6, -10, 1,  3.0,⑧②②, 7, 4,Ｎトｰセンゴライアス, 76,柴山雄, 0.5, 74,   8,   0,14, 84.9,⑥⑥⑩
 8, 6,Ｉオリオンザジョケツ, 52,柴山雄, 3.6, 43,  -1, -24,16,487.1, ⑫⑭, 8, 5,Ｇマサデパン, 54,柴田大, 2.0, 58,   5, -26,11,198.8,⑤⑤⑤, 8,10,Ｅアトムスパンカｰ, 71,池添謙, 0.9, 68,   3,  -7, 9, 28.7,⑦⑨⑧, 8,15,Ｉシグナリオ, 80,三浦皇, 0.5, 77,   9,   1, 9, 47.5,⑫⑬⑫
 9, 8,Ｍラブリｰムｰン, 39,中谷雄, 3.8, 42,   0, -27,15,443.5, ⑬⑬, 9,14, グランパズデライツ,---,柴山雄, 2.3, 55,   2, -23, 9, 76.9,⑬⑬⑬, 9, 2,Ｌラタンバスケット, 67,蛯名正, 0.9, 68,*  6, -11, 6,  9.6,⑤④④, 9,10,Ｏホッコｰビクトリｰ, 71,池添謙, 0.7, 72,* 11, -10,15, 86.2,②②②
10,13,Ｈニシノヒナギク, 55,嶋田純, 3.9, 41,   3, -34, 7, 27.1, ⑧⑧,10,13,Ｅブｰトジョロキア, 55,丸山元, 2.4, 54,   3, -28, 5, 12.1,⑨⑨⑨,10, 1,Ｊカｰルファタｰレ, 68,福永祐, 1.4, 64,   5, -15,10, 35.3,⑨⑥⑥,10, 1,Ｈメジロティモン, 80,吉田豊, 0.9, 71,   7,   0,11, 69.0,⑬⑭⑮
11, 2,Ｆシルバｰレジｰナ, 60,石橋脩, 4.1, 39,   1, -32, 6, 24.4, ⑩⑪,11, 3,Ｋナイスアランデル, 46,千葉直, 2.5, 54,   3, -30,14,646.4,⑦⑦⑧,11,14,Ｇシルクプロミス, 70,小林淳, 1.4, 61,   2, -11,12, 99.3,⑪⑪⑪,11,11,Ｋブルｰスタｰキング, 79,後藤浩, 1.0, 71,* 10,  -9, 8, 35.4,⑩⑩⑧
12, 9,Ｃアドマイヤアジナ, 62,田中勝, 4.4, 38,*  7, -44, 3,  4.8, ①①,12,10,Ｉドリｰヴァｰデン, 49,嶋田純, 2.7, 53,*  6, -39,13,247.5,③③④,12, 8,Ｏリッツィｰスタｰ, 64,石橋脩, 1.5, 62,   2, -11,14,194.9,⑥⑩⑬,12, 7,Ｅミッションモｰド, 82,横山典, 1.0, 70,   9,  -6, 2,  3.6,⑪⑪⑪
13, 7, ニットウカスミ,---,後藤浩, 4.4, 37,   3, -39,11,125.3, ④⑥,13, 6,Ｍハｰトオブロｰ, 42,吉田豊, 2.8, 52,   4, -34, 8, 31.3,⑩⑩⑩,13, 4,Ｈアルアラビアン, 69,柴原央, 1.8, 58,   5, -23, 8, 25.4,①③③,13, 9,Ｍエｰケｰサンライズ, 77,丸山元, 1.0, 71,   7,  -1,12, 82.7,⑨⑨⑭
14,16,Ｋフレンドリｰパｰル, 46,柴田大, 6.6, 27,   4, -58,14,316.6, ⑥⑦,14, 9,Ｊカズノキセキ, 47,江田照, 3.0, 51,   5, -40,12,231.4,⑫⑧⑦,14, 7,Ｍホウショウアビル, 65,江田照, 3.8, 40,  -2, -37,13,123.0,②⑧⑭,14, 8,Ｌビンテｰジチャｰト, 78,北村宏, 1.1, 69,* 10, -12, 1,  3.5,⑦⑦⑥
