11年 5月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白百合ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａワンダｰエレメント, 70,北村友,, 61,*  0,* -6, 1,  2.6, ②②, 1,14,Ｆアドマイヤバｰトン, 59,川田将,, 66,  25,*-10, 3,  6.7, ⑨⑧, 1, 6,Ｄジンクアッシュ, 66,佐藤哲,, 74,*-20,  24, 3,  7.6, ①①, 1, 9,Ｂマイネルラクリマ, 83,幸英明,, 83,*  4,  13, 2,  4.5, ②②
 2, 7, メイショウナナイロ,---,森一馬, 0.5, 57,*  1, -11, 9, 46.9, ①①, 2,17,Ａショウナンカミング, 71,ウィリ, 0.0, 65,  25,* -9, 1,  2.8, ⑦③, 2, 7,Ａハｰバｰコマンド, 79,ウィリ, 0.0, 76, -24,* 32, 1,  2.1, ⑥⑥, 2,10,Ｃラトルスネｰク, 83,ウィリ, 0.0, 83,   1,* 18, 7, 12.6, ⑨⑨
 3,14,Ｂフェイスバンブｰ, 65,中村将, 0.6, 55,  -3,* -7, 5, 11.7, ⑦⑥, 3,10,Ｈストリｰトマジック, 56,福永祐, 0.6, 63,  23,*-10, 7, 17.6, ⑬⑬, 3, 5,Ｂトップシャイン, 69,四位洋, 0.1, 77, -26,* 32, 2,  3.5, ⑧⑦, 3, 7,Ｄギュスタｰヴクライ, 80,蛯名正, 0.1, 83,   1,* 17, 3,  5.1, ⑦⑧
 4,13,Ｃイツモジョウキゲン, 60,国分恭, 0.8, 54,* -1, -12, 3,  5.8, ③③, 4,13,Ｉエヴァｰトリニティ, 54,岡部誠, 0.8, 59,  23, -14,11, 46.5, ⑰⑪, 4,10,Ｃエｰシンジェネシス, 67,小牧太, 0.5, 71, -27,  29, 6, 14.2, ⑦⑧, 4, 6,Ｅムスカテｰル, 79,ピンナ, 0.5, 79,   0,  14, 4,  5.7, ⑩⑩
 5, 5,Ｆアドマイヤシケｰダ, 54,小牧太, 0.8, 52,  -5,* -6, 6, 12.3, ⑧⑧, 5,12,Ｇエｰシンインパルス, 58,岩田康, 1.0, 57,  20,*-11, 9, 40.9, ⑯⑰, 5, 3,Ｈエルウェｰオｰジャ, 53,岩田康, 0.7, 67, -23,  21, 7, 19.2, ④④, 5, 4,Ｉカネマサコンコルド, 73,川田将, 0.8, 75,*  4,   3,10, 75.2, ④③
 6,15,Ｄメモリｰフェスタ, 57,池添謙, 1.1, 50,  -2, -14, 4,  9.3, ④④, 6, 3,Ｄシンボリストｰム, 63,蛯名正, 1.2, 54,  25, -25, 2,  4.0, ⑩⑦, 6, 1,Ｇカレンデイムｰン, 56,和田竜, 0.7, 68, -23,  20, 8, 69.7, ⑤⑤, 6, 8,Ａサウンドバスタｰ, 83,福永祐, 1.0, 73,*  4,   0, 1,  3.8, ⑤⑤
 7, 2,Ｇホホヲヨセテ, 54,岩田康, 1.3, 48,  -7, -10, 7, 16.2, ⑩⑪, 7,18,Ｂフェニックスソｰド, 64,ピンナ, 1.3, 53,* 27, -30, 5, 10.0, ④⑤, 7, 4,Ｆアドマイヤクｰガｰ, 57,川田将, 0.8, 66, -23,  18, 5, 13.8, ③③, 7, 5,Ｈイデア, 74,太宰啓, 1.1, 72,   1,   4, 8, 53.8, ⑧⑥
 8, 8,Ｈルレｰヴドメｰル, 52,浜中俊, 1.4, 46,  -8, -10, 8, 46.0, ⑪⑩, 8,11,Ｌテイエムマジョ, 43,国分恭, 1.4, 54,  20, -18,18,300.7, ⑮⑮, 8, 8,Ｅスマイリングムｰン, 64,北村友, 1.0, 60,*-22,  13, 4,  7.9, ②②, 8, 1,Ｆサンビｰム, 78,佐藤哲, 1.5, 65,*  4,  -8, 5,  6.0, ①①
 9, 1,Ｉタマモカルメン, 49,花田大, 1.5, 46,  -2, -17,10,110.2, ⑤⑤, 9, 5, メイショウチルチェ,---,石橋守, 2.1, 46,  17, -22,14,147.3, ⑱⑱, 9, 9,Ｉクインズセレクト, 45,岡部誠, 3.3, 39, -35,   4,10,213.1, ⑩⑩, 9, 3,Ｇヴィジャイ, 75,岩田康, 1.7, 65,   2,  -7, 6,  9.2, ⑥⑦
10,16,Ｎアイリスクイｰン, 26,酒井学, 1.7, 44,  -6, -14,11,122.5, ⑨⑨,10, 6, サニｰデイサンデｰ,---,和田竜, 2.1, 47,  22, -30,10, 45.1, ⑫⑭,10, 2,Ｊゴｰルドドラゴン, 38,安部幸, 6.3, -4, -32, -42, 9,182.0, ⑨⑨,10, 2,Ｊビュｰティバラｰド, 64,和田竜, 2.1, 62,   3, -12, 9, 59.8, ③④
11,10,Ｅタルトレット, 56,武豊  , 2.0, 42,  -3, -20, 2,  3.7, ⑥⑦,11,15,Ｏウォｰタｰメイ, 26,太宰啓, 2.2, 45,  21, -32,16,233.4, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
12, 6,Ｊカディッシュ, 48,藤懸貴, 2.6, 34,  -9, -20,12,141.3, ⑬⑫,12, 8,Ｅレッドデセｰオ, 62,小牧太, 2.2, 43,* 28, -46, 4,  9.4, ②②,,,,,,,,,,,,,,,,,,,,,,,,
13, 4,Ｋカメリアバンダム, 35,安部幸, 3.1, 32,  -9, -23,15,259.2, ⑫⑬,13, 9,Ｐトウカイパスカル, 20,国分優, 2.3, 43,  24, -38,12,127.0, ⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,
14, 9,Ｌシゲルフクサンジ, 32,国分優, 3.2, 30, -12, -23,14,255.2, ⑭⑭,14, 1,Ｃクレバｰベスト, 63,池添謙, 3.2, 37,* 28, -60, 8, 18.4, ①①,,,,,,,,,,,,,,,,,,,,,,,,
15, 3,Ｍワンダｰシモン, 29,田村太, 3.3, 31, -14, -19,13,199.7, ⑯⑯,15, 4,Ｍメイショウガザニア, 42,飯田祐, 3.4, 35,  23, -51,15,184.3, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
16,11,Ｏヒロガｰデン, 25,太宰啓, 3.5, 27, -14, -24,16,264.0, ⑮⑮,16, 2,Ｋニシノフェイム, 49,浜中俊, 3.4, 37,  25, -57, 6, 13.7, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,16,Ｎキタサンアマゾン, 41,花田大, 3.7, 33,* 28, -66,17,282.2, ③④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 7,Ｊレッドハｰト, 50,小坂忠, 5.3, 24,  24, -81,13,146.2, ⑤⑫,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+18 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:11),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:稍重(指数:11),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:11),,,,,,,,,,,
"単勝:260円 複勝:12=120円 07=1,060円 14=340円 枠連:3,380円",,,,,,,,,,,,単勝:670円 複勝:14=250円 17=150円 10=460円 枠連:630円,,,,,,,,,,,,単勝:760円 複勝:06=210円 07=120円 05=120円 枠連:690円,,,,,,,,,,,,"単勝:450円 複勝:09=180円 10=390円 07=190円 枠連:3,460円",,,,,,,,,,,
"馬連:6,830円 ワイド:07-12=2,350円 12-14=610円 07-14=7,950円",,,,,,,,,,,,"馬連:1,000円 ワイド:14-17=510円 10-14=1,370円 10-17=1,030円",,,,,,,,,,,,馬連:830円 ワイド:06-07=340円 05-06=360円 05-07=160円,,,,,,,,,,,,"馬連:3,190円 ワイド:09-10=930円 07-09=430円 07-10=1,430円",,,,,,,,,,,
"馬単:10,850円 3連複:26,400円 3連単:91,320円",,,,,,,,,,,,"馬単:3,030円 3連複:5,280円 3連単:25,130円",,,,,,,,,,,,"馬単:2,190円 3連複:700円 3連単:6,280円",,,,,,,,,,,,"馬単:5,630円 3連複:4,560円 3連単:32,690円",,,,,,,,,,,
