11年 5月15日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月15日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
 4,10,Ｄサトノコンドル, 57,川田将, 0.3, 55, -10,   1, 2,  4.4, ⑤⑤, 4, 5,Ｇレディオブパｰシャ, 68,国分優, 0.4, 67,  -1,   9, 2,  5.3, ⑨⑨, 4, 2,Ｅヤマニンギモｰヴ, 68,ピンナ, 0.9, 68,  -8,  18, 3, 10.0,③⑤④, 4,13,Ｄシルクフォｰチュン, 90,ピンナ, 0.4, 87,   0,* 26, 5, 10.9, ⑯⑭
 5, 4,Ｅマイネクラレット, 54,和田竜, 0.4, 57, -14,*  6, 5,  8.8, ⑩⑪, 5, 8,Ｋキクノキアラ, 63,佐藤哲, 0.7, 64,  -6,* 11, 9, 24.1, ⑬⑫, 5, 3,Ｉシルククラリティ, 63,藤岡佑, 1.1, 69, -10,  20, 6, 22.4,⑦⑩⑦, 5, 4,Ａマルカベンチャｰ, 92,安藤勝, 0.4, 87,   1,* 25, 1,  2.9, ⑭⑪
 6, 9,Ｂロｰドエアフォｰス, 59,秋山真, 0.4, 53,  -9,  -2, 3,  4.6, ③④, 6, 6,Ｆホｰマンルッツ, 68,幸英明, 0.8, 65,   3,   2, 3,  6.9, ⑦⑧, 6, 5,Ｊスイｰトベルモット, 59,安藤光, 1.1, 68, -10,  20,10,155.1,⑩⑨⑩, 6,12,Ｂトウショウカズン, 91,国分優, 0.6, 84,   6,  16, 3,  4.8, ④④
 7, 3,Ｆディｰプロミオ, 54,佐藤哲, 0.5, 53, -11,   1, 4,  6.1, ⑧⑧, 7,16,Ｅタイセイマグナム, 69,芹沢純, 0.9, 62,   7,  -4, 8, 22.7, ⑥③, 7, 7,Ｂエリモレインボｰ, 71,国分優, 1.6, 62,* -7,  10, 5, 19.4,⑧④③, 7,14,Ｊアｰトオブウォｰ, 87,野元昭, 0.6, 84,   5,  18,11,101.9, ⑧⑦
 8,14,Ｉディアウィキッド, 47,太宰啓, 0.6, 53, -10,   0,13,178.0, ⑦⑨, 8,10,Ｉマルコフジ, 66,柴原央, 1.0, 62,  -6,   9, 4,  8.8, ⑭⑭, 8, 8,Ｆプルプル, 67,高橋亮, 1.9, 62,  -9,  13, 9, 74.1,⑨⑧⑨, 8, 2,Ｈスｰニ, 87,川田将, 0.7, 84,   4,  19, 8, 21.1, ⑩⑩
 9, 8,Ｌハナサクテｰラｰ, 32,小坂忠, 0.8, 52, -15,   4,16,325.9, ⑭⑭, 9, 2,Ｄジャマイカジョｰ, 70,石橋守, 1.1, 61,  -1,   3, 7, 15.9, ⑩⑩, 9, 6,Ｈクリスマドンナ, 65,小牧太, 2.5, 54,  -8,   4, 7, 36.6,⑥⑦⑧, 9,15,Ｐトシギャングスタｰ, 81,国分恭, 0.7, 85,   0,* 23,10, 94.2, ⑮⑯
10,12,Ｎベルベットキス, 28,森一馬, 0.9, 48, -12,  -3,18,413.5, ⑨⑩,10, 7,Ｌトｰホウペッグ, 62,森一馬, 1.3, 58,  -9,   8,11, 48.1, ⑮⑮,10, 9,Ｇラガｰラブリン, 67,荻野琢, 2.6, 56,  -8,   3, 8, 62.8,⑤③⑤,10,11,Ｍスペｰスフライト, 85,佐藤哲, 0.7, 84,   2,  22,13,156.5, ⑬⑬
11, 2,Ｋライジングサン, 39,熊沢重, 0.9, 53, -20,*  8,14,201.7, ⑱⑮,11, 9,Ｍトウケイカガヤキ, 61,飯田祐, 1.6, 56,   6,  -8,16,217.2, ⑤④,,,,,,,,,,,,,11, 5,Ｏメイショウセンゴク, 83,秋山真, 0.8, 82,   3,  18,16,315.2, ⑨⑨
12,11,Ａゴｰルドルｰスタｰ, 61,国分恭, 1.1, 47, -14,  -3, 6, 12.6, ⑪⑫,12,15,Ｐゼニスパワｰ, 53,鮫島良, 1.6, 57,*  9, -11,14,108.8, ③②,,,,,,,,,,,,,12,10,Ｉタマモホットプレイ, 87,赤木高, 1.1, 79,   5,  13,14,210.5, ⑥⑥
13, 7,Ｊネオザフラッシュ, 43,幸英明, 1.2, 42,* -6, -17,11, 67.6, ①①,13,14,Ｎバンブｰマンユｰ, 59,渡辺薫, 2.0, 53,  -4,  -2,13,100.3, ⑫⑬,,,,,,,,,,,,,13, 3,Ｇピｰスキｰパｰ, 88,和田竜, 1.3, 80,   2,  16, 9, 51.2, ⑫⑫
14, 1,Ｍメイショウウンゼン, 30,岩崎祐, 1.7, 39, -15, -10,15,245.9, ⑬⑬,14,12,Ｃナイトフライト, 71,川島信, 3.1, 43,* 10, -26, 6, 10.1, ①①,,,,,,,,,,,,,14, 8,Ｎトｰホウアタック, 84,川島信, 1.3, 79,   1,  16,15,231.9, ⑪⑮
15, 5,Ｏカシノリミテッド, 26,赤木高, 1.8, 39, -19,  -4,17,411.4, ⑰⑰,15, 4,Ｈビップセンノセン, 68,柴山雄, 3.6, 38,*  8, -28,10, 43.4, ②⑤,,,,,,,,,,,,,15, 7,Ｆダイワディライト, 89,藤岡佑, 1.3, 79,*  9,   7, 7, 20.5, ①①
16,13, フラワｰキｰ,---,国分優, 2.3, 27,* -7, -32,12,112.6, ②②,16,11,Ｏオウケンウッド, 54,ピンナ, 4.1, 35,  -9, -15,12, 73.3, ⑯⑯,,,,,,,,,,,,,16, 1,Ｌワｰルドハンタｰ, 86,柴原央, 1.6, 76,   5,   8,12,113.9, ⑤⑧
17,16,Ｐダイシンライン, 26,ピンナ, 2.5, 29, -18, -17, 9, 51.7, ⑯⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 6, アグネスパンジｰ,---,小牧太, 2.7, 25, -16, -22, 8, 20.0, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,
"単勝:370円 複勝:15=200円 18=590円 17=1,070円 枠連:2,360円",,,,,,,,,,,,"単勝:930円 複勝:01=290円 03=210円 13=1,610円 枠連:980円",,,,,,,,,,,,単勝:130円 複勝:01=100円 10=200円 04=170円 枠連:460円,,,,,,,,,,,,"単勝:1,990円 複勝:09=460円 06=170円 16=210円 枠連:3,660円",,,,,,,,,,,
"馬連:4,750円 ワイド:15-18=1,730円 15-17=3,320円 17-18=5,980円",,,,,,,,,,,,"馬連:1,940円 ワイド:01-03=960円 01-13=11,530円 03-13=9,280円",,,,,,,,,,,,馬連:530円 ワイド:01-10=280円 01-04=180円 04-10=640円,,,,,,,,,,,,"馬連:3,260円 ワイド:06-09=1,060円 09-16=1,580円 06-16=540円",,,,,,,,,,,
"馬単:7,230円 3連複:43,210円 3連単:175,730円",,,,,,,,,,,,"馬単:4,620円 3連複:92,630円 3連単:366,930円",,,,,,,,,,,,"馬単:690円 3連複:940円 3連単:2,950円",,,,,,,,,,,,"馬単:10,310円 3連複:6,300円 3連単:67,820円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1200m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,烏丸ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄオｰシャンブルｰ, 54,和田竜,, 76,   5,*  3, 2,  4.1,⑪⑨④, 1, 6,Ｂダｰズンロｰズ, 72,小牧太,, 77, -12,* 19, 2,  4.8, ⑫⑪, 1, 5,Ａトレイルブレイザｰ, 90,川田将,, 91,  20,* 10, 4,  5.6,⑧⑨⑦, 1, 2,Ｊシャドウエレメント, 75,和田竜,, 79,   0,* 18, 9, 20.7, ⑨⑦
 2, 9,Ｃフェニックスソｰド, 56,ピンナ, 0.5, 67,   4,* -8, 5, 10.9,⑨⑦⑦, 2, 3,Ａダコｰル, 78,佐藤哲, 0.1, 74,  -7,  11, 1,  1.5, ⑤⑤, 2,15,Ｊトモロポケット, 82,藤岡佑, 0.4, 88,* 22,  -1, 7, 17.1,④④③, 2, 1,Ｆサダムテンジン, 77,国分優, 0.1, 78,  -3,* 20, 8, 19.7, ⑫⑪
 3,13,Ｂメイショウカルロ, 57,森一馬, 0.7, 64,*  7, -16, 4,  5.3,④④②, 3,12,Ｅゴｰルデンオブジェ, 65,国分優, 0.2, 73, -11,  14, 6, 28.5, ⑧⑧, 3,10,Ｇケンブリッジレｰザ, 83,幸英明, 0.5, 85,  21,   0,10, 26.6,⑦⑦④, 3, 7,Ｈマルカバッケン, 77,国分恭, 0.2, 77,*  8,   8, 3,  6.0, ③③
 4,10,Ａメイショウテッサイ, 60,幸英明, 1.1, 61,   6, -19, 1,  3.1,⑦⑤⑥, 4, 8,Ｄマスタｰグレイマン, 66,和田竜, 0.5, 67,* -3,   1, 4, 12.0, ①①, 4, 9,Ｂカワキタフウジン, 89,秋山真, 0.5, 86,  17,* 12, 3,  5.1,⑯⑯⑯, 4,12,Ｇマイプラｰナ, 77,小牧太, 0.3, 75,  -1,  16, 4,  8.7, ⑪⑨
 5, 3,Ｉクｰガｰストリｰト, 48,秋山真, 1.3, 59,   4, -19, 6, 13.5,⑤⑥⑨, 5, 2,Ｃエｰティｰランボｰ, 69,川田将, 0.5, 67,* -4,   2, 3,  6.4, ③③, 5, 4,Ｅカネトシパサｰジュ, 84,川島信, 0.6, 86,  18,*  7, 5, 14.8,⑭⑮⑬, 5, 3,Ｂピンクペガサス, 82,赤木高, 0.5, 73,   2,  11, 2,  4.4, ⑦⑥
 6,18,Ｆミラグロッサ, 53,川田将, 2.0, 54,   1, -21, 3,  4.9,⑩⑬⑬, 6,10,Ｋパワフルキリシマ, 59,国分恭, 0.6, 68,  -7,   5, 7, 68.5, ⑥⑥, 6, 2,Ｍセタガヤフラッグ, 78,熊沢重, 1.2, 80,  21,  -8,16,135.6,⑤⑥⑤, 6,13,Ｄイチオカ, 78,小坂忠, 0.7, 72,  -6,* 17, 5, 10.0, ⑮⑬
 7,17,Ｇミラｰメソロ, 50,荻野琢, 2.2, 54,   1, -20,11,111.2,⑬⑮⑮, 7, 5,Ｆベンジャミン, 64,熊沢重, 0.7, 69, -15,  13, 8, 70.2, ⑪⑫, 7,14,Ｈジャングルハヤテ, 83,柴山雄, 1.2, 79,  18,  -3, 1,  3.9,⑪⑫⑪, 7, 6,Ａコパノカチｰノ, 83,太宰啓, 0.7, 72,*  8,   4, 1,  3.3, ②②
 8, 2,Ｏジャイアントブルｰ, 36,柴山雄, 2.3, 50,   6, -37,18,410.9,③③⑤, 8,11,Ｉエｰシンジェネシス, 63,秋山真, 0.7, 69, -15,  14, 5, 21.9, ⑬⑬, 8, 8,Ｆブルｰスタｰキング, 84,佐藤哲, 1.4, 77,  18,  -6,11, 47.2,⑫⑪⑨, 8,15,Ｍコリコパット, 72,藤岡佑, 1.2, 70,  -6,  14,12, 31.5, ⑯⑯
 9,16,Ｊダンスインザスカイ, 44,長谷川, 2.3, 49,   2, -26,14,224.6,⑭⑪⑩, 9, 9,Ｇブラウンマシｰン, 63,小坂忠, 0.9, 65, -11,   6,12,306.2, ⑨⑩, 9,11,Ｒエｰケｰサンライズ, 68,小牧太, 1.5, 78,  15,*  7,17,141.8,⑱⑰⑰, 9, 4,Ｎワンモアグリッタｰ, 72,石橋守, 1.3, 67,  -6,  12,16,303.8, ⑭⑮
10,12,Ｅヤマニンパリュｰル, 53,鮫島良, 2.5, 50,   0, -26, 8, 40.6,⑫⑫⑪,10, 1,Ｈジョウショｰツヨシ, 63,赤木高, 1.1, 60,  -9,   1,13,336.3, ⑦⑦,10, 1,Ｃロイヤルネックレス, 87,和田竜, 1.7, 76,  20, -12, 2,  4.3,⑨⑩⑫,10, 8,Ｅタカノキング, 78,小林徹, 1.3, 69,  -6,  12,10, 22.6, ⑬⑭
11, 5, ニシノエクシｰド,---,太宰啓, 2.5, 51,  -7,* -9, 9, 46.5,⑱⑰⑰,11, 4,Ｌケイエスキングオｰ, 57,幸英明, 1.4, 59, -12,   1,10,130.4, ⑩⑨,11, 3,Ｑラフィナｰル, 72,ピンナ, 1.8, 74,  20, -14, 9, 25.7,⑩⑧⑩,11, 9,Ｋニホンピロシュラブ, 74,幸英明, 1.6, 65,   4,  -1, 6, 14.6, ⑥⑤
12,15,Ｎブライティアコｰト, 38,田嶋翔, 2.6, 49,  -3, -21,17,383.2,⑯⑯⑯,12,13,Ｊヒシカルメン, 60,藤岡佑, 1.6, 54,* -3, -13,11,187.4, ②②,12,12,Ｉサンマルエミネム, 83,野元昭, 1.8, 74,  21, -20,15, 92.1,⑥⑤⑥,12,14,Ｌスコッツブラフ, 72,鮫島良, 1.8, 63,  -1,   3,13, 97.9, ⑩⑫
13, 4,Ｈタカノコウモン, 49,安藤光, 3.2, 44,   3, -42,13,195.1,⑥⑧⑫,13, 7,Ｍエヴァンブルｰ, 50,柴山雄, 2.7, 40,  -6, -25, 9,118.4, ④④,13,18,Ｌトウカイオｰロラ, 80,国分優, 1.9, 74,  18, -11, 8, 21.8,⑮⑭⑭,13, 5,Ｃメイショウアツヒメ, 78,ピンナ, 1.9, 61,*  9,  -8, 7, 18.6, ①①
14,11,Ｑテイエムタキシｰド, 27,国分優, 3.5, 41,   0, -40,15,334.1,⑮⑭⑭,,,,,,,,,,,,,14,17,Ｏトｰセンゴライアス, 74,国分恭, 2.0, 73,  18, -13,14, 85.2,⑬⑬⑮,14,16,Ｐメイショウタカチホ, 68,森一馬, 2.0, 60,   1,  -1,14,236.6, ⑧⑩
15, 7,Ｐアｰトスポット, 31,佐藤哲, 3.5, 42,   3, -46, 7, 27.3,⑧⑩⑧,,,,,,,,,,,,,15,16,Ｋゴｰルデンハインド, 80,鮫島良, 2.2, 71,* 24, -33,13, 81.9,③③②,15,11,Ｉヒシコモンズ, 76,佐藤哲, 3.0, 52,   4, -13,11, 29.3, ⑤⑧
16, 8,Ｍファランギｰス, 38,渡辺薫, 4.0, 44,*  7, -64,10,103.6,②②①,,,,,,,,,,,,,16, 6,Ｎアグネススタｰチ, 77,赤木高, 3.3, 63,* 24, -48,12, 63.9,②②①,16,10,Ｏリリｰレインボｰ, 69,熊沢重, 3.6, 48,*  8, -22,15,270.1, ④④
17,14,Ｋテイエムカルチェ, 42,野元昭, 5.7, 26, -15, -35,16,355.0,⑰⑱⑱,,,,,,,,,,,,,17,13,Ｄパｰフェクトラン, 85,中村将, 7.0, 47,   7, -51,18,413.8,⑰⑱⑱,,,,,,,,,,,,
