11年 1月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｆコスモバロン, 54,柴田大,, 59,   1,*  0, 9, 25.6,⑤④③, 1, 9,Ｆメデタシ, 60,安藤勝,, 67,   6,* -8, 6, 11.7, ⑩⑨, 1,10,Ｂユジェニックブルｰ, 78,田中健,, 72,  12,   0, 3,  6.1,⑤⑤④, 1, 3,Ｆショウナンカザン, 81,小牧太,, 86,  14,*  3, 6,  8.9, ⑧⑥
 2, 4,Ｂトビ, 60,岩田康, 0.0, 62,   0,*  5, 1,  3.8,⑨⑨⑦, 2, 2,Ｉシルヴァｰスプｰン, 56,藤岡佑, 0.0, 66,  10,*-14, 3,  6.4, ④④, 2,14,Ａマｰリンシチｰ, 81,小牧太, 0.0, 72,  10,*  3, 1,  3.1,⑬⑪⑩, 2, 1,Ｋシャウトライン, 79,浜中俊, 0.1, 87,  17,  -1, 9, 27.7, ③③
 3,12,Ｅエアギベオン, 55,リスポ, 0.1, 58,*  2,  -2, 2,  4.4,③③②, 3,11,Ａマコトサンパギｰタ, 66,四位洋, 0.1, 66,   7,*-11, 2,  3.7, ⑧⑦, 3,12,Ｃオリエンタルコｰル, 78,酒井学, 0.1, 75,  12,   0, 7, 17.2,⑧⑧⑥, 3, 2,Ｃケイアイデイジｰ, 84,幸英明, 0.3, 83,  15,  -2, 1,  3.1, ⑤④
 4, 9,Ｉマイネマグノリア, 49,和田竜, 0.5, 58,*  3,  -6, 7, 11.5,②②①, 4, 6,Ｊピエナメダリスト, 53,和田竜, 0.5, 63,   9, -19, 8, 17.7, ⑤⑥, 4, 8,Ｅツルマルシルバｰ, 77,幸英明, 0.1, 74,   9,*  5,10, 31.9,⑮⑭⑪, 4,14,Ｈコパノオｰシャンズ, 81,鮫島良, 0.6, 77,   4,*  6, 8, 24.3, ⑯⑯
 5,13,Ａタマモブラウン, 63,武豊  , 0.9, 53,   0,  -3, 3,  5.2,⑪⑩⑧, 5,13,Ｎヤマニンラレｰヌ, 51,福永祐, 0.6, 59,  10, -23,13, 67.1, ⑥⑤, 5, 5,Ｄグッドカレラ, 78,藤岡康, 0.2, 72,* 12,  -3, 5, 11.5,⑥③②, 5, 6,Ｂヤマカツマリリン, 85,荻野琢, 0.6, 77,  12,  -3, 3,  7.3, ⑪⑨
 6, 3,Ｊダンスラナキラ, 49,小牧太, 1.5, 48,  -2,  -5,12, 50.1,⑭⑫⑪, 6,10,Ｂアイアムアクトレス, 64,秋山真, 0.8, 55,  10, -27, 1,  3.5, ③③, 6, 7,Ｈエリモサプライズ, 71,和田竜, 0.6, 71,  10,  -2, 6, 14.3,⑭⑫⑧, 6,15,Ｅエイシンタイガｰ, 83,岩田康, 0.7, 79,  16,  -8, 2,  6.1, ⑥⑦
 7,16,Ｇフェニックスソｰド, 53,鮫島良, 2.2, 45,  -1, -13, 6, 10.5,⑫⑪⑫, 7, 3,Ｈセラヴィ, 58,藤岡康, 0.9, 57,* 12, -30,11, 38.2, ②②, 7, 2,Ｌメイショウダイクン, 68,国分優, 0.7, 68,  11,  -4,15,206.0,⑦⑨⑨, 7, 5,Ｍゼットフラッシュ, 72,吉田稔, 0.8, 73,   6,   0,16,192.0, ⑭⑫
 8, 7,Ｃゼンノアルビオン, 57,長谷川, 2.3, 45,   0, -15, 4,  9.0,⑦⑧⑩, 8, 5,Ｍマルサンアップル, 52,川須栄, 1.0, 54,   6, -22,10, 34.6, ⑨⑪, 8, 4,Ｇシルクリンカｰン, 73,藤岡佑, 1.4, 66,  10,  -7, 9, 27.7,⑩⑬⑫, 8, 8,Ｉアポロドルチェ, 80,福永祐, 0.8, 73,   4,*  3,11, 46.7, ⑮⑮
 9, 8,Ｌスエヒロジュピタｰ, 45,小林徹, 2.3, 43,*  2, -21,10, 45.7,①①⑤, 9, 8,Ｋアンティｰクカラｰ, 52,岩田康, 1.0, 56,   2, -16, 4,  8.8, ⑬⑫, 9, 6,Ｏスタｰダムオｰラ, 64,鮫島良, 1.4, 64,   7,  -3, 4, 11.4,⑫⑯⑯, 9, 9,Ｄショウナンアルバ, 84,四位洋, 0.8, 74,   8,  -1, 5,  8.3, ⑬⑭
10,15,Ｋリバｰクリｰク, 49,藤岡康, 2.4, 43,   1, -20,11, 49.7,⑧⑥④,10,15,Ｅテイエムアモｰレ, 60,小林徹, 1.2, 52,* 13, -36, 9, 22.5, ①①,10,15,Ｋリリｰストライカｰ, 69,浜中俊, 1.5, 63,* 12, -15, 8, 19.0,③②①,10,10,Ｎオｰスミダイドウ, 71,渡辺薫, 0.8, 81,* 21, -14,12, 59.7, ①①
11, 1,Ｎマルブツファントム, 40,浜中俊, 2.5, 43,   1, -18, 8, 25.5,④⑦⑨,11, 1,Ｌケイエスアｰチャン, 52,武幸四, 1.4, 49,   7, -30,12, 57.6, ⑦⑧,11, 9,Ｎスマｰトスペンサｰ, 65,福永祐, 1.6, 63,* 13, -15,11, 50.1,⑨⑥⑤,11,12,Ｏウエスタンダンサｰ, 71,高倉稜, 0.9, 77,* 19, -14,15,141.5, ②②
12,14,Ｐサツマガイア, 13,赤木高, 3.1, 40,  -3, -14,16,395.2,⑮⑭⑬,12,12,Ｃペニｰブラック, 63,リスポ, 1.7, 47,   6, -32, 5, 11.7, ⑪⑩,12, 1,Ｍラムタムタガｰ, 67,岩田康, 1.9, 62,  12, -17,12, 50.6,④④③,12, 4,Ｊエｰシンエフダンズ, 80,藤岡康, 1.0, 74,  14, -10,10, 44.7, ⑦⑧
13, 6,Ｍフェスタワｰルド, 40,安部幸, 3.2, 40,  -3, -15,15,279.1,⑬⑬⑭,13,14,Ｏアイアンクリッパｰ, 47,安部幸, 2.1, 43,   2, -30,14,140.8, ⑭⑭,13,13,Ｉウインザマキ, 70,高倉稜, 2.4, 54,  12, -20,16,217.8,⑪⑩⑦,13,16,Ａブルｰミンバｰ, 86,リスポ, 1.4, 67,  12, -13, 7,  9.5, ⑩⑩
14,11,Ｄトムコウクン, 55,藤岡佑, 3.3, 39,   2, -28, 5,  9.3,⑥⑤⑥,14,16,Ｄセレブリティ, 62,池添謙, 2.1, 43,   2, -30, 7, 17.0, ⑫⑬,14,16,Ｊアイファｰジャンボ, 70,吉田稔, 2.5, 56,   8, -14,13, 96.6,⑯⑮⑬,14, 7,Ｌグッドキララ, 76,和田竜, 1.5, 65,   8, -10,13,103.0, ⑫⑬
15, 2,Ｏマッコウクジラ, 39,高倉稜, 3.9, 32,  -8, -14,13, 71.7,⑯⑯⑯,15, 7,Ｇフィッシャｰガｰル, 58,吉田稔, 2.2, 42,   0, -29,15,183.1, ⑮⑮,15,11,Ｐナムラアレグロ, 62,安部幸, 5.3, 40,  12, -45,14,129.7,②⑦⑮,15,13,Ｇメイビリｰヴ, 81,武豊  , 1.5, 68,  17, -19, 4,  7.9, ④⑤
16,10,Ｈエビスガオ, 50,川須栄, 4.5, 32,  -5, -24,14, 98.7,⑩⑮⑮,16, 4,Ｐビハク, 29,幸英明, 2.6, 39,  -2, -31,16,198.5, ⑯⑯,16, 3,Ｆジャポニズム, 76,国分恭, 5.8, 41,* 13, -52, 2,  3.5,①①⑭,16,11,Ｐテイエムカゲムシャ, 70,熊沢重, 1.6, 65,  10, -14,14,127.4, ⑨⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:4),,,,,,,,,,,
"単勝:2,560円 複勝:05=440円 04=160円 12=190円 枠連:4,500円",,,,,,,,,,,,"単勝:1,170円 複勝:09=270円 02=230円 11=150円 枠連:920円",,,,,,,,,,,,単勝:610円 複勝:10=170円 14=140円 12=320円 枠連:840円,,,,,,,,,,,,"単勝:890円 複勝:03=260円 01=500円 02=150円 枠連:1,120円",,,,,,,,,,,
"馬連:4,220円 ワイド:04-05=1,040円 05-12=1,930円 04-12=350円",,,,,,,,,,,,"馬連:3,250円 ワイド:02-09=1,030円 09-11=550円 02-11=610円",,,,,,,,,,,,"馬連:810円 ワイド:10-14=330円 10-12=1,230円 12-14=760円",,,,,,,,,,,,"馬連:10,760円 ワイド:01-03=2,320円 02-03=510円 01-02=1,250円",,,,,,,,,,,
"馬単:10,970円 3連複:7,540円 3連単:74,330円",,,,,,,,,,,,"馬単:6,820円 3連複:3,790円 3連単:32,150円",,,,,,,,,,,,"馬単:1,920円 3連複:3,000円 3連単:15,460円",,,,,,,,,,,,"馬単:20,220円 3連複:7,260円 3連単:55,530円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 9R  芝1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■12R  ダ1400m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,北大路特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3, マックスシャルビｰ,---,藤岡康,, 61,   2,  -7,12, 64.0, ⑥⑤, 1,12,Ｂトレンドハンタｰ, 68,岩田康,, 75,* -8,* 20, 2,  5.7,⑤③③, 1, 8,Ｉピサノジュバン, 75,四位洋,, 82,   8,*  7,13,142.6, ⑫⑪, 1, 6,Ｅメイショウボンハオ, 80,武豊  ,, 83,   6,* 14, 1,  3.0, ⑩⑨
 2,16, プレシャスライン,---,藤岡佑, 0.1, 58,  -1,* -5, 2,  4.5, ⑨⑥, 2, 9,Ｅスマｰトルシファｰ, 67,武豊  , 0.2, 71,* -7,* 18, 1,  1.8,②②②, 2,13,Ａアンプレシオネ, 82,安藤勝, 0.0, 81,* 12,  -3, 2,  5.6, ②②, 2, 5,Ｂスガノメダリスト, 81,四位洋, 0.7, 77,   6,   8, 5, 11.0, ⑨⑧
 3, 9, クｰファセミラミス,---,秋山真, 0.2, 57,  -5,*  1,14, 98.8, ⑬⑫, 3, 7,Ａナムラダイキチ, 68,小林徹, 0.4, 69,* -7,  15, 8, 30.8,①①①, 3, 3,Ｃコンカラン, 81,鮫島良, 0.0, 82,   9,   2, 4,  8.3, ⑥⑦, 3, 9,Ｃファンドリカップ, 81,幸英明, 0.8, 77,   9,   4, 2,  4.3, ⑦⑦
 4,11, ニシノテキｰラ,---,岩田康, 0.4, 58,*  3, -12, 3,  5.6, ③③, 4, 5,Ｉアドマイヤトリック, 61,福永祐, 1.0, 68,  -9,  15, 4,  6.7,⑥⑦⑦, 4, 5,Ｋナムラボルテｰジ, 75,武豊  , 0.0, 81,* 12,  -2, 8, 10.7, ③③, 4, 1,Ｄアイノレグルス, 80,岩田康, 1.0, 75,   1,* 14, 4,  8.1, ⑮⑮
 5, 5, フィｰルザライト,---,小林徹, 0.6, 54,  -3,  -6,10, 42.0, ⑫⑪, 5,11,Ｈロｰジｰライト, 62,川須栄, 1.0, 66,  -9,  13,10, 64.0,④⑤⑤, 5, 9,Ｆハッピｰパレｰド, 78,福永祐, 0.1, 82,   6,*  8, 6,  8.5, ⑬⑬, 5, 4,Ａヘリオスシチｰ, 82,池添謙, 1.0, 75,   9,   2, 3,  7.2, ⑥⑥
 6, 2, レッドシルフィア,---,福永祐, 0.6, 54,   2, -13, 1,  2.6, ⑤④, 6,10,Ｄゴッドハンド, 67,藤岡康, 1.1, 66, -10,  14, 9, 38.4,⑦⑧⑧, 6, 1,Ｂニチドウルチル, 81,小林徹, 0.1, 79,* 13,  -6, 5,  8.5, ①①, 6, 8,Ｈグリッタｰエルフ, 76,熊沢重, 1.1, 76,   9,   2, 9, 24.7, ⑧⑩
 7, 4, ウォｰタｰアｰス,---,酒井学, 1.1, 51,  -2, -11, 4, 12.2, ⑪⑧, 7, 6,Ｃタビト, 67,藤田伸, 1.2, 65,  -9,  12, 5, 17.3,③④④, 7, 7,Ｈネヴァｰフェイド, 76,藤岡佑, 0.2, 81,   9,   1, 1,  4.1, ⑦⑧, 7,14,Ｆレッドボルサリｰノ, 79,リスポ, 1.3, 73,  10,  -1, 6, 12.0, ⑤⑤
 8,10, モカビｰン,---,太宰啓, 1.3, 46,  -6,  -8, 8, 18.6, ⑭⑬, 8,13,Ｋタガノルナリロ, 55,リスポ, 1.3, 64,  -8,  11, 6, 20.0,⑧⑥⑥, 8,10,Ｌナリタシリカ, 73,和田竜, 0.4, 78,  10,  -6,10, 40.6, ④④, 8,13,Ｌベルモントゴラッソ, 75,渡辺薫, 1.4, 71,   3,   5,14,169.7, ⑭⑭
 9,13, ラポｰル,---,国分恭, 1.4, 50,   1, -18, 7, 17.6, ⑧⑦, 9, 4,Ｆダｰトムｰア, 66,小牧太, 1.4, 63, -10,  14, 3,  6.6,⑨⑩⑩, 9,11,Ｅルｰジュバンブｰ, 78,秋山真, 0.5, 76,   7,  -1, 7,  9.8, ⑪⑥, 9, 2,Ｍナビエストｰクス, 74,高田潤, 1.4, 71,   5,   5,15,173.0, ⑬⑫
10, 7, ハリエットビｰト,---,高倉稜, 1.5, 45,  -9,  -5, 9, 36.1, ⑯⑮,10, 3,Ｇウォｰタｰルルド, 62,酒井学, 1.6, 64, -10,  10, 7, 25.4,⑩⑨⑨,10, 4,Ｍファイブスタｰ, 72,小牧太, 0.5, 76,   8,   0,12, 58.4, ⑩⑫,10,12,Ｉセトノメジャｰ, 76,川須栄, 1.8, 69,  11,  -7,10, 30.5, ④④
11,12, フロンティアラ,---,岩崎祐, 1.7, 45,  -7, -10,16,158.3, ⑮⑭,11, 2,Ｌオグリシュンコｰ, 45,吉田稔, 2.4, 56, -11,   8,11,210.0,⑪⑪⑪,11, 6,Ｊウインクリアビュｰ, 75,岩田康, 0.6, 76,  10,  -8, 9, 15.5, ⑤⑤,11,15,Ｋネオファロス, 75,秋山真, 1.8, 71,* 14, -11, 8, 20.4, ②②
12,15, ラグランドセｰヌ,---,幸英明, 2.3, 41,  -2, -22, 5, 13.6, ⑩⑩,12, 1,Ｍミスマンボ, 28,安部幸, 2.6, 56, -12,   7,12,274.6,⑫⑫⑫,12, 2,Ｄラインドリｰム, 78,幸英明, 0.7, 74,   8,  -5, 3,  6.7, ⑧⑨,12,10,Ｇファルネｰゼ, 78,高倉稜, 1.8, 67,   5,   0,11, 54.5, ⑪⑬
13, 6, チョウイケイケ,---,吉田稔, 2.5, 39,*  3, -31,11, 43.9, ①①,,,,,,,,,,,,,13,12,Ｇテｰマソング, 76,リスポ, 1.0, 70,   8,  -9,11, 44.7, ⑨⑩,13, 3,Ｏトシザコジｰン, 65,吉田稔, 1.9, 66,   3,   1,12, 57.7, ⑫⑪
14,14, スリｰキティ,---,池添謙, 3.4, 31,   1, -36, 6, 14.2, ④⑨,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｎカシノブレイヴリ, 72,小坂忠, 2.6, 63,  10, -13,13,167.6, ③③
15, 8, ラブリｰスカイ,---,黒岩悠, 4.4, 25,*  4, -48,15,106.9, ②②,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｊナムラアトラクト, 75,安部幸, 2.6, 64,* 14, -19, 7, 13.1, ①①
16, 1, チェックファイヤｰ,---,和田竜, 7.8, -3,  -1, -71,13, 88.8, ⑦⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
