11年12月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ｱｸｱﾗｲﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄロｰドナイト, 55,田辺裕,, 73,*  4,*  4, 6, 12.3, ①①, 1, 4, テイエムシシオｰ,---,秋山真,, 66,*  4,  -3, 6,  9.6, ①①, 1, 5,Ｉコスモケンジ, 71,柴田大,, 73,   1,   8, 5, 10.9, ⑧⑧, 1, 1,Ａゼンノベラｰノ, 89,安藤勝,, 81,   4,* 18, 2,  3.6, ⑤④
 2,13,Ａフィアレス, 70,吉田豊, 1.8, 53,   0,  -7, 1,  2.6, ⑩⑥, 2, 3, タマブラックホｰル,---,石橋脩, 0.4, 55, -18,* 12, 4,  7.0, ⑭⑭, 2,13,Ｋミッキｰデジタル, 69,ウィリ, 0.0, 74,   1,   8, 4,  7.9, ⑩⑩, 2, 5,Ｄトシキャンディ, 84,木幡初, 0.0, 82,*  8,  15, 4, 15.7, ①①
 3, 1,Ｅフロｰリア, 52,和田竜, 1.8, 54,  -1,  -6, 4,  8.1, ⑦⑦, 3,15, ヒカリホクサイ,---,田辺裕, 1.0, 56,*  2, -10, 3,  6.3, ③②, 3, 6,Ｆユメノキズナ, 75,田辺裕, 0.0, 73,   3,   5, 9, 29.8, ④④, 3, 8,Ｃアイアムルビｰ, 85,秋山真, 0.2, 82,   3,* 19, 1,  1.8, ⑦⑦
 4, 4,Ｃスマイルヴィジット, 56,平野優, 2.1, 52,   1, -10, 5,  8.2, ⑤④, 4,16, フラッシュパッカｰ,---,ルメｰ, 1.4, 49,  -2, -10, 1,  3.7, ⑦④, 4, 4,Ｅケイアイクライム, 75,吉田豊, 0.0, 71,  -1,* 10, 6, 11.1, ⑪⑪, 4, 3,Ｇシゲルソウウン, 82,田中勝, 0.4, 78,   0,* 18,10, 68.9, ⑨⑩
 5,15,Ｉスタｰゲイジング, 45,柴田大, 2.2, 50,  -3,  -8, 7, 18.2, ⑫⑪, 5, 8, コウヨウスパｰク,---,柴田善, 1.6, 45, -15,* -1, 7, 13.7, ⑬⑬, 5, 9,Ｃキンショｰユウジャ, 76,三浦皇, 0.1, 72,*  5,   3, 2,  3.7, ③③, 5,12,Ｌカフェレジェンド, 78,津村明, 0.4, 78,   1,  17,16,368.1, ⑫⑨
 6, 7,Ｏスタｰサファイア, 27,ウィリ, 2.2, 53,*  4, -14, 9, 31.2, ②②, 6, 6, ミヤビガｰリッシュ,---,吉田豊, 1.7, 46,  -1, -14,14, 88.1, ⑤③, 6,10,Ｌメジロオマリｰ, 68,的場勇, 0.3, 72,  -4,* 10,14,251.5, ⑭⑭, 6, 6,Ｏヤマノサファイア, 76,ウィリ, 0.5, 80,  -1,* 20, 3,  9.4, ⑬⑮
 7, 9,Ｍルチルマニッシュ, 29,嶋田純, 2.7, 46,   0, -16,13,165.2, ⑥⑧, 7, 9, ダンシングミッシｰ,---,武士沢, 1.8, 45,  -7,  -9,12, 48.3, ⑨⑧, 7, 8,Ｈエスカｰダ, 72,鈴来直, 0.5, 68,   4,   1, 8, 26.4, ⑤⑤, 7,14,Ｋファンドリカップ, 78,丸山元, 0.7, 77,*  6,  11, 7, 28.3, ③③
 8,12,Ｂエイブルトップガン, 58,丸山元, 2.8, 47,*  3, -18, 3,  5.7, ④③, 8,10, イッセキニチョウ,---,鈴来直, 1.8, 47,  -2, -14, 8, 29.9, ⑥⑥, 8, 3,Ｄシャトルアップ, 76,後藤浩, 0.6, 66,*  6,  -3, 1,  2.9, ②②, 8,16,Ｊドリｰムクラウン, 78,武士沢, 0.8, 75,  -2,  17,15,259.7, ⑯⑯
 9, 3,Ｋコスモマチェドニア, 40,中谷雄, 3.3, 37, -10, -11,10, 71.5, ⑮⑬, 9,14, カンカラコモデケア,---,丸山元, 2.7, 41,*  1, -24, 5,  8.6, ②⑤, 9,12,Ｂココカラ, 76,嶋田純, 0.6, 67,   3,   0,10, 34.9, ⑥⑥, 9, 4,Ｐドリｰムスカイラブ, 69,柴田大, 0.9, 75,  -2,  17,14,243.5, ⑮⑭
10, 6,Ｐサニｰスペシャル, 24,津村明, 3.3, 39,  -1, -19,11, 93.4, ⑨⑩,10, 7, ディアアｰティクル,---,木幡初, 3.0, 34,  -9, -18,15,124.0, ⑪⑪,10,11,Ｊマドモアゼルノン, 69,武士沢, 0.7, 66,   2,   1,13,159.3, ⑨⑨,10,13,Ｆアヤナルベルス, 83,小林徹, 0.9, 76,*  7,   8, 6, 21.9, ②②
11,10,Ｈナムラリｰベン, 48,荻野琢, 3.4, 43,   2, -22,12,100.5, ③⑤,11, 5, サンマルヴァｰゴ,---,和田竜, 3.5, 31,  -8, -23,11, 45.8, ⑧⑦,11,14,Ａコスモパイレット, 79,ルメｰ, 0.8, 64,  -1,   3, 3,  6.4, ⑫⑫,11, 2,Ｂカホマックス, 86,吉田豊, 0.9, 73,   5,  10, 8, 38.2, ⑥⑤
12, 8,Ｎラブスリｰ, 27,小林淳, 3.6, 36,  -6, -18,16,303.5, ⑭⑫,12,12, ヴｰドゥｰ,---,平野優, 3.7, 31, -20, -14,16,186.7, ⑯⑮,12, 7,Ｎユｰディドイット, 63,石橋脩, 0.8, 65,  -3,   4, 7, 25.9, ⑬⑬,12, 9,Ｈチャンピオンラブ, 82,伊藤直, 1.0, 74,   2,  12, 9, 58.8, ⑪⑪
13,11,Ｌヤマタケデヒア, 38,小野寺, 3.6, 37,  -9, -15,14,185.2, ⑯⑯,13, 2, ロザライン,---,津村明, 3.9, 26,  -9, -26, 2,  4.4, ⑩⑩,13, 1,Ｇコスモミカエル, 73,中谷雄, 1.2, 61,   2,  -4,12, 90.3, ⑦⑦,13,10,Ｎジｰトップキセキ, 76,和田竜, 1.1, 73,  -1,  14,13,154.5, ⑭⑬
