11年11月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,比叡ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄサクセスセレｰネ, 54,福永祐,, 66,*  1,* -3, 4,  6.3, ①①, 1, 2, アグネスハビット,---,ルメｰ,, 67,  -1,  -1, 2,  4.0, ④④, 1, 6,Ｉドレッドノｰト, 71,和田竜,, 73,*  3,   6, 5, 11.1, ③③, 1,11,Ｂスマｰトロビン, 89,福永祐,, 94,* 17,* 12, 2,  3.4,②②②
 2, 7,Ｃシゲルマスカット, 54,北村友, 1.4, 51,  -8,* -3, 7, 22.4, ⑪⑩, 2, 8, サカジロスイセイ,---,幸英明, 0.1, 64, -12,*  8, 6, 20.5, ⑪⑪, 2, 3,Ａデザｰトオアシス, 78,岩田康, 0.0, 72,*  3,   4, 1,  2.2, ②②, 2, 6,Ｃメイショウドンタク, 87,池添謙, 0.3, 92,  16,* 14, 7, 19.7,⑧⑦⑥
 3, 2,Ｊサイレントクロップ, 37,武豊  , 1.4, 52,  -2, -11, 1,  2.9, ③③, 3,11, オメガセニョリｰナ,---,デムｰ, 0.3, 62,  -9,*  3, 1,  2.4, ⑩⑩, 3, 5,Ｄトイボックス, 74,幸英明, 0.1, 72,   1,   7, 4, 11.0, ⑥⑥, 3,10,Ｅイグアス, 84,四位洋, 0.4, 91,  16,* 11, 4,  9.2,⑥⑥④
 4,10,Ｆソロデビュｰ, 51,和田竜, 2.1, 46,  -7, -11, 5, 10.8, ⑨⑧, 4,12, シｰマリア,---,国分恭, 0.4, 61,  -7,   1, 7, 23.3, ⑨⑧, 4,14,Ｂブラックイレブン, 77,デムｰ, 0.1, 71,   2,   6, 2,  5.0, ④④, 4, 2,Ａムスカテｰル, 92,岩田康, 0.6, 89,  16,  10, 1,  2.6,⑦⑧⑧
 5, 9,Ａタイキベイビｰ, 62,デムｰ, 2.1, 46,  -4, -13, 3,  5.7, ⑥⑤, 5,10, シｰフェリックス,---,秋山真, 0.6, 58,  -6,  -4,11, 76.7, ⑧⑦, 5, 7,Ｏエリモサプライズ, 64,熊沢重, 0.3, 71,  -5,* 11,12, 61.6, ⑫⑬, 5,13,Ｈドリｰムノクタｰン, 82,幸英明, 0.8, 85,* 19,  -3, 8, 19.9,①①①
 6, 1,Ｈシニスタｰクイｰン, 44,メンデ, 2.2, 45,  -7, -12, 6, 11.0, ⑧⑨, 6,14, フォレストピア,---,和田竜, 0.6, 60,   0, -10, 3,  4.5, ③③, 6, 1,Ｌメイショウヴァルナ, 67,池添謙, 0.3, 71,   1,   6,15,165.3, ⑤⑤, 6, 3,Ｄシャイニｰブラウン, 85,和田竜, 1.1, 86,  16,   2, 3,  6.9,⑫⑨⑨
 7, 5,Ｅビナスイｰト, 52,小林徹, 2.5, 45,  -4, -19, 8, 57.5, ④④, 7,15, ケイウンニシキ,---,熊沢重, 1.0, 55,  -3, -11,14,210.4, ⑥⑥, 7,13,Ｈシゲルケンシン, 71,四位洋, 0.3, 71,  -4,* 13, 6, 18.6, ⑭⑫, 7, 1,Ｌマナクｰラ, 80,メンデ, 1.1, 85,* 17,   0, 5,  9.5,③⑤⑦
 8, 4,Ｇシゲルライム, 45,川島信, 2.7, 43,  -4, -18,10,145.4, ⑤⑦, 8, 9, クレバｰリバティｰ,---,藤岡佑, 1.1, 53,  -4, -13, 5, 15.1, ⑤⑤, 8,16,Ｃスマｰトアｰサイト, 74,武豊  , 0.3, 71,  -6,* 14, 3,  7.2, ⑯⑯, 8, 9,Ｆケンブリッジレｰザ, 83,北村友, 1.3, 82,  15,   5,10, 97.9,⑩⑪⑫
 9, 3,Ｉマキシムガロｰ, 39,国分恭, 2.9, 39,  -6, -20,11,387.4, ⑦⑥, 9,13, ツルマルサンチャン,---,坂本和, 1.4, 50,*  4, -25,10, 72.6, ②②, 9, 4,Ｋビｰチランデブｰ, 69,秋山真, 0.6, 68,  -1,   7, 7, 22.2, ⑨⑨, 9, 5,Ｇロイヤルネックレス, 82,秋山真, 1.3, 83,  15,   5,11,102.3,⑬⑬⑬
10,11,Ｂマｰベラスルビｰ, 57,岩田康, 3.9, 33,*  0, -36, 2,  3.2, ②②,10, 3, トウショウジュピタ,---,池添謙, 1.8, 43, -20,  -4, 9, 64.9, ⑫⑫,10,10,Ｍエイシンエンブレム, 66,福永祐, 0.7, 67,*  5,  -3,11, 36.2, ①①,10, 4,Ｋフェニコｰン, 81,渡辺薫, 1.4, 83,  16,  -1,12,116.5,⑪⑩⑩
11, 8,Ｋワラオウヨ, 23,佐藤哲, 5.6, 21, -10, -38, 9,122.9, ⑩⑪,11, 7, アｰトオブパナシェ,---,野元昭, 2.0, 42,*  5, -34,12, 86.8, ①①,11, 8,Ｅリバｰスタｰリング, 73,藤岡佑, 0.8, 66,  -2,   4, 9, 25.3, ⑧⑦,11,14,Ｊエドノヤマト, 81,武豊  , 1.5, 81,  15,   0, 6, 16.6,⑨⑫⑪
,,,,,,,,,,,,12, 4, メイショウストック,---,武英智, 2.0, 41, -20,  -7,13,165.2, ⑬⑬,12,12,Ｆジャマイカジョｰ, 72,国分恭, 0.8, 67,  -4,   8,10, 30.6, ⑬⑭,12, 8,Ｉセタガヤフラッグ, 82,熊沢重, 1.9, 78,* 18, -13,13,172.4,⑤④③
,,,,,,,,,,,,13, 1, クラシックヴィオラ,---,小坂忠, 2.2, 38, -32,   2,15,237.7, ⑮⑭,13, 9,Ｎパワフルキリシマ, 65,北村友, 0.9, 66,  -3,   6,13, 80.8, ⑪⑪,13,12,Ｍバアゼルリバｰ, 76,デムｰ, 2.1, 75,* 17, -16, 9, 58.7,④③⑤
,,,,,,,,,,,,14, 6, シルフィｰド,---,北村友, 2.5, 33,  -8, -28, 8, 35.8, ⑦⑨,14,15,Ｊフォルモンド, 70,佐藤哲, 0.9, 65,  -6,   8,14, 89.2, ⑮⑮,14, 7,Ｎナリタキングパワｰ, 75,中村将, 3.0, 69,  13, -15,14,617.2,⑭⑭⑭
