11年 6月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9,10,Ｆプレシャスライン, 55,ウィリ, 1.8, 50,   6, -16, 6, 14.0, ④⑤, 9, 5, オシャレキング,,今村康,209.0,,,, 5,  8.2,③⑦⑦, 9,13,Ｆタガノガルｰダ, 69,太宰啓, 0.9, 69,   7,  -4, 8, 30.2, ⑪⑪, 9, 5,Ｉマｰブルアロｰ, 61,渡辺薫, 2.0, 67,  -3,  -4, 8,136.6,③③⑤
10, 6,Ｈデンコウマオ, 51,北村友, 2.0, 47,   1, -10,13,323.7, ⑬⑬,10, 1, ナンゴクノゴルゴ,,難波剛,211.9,,,,11,115.7,⑩⑩⑩,10, 1,Ｋメイショウスズラン, 64,松山弘, 1.2, 66,   8, -11,14,124.9, ⑦⑦,,,,,,,,,,,,
11, 8,Ｋエスユニヴァｰス, 47,幸英明, 2.2, 47,   5, -18,11, 64.5, ⑨⑨,,,,,,,,,,,,,11, 7,Ｏワイドロｰタス, 62,武豊  , 1.5, 64,   4,  -6,12,112.8, ⑮⑮,,,,,,,,,,,,
12, 2,Ｏペプチドタカラブネ, 10,高倉稜, 3.5, 33,  -3, -21, 8, 26.6, ⑮⑮,,,,,,,,,,,,,12, 9,Ｊタガノパルムドｰル, 65,藤岡康, 1.8, 61,   5, -13,11, 85.6, ⑬⑭,,,,,,,,,,,,
13,11,Ｌカディッシュ, 42,川須栄, 3.7, 34,*  8, -34,12,309.8, ②③,,,,,,,,,,,,,13,15,Ｉクリノソｰニャ, 66,高橋亮, 2.5, 53,   2, -17,16,446.5, ⑯⑯,,,,,,,,,,,,
14,15,Ｎトウケイムｰディ, 30,藤懸貴, 4.0, 31,   5, -33,16,408.6, ⑦⑪,,,,,,,,,,,,,14,14,Ｍシュプリｰムギフト, 63,岩田康, 3.1, 47,   9, -41, 5,  8.5, ⑤⑥,,,,,,,,,,,,
15,16,Ｉフィエラメンテ, 50,ピンナ, 4.4, 29,*  7, -39, 9, 50.7, ⑤④,,,,,,,,,,,,,15, 8,Ｎイサミダンス, 62,花田大, 3.3, 45,* 12, -49,15,389.0, ③③,,,,,,,,,,,,
16,13,Ｍロシェ, 42,小牧太, 7.3, -5, -19, -31,14,338.9, ⑯⑯,,,,,,,,,,,,,16,11,Ｐエリモクイｰン, 58,国分優, 3.7, 43,* 13, -60,10, 67.2, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-4),,,,,,,,,,,
"単勝:660円 複勝:05=170円 01=150円 07=120円 枠連:1,220円",,,,,,,,,,,,単勝:630円 複勝:07=200円 09=140円 03=220円 枠連:270円,,,,,,,,,,,,"単勝:1,690円 複勝:16=350円 03=170円 05=430円 枠連:1,920円",,,,,,,,,,,,単勝:160円 複勝:08=110円 02=110円 07=190円 枠連:120円,,,,,,,,,,,
"馬連:1,440円 ワイド:01-05=530円 05-07=310円 01-07=230円",,,,,,,,,,,,"馬連:1,070円 ワイド:07-09=340円 03-07=760円 03-09=440円",,,,,,,,,,,,"馬連:2,860円 ワイド:03-16=930円 05-16=3,020円 03-05=950円",,,,,,,,,,,,馬連:120円 ワイド:02-08=110円 07-08=300円 02-07=330円,,,,,,,,,,,
"馬単:3,050円 3連複:1,060円 3連単:8,440円",,,,,,,,,,,,"馬単:2,150円 3連複:2,210円 3連単:12,330円",,,,,,,,,,,,"馬単:7,110円 3連複:12,380円 3連単:96,330円",,,,,,,,,,,,"馬単:190円 3連複:440円 3連単:1,030円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,鳴門ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂアイファｰソング, 64,川須栄,, 73,*  6,*  3, 4,  5.4,①①①, 1, 8, ロｰレルボルケｰノ,---,佐藤哲,, 57,  -2,* -4, 4,  9.2, ③④, 1,14,Ｎエンリル, 58,赤木高,, 73,*  5,  12, 9, 48.4,①①①, 1, 4,Ｆコンティネント, 83,北村友,, 80,   7,* 10, 2,  4.8, ⑥⑥
 2,15,Ｄオｰヴァｰジョイド, 61,和田竜, 0.3, 72,   4,*  3, 1,  3.1,⑥⑤④, 2, 4, ストリｰトハンタｰ,---,岩田康, 0.1, 58,*  0,  -8, 1,  2.6, ①①, 2, 3,Ａクラシカルノヴァ, 79,小坂忠, 0.1, 73,*  4,  13, 2,  3.9,⑦⑤④, 2, 2,Ｄナムラカクレイ, 83,幸英明, 0.1, 80,   5,* 11, 4,  7.0, ⑪⑧
 3, 9,Ａファンドリソフィア, 64,幸英明, 0.8, 70,   4,*  2, 5,  6.3,⑦⑧⑥, 3, 5, サハラブレイヴ,---,小牧太, 0.4, 54,*  0,  -9, 5, 11.7, ②②, 3,12,Ｈアドマイヤツバサ, 66,岩田康, 0.1, 74,*  5,  13, 5,  9.0,④③③, 3,16,Ｍグリフィンゲｰト, 78,川須栄, 0.2, 78,*  8,   6,10, 24.0, ④②
 4, 6,Ｈマスタｰオブライト, 55,ウィリ, 2.6, 59,*  5, -17, 2,  4.4,③③③, 4, 6, エｰシンビュｰティ,---,川田将, 0.5, 55,  -2,  -8, 3,  5.8, ④③, 4, 6,Ｃボｰカリスト, 79,小牧太, 0.7, 71,  -1,* 20, 6, 11.6,⑭⑭⑬, 4,15,Ｇルティラｰレ, 82,藤岡康, 0.2, 79,*  9,   6, 9, 17.9, ①④
 5,14,Ｆネオファッショ, 60,国分優, 2.8, 55,*  6, -21, 3,  4.9,②②②, 5, 9, タイキベイビｰ,---,国分優, 1.6, 43,  -5, -15, 7, 14.7, ⑤⑤, 5,11,Ｍブルｰモｰメント, 61,福永祐, 0.8, 68,*  5,   6, 3,  4.9,②②②, 5,11,Ａトップオブパンチ, 88,佐藤哲, 0.2, 78,   7,   8, 3,  6.4, ⑩⑦
 6, 4,Ｇバンブｰアｰセナル, 57,国分恭, 2.9, 56,  -2,  -6,10,140.9,⑭⑪⑪, 6, 1, スタンドバイミｰ,---,福永祐, 2.4, 35, -18,  -9, 6, 11.9, ⑨⑨, 6, 7,Ｄバイオレントナイト, 77,松山弘, 0.9, 69,   2,  11, 4,  8.6,⑪⑪⑩, 6, 1,Ｈフェイムロバリｰ, 81,安藤勝, 0.4, 77,*  8,   6, 5,  9.6, ⑤⑤
 7,12,Ｌヤマニンモンスタｰ, 45,安部幸, 2.9, 56,   2, -11,13,195.2,⑩⑩⑩, 7, 2, タマモギャラクシｰ,---,川須栄, 2.7, 33, -22,  -8, 9, 69.5, ⑩⑩, 7, 2,Ｆサフランディライト, 71,川田将, 1.4, 64,   3,   2, 7, 18.7,③④⑤, 7,10,Ｏメイショウイッキ, 74,石橋守, 0.4, 79,   5,   9,15,177.2, ⑭⑩
 8,10,Ｊプレストリガｰ, 51,安藤光, 3.1, 56,   3, -14, 9,134.6,⑧⑨⑧, 8, 3, シゲルクルミ,---,幸英明, 2.9, 32,  -6, -26, 8, 55.7, ⑥⑥, 8,13,Ｇミゲｰル, 67,川須栄, 1.5, 65,  -1,  10,14,302.1,⑬⑫⑫, 8, 6,Ｃギンザナイト, 83,安部幸, 0.6, 75,   2,* 10, 6, 10.2, ⑮⑯
 9,13,Ｏヤマカツエイト, 41,松山弘, 3.5, 54,  -5,  -2,16,455.9,⑮⑮⑬, 9,10, シゲルカボス,---,北村友, 4.5, 19,  -6, -38,10,131.9, ⑦⑦, 9, 4,Ｅジョｰシンドバッド, 75,国分優, 1.7, 62,   3,   0, 8, 37.4,⑩⑥⑥, 9, 7,Ｌインフィニットエア, 78,岩田康, 0.6, 76,   2,* 10, 8, 14.8, ⑬⑮
10, 3,Ｃダノンクルソラ, 62,北村友, 3.6, 49,   2, -20, 7, 22.8,④⑦⑨,10, 7, ジャストザブレイン,---,ウィリ, 6.5, -1,  -9, -55, 2,  3.2, ⑧⑧,10, 5,Ｉロｰレルジャブラニ, 66,石橋守, 1.7, 64,   2,   4,11, 59.5,⑨⑩⑪,10, 9,Ｂトｰホウチェイサｰ, 84,和田竜, 0.6, 76,   5,   7, 1,  4.6, ⑧⑫
11, 7,Ｅウォｰタｰメイ, 61,渡辺薫, 3.9, 48,*  5, -28, 6, 17.8,⑤④⑤,,,,,,,,,,,,,11, 8,Ｌゼロセン, 61,酒井学, 2.3, 58,   3,  -3,10, 49.6,⑤⑧⑧,11,12,Ｅアンシャンレジｰム, 83,高倉稜, 0.7, 74,*  8,   1, 7, 10.6, ②①
12, 8,Ｉセルリアンパルス, 54,太宰啓, 4.3, 46,  -2, -16, 8, 64.0,⑫⑫⑫,,,,,,,,,,,,,12, 1,Ｋロｰズリパブリック, 62,上村洋, 2.4, 58,   3,  -4,13,126.0,⑥⑦⑦,12, 3,Ｊダノンアスカ, 80,渡辺薫, 0.7, 75,   2,   9,13, 87.4, ⑯⑬
13,11,Ｋプリティスカイ, 46,酒井学, 4.3, 45,   3, -28,11,152.0,⑨⑥⑦,,,,,,,,,,,,,13, 9,Ｂマルティニｰク, 79,ウィリ, 3.0, 56,   3,  -9, 1,  3.1,⑧⑨⑨,13, 8,Ｎキャプテンルビｰ, 77,国分優, 0.8, 75,   5,   5,11, 40.0, ⑨⑨
14, 5,Ｍインテンション, 43,石橋守, 5.5, 41,  -5, -22,14,293.0,⑬⑬⑭,,,,,,,,,,,,,14,10,Ｊユウキオジョウｰ, 65,花田大, 3.9, 49,  -2,  -8,12, 61.2,⑫⑬⑭,14,13,Ｋウインプレミアム, 79,浜中俊, 0.8, 75,*  8,   1,14,118.3, ⑦③
15,16, ワンダｰデビッド,---,田村太, 6.5, 34, -11, -19,12,184.6,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｉオｰシャンカレント, 81,小牧太, 1.0, 72,   5,   4,12, 46.4, ⑫⑪
16, 2,Ｎテイエムタキシｰド, 41,花田大, 6.8, 32,  -6, -31,15,367.3,⑪⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｐディアヤマト, 30,太宰啓, 1.8, 65,*  7,  -7,16,184.7, ③⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,
単勝:540円 複勝:01=190円 15=140円 09=190円 枠連:960円,,,,,,,,,,,,単勝:920円 複勝:08=250円 04=140円 05=310円 枠連:340円,,,,,,,,,,,,"単勝:4,840円 複勝:14=1,000円 03=180円 12=280円 枠連:6,300円",,,,,,,,,,,,単勝:480円 複勝:04=180円 02=240円 16=750円 枠連:720円,,,,,,,,,,,
馬連:970円 ワイド:01-15=430円 01-09=550円 09-15=370円,,,,,,,,,,,,"馬連:1,400円 ワイド:04-08=500円 05-08=1,240円 04-05=590円",,,,,,,,,,,,"馬連:9,580円 ワイド:03-14=2,590円 12-14=4,660円 03-12=690円",,,,,,,,,,,,"馬連:1,330円 ワイド:02-04=510円 04-16=2,860円 02-16=2,980円",,,,,,,,,,,
"馬単:2,240円 3連複:1,590円 3連単:10,730円",,,,,,,,,,,,"馬単:3,850円 3連複:3,770円 3連単:25,500円",,,,,,,,,,,,"馬単:26,130円 3連複:26,850円 3連単:223,110円",,,,,,,,,,,,"馬単:2,670円 3連複:17,340円 3連単:81,040円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,香住特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａアドマイヤカｰリン, 74,安藤勝,, 69,  -1,*  8, 1,  1.9, ⑨⑨, 1,15,Ａエイシンエンブレム, 66,川田将,, 74,*  7,*  2, 1,  2.5, ②②, 1,11,Ｊシゲルリジチョウ, 70,小牧太,, 77,   2,* 10, 7, 14.2,⑧⑧⑦, 1, 8,Ａチェリｰビスティｰ, 73,福永祐,, 73,   3,   8, 1,  3.0, ③③
 2,10,Ｂコアレスドラｰド, 69,国分恭, 0.0, 71,  -3,* 13, 3,  8.2, ⑭⑮, 2, 5,Ｃタマモルｰキｰ, 60,松山弘, 0.9, 65,   5,* -3, 6, 12.2, ⑦⑥, 2,13,Ａタマモグランプリ, 82,浜中俊, 0.0, 79,*  4,   7, 1,  3.9,⑤④③, 2,13,Ｂディアブラｰダ, 73,佐藤哲, 0.2, 70,   1,   7, 4,  6.6, ⑤⑤
 3, 4,Ｃゴットラウディｰ, 65,武豊  , 0.3, 66,   0,   2, 2,  4.5, ⑥⑦, 3, 3,Ｈレディワシントン, 51,ウィリ, 1.7, 61,*  7, -12, 3,  5.7, ①①, 3,10,Ｅシンボリニｰス, 73,ウィリ, 0.1, 74,   2,*  7, 6,  8.5,④⑤⑥, 3,10,Ｋルアｰズストリｰト, 62,藤岡康, 0.2, 70,  -5,* 13, 9, 30.5, ⑪⑪
 4, 6,Ｉプレミアムカｰド, 48,浜中俊, 0.3, 69,  -2,*  5, 7, 31.0, ⑩⑪, 4,13,Ｆマコトポセイドン, 55,佐藤哲, 1.8, 59,   5, -11, 4,  6.1, ⑤④, 4,12,Ｉデｰヴァロｰカ, 70,北村友, 0.2, 72,*  3,   1, 9, 20.4,②②②, 4, 1,Ｅワｰルドロレックス, 69,岩田康, 0.3, 69,  -7,* 13, 2,  5.0, ⑩⑩
 5,18,Ｄスマｰトリバティｰ, 65,ウィリ, 0.6, 60,*  4,  -9, 5, 13.1, ④③, 5,16,Ｊスズカルンバ, 48,花田大, 2.1, 55,   5, -14,15,429.8, ⑥⑦, 5, 3,Ｄクリサンセマム, 74,岩田康, 0.2, 75,   1,*  9, 2,  4.1,⑥⑦⑧, 5, 7,Ｈカイシュウコロンボ, 64,川田将, 0.3, 69,  -4,* 11, 7, 16.2, ⑧⑥
 6, 8,Ｊスタニングミノル, 47,和田竜, 0.7, 63,  -1,  -3, 9, 43.6, ⑪⑩, 6, 2,Ｅフィｰルザライト, 58,幸英明, 2.1, 57,   5, -14, 5, 10.4, ③⑤, 6, 6,Ｇカリスマミッキｰ, 71,国分恭, 0.5, 73,   0,   6, 4,  7.8,⑦⑨⑨, 6, 5,Ｄウイニングドラゴン, 71,川須栄, 0.5, 66,   1,   3, 6, 13.0, ④④
 7, 9,Ｆマイダルタニアン, 61,小牧太, 0.8, 60,  -2,  -2, 6, 16.7, ⑫⑫, 7, 7,Ｂグランプリワイルド, 65,岩田康, 2.2, 55,*  6, -16, 2,  4.1, ④③, 7, 1,Ｂキングウェｰルズ, 82,和田竜, 0.7, 71,*  4,  -2, 3,  5.9,③③④, 7, 9,Ｍマコトロｰゼンボｰ, 60,安部幸, 0.7, 63,  -1,   3,13,214.8, ⑦⑦
 8, 7,Ｅヒットナンバｰ, 63,松山弘, 0.9, 59,   1, -10, 8, 34.4, ⑦⑥, 8,14,Ｌアスタｰファイタｰ, 43,国分恭, 2.2, 54,   1, -10,16,461.5, ⑩⑧, 8, 8,Ｌヴイブラッド, 65,福永祐, 0.9, 67,*  3,  -8,10, 47.3,①①①, 8, 2,Ｎメイショウヘミング, 50,花田大, 0.7, 63,* 16, -15,12,128.6, ①①
 9,17,Ｇマイネルシャテｰル, 54,幸英明, 1.0, 57,*  7, -21,11, 93.3, ①①, 9, 1,Ｇメイショウヨサク, 54,武幸四, 2.4, 51,   0, -11, 7, 34.2, ⑧⑪, 9, 5,Ｍシルバｰミスト, 64,武幸四, 1.0, 68,  -1,   3,12,143.2,⑨⑩⑩, 9,11,Ｃシンコｰプリンス, 71,幸英明, 0.7, 64,  -3,   4, 3,  5.2, ⑨⑨
10,16,Ｋブライダルシャワｰ, 46,高倉稜, 1.1, 57,   2, -14,10, 63.3, ⑤⑤,10,10,Ｋデラノｰチェ, 47,国分優, 2.5, 52,   1, -13,12,154.9, ⑨⑨,10, 2,Ｋシゲルタカカゲ, 68,川須栄, 1.0, 70,  -1,   5,13,214.7,⑭⑬⑪,10, 6,Ｌハピシン, 62,酒井学, 0.8, 61,   4,  -4, 5,  8.2, ②②
11,11, トｰセンサイレンス,---,岩田康, 1.3, 56,  -3,  -6, 4, 10.4, ⑮⑭,11, 6,Ｄアクアピュｰラ, 59,川須栄, 2.7, 49,  -3, -10, 8, 76.3, ⑫⑫,11, 9,Ｆブレイク, 73,国分優, 1.3, 63,*  4, -11,11,138.8,⑩⑥⑤,11, 4,Ｆカシノピストン, 66,松山弘, 1.3, 56, -13,   7,11,101.9, ⑬⑬
12,12, ウォｰタｰワｰルド,---,酒井学, 1.3, 56,  -6,  -1,16,317.3, ⑰⑯,12,11, ファイアｰブレス,---,安部幸, 3.2, 44,  -6,  -9,10, 89.9, ⑮⑮,12,14,Ｎモエレウェバリング, 49,安部幸, 4.2, 40,  -5, -30,14,384.5,⑫⑫⑫,12,14,Ｇスマイルバラッド, 64,国分優, 1.3, 55,   0,  -7, 8, 26.5, ⑥⑧
13,15,Ｍキョウワオリオン, 46,渡辺薫, 1.7, 51,   2, -25,15,259.9, ③④,13, 8,Ｉアランロド, 50,渡辺薫, 3.3, 45,  -3, -13,11,105.7, ⑬⑬,13, 4,Ｈヤマニンシバルリｰ, 71,武豊  ,23.4,23.4---, -34, ---, 8, 17.2,⑬⑭⑬,13,12,Ｊマキハタピンナップ, 63,太宰啓, 1.5, 52,  -8,  -1,10, 55.8, ⑫⑫
14,14, モンテモンド,---,福永祐, 1.8, 52,  -7,  -5,12,113.6, ⑱⑱,14, 9,Ｍセルリアンタイガｰ, 41,中村将, 3.4, 44,   1, -20,13,180.5, ⑪⑩,,,,,,,,,,,,,14, 3,Ｉラブイズモネ, 64,野元昭, 1.9, 48, -14,   1,14,284.8, ⑭⑭
15, 2,Ｏキャプテンピサ, 42,太宰啓, 1.8, 50,  -3, -13,14,256.5, ⑬⑬,15,12, サントレメンドス,---,小牧太, 3.7, 41,  -3, -17, 9, 79.5, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
16,13,Ｈポｰトワイン, 50,国分優, 1.9, 48,  -1, -22,18,404.3, ⑧⑧,16, 4, スズカセントレア,---,安藤光,10.1,-17, -14, -59,14,260.0, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
17, 3,Ｌキンショｰダッシュ, 46,ピンナ, 2.1, 47,  -6, -13,13,117.9, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 1,Ｎマンテンマックス, 45,佐久間, 2.7, 40,*  4, -40,17,388.5, ②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,
単勝:190円 複勝:05=110円 10=160円 04=130円 枠連:540円,,,,,,,,,,,,"単勝:250円 複勝:15=130円 05=270円 03=170円 枠連:1,190円",,,,,,,,,,,,"単勝:1,420円 複勝:11=330円 13=170円 10=280円 枠連:1,420円",,,,,,,,,,,,単勝:300円 複勝:08=180円 13=230円 10=790円 枠連:710円,,,,,,,,,,,
