11年 3月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 3月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,武庫川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂアンクレット, 54,武豊  ,, 58,*  0,* -9, 1,  2.5, ②②, 1, 4, グッドキララ,,植野貴,,,,, 1,  2.3,②③③, 1, 2,Ｅリッカコウユウ, 69,小牧太,, 70,   5,   3,10, 33.6, ④③, 1, 6,Ｂブリッツェン, 85,藤田伸,, 87,* -3,  20, 3,  5.7, ①①
 2, 5,Ａロンド, 55,藤懸貴, 0.3, 51,  -4,* -8, 2,  3.0, ⑥⑤, 2, 5, スズカワイルド,,林満明,200.6,,,, 4,  8.7,④②①, 2, 3,Ｂヴェリタスロｰズ, 72,池添謙, 0.2, 69,   0,*  7, 4,  8.4, ⑩⑨, 2,12,Ｅブレイブファイト, 81,岩田康, 0.1, 87,* -5,  19, 1,  4.5, ②②
 3, 4,Ｃジョウショｰコトミ, 53,花田大, 0.5, 50,  -4, -10, 7, 22.3, ⑤⑦, 3,11, ビｰビｰスカット,,西谷誠,200.6,,,, 2,  2.9,⑦⑥④, 3,10,Ａジョｰモカ, 75,花田大, 0.3, 68,*  6,   0, 2,  4.6, ③④, 3, 3,Ｇマルカベスト, 77,池添謙, 0.2, 85,  -6,  20, 8, 14.2, ③③
 4,14,Ｅキャリｰウェｰブ, 51,熊沢重, 0.5, 52,  -4, -10, 5, 15.6, ⑦⑥, 4, 9, ハイデフィニション,,小坂忠,201.1,,,, 5, 13.2,①①②, 4,14,Ｐマックスハナレイ, 46,福永祐, 0.3, 68,   4,   1,11, 39.3, ⑥⑤, 4, 8,Ｃカネトシディオス, 83,福永祐, 0.3, 89,  -9,* 26, 4,  6.7, ⑪⑪
 5,15,Ｋシｰエｰユウカ, 41,国分優, 0.7, 50,*  0, -16,12,138.0, ①①, 5,10, アドマイヤゴルゴ,,北沢伸,201.8,,,, 3,  6.3,③④⑤, 5, 6,Ｄランドタカラ, 69,藤岡佑, 0.3, 69,  -4,*  9, 3,  5.5, ⑭⑬, 5,10,Ｄシゲルモトナリ, 82,藤岡佑, 0.5, 83,  -6,  17, 2,  4.6, ⑦⑤
 6, 1,Ｍトｰホウエルザ, 36,岩田康, 0.7, 48, -10,* -7, 9, 42.8, ⑫⑪, 6, 1, カシマレジェンド,,草野太,202.4,,,, 9, 83.1,⑤⑤⑥, 6, 7,Ｃニシノマナザシ, 70,武豊  , 0.4, 68,   2,   2, 1,  3.0, ⑦⑥, 6, 1,Ｊタイガｰストｰン, 75,四位洋, 0.6, 86, -13,* 27, 7, 11.2, ⑬⑬
 7,13,Ｄテイエムラブパワｰ, 52,福永祐, 0.8, 48,  -2, -15, 3,  7.6, ④④, 7, 7, ノｰブルエｰス,,五十嵐,204.9,,,, 7, 43.6,⑨⑨⑨, 7, 1,Ｎタムロガッツ, 55,国分優, 0.5, 67,*  9,  -5,13, 55.9, ①①, 7,11,Ｈマイネルプルｰト, 77,浜中俊, 0.6, 82,  -7,  18, 9, 49.0, ⑩⑧
 8, 7,Ｌミスバイアモン, 38,森一馬, 1.2, 43,  -5, -15,14,207.6, ⑧⑧, 8, 8, サンワｰドネオ,,南井大,205.0,,,, 8, 70.5,⑧⑧⑧, 8,12,Ｆコｰリングオブラブ, 69,浜中俊, 0.6, 66,   0,   3, 8, 25.1, ⑪⑩, 8, 2,Ｉセイウンワキタツ, 76,佐藤哲, 0.6, 81,  -7,  18,10, 90.4, ⑤⑥
