11年 6月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 3 歳1000万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あおぎりｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂガｰルズストｰリｰ, 56,秋山真,, 63,* -3,*  5, 5,  8.3, ①①, 1, 8, エｰシンダｰドマン,,西谷誠,,,,, 4,  7.1,③②①, 1, 4,Ｄハリウッドスタｰ, 78,岩田康,, 75,*  9,   1, 1,  2.3,③②②, 1, 4,Ｋタガノロックオン, 66,川田将,, 83,*  9,* 10, 8, 18.4,②①①
 2, 4,Ｃアンティｰクカラｰ, 54,国分優, 0.8, 55, -11,*  4, 3,  5.5, ⑧⑧, 2, 6, アグネスジルバ,,北沢伸,199.7,,,, 6, 21.5,⑤④②, 2, 6,Ｅボリュｰムゾｰン, 77,北村友, 0.0, 74,   7,   4, 4,  7.4,⑦⑦⑦, 2, 1,Ｄテイエムドンマイ, 77,幸英明, 0.4, 82,*  8,  10, 7, 18.3,③②②
 3, 5,Ａフェイスバンブｰ, 58,武豊  , 1.1, 54,  -6,  -3, 1,  2.6, ④④, 3, 9, トムウィンズ,,岩崎祐,201.2,,,, 9, 89.8,⑥⑦⑤, 3,10,Ｆボｰカリスト, 76,小牧太, 0.1, 76,   4,* 12,10, 72.9,⑭⑭⑭, 3, 5,Ｈジャンナ, 74,浜中俊, 0.7, 81,   6,  10,11,111.7,⑥⑤④
 4,16,Ｅビッグゴｰゴｰ, 49,国分恭, 1.2, 52,  -6,  -4, 8, 44.1, ⑤⑤, 4,12, アラタマポケット,,難波剛,201.2,,,,11,221.1,⑧⑧⑦, 4,14,Ｋサｰノ, 67,国分恭, 0.4, 74,   7,   3,11, 73.9,⑧⑨⑧, 4, 9,Ｇパクサ, 75,武士沢, 0.8, 78,   4,* 13, 5, 10.1,⑩⑩⑧
 5, 8,Ｄハリエットビｰト, 50,小牧太, 1.5, 50, -12,   2, 7, 29.6, ⑫⑩, 5, 2, モチ,,高田潤,201.5,,,, 3,  6.0,①③⑥, 5, 9,Ｂマｰリンシチｰ, 79,佐藤哲, 0.4, 73,   6,   6, 6,  8.3,⑪⑩⑪, 5,11,Ｂシルクシュナイダｰ, 79,ウィリ, 1.0, 81,   5,  10, 1,  2.9,⑦⑦⑥
 6, 6,Ｆタマモビｰナス, 49,渡辺薫, 1.7, 48,  -8,  -6,12,136.1, ⑥⑥, 6,10, グレイトロｰタリｰ,,佐久間,201.6,,,, 5,  8.2,⑨⑤④, 6,11,Ａオｰルザワｰルド, 79,藤田伸, 0.6, 75,   6,   4, 5,  8.2,⑫⑫⑩, 6, 3,Ｉアマノレインジャｰ, 72,四位洋, 1.4, 74,*  7,   3,10, 26.6,①③③
 7, 3,Ｈシェリｰパｰティｰ, 46,藤岡佑, 1.8, 47, -18,*  3,11, 75.6, ⑮⑮, 7, 4, ハツノボリ,,林満明,203.1,,,, 8, 62.6,②①③, 7, 8,Ｉエクセルフラッグ, 69,幸英明, 0.9, 71,   6,  -1, 7, 26.0,⑨⑧⑨, 7, 8,Ａサウンドボルケｰノ, 80,岩田康, 1.7, 73,   4,   4, 2,  4.4,⑧⑧⑦
 8, 1, エｰシンメンフィス,---,岩田康, 1.9, 45, -11,  -6, 2,  5.4, ⑦⑦, 8, 7, フサイチアソｰト,,五十嵐,203.1,,,, 2,  5.6,⑪⑪⑨, 8,12,Ｇブリリアントシチｰ, 71,渡辺薫, 0.9, 69,   5,   0,13,202.7,⑩⑪⑬, 8, 2,Ｅドリｰムボルケｰノ, 77,熊沢重, 1.9, 73,   6,   0, 6, 16.3,④⑥⑤
