11年 9月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 9月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾚｲﾝﾎﾞｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａセイファｰト, 43,石橋脩,, 47, -14,* 13, 2,  5.3,⑧⑦⑥, 1, 5,Ｂアセント, 64,福永祐,, 62,*  0,*  3, 4,  8.2,⑤③②, 1, 9,Ａピｰエムヘクタｰ, 72,北村宏,, 74,   9,   7, 3,  5.8, ③③, 1, 6,Ｉカワキタコマンド, 78,渡辺薫,, 89,   6,  13, 9, 23.3,④④③
 2, 9,Ｃキャプテンジャパン, 40,北村宏, 0.0, 47,*-12,*  9, 1,  2.4,①①①, 2, 1,Ｃグランデスバル, 63,北村宏, 0.0, 62,  -1,*  5, 2,  3.5,⑥⑥④, 2,14,Ｉサンデｰジョウ, 57,嶋田純, 0.2, 71,* 10,   2, 6, 28.3, ②②, 2,10,Ｇマコトギャラクシｰ, 79,福永祐, 0.0, 93,   2,* 23, 1,  3.5,⑩⑩⑪
 3,11,Ｆケイビイネイチャｰ, 35,江田照, 0.4, 45,*-12,   7, 5, 10.7,②②②, 3,13,Ｅタマモアイガｰ, 61,水口優, 0.2, 59,*  0,   0, 5, 20.6,④②③, 3, 7,Ｆフィｰルザファン, 62,木幡初, 0.2, 72,   5,   8, 8, 41.6, ⑦⑦, 3, 3,Ａプティプランセス, 90,武士沢, 0.1, 88,   3,  15, 6, 12.8,⑥⑦⑦
 4, 3,Ｈコスモスイング, 31,丹内祐, 0.5, 45,*-13,   8, 7, 19.3,③④③, 4,10,Ｄネオザタイタン, 62,石橋脩, 0.4, 57,*  0,  -1, 3,  4.2,①①①, 4, 6,Ｃマイネルロガｰル, 69,松岡正, 0.2, 72,   2,* 10, 1,  2.2, ⑨⑨, 4, 2,Ｆディアアレトゥｰサ, 80,北村宏, 0.2, 86,   4,  12, 3,  5.6,⑤⑤⑤
 5, 1,Ｅウィッシュガバナｰ, 35,大庭和, 1.3, 40, -14,   4, 9, 21.5,⑥⑧⑤, 5, 7,Ａウエスタンダｰツ, 68,安藤勝, 1.0, 54,  -1,  -5, 1,  2.2,⑫④⑤, 5, 3,Ｇクィンビｰクイｰン, 62,小林淳, 0.3, 70,  -2,* 13, 7, 31.3, ⑪⑫, 5, 9,Ｄプレイ, 83,丹内祐, 0.3, 79,* 10,  -2, 4,  6.2,①①①
 6, 8,Ｄボｰイフレンド, 38,田中勝, 1.6, 37,*-13,  -2, 4,  9.0,⑤③④, 6, 6,Ｇワスカラン, 57,江田照, 1.2, 54,  -2,  -4, 6, 27.3,⑬⑧⑥, 6, 4,Ｊスマイルバラッド, 56,渡辺薫, 0.5, 68,   6,   3,11,129.9, ⑥⑤, 6, 7,Ｅニシノメイゲツ, 82,大野拓, 0.3, 82,*  9,   0, 5,  7.8,③②②
 7,10,Ｂスタｰゲイジング, 41,武士沢, 1.8, 35, -16,   3, 3,  5.3,⑫⑪⑦, 7, 2,Ｆサウンドボス, 58,大野拓, 1.3, 51,  -4,   0, 9,112.5,⑪⑪⑩, 7, 1,Ｅクリノドスコイ, 65,武士沢, 0.7, 66,  -6,* 12, 9, 47.2, ⑬⑬, 7, 4,Ｈアサティスボｰイ, 78,安藤勝, 0.3, 89,   4,  16, 8, 20.4,⑧⑨⑥
 8, 7,Ｊマイネルソウル, 28,中谷雄, 1.9, 35, -15,   0,13, 84.5,⑨⑨⑩, 8, 4,Ｉハリケｰンタマ, 50,嶋田純, 1.3, 53,  -3,  -3, 8,105.8,⑨⑨⑧, 8,11,Ｄベリアル, 69,福永祐, 0.9, 63,   9,  -5, 2,  3.6, ④④, 8,11,Ｂリリエンタｰル, 87,横山典, 0.5, 88,   0,* 20, 2,  4.1,⑪⑪⑩
