11年 7月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 7月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｒシセイカグヤ, 67,鮫島良, 1.8, 76,  -9,  11,14,157.4, ⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｆオオトリオウジャ, 79,浜中俊, 1.9, 72,  -7,   5, 6, 25.0, ⑫⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｎメイショウシオギリ, 75,幸英明, 2.7, 57,*  1, -16,18,334.4, ①①
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,
単勝:140円 複勝:06=110円 01=400円 09=380円 枠連:680円,,,,,,,,,,,,"単勝:170円 複勝:06=110円 03=1,610円 10=270円 枠連:8,380円",,,,,,,,,,,,"単勝:3,620円 複勝:03=1,090円 04=210円 06=390円 枠連:8,910円",,,,,,,,,,,,単勝:360円 複勝:11=130円 15=110円 07=580円 枠連:270円,,,,,,,,,,,
"馬連:1,240円 ワイド:01-06=550円 06-09=590円 01-09=2,790円",,,,,,,,,,,,"馬連:10,320円 ワイド:03-06=3,170円 06-10=410円 03-10=9,350円",,,,,,,,,,,,"馬連:10,330円 ワイド:03-04=2,540円 03-06=4,300円 04-06=1,340円",,,,,,,,,,,,"馬連:250円 ワイド:11-15=160円 07-11=1,860円 07-15=1,040円",,,,,,,,,,,
"馬単:1,600円 3連複:4,180円 3連単:10,990円",,,,,,,,,,,,"馬単:12,460円 3連複:22,820円 3連単:119,430円",,,,,,,,,,,,"馬単:30,060円 3連複:37,320円 3連単:292,860円",,,,,,,,,,,,"馬単:710円 3連複:3,320円 3連単:13,970円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 9R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■12R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,樟葉特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｇクリスワｰルド, 55,野元昭,, 67,*  3,   2, 8, 47.2, ①①, 1,16,Ｂブラボｰスキｰ, 70,北村友,, 64,* -5,* -1, 2,  4.6, ③③, 1, 9,Ｆオｰシャンブルｰ, 75,川田将,, 86,*  7,* 19, 4,  6.3,②②①, 1,14,Ｎトラバント, 63,北村友,, 78,*  5,  12, 3,  5.6, ①①
 2,10,Ｈエｰシンリボルバｰ, 54,小牧太, 0.1, 65,  -5,*  9, 3,  8.8, ⑫⑪, 2, 7,Ｃプレミアムカｰド, 65,浜中俊, 0.3, 64,  -5,* -2, 4,  8.3, ⑦⑥, 2, 5,Ｇゴｰルドブライアン, 73,幸英明, 0.0, 86,*  7,* 21, 3,  5.3,⑨⑨③, 2,11,Ｂスピルオｰバｰ, 77,幸英明, 0.2, 78,*  3,  13, 2,  3.5, ④③
 3, 2,Ａジャベリン, 65,国分恭, 0.4, 64,  -2,*  4, 1,  2.0, ⑩⑧, 3,14,Ｍヨンハメモリｰ, 37,国分優, 0.3, 64, -10,*  6,18,498.1, ⑬⑮, 3, 8,Ｃゲティスバｰグ, 76,渡辺薫, 1.0, 76,*  7,   6, 8, 18.7,⑧⑧⑧, 3, 3,Ａスティｰルパス, 84,福永祐, 0.4, 76,   1,  13, 1,  2.6, ⑥④
 4, 1,Ｅキングウェリナ, 60,川田将, 0.8, 61,   1,  -3, 2,  4.6, ⑥④, 4, 4,Ｄウインルキア, 64,川田将, 0.4, 63,  -5,* -3, 5,  8.5, ④④, 4,10,Ｋレッドバリオス, 65,和田竜, 1.0, 74,*  7,   5, 7, 12.0,⑦⑤②, 4,16,Ｏガッチリガッチリ, 61,浜中俊, 0.9, 75,  -5,* 17,11, 91.4, ⑮⑭
 5, 7,Ｃメイショウクロシオ, 62,北村友, 0.8, 60,  -5,   3, 5, 10.0, ⑭⑩, 5, 3,Ａマイティｰスコｰル, 72,藤岡康, 0.6, 57,* -4,  -9, 1,  2.0, ②②, 5, 4,Ｄクリサンセマム, 75,鮫島良, 1.1, 76,   6,   9, 2,  4.8,⑤⑥⑨, 5, 7,Ｇタイガｰスラム, 71,小牧太, 0.9, 71,   0,   9, 5, 10.3, ⑧⑤
 6,13,Ｎエｰシンジャイヴ, 45,和田竜, 0.8, 60,  -3,   1, 4,  9.9, ⑨⑫, 6,12,Ｅアイドルバイオ, 63,鮫島良, 1.4, 49,* -4, -19, 3,  6.1, ⑥⑦, 6, 7,Ｂシンボリニｰス, 76,浜中俊, 1.2, 74,   6,   6, 5,  8.0,⑥⑦⑦, 6,13,Ｄキクノフレヴァン, 73,国分優, 0.9, 73,   0,  11, 8, 50.6, ⑪⑨
 7,15,Ｊシゲルヒラトリ, 51,国分優, 1.2, 57,   0,  -6,13,173.3, ⑤⑦, 7,11,Ｆシｰボｰト, 56,武幸四, 1.4, 49,  -8, -12, 7, 33.5, ⑮⑫, 7, 6,Ａトウカイパラダイス, 82,国分優, 1.2, 72,*  7,   5, 6,  8.5,④④⑥, 7, 9,Ｉエｰシンポルックス, 70,川田将, 1.2, 71,  -5,* 14, 4,  8.0, ⑭⑮
 8, 4,Ｉツヨイコ, 51,森一馬, 1.3, 56,  -1,  -5,10,113.1, ⑧⑨, 8,17,Ｌエリザベｰトアスク, 40,和田竜, 1.4, 49,  -9, -13,12,172.5, ⑭⑪, 8, 3,Ｅスマッシュスマイル, 75,福永祐, 1.4, 71,*  7,   2, 1,  4.1,③③⑤, 8,15,Ｈシゲルタダカツ, 71,高倉稜, 1.3, 68,*  4,   1, 7, 36.3, ②②
 9, 9,Ｌオンエア, 46,藤岡康, 1.5, 54,  -8,  -1,15,470.3, ⑮⑮, 9,18,Ｐアグネスパンジｰ, 20,福永祐, 1.5, 47,  -7, -17, 8, 88.3, ⑪⑨, 9,11,Ｉリッカタキシｰド, 67,酒井学, 1.7, 70,   5,   4,11,114.9,⑩⑩⑩, 9, 8,Ｋケンタッキｰロｰド, 66,松山弘, 1.4, 69,  -2,   9,15,323.7, ⑬⑫
10,12,Ｏマスタｰイｰグル, 44,幸英明, 1.5, 56,  -5,  -3,11,138.4, ⑬⑭,10, 9,Ｊナリタグロｰリｰ, 45,酒井学, 1.6, 44,* -4, -24,16,349.8, ⑤⑤,10, 1,Ｈマルカゴクウ, 68,松山弘, 2.1, 66,   5,  -2,10, 49.5,⑪⑪⑪,10, 4,Ｌカネトシファイタｰ, 65,国分恭, 1.7, 67,  -2,   7,13,135.2, ⑫⑪
11, 8,Ｐカネトシパシュｰト, 43,高倉稜, 1.6, 52, -12,   2,14,383.0, ⑯⑯,11, 6,Ｎペプチドパラス, 36,安藤光, 1.9, 42,  -9, -21,15,306.5, ⑨⑩,11, 2,Ｊプルシアンオリｰブ, 65,佐藤哲, 4.9, 45,*  8, -53, 9, 20.6,①①④,11, 5,Ｊウィアｰザスタｰ, 68,渡辺薫, 1.7, 67,   0,   4,16,342.4, ⑩⑧
12,11,Ｂエｰシンボダイジュ, 65,福永祐, 1.6, 53,*  2, -12, 7, 19.1, ③③,12, 5,Ｋメイショウイッシン, 41,松山弘, 2.1, 39,* -3, -33,10,156.2, ①①,,,,,,,,,,,,,12, 1,Ｅイマカツタイガｰ, 73,柴原央, 1.7, 66,   1,   3, 9, 72.6, ⑨⑦
13, 5,Ｋテイエムロックダン, 48,松山弘, 1.8, 52,   0, -11,12,167.8, ⑦⑥,13, 8,Ｉサウンドジャｰニｰ, 46,渡辺薫, 2.1, 43, -13, -15,14,264.7, ⑯⑯,,,,,,,,,,,,,13,12,Ｆエクセルフラッグ, 73,太宰啓, 2.0, 64,  -6,   8,10, 77.1, ⑯⑯
14,16,Ｍエドモンドシチｰ, 46,熊沢重, 2.2, 49,   1, -16,16,590.9, ④⑤,14,15,Ｈラヴフェアリｰ, 49,熊沢重, 2.4, 37,  -9, -27,13,243.1, ⑩⑬,,,,,,,,,,,,,14, 2,Ｃホクセツキングオｰ, 76,和田竜, 2.2, 62,*  3,  -5, 6, 13.7, ③⑥
15,14,Ｆファルブキング, 58,安藤光, 2.3, 47,  -3, -13, 9, 64.4, ⑪⑬,15, 2, アグネスアップ,---,川須栄, 2.6, 33, -10, -28, 6, 22.8, ⑫⑭,,,,,,,,,,,,,15,10,Ｍビットプレスト, 63,佐藤哲, 2.4, 60,   1,  -4,14,300.5, ⑦⑬
16, 6,Ｄスズカラッシュ, 61,川須栄, 2.8, 42,*  2, -22, 6, 11.5, ②②,16, 1,Ｇシルクユｰジｰ, 54,小牧太, 2.6, 34,  -8, -31,11,164.5, ⑧⑧,,,,,,,,,,,,,16, 6,Ｐヒノデポベｰダ, 60,酒井学, 2.7, 57,   1,  -7,12,134.9, ⑤⑩
,,,,,,,,,,,,17,13,Ｏロングスペシャル, 29,幸英明, 2.8, 32, -15, -24, 9,113.7, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,10, プレザントブルｰ,---,太宰啓, 3.9, 22, -15, -37,17,492.0, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
