11年 3月20日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 3月20日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,薩摩ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｎラフアウェイ, 47,佐藤哲,, 58,  -4,   0, 3,  6.1,⑤⑤③, 1,13,Ｈビュｰティバラｰド, 43,大野拓,, 70,* 11,  -5, 8, 49.9, ②②, 1, 7,Ｈブラｰニｰストｰン, 69,石橋脩,, 81,   6,*  9, 5,  7.0, ⑥⑤, 1, 9,Ｃドリｰムバレンチノ, 80,松山弘,, 74,   4,   5, 1,  3.0, ⑨⑨
 2, 2,Ｃホワイトアルバム, 56,酒井学, 0.1, 56,* -2,  -3, 2,  3.7,①①①, 2,10,Ｂコアレスシルバｰ, 66,佐久間, 0.0, 66,   6,*  0, 1,  2.1, ⑤③, 2,12,Ｅロｰドセイバｰ, 71,福永祐, 0.2, 78,   3,*  9, 4,  7.0, ⑨⑦, 2, 3,Ｄストロングポイント, 79,丸田恭, 0.3, 73,  12,  -6,13, 33.4, ④④
 3, 9,Ｇマルデデルマ, 53,川須栄, 0.3, 55,* -2,  -5, 5, 11.4,③③②, 3, 1,Ｃショウナンマイケル, 60,福永祐, 0.5, 60,   4,  -5, 3,  7.0, ⑥⑦, 3, 2,Ｄドリｰムヒｰロｰ, 72,後藤浩, 0.3, 77,   6,   6, 6,  8.0, ⑤④, 3, 8,Ｉウインブシドウ, 77,武豊  , 0.3, 68,  -5,* 10, 3,  8.9, ⑯⑮
 4, 6,Ｉデルマアプサラス, 52,松山弘, 0.5, 57, -10,*  6,12, 74.9,⑩⑩⑩, 4, 2,Ａクリノトルネｰド, 68,宮崎北, 0.6, 57,   3,  -5, 2,  4.6, ⑦⑤, 4, 8,Ｎマルタカボｰイス, 62,赤木高, 0.5, 72,   1,   6,12, 62.4, ⑩⑥, 4, 4,Ｋアスタｰエンペラｰ, 76,川島信, 0.3, 77,* 17, -12, 6, 11.6, ①①
 5, 1,Ｈニットウミュｰズ, 53,丸田恭, 0.6, 53, -10,*  5, 9, 29.6,⑫⑫⑪, 5, 6,Ｆアｰスエンブレム, 47,田中勝, 1.0, 50,  -6,* -1, 7, 45.8, ⑬⑫, 5,13,Ｊケイツｰノｰス, 67,丸田恭, 0.5, 72,   0,*  8,10, 26.3, ⑪⑨, 5,10,Ａキヲウエタオトコ, 83,佐藤哲, 0.3, 68,  -1,   6, 8, 19.7, ⑪⑩
 6,15,Ｌエアガガ, 50,石橋脩, 0.7, 52,* -3,  -7, 7, 17.9,④④⑤, 6, 9,Ｅアｰスワンラシアン, 55,田辺裕, 1.0, 48,  -6,* -1, 6, 13.6, ⑫⑨, 6, 6,Ａダノンカスガ, 77,北村友, 0.7, 68,  -4,*  9, 2,  4.7, ⑭⑭, 6,15,Ｌアキノパンチ, 76,酒井学, 0.4, 67,  -3,   6,16, 70.9, ⑫⑯
 7, 8,Ｅヤマニンパンケｰキ, 55,伊藤工, 0.9, 52,  -7,  -2, 4, 10.7,⑪⑨⑧, 7, 8,Ｉフェアギャンブラｰ, 37,北村友, 1.2, 56,* 14, -23,11,103.8, ①①, 7,14,Ｃワｰルドロレックス, 72,松山弘, 0.8, 68,   0,   4, 3,  6.5, ⑫⑪, 7, 1,Ｎケンブリッジエル, 74,鮫島良, 0.5, 71,  12,  -9, 2,  5.9, ③②
 8,11,Ｂスペシャルピｰス, 59,福永祐, 1.1, 50,  -4,  -9, 1,  2.7,⑥⑥⑥, 8,11,Ｇジョｰプラチネラ, 45,古川吉, 1.2, 47,  -4,  -6, 9, 52.3, ⑩⑧, 8, 9,Ｆメジロガストン, 71,中舘英, 0.9, 71,*  9,  -7, 1,  4.5, ③③, 8,16,Ｈマヤノロシュニ, 78,川須栄, 0.5, 72,* 15, -12,15, 55.0, ②③
