11年 4月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾄﾞﾗｾﾅ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂエｰシンバリントン, 59,上村洋,, 67,*  0,* 15, 2,  4.9,⑥③②, 1, 1,Ｃアウグｰリオ, 62,川須栄,, 62,  -1,*  9, 3,  5.2,⑦⑦⑥, 1, 6,Ｂシゲルカサギヤマ, 71,川須栄,, 73,*  4,   6, 2,  2.9, ②②, 1, 4,Ａロｰドカナロア, 76,北村友,, 72,* -6,* 11, 1,  1.3, ①①
 2,11,Ａギンザスクランブル, 61,中舘英, 0.6, 62,*  1,*  8, 1,  2.7,②①①, 2,12,Ｂタイトロｰプ, 63,勝浦正, 0.2, 59,*  0,   4, 5,  8.1,②②②, 2, 8,Ｇツリｰズオブホｰプ, 65,高倉稜, 0.4, 68,   0,   6, 4,  9.8, ⑤⑤, 2, 5,Ｊアスタｰウィング, 58,津村明, 0.6, 66, -13,* 11,16,370.3, ⑦⑧
 3,12,Ｃアウトヒット, 58,勝浦正, 1.6, 56,  -2,   4, 9, 23.0,⑨⑦⑧, 3,10,Ｈハクユウサンサン, 53,高倉稜, 0.3, 57,*  1,   2, 7, 32.6,①①①, 3, 1,Ｅラッシュザワｰク, 67,平野優, 0.6, 65,  -6,   7, 6, 12.6, ⑦⑦, 3, 3,Ｅマイネルロガｰル, 65,丹内祐, 0.6, 66, -10,   8, 2,  6.1, ⑤⑤
 4, 9,Ｆノアパワフル, 55,松山弘, 1.7, 56,*  0,   0,10, 38.4,③②③, 4, 3,Ｅフィオリア, 60,上村洋, 0.8, 55,  -1,   1, 2,  4.1,⑥⑤④, 4, 5,Ｋハナノシンノスケ, 61,西村太, 0.7, 64,  -9,*  8, 7, 15.8, ⑩⑪, 4, 7,Ｂナムラドリｰミｰ, 72,松山弘, 0.8, 62,* -8,   2, 7, 39.4, ③③
 5, 2,Ｌレノヴァティオトラ, 50,大野拓, 2.1, 52,  -2,   1, 6, 10.2,⑩⑩⑩, 5, 7,Ａヒシマキシム, 63,嶋田純, 1.0, 53,  -1,  -2, 4,  5.5,③③⑤, 5,10,Ｈリリｰザサン, 65,宮崎北, 0.8, 61, -15,* 11,11, 89.4, ⑫⑫, 5, 9,Ｏチェリｰビスティｰ, 53,石橋脩, 1.1, 59,  -9,   0, 9, 73.6, ⑥⑥
 6,13,Ｈキトゥンブルｰ, 51,田辺裕, 2.2, 50,  -2,   0, 4,  8.0,⑧⑧⑦, 6, 4,Ｄフラアンジェリコ, 61,北村友, 1.0, 53,  -1,  -1, 1,  2.6,⑤⑥⑦, 6, 4,Ａナイトアンジェロ, 72,大野拓, 0.9, 64,*  4,  -2, 1,  2.8, ①①, 6, 6,Ｄウインミネルヴァ, 67,中舘英, 1.2, 58,* -6,  -4, 3, 10.6, ②②
 7, 1,Ｇハテナキユメ, 51,水口優, 2.3, 51,  -1,  -3,11, 85.0,①④⑥, 7, 9,Ｊドゥルキス, 50,水口優, 1.1, 54,  -3,   3,13,366.4,⑪⑪⑪, 7, 3,Ｃメイショウヴァルナ, 70,森一馬, 0.9, 64,  -1,   2, 5, 10.2, ④④, 7,14,Ｌマｰベラスビジン, 54,丸山元, 1.2, 57, -16,   5,12,191.8, ⑩⑩
 8, 8,Ｅレゴリス, 55,宮崎北, 2.3, 48,  -1,  -3, 8, 21.1,⑤⑤④, 8, 5,Ｆアストロボｰイ, 59,川島信, 1.3, 52,  -1,  -2, 6, 25.2,⑩⑧⑨, 8, 7,Ｆネイルダウン, 66,酒井学, 1.0, 62,  -7,   5, 3,  8.0, ⑪⑨, 8, 8,Ｃピルケンハンマｰ, 69,古川吉, 1.3, 57, -24,* 11, 4, 14.5, ⑯⑬
 9,14,Ｋシャイニｰノｰブル, 50,丸山元, 2.6, 49,   0,  -5, 7, 12.9,⑦⑥⑤, 9, 2,Ｇテンクウ, 56,武士沢, 1.3, 51,  -2,   0, 8, 78.4,⑧⑨⑧, 9,11,Ｄオンワｰドセジｰル, 68,加藤士, 1.0, 63,  -1,   1, 9, 41.5, ⑥⑥, 9, 1,Ｈショウナンタスク, 63,松田大, 1.3, 57,  -9,  -3, 8, 69.9, ④④
10, 7,Ｄマコトロングボウ, 55,中谷雄, 2.7, 48,  -2,  -5, 5, 10.1,④⑨⑨,10, 8,Ｌトップモｰスト, 30,西田雄, 1.6, 50,  -1,  -5,12,149.7,④④③,10, 9,Ｊレオカミカゼ, 65,伊藤工, 1.1, 61,  -4,   2, 8, 30.2, ⑨⑧,10, 2,Ｉワカタケ, 59,黛弘人, 1.4, 55, -20,   6,13,273.8, ⑫⑭
11, 3,Ｎクリノワンチャンス, 40,伊藤工, 3.1, 47,  -4,  -2,13,144.0,⑭⑬⑪,11,11,Ｉサトノオリオン, 53,石橋脩, 1.8, 48,  -3,  -3,10, 86.1,⑫⑫⑩,11,12,Ｉシルバｰフェザント, 65,嶋田純, 1.3, 59,*  2,  -5,10, 81.8, ③③,11,15,Ｐエクスビｰト, 50,森一馬, 1.7, 51, -18,   1,10, 81.8, ⑭⑫
12, 4,Ｊショウナンランド, 50,丹内祐, 3.2, 48,  -3,  -6, 3,  7.1,⑪⑪⑫,12,13, ナムラボルカｰン,---,丸山元, 2.7, 42,  -3, -10, 9, 83.6,⑬⑬⑬,12, 2,Ｌカポデテュティカピ, 59,田辺裕, 1.6, 54,  -6,  -2,12,107.8, ⑧⑩,12,16,Ｆレッドマｰベル, 65,田辺裕, 1.7, 49, -12,  -6, 6, 28.7, ⑨⑦
13, 5,Ｉホマレエイカン, 50,西村太, 4.7, 35,  -5, -16,12,125.8,⑫⑫⑬,13, 6,Ｋコスモパルクｰル, 39,丹内祐, 3.3, 40,  -2, -17,11,101.9,⑨⑩⑫,,,,,,,,,,,,,13,11,Ｍカシノアクセル, 54,西田雄, 1.7, 51, -11,  -5,15,330.9, ⑧⑨
14, 6,Ｍテイエムメガヒット, 41,藤懸貴, 5.8, 28,  -7, -23,14,209.4,⑬⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｋパティオ, 55,勝浦正, 1.7, 51, -19,   3,14,286.5, ⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｎシゲルカンリカン, 53,武幸四, 1.9, 47, -17,  -3,11,141.6, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｇシナトラソング, 64,藤岡康, 4.0, 21, -24, -24, 5, 23.2, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
単勝:490円 複勝:10=210円 11=130円 12=430円 枠連:870円,,,,,,,,,,,,"単勝:520円 複勝:01=190円 12=230円 10=550円 枠連:1,490円",,,,,,,,,,,,単勝:290円 複勝:06=140円 08=250円 01=400円 枠連:490円,,,,,,,,,,,,"単勝:130円 複勝:04=110円 05=3,030円 03=130円 枠連:550円",,,,,,,,,,,
"馬連:1,020円 ワイド:10-11=410円 10-12=2,040円 11-12=770円",,,,,,,,,,,,"馬連:1,390円 ワイド:01-12=440円 01-10=1,700円 10-12=2,330円",,,,,,,,,,,,"馬連:1,130円 ワイド:06-08=480円 01-06=840円 01-08=1,720円",,,,,,,,,,,,"馬連:15,190円 ワイド:04-05=4,000円 03-04=140円 03-05=7,090円",,,,,,,,,,,
"馬単:2,010円 3連複:6,710円 3連単:31,560円",,,,,,,,,,,,"馬単:2,490円 3連複:8,680円 3連単:38,420円",,,,,,,,,,,,"馬単:1,900円 3連複:5,780円 3連単:20,630円",,,,,,,,,,,,"馬単:16,460円 3連複:11,720円 3連単:81,610円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  ダ1700m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桜島ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｈファイアアロｰ, 52,川須栄,, 68,*  5,* 10, 1,  3.9,①①①, 1, 1,Ｈピｰスフルアｰス, 51,太宰啓,, 65,* -3,   2, 1,  4.0,③②②, 1, 8,Ｂスプリングバレル, 77,酒井学,, 76,*  3,  13, 2,  4.5,①①①, 1, 4,Ｋマイネルオベリスク, 82,丹内祐,, 85,*  7,  18, 3,  7.5,②②①
 2,10,Ｂトｰホウベスト, 63,小野寺, 0.3, 66,*  4,*  8, 2,  4.1,②②②, 2, 8,Ａアクロスザライト, 62,川須栄, 0.0, 63,* -2,   0, 2,  4.4,①①①, 2, 6,Ａケｰジｰカチボシ, 81,田辺裕, 0.2, 73,*  2,  16, 3,  4.9,④④④, 2, 3,Ａクリュギスト, 91,丸山元, 0.0, 83,   5,* 20, 1,  2.5,⑤⑤④
 3,13,Ｄロッセ, 58,上村洋, 1.0, 61,*  4,   3, 7, 14.2,③③③, 3, 5,Ｅゴットラウディｰ, 55,酒井学, 0.2, 62,  -5,   2, 3,  5.9,⑤③③, 3, 2,Ｊタイセイダンサｰ, 61,平野優, 0.3, 74,*  2,  13,10, 63.5,②②③, 3, 9,Ｈハｰドシｰキング, 84,酒井学, 0.4, 80,   5,  17,16,128.7,⑦⑦⑦
 4, 7,Ｅゲンパチロッキｰ, 57,岩部純, 1.5, 57,   1,   3, 8, 16.0,⑨⑧⑨, 4, 7,Ｇサクライｰグル, 53,藤岡康, 0.5, 64,  -9,*  9, 7, 18.3,⑮⑯⑬, 4, 9,Ｈメイショウサミット, 70,勝浦正, 0.4, 73,  -2,* 20, 7, 25.2,⑦⑧⑥, 4, 1,Ｃシャア, 88,小坂忠, 0.4, 81,*  7,  16, 2,  3.6,④④⑥
 5, 5,Ｌホクザンヴィリル, 44,赤木高, 1.9, 53,   2,  -2,10, 49.5,⑥⑤⑥, 5, 4,Ｎダイヤモンドハウス, 38,丸田恭, 0.6, 59,  -6,   1,13,115.1,⑦⑧④, 5,11,Ｇシャイニｰブレｰヴ, 70,高倉稜, 0.5, 74,   1,  15, 5,  6.8,⑧⑥⑦, 5, 8,Ｍネオギャラクシｰ, 80,古川吉, 0.4, 80,*  7,  15, 9, 30.6,③③②
 6,11,Ａシｰズアップルズ, 63,嶋田純, 2.2, 53,   0,   1, 4,  7.2,⑪⑪⑩, 6,14,Ｌリコウ, 45,丹内祐, 1.0, 55,  -6,  -6,15,163.6,⑧⑤⑤, 6, 7,Ｅトレノユｰボウ, 73,小野寺, 1.1, 68,  -2,  12, 6, 10.5,⑪⑨⑧, 6,14,Ｊレッドアイ, 82,津村明, 0.5, 80,   3,* 21,13, 61.8,⑯⑯⑨
 7, 8,Ｃカガタイキ, 60,高倉稜, 2.2, 51,   1,  -3, 5,  9.9,⑩⑨⑧, 7,11, レイテッド,---,丸山元, 1.0, 54,  -8,  -2, 8, 19.5,⑩⑪⑩, 7, 3,Ｄマイネルインゼル, 74,丹内祐, 1.2, 66,*  2,  -1, 1,  3.5,③③②, 7,16,Ｇディアプリンシパル, 85,太宰啓, 0.5, 79,*  6,  15,12, 52.5,⑥⑥③
 8, 2,Ｉプレシャスマリン, 51,小林淳, 2.3, 52,   3,  -6,11, 67.3,④④④, 8,16,Ｄメイケイダンサｰ, 56,勝浦正, 1.6, 47,  -6, -12,12, 56.7,⑬⑩⑨, 8,10,Ｃジャストルｰラｰ, 75,吉田隼, 1.3, 64,   1,   3, 4,  5.5,⑥⑤⑤, 8,15,Ｄダイバクフ, 87,木幡初, 0.8, 78,   4,  16,10, 32.8,⑬⑪⑬
 9,14,Ｇウエスタンダｰツ, 56,大野拓, 2.3, 50,   3,  -6, 3,  5.7,⑤⑥⑤, 9,15,Ｃシｰドダイレクト, 59,吉田隼, 1.7, 46,  -6, -15, 4,  8.0,⑨⑨⑧, 9, 4,Ｆテラノパンサｰ, 73,太宰啓, 1.7, 65,  -1,   6, 9, 47.9,⑨⑩⑩, 9,10,Ｎレインフォｰレスト, 77,藤岡康, 0.9, 77,   4,  15, 6, 21.3,⑫⑩⑫
10, 9,Ｆダイコウヒョウ, 57,田辺裕, 2.6, 48,   2,  -8, 6, 10.0,⑦⑦⑦,10, 6,Ｂキョウワオリオン, 60,赤木高, 2.0, 42,  -8, -16, 5,  8.2,⑫⑫⑪,10, 5,Ｋセイウンスマイル, 59,丸山元, 2.5, 52,   0, -10,11, 78.0,⑤⑦⑨,10, 2,Ｐサンライズクォリア, 74,勝浦正, 0.9, 78,   5,  14, 5, 12.6,⑧⑨⑩
11, 4,Ｋエドノフレｰザ, 46,黛弘人, 2.7, 49,  -2,  -2,14,196.0,⑫⑫⑫,11,13,Ｏフミノキララ, 32,長谷川, 2.4, 40,  -9, -19,11, 50.1,⑯⑮⑯,11, 1,Ｉロックフルマｰク, 66,石橋脩, 2.6, 56,  -2,  -5, 8, 30.0,⑩⑪⑪,11, 5,Ｂエナｰジバイオ, 89,丸田恭, 1.0, 75,   3,  17, 8, 25.4,⑭⑭⑭
12,12,Ｊキンショｰダッシュ, 46,北村友, 2.8, 49,  -2,  -2,13,108.2,⑭⑬⑬,12, 9,Ｋケガワノマリｰ, 46,荻野琢, 2.4, 40,  -8, -21,16,316.1,⑭⑭⑭,,,,,,,,,,,,,12,13,Ｌロｰレルレヴァｰタ, 82,赤木高, 1.1, 76,   3,  16, 7, 21.8,⑮⑮⑮
13, 1, クニサキシンシン,---,酒井学, 4.1, 40,   0, -16, 9, 20.4,⑧⑩⑪,13,10,Ｉトｰアウィンザｰ, 48,古川吉, 2.6, 37,* -4, -33,10, 21.8,④④⑥,,,,,,,,,,,,,13, 6,Ｆソラメンテウナベス, 85,鮫島良, 1.2, 75,   4,  13,15,126.7,⑩⑫⑪
14, 6,Ｍトウショウブラザｰ, 35,武士沢, 5.0, 33,  -3, -18,12, 96.0,⑬⑭⑭,14, 3,Ｊケンタッキｰツヨシ, 48,田辺裕, 3.0, 33,  -9, -28, 9, 21.4,⑪⑬⑫,,,,,,,,,,,,,14,12,Ｏモｰニングフェイス, 74,川島信, 2.3, 66,   5,   1,11, 32.8,⑨⑧⑧
