11年 8月27日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月27日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三面川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｆビｰムライフル, 46,田辺裕,, 52,   2,* -5, 9, 28.5, ⑨⑨, 1,12, ベロｰチェ,,平沢健,,,,, 8, 56.0,④③③, 1, 9,Ｌマイネオｰチャｰド, 52,柴田大,, 69,   2,*  1,10, 60.5,⑨⑩⑦, 1,10,Ｇリヴァｰレ, 72,江田照,, 78,   6,   5, 3,  7.2, ③④
 2, 6,Ｃレッドガルシア, 49,吉田豊, 0.5, 47,   2, -11, 3,  5.8, ⑩⑧, 2, 3, ドラゴンハンタｰ,,石神深,186.9,,,, 1,  2.0,⑩⑤④, 2, 5,Ｃクレバｰホｰク, 60,大野拓, 0.0, 67,*  7,  -9, 2,  4.5,①①①, 2,11,Ｃアグネスサクラ, 78,田中勝, 0.1, 76,*  9,  -2,10, 41.8, ②②
 3,17,Ｅセトブリッジ, 46,吉原寛, 0.5, 49,  -2,* -2, 6, 15.5, ⑬⑬, 3, 5, ボンジュｰルヒカリ,,山本康,187.7,,,, 5, 10.6,①①①, 3,18,Ａグランデスバル, 66,村田一, 0.2, 65,*  5,  -9, 5, 10.6,④②②, 3, 4,Ｅハッピｰパレｰド, 76,松岡正, 0.1, 79,   2,* 11, 7, 22.8, ⑪⑨
 4,11,Ｇタイセイグルｰヴィ, 42,松岡正, 0.6, 50,  -5,*  1, 4,  8.3, ⑯⑯, 4,14, メジロクリントン,,江田勇,188.1,,,, 4,  7.9,②②②, 4,12,Ｇコパノハリケｰン, 56,田辺裕, 0.3, 63,   4,  -7, 6, 26.7,⑪⑦④, 4, 1,Ａレイナソフィア, 78,丸田恭, 0.2, 76,   1,* 14, 5, 19.9, ⑬⑬
 5,14,Ｄケイアイエレガント, 48,福永祐, 0.9, 44,  -1, -13, 5, 12.9, ⑧⑩, 5, 1, アバディ,,大庭和,188.1,,,, 9, 75.1,⑤⑥⑤, 5, 7,Ｂタｰフェル, 61,福永祐, 0.5, 63,   4, -10, 1,  2.1,⑥⑥⑥, 5, 2,Ｂサトノフロｰラ, 78,石橋脩, 0.3, 76,   4,   5, 1,  1.6, ⑦⑦
 6, 5,Ｈヘイルメアリｰ, 42,村田一, 1.1, 42,  -2, -11,10, 39.8, ⑪⑪, 6, 4, ノｰリプライ,,穂苅寿,188.7,,,, 6, 11.5,⑪⑨⑧, 6, 3,Ｄカズノトウショウ, 60,江田照, 0.8, 62,   1,  -6, 3,  6.7,⑯⑭⑩, 6, 5,Ｊサイレントソニック, 70,北村宏, 0.3, 75,   2,   8, 6, 20.1, ⑫⑫
 7,15,Ｂメジャｰアスリｰト, 49,蛯名正, 1.2, 40,*  3, -26, 2,  4.2, ④⑤, 7,10, ノｰブルエｰス,,池崎祐,188.9,,,,13,219.4,⑫⑪⑪, 7, 6,Ｊサイクロンフォｰス, 52,松岡正, 0.8, 61,   2, -11, 8, 39.5,⑤⑨⑨, 7, 8,Ｄルｰジュバンブｰ, 77,吉原寛, 0.6, 71,   3,   2, 9, 35.4, ⑩⑩
 8,16,Ｉスプリングピｰス, 41,田中勝, 1.2, 40,   2, -22,11, 65.5, ⑦⑥, 8, 2, レッドシャドウ,,横山義,188.9,,,, 2,  4.9,⑥⑦⑦, 8,14,Ｅマイネルリｰプ, 57,武士沢, 0.8, 61,   1,  -7, 7, 33.1,⑭⑮⑪, 8, 9,Ｈラナンキュラス, 70,蛯名正, 0.8, 69,   5,  -5, 8, 25.2, ⑥⑥
