11年 1月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■10R  芝2200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,許波多特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｆイイデステップ, 52,リスポ,, 64,*  3,* -1, 6, 21.6, ③③, 1, 2, サングップ,---,浜中俊,, 55,*-10,   3, 3,  5.3,①①①, 1,14,Ｃヒシコモンズ, 74,高倉稜,, 75,* -2,* 14, 2,  4.9, ②②, 1, 4,Ｅマイネルゴルト, 81,浜中俊,, 86,* 12,   4, 5, 15.8,④②②
 2, 4,Ａペプチドサファイア, 64,小牧太, 0.4, 59,*  3,  -4, 2,  4.2, ②②, 2, 8, サウンドバスタｰ,---,川田将, 0.0, 56, -12,*  5, 4,  9.0,⑤⑦⑤, 2, 3,Ｄジョｰモカ, 71,藤岡康, 0.6, 72,  -2,  10, 1,  4.4, ③③, 2, 9,Ｃダｰクシャドウ, 83,ベリｰ, 0.1, 85,  11,*  7, 2,  3.1,⑥⑦⑥
 3,11,Ｅウルル, 55,浜中俊, 0.5, 58,  -1,* -2, 1,  2.1, ⑨⑧, 3, 3, ディアカナメチャン,---,川須栄, 0.1, 54,*-10,   2, 1,  2.5,②②②, 3, 2,Ｋシゲルカサギヤマ, 59,国分恭, 0.8, 71,  -3,   7, 8, 16.6, ④④, 3, 2,Ａタニノエポレット, 86,安藤勝, 0.4, 81,   9,   4, 3,  6.8,⑪⑨⑧
 4, 5,Ｄカムイフォレスト, 58,川須栄, 0.8, 56,   1,  -6, 5,  8.4, ⑤⑤, 4, 6, セントヴァリｰ,---,幸英明, 0.2, 55, -12,*  6, 9, 36.7,⑦⑧⑧, 4, 4,Ｈドクトルジバゴ, 64,四位洋, 0.9, 69,  -9,* 13, 9, 31.2, ⑩⑨, 4,11,Ｊエクセルサス, 74,川田将, 0.5, 81,* 12,  -2, 4, 12.6,⑤④④
 5, 7,Ｂビップセンノセン, 62,国分恭, 1.1, 57,*  5, -12, 3,  7.1, ①①, 5,14, アストロボｰイ,---,吉田稔, 0.3, 51, -11,   2, 6, 14.9,④④④, 5, 6,Ａウォｰタｰサウンド, 77,吉田稔, 0.9, 68,  -6,  10, 5,  7.7, ⑧⑦, 5, 3,Ｂマイネルシュトルム, 84,和田竜, 0.6, 80,  11,  -2, 1,  2.1,③③③
 6,16,Ｃユウキマリアッチ, 60,幸英明, 1.2, 53,   1, -10, 4,  7.3, ⑥⑥, 6,10, ルレｰヴドメｰル,---,福永祐, 0.7, 50, -12,  -1, 2,  4.2,⑥⑤⑥, 6, 9,Ｉランドタカラ, 60,藤岡佑, 1.2, 67, -11,* 12,10, 32.0, ⑫⑫, 6,10,Ｄマヤノゴクウ, 83,小牧太, 0.7, 78,   8,   4,10, 75.7,⑨⑩⑨
 7,15,Ｌウォｰタｰリバティ, 40,佐久間, 1.2, 52,  -1,  -8,12,216.1, ⑧⑨, 7, 4, コアレスドラｰド,---,国分優, 1.2, 48, -14,   0,10, 52.7,⑨⑪⑩, 7,12,Ｂリバｰサルブロｰ, 76,太宰啓, 1.3, 64,  -3,   4, 3,  5.7, ⑥⑥, 7, 1,Ｋロザリオ, 71,武豊  , 0.8, 79,  10,   0, 7, 25.2,⑦⑧⑦
 8,12,Ｉメイショウモンシロ, 48,武幸四, 1.5, 48,  -7,  -4,10,106.0, ⑫⑫, 8, 1, ドラゴンウィンズ,---,高倉稜, 1.4, 45, -16,   2, 5, 12.1,⑭⑬⑬, 8,13,Ｌロｰズバレｰ, 58,浜中俊, 1.5, 63,*  0,  -1,15,220.2, ①①, 8, 6,Ｈフミノヤマビコ, 76,長谷川, 1.0, 76,   8,   0, 9, 71.1,⑩⑪⑩
