11年 8月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平尾台特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂシシリアンルｰジュ, 51,川須栄,, 43,  -6,* -3, 3, 13.2, ⑨⑧, 1, 4, シゲルゴユウサン,,中村将,,,,, 4, 14.2,③②②, 1, 6,Ｉマイネジャンヌ, 64,北村友,, 78,*  2,* 13, 7, 15.2,③③④, 1,10,Ａパルラメンタｰレ, 86,武豊  ,, 83,* 16,   4, 1,  1.4,①①①
 2, 3,Ｇアンビｰタブル, 42,北村友, 0.0, 44,  -4,* -4, 2,  2.4, ⑦⑤, 2, 9, メイケイオｰシャン,,白浜雄,193.9,,,, 9, 68.1,④④④, 2, 3,Ｃテイエムバゴオｰ, 73,国分優, 0.0, 76,*  4,   9, 5, 12.6,①①①, 2, 2,Ｅタコ, 75,浜中俊, 0.3, 82,* 15,   3, 4, 12.2,④②②
 3, 5,Ｎヒノクニリョジョウ,  7,酒井学, 0.6, 43,*  5, -16,11,229.8, ②②, 3,10, メイショウボナｰル,,岩崎祐,194.2,,,, 1,  2.4,①①①, 3, 2,Ｇケイト, 67,幸英明, 0.4, 75,  -1,* 12,10, 44.5,⑥⑥⑤, 3, 5,Ｈバトルドンジョン, 72,太宰啓, 0.8, 77,  12,   3, 3,  7.4,⑧⑦⑤
 4,11,Ｄタガノカノｰプス, 45,和田竜, 0.7, 41,   2, -13, 5, 18.8, ⑤④, 4, 6, ピエナグッドラック,,西谷誠,194.4,,,, 3,  3.9,⑤⑤⑤, 4,13,Ｊグルｰヴィクイｰン, 63,浜中俊, 0.5, 75,   0,  11, 3, 12.0,⑬⑨⑩, 4, 1,Ｊマルタカタキオン, 71,佐久間, 0.9, 77,   9,*  6, 9,263.6,⑩⑩⑨
 5, 6,Ａハロｰハロｰハロｰ, 57,浜中俊, 0.8, 38,  -2, -13, 1,  1.9, ⑥⑥, 5, 7, ニシノプライスレス,,佐久間,194.7,,,, 5, 17.7,⑥⑥⑥, 5, 5,Ｄメイショウサミット, 71,川須栄, 0.5, 71,*  4,   3, 4, 12.6,②②②, 5, 8,Ｇテツキセキ, 73,幸英明, 1.3, 77,  12,   1, 5, 22.8,⑨⑨⑧
 6, 7,Ｈフミノメルキオｰル, 40,太宰啓, 1.0, 31, -10,  -9, 6, 22.7, ⑪⑫, 6, 5, モチ,,高田潤,194.8,,,, 2,  3.3,⑨⑦⑦, 6,10,Ｆエｰラゴｰデオ, 70,国分恭, 0.6, 75,  -2,* 13, 8, 16.9,⑨⑪⑨, 6, 6,Ｄライコウテンユウ, 77,高倉稜, 1.4, 73,  12,  -3, 8, 81.6,⑥⑥⑥
 7,10,Ｌヤングエイト, 27,高倉稜, 1.0, 33, -13,  -7, 9,164.2, ⑬⑬, 7, 8, メジャｰテｰスト,,今村康,195.2,,,, 6, 24.6,②③③, 7, 7,Ｌアメイジングアスク, 61,川田将, 0.6, 74,   0,   9, 6, 14.2,⑧⑧⑥, 7,11,Ｉエｰシンクラウニン, 72,酒井学, 2.8, 63,  11, -13,10,334.8,⑦⑧⑩
 8,14,Ｋキセキノハナ, 35,野元昭, 1.1, 37,   2, -18, 8,107.8, ③③, 8,12, ツルマルビビッド,,黒岩悠,196.0,,,, 7, 26.4,⑧⑧⑧, 8, 1,Ａハンドインハンド, 78,小牧太, 0.6, 71,   1,   6, 1,  1.9,④④③, 8, 7,Ｆスマイルミッキｰ, 73,川田将, 2.8, 64,* 15, -19, 6, 40.3,③④④
