11年 6月25日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月25日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｊハロｰエフェクト, 43,池添謙,, 59,  -2,*  1, 6, 18.1, ⑥⑦, 1, 5,Ａセイプロスペリティ, 68,秋山真,, 63,* -1,* 11, 1,  2.4,②②②, 1, 7,Ｆサイズミックレディ, 53,四位洋,, 62,*  3,  -4, 2,  5.0, ①①, 1, 8,Ｈフレイムヘイロｰ, 51,荻野琢,, 71,* -9,  10, 4,  5.9, ①①
 2, 1,Ａトｰセンスタッフ, 62,吉田隼, 0.0, 66,*  9,  -6, 1,  2.0, ①①, 2, 1,Ｈナリタムｰンライト, 50,池添謙, 0.6, 59,* -2,   7, 4, 11.3,⑨⑤③, 2, 1,Ｃメトログリペン, 58,丸山元, 0.0, 62,  -1,   0, 3,  5.5, ③③, 2, 6,Ｇドリｰムピｰチ, 58,三浦皇, 0.2, 71, -15,* 14, 1,  2.8, ⑧⑦
 3, 4,Ｆディアエスペランサ, 48,藤岡佑, 0.3, 57,  -3,  -1, 3,  7.7, ⑦④, 3, 2,Ｇエｰシンハクレイ, 53,小林徹, 0.8, 60,* -1,   3, 7, 22.8,①①①, 3,11,Ｇチアフルアイズ, 52,藤岡佑, 0.0, 64,  -4,   4,10, 20.7, ⑥⑥, 3, 4,Ｂマックスストレイン, 67,木幡初, 0.3, 68, -14,  12, 3,  4.7, ⑤⑥
 4,12,Ｅミスモトヒメサン, 51,西村太, 0.5, 53,  -3,  -3, 8, 32.1, ⑧⑧, 4, 7,Ｅディｰエスラムｰル, 59,柴山雄, 1.0, 55,* -2,   4,10, 81.6,④③④, 4, 2,Ｉマルブツマスタｰ, 51,宮崎北, 0.1, 61, -12,*  9,12, 36.6, ⑩⑫, 4, 2,Ｃクリノスレンダｰ, 63,川島信, 0.4, 67, -17,* 13, 8, 43.1, ⑦⑧
 5, 7,Ｈマンボフェスタ, 47,藤田伸, 0.6, 52, -13,*  4, 7, 31.7, ⑪⑩, 5, 9,Ｉボンベイダック, 49,吉田隼, 1.2, 57,  -3,   4, 5, 13.9,⑥⑦⑧, 5,13,Ｄキョウワジョリｰ, 56,吉田隼, 0.2, 60, -11,*  8,13, 87.9, ⑫⑪, 5, 5,Ａマンダリンレイ, 70,吉田隼, 0.6, 64, -11,   6, 2,  3.2, ③③
 6, 8,Ｂラルガヴィｰタ, 58,三浦皇, 0.8, 52,   0,  -7, 2,  3.4, ⑤⑥, 6,12,Ｆサンマルヴィエント, 55,丸山元, 1.3, 55,  -3,   4, 8, 26.7,⑦⑧⑥, 6, 6,Ｌリトルエデン, 48,古川吉, 0.4, 57,  -7,   1, 4,  8.6, ⑧⑨, 6, 9,Ｄメジロソフィア, 62,柴山雄, 0.9, 60, -12,   3, 7, 21.8, ⑥④
 7, 3,Ｃミズｰラ, 57,的場勇, 0.8, 58,*  8, -13, 4,  9.7, ②②, 7,11,Ｃボンジュｰルリュウ, 60,三浦皇, 1.4, 54,  -2,   2, 6, 19.7,⑤⑥⑦, 7, 3,Ｊミスタｰブレイン, 51,木幡初, 0.6, 54,  -1,  -8,11, 30.7, ④④, 7, 7,Ｅネオヴェリｰベリｰ, 61,秋山真, 0.9, 58,*-10,   0, 6, 20.6, ②②
 8,11,Ｄデルマラクシュミｰ, 52,古川吉, 1.0, 47,  -8,  -4, 5, 17.6, ⑨⑨, 8, 4,Ｂヒラボクラッキｰ, 62,藤田伸, 1.7, 56,  -9,* 10, 2,  3.0,⑫⑬⑪, 8, 9,Ｈトウカイギアｰ, 51,的場勇, 0.6, 55,  -8,  -1, 9, 20.3, ⑨⑦, 8, 3,Ｆブルｰラヴ, 59,丸山元, 1.2, 56, -19,   5, 5, 15.5, ⑨⑨
