11年12月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美浦ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂカジキ, 60,柴田善,, 60,* 12,  -7, 1,  1.5, ①①, 1, 3, エｰシンマイトップ,,西谷誠,,,,, 1,  2.3,①①①, 1,16,Ｅエイブルサクセス, 72,木幡初,, 72,   2,*  9, 5,  7.1, ⑤⑤, 1,11,Ｃネオサクセス, 86,吉田豊,, 84,   1,* 29, 6, 15.2,⑫⑫⑫
 2, 2,Ａホライゾンブルｰ, 60,三浦皇, 0.9, 48,   6,  -9, 4, 10.6, ③③, 2, 4, ミラクルオブレナ,,高野和,196.0,,,, 3,  5.9,③②②, 2, 2,Ｃドロ, 79,横山典, 0.2, 71,  -1,* 11, 2,  3.8, ⑦⑦, 2, 7,Ｈアカンサス, 80,後藤浩, 0.2, 80,   6,  15, 1,  3.0,⑤⑤⑤
 3, 1,Ｅヒシラストレディ, 49,武士沢, 1.4, 42,   0,  -7, 5, 17.3, ⑩⑦, 3,12, マイネルパルティア,,柴田大,196.3,,,, 4,  7.1,④③③, 3, 5,Ｄオリオンザポラリス, 73,田辺裕, 0.2, 71,   2,   8, 3,  4.7, ④④, 3, 1,Ａプレイ, 88,田辺裕, 0.4, 77,*  7,  10, 2,  3.5,③③④
 4,11,Ｆコスモレイラ, 47,柴田大, 1.4, 41,  -4,* -4, 6, 35.3, ⑮⑮, 4, 7, ヴィｰヴァシャトル,,江田勇,196.4,,,, 5, 12.0,⑥⑥④, 4,10,Ｂセイウンアスラン, 81,石橋脩, 0.7, 66,  -1,   6, 1,  3.1, ⑨⑧, 4, 9,Ｉアキノカウンタｰ, 77,木幡初, 0.5, 76,*  9,   7,11,167.0,①①①
 5, 3,Ｊミルテ, 43,丸山元, 1.5, 40,  -6,* -3,10,103.7, ⑯⑯, 5,13, ダイバｰシティ,,横山義,196.5,,,, 2,  4.5,⑦⑤⑤, 5,14,Ａリンガスクリフ, 81,柴田善, 0.7, 66,*  3,   2, 4,  5.5, ②②, 5, 6,Ｇニシノメイゲツ, 81,坂井英, 0.5, 78,   5,  15, 5, 13.4,⑧⑨⑧
 6,15,Ｐエピクリオス, -7,後藤浩, 1.5, 40,   3, -12, 7, 44.1, ⑥⑨, 6, 8, トウシンボルト,,中村将,196.6,,,,10, 40.9,⑤⑦⑦, 6,11,Ｆヒショウ, 69,嶋田純, 1.1, 62,  -8,*  9, 6, 30.6, ⑯⑯, 6, 5,Ｆシルクアｰネスト, 83,幸英明, 0.6, 76,   6,  11, 3,  4.4,⑦⑥⑥
 7, 8,Ｇガルディアン, 46,幸英明, 1.8, 38,   1, -12,11,106.5, ⑨⑧, 7, 9, ブライティアアｰス,,蓑島靖,197.2,,,, 6, 17.1,⑪⑧⑧, 7,13,Ｎサクラベッシｰ, 54,秋山真, 1.4, 60,  -4,   3, 9, 73.4, ⑭⑫, 7,12,Ｅデンコウオクトパス, 84,石橋脩, 0.6, 77,   5,  14, 9, 23.8,⑩⑩⑨
 8,10,Ｄナムラプラトｰン, 55,嶋田純, 1.8, 43,* 11, -22, 3,  9.4, ②②, 8, 6, ジュヌドラゴン,,山本康,197.8,,,, 9, 37.1,⑨⑩⑨, 8, 6,Ｋトレノソルｰテ, 55,武士沢, 1.4, 59,  -4,   3,14,195.4, ⑬⑮, 8,10,Ｌモズ, 68,田中勝, 0.6, 74,*  8,   6, 8, 20.6,②②②
