11年 4月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,荒川峡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅマイネルマルゴｰ, 59,丹内祐,, 60,* -1,  -5, 5, 10.4,②②①, 1,11,Ｄバンブｰマンユｰ, 57,松山弘,, 61,   2,  -4, 2,  4.1, ⑤⑥, 1,11,Ａロｰレルカンタｰタ, 80,横山和,, 75,   2,* 14, 3,  5.6,⑦⑧④, 1,10,Ｌシャンギロンゴ, 59,田辺裕,, 77,   2,* 15, 3,  7.4, ⑩⑪
 2, 7,Ａトウショウカムイ, 64,石橋脩, 0.0, 57,  -2,  -3, 4,  5.3,④③③, 2,13,Ａジュライザセヴンス, 61,古川吉, 0.1, 59,   2,  -4, 1,  3.1, ⑥⑤, 2, 8,Ｃバイオレントナイト, 74,松山弘, 0.3, 75,*  4,*  9, 2,  5.0,⑥③③, 2, 3,Ａサクラボｰルド, 78,津村明, 0.2, 75,*  5,   5, 2,  5.2, ⑥⑤
 3,11,Ｆイキナヤツ, 58,勝浦正, 0.2, 58,  -4,*  0, 6, 15.8,⑨⑨⑦, 3,10,Ｆシャドｰボｰル, 53,藤岡康, 0.4, 57,   3,  -9, 7, 19.9, ④③, 3, 6,Ｂトウカイノｰマル, 79,平野優, 0.8, 69,*  4,   2, 4,  7.7,③②②, 3, 2,Ｆゼロチョウサン, 73,吉田隼, 0.2, 76,   4,*  8, 5,  8.0, ⑧⑦
 4, 5,Ｂスリｰプレシャス, 61,川須栄, 0.2, 57,  -5,*  1, 1,  2.7,⑪⑩⑨, 4,15,Ｌナリタワイルド, 34,芹沢純, 0.4, 56,   0,  -6,15,211.3, ⑦⑦, 4,10,Ｄコンヴィヴィオ, 73,高倉稜, 1.0, 66,*  5,  -1, 8, 17.1,①①①, 4, 4,Ｈカルトマリｰヌ, 69,西田雄, 0.5, 72,*  5,   0,10, 80.8, ④④
 5, 1,Ｄエｰスチョウサン, 60,吉田隼, 1.1, 54,  -2, -10, 2,  4.7,⑥⑤⑤, 5,12,Ｉプリティｰマッハ, 47,村田一, 0.6, 52, -12,*  5, 8, 42.3, ⑭⑬, 5, 7,Ｅベストフェット, 72,黛弘人, 1.3, 67,  -1,*  8, 1,  4.5,⑬⑭⑨, 5, 8,Ｂカワキタコマンド, 78,丸山元, 0.5, 71,*  5,   0, 6,  9.3, ⑨⑧
 6, 3,Ｃアルマニャック, 60,中舘英, 1.1, 50,  -3, -11, 3,  4.9,⑧⑥⑥, 6, 8,Ｅチャｰミングロック, 54,西田雄, 0.6, 56,*  5, -12, 6, 19.2, ②②, 6, 9,Ｈガッチリガッチリ, 66,川須栄, 1.6, 64,   2,   1, 5,  8.0,⑩⑦⑥, 6, 7,Ｅアキノカウンタｰ, 74,鮫島良, 0.7, 70,*  6,  -5, 4,  7.8, ③③
 7, 8,Ｊロｰレルアリエス, 52,森一馬, 1.5, 47,  -2, -16, 9, 62.4,⑤④④, 7, 6,Ｊフルｰツマウンテン, 46,勝浦正, 0.8, 52,  -3,  -5, 9, 47.7, ⑩⑨, 7, 4,Ｆナンヨｰスラッガｰ, 70,森一馬, 1.6, 65,   1,   3, 7, 10.5,⑨⑨⑩, 7, 5,Ｊスプリングナイル, 61,大野拓, 0.8, 70,   2,   0,13,196.1, ⑦⑨
 8, 2,Ｉドゥルキス, 55,水口優, 1.7, 47,  -6, -10,10,109.9,⑦⑪⑩, 8, 1,Ｇカシノマイラヴ, 53,二本柳, 1.1, 49,  -4,  -8,12, 64.9, ⑨⑩, 8, 2,Ｉブランジェリｰナ, 66,杉原誠, 2.6, 58,   2,  -7, 6,  8.1,⑤⑥⑪, 8,13,Ｃナムラアｰガス, 77,古川吉, 0.8, 69,   2,   0, 8, 12.1, ⑫⑫
