11年12月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企救丘特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａスタンドバイミｰ, 62,中舘英,, 55,*  1,*  2, 1,  1.9,⑦④⑤, 1, 7,Ｈダブルイｰグル, 63,秋山真,, 73,   1,* 18, 7, 20.6,⑪⑨⑥, 1, 2,Ａオｰミレイライン, 74,畑端省,, 66,*  2,   2, 2,  3.9, ②②, 1, 5,Ｂモエレジュンキン, 75,黛弘人,, 84,*  5,* 26, 1,  3.6,①①①
 2, 3,Ｅヤマニンメダイユ, 53,田中健, 0.1, 56,*  2,  -1, 3,  7.8,①①①, 2, 6,Ｅレジアｰネ, 68,杉原誠, 0.1, 71,   3,  13, 1,  3.1,④②②, 2, 5,Ｈパシャ, 58,杉原誠, 0.2, 64,  -6,*  6, 9, 82.6, ⑥⑦, 2, 3,Ｄアルバトン, 74,柴原央, 0.7, 77,*  5,  20, 3,  4.1,⑧②②
 3, 9,Ｈシゲルマンゴｰ, 47,高倉稜, 0.6, 50,*  2,  -4, 7, 21.1,②②②, 3, 5,Ｄシベリアンファクト, 71,西田雄, 0.4, 68,   2,  12, 5, 12.1,⑧⑥④, 3, 3,Ｂビッグヒｰロｰ, 69,中舘英, 0.2, 64,   0,   1, 1,  2.9, ③③, 3, 4,Ａウォｰタｰサムデイ, 76,北村友, 1.1, 75,   1,  24, 4,  4.8,⑥⑧⑥
 4,15,Ｍチョウウン, 39,横山和, 0.6, 50,*  2,  -4,14,214.0,④③③, 4, 3,Ｂヒノモトイチバン, 72,国分優, 0.5, 69,   1,  13, 3,  3.8,⑦⑧⑦, 4, 1,Ｅサクラデスティニｰ, 60,川須栄, 0.2, 64,*  2,   0, 5,  9.7, ①①, 4, 1,Ｃクオリティタイム, 74,太宰啓, 1.3, 76,  -1,* 27, 5,  7.1,⑨⑨⑨
 5, 5,Ｆジョウノメジャｰ, 51,吉田隼, 0.9, 48,  -1,  -2, 6, 18.0,⑥⑥④, 5, 8,Ａタガノエテルネル, 72,川須栄, 0.6, 68,   3,   9, 2,  3.7,⑨③③, 5, 8,Ｉアスタｰウィング, 56,藤懸貴, 0.4, 61,  -6,   3, 4,  6.2, ⑤④, 5, 9,Ｈコイスキャｰレ, 68,国分優, 1.5, 70,   4,  15, 9,105.8,③③③
 6, 6,Ｂアリスマイン, 58,川須栄, 1.0, 48,  -1,  -4, 2,  5.6,⑩⑦⑥, 6,11,Ｊシンボリアミアン, 60,小林慎, 0.6, 66,*  5,   3, 6, 16.1,①①①, 6, 9,Ｃアンピトリｰテ, 66,黛弘人, 0.5, 61,  -4,   1, 3,  4.1, ④⑤, 6, 2,Ｉキクノキセキ, 59,川須栄, 1.7, 71,   2,  17, 2,  4.0,②⑤⑤
 7, 7,Ｋマイネルバルビゾン, 43,丹内祐, 1.3, 48,  -7,*  4,11, 62.5,⑪⑯⑯, 7, 1,Ｋマイネルマルゴｰ, 58,丹内祐, 0.9, 67,   1,  10,10, 98.1,⑤⑦⑨, 7, 4,Ｇチェリｰソウマ, 58,太宰啓, 0.5, 59,  -9,   4, 6, 14.8, ⑦⑥, 7, 8,Ｅコスモイフリｰト, 71,丹内祐, 1.9, 70,   3,  13, 6, 15.6,④④④
 8, 4,Ｉタガノボックス, 46,古川吉, 1.5, 43,  -4,  -1, 8, 34.5,⑯⑭⑭, 8, 4,Ｃナンヨｰスラッガｰ, 72,上村洋, 1.5, 61,   2,   3, 4,  9.3,⑥⑤⑤, 8, 7,Ｆデステニｰアロｰ, 58,宮崎北, 0.6, 59, -17,*  9, 8, 56.9, ⑨⑨, 8, 6,Ｆサダムトウコン, 70,吉田隼, 2.1, 67,   1,  14, 8, 46.7,⑦⑦⑧
