11年 4月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｆミヤビヘレネ, 50,内田博,, 60,*  1,   3, 3,  5.4, ①①, 1, 5,Ｂモルフェメイト, 72,武士沢,, 71,   4,*  5,10, 26.9, ⑩⑨, 1,16,Ｄトゥリオンファｰレ, 80,福永祐,, 75,   8,  -5, 1,  3.9, ⑬⑩, 1,12,Ｂキクノアポロ, 90,岩田康,, 85,  14,* 15, 1,  2.8,⑤⑥④
 2,15,Ａレッツマンボウ, 62,柴山雄, 0.0, 59,* -1,*  5, 2,  4.4, ④③, 2,16,Ｄジャマイカジョｰ, 71,石橋守, 0.2, 71,   5,   2,12, 32.0, ⑨⑦, 2,17,Ｍリアルハヤテ, 72,藤岡佑, 0.0, 78,   2,*  7,13, 68.4, ⑱⑱, 2, 6,Ａリバティバランス, 91,内田博, 0.2, 83,  14,* 13, 2,  3.1,⑦⑧⑦
 3,10,Ｄトｰアシシイ, 60,松岡正, 0.2, 58,  -4,*  6, 5,  7.7, ⑨⑦, 3,10,Ｊダッシャｰワン, 67,佐藤哲, 0.3, 69,   6,  -1, 4,  7.0, ⑦⑥, 3,10,Ｆドリｰムカトラス, 78,佐藤哲, 0.0, 73,   7,  -3, 4,  9.4, ⑧⑪, 3,11,Ｍロｰレルレヴァｰタ, 82,秋山真, 0.2, 82,  13,* 15, 9, 36.4,⑩⑩⑧
 4, 8,Ｌマウントフジ, 26,福永祐, 0.6, 56,  -2,   2,12, 54.6, ⑤⑥, 4,15,Ｃコｰンドリｰ, 72,三浦皇, 0.3, 69,   6,  -1, 2,  5.6, ⑥④, 4, 9,Ｒドリｰムガｰドナｰ, 67,岩田康, 0.0, 77,   4,*  2, 8, 20.2, ⑯⑮, 4, 5,Ｆディアビリｰヴ, 87,三浦皇, 0.3, 82,  14,  13, 8, 35.6,⑥⑦⑤
 5, 2,Ｇプットオンザリッツ, 49,岩田康, 0.7, 55,  -7,*  5, 6, 11.4, ⑩⑩, 5, 9,Ａホｰマンルッツ, 72,池添謙, 0.4, 67,   3,   2, 6,  8.4, ⑫⑩, 5, 7,Ｈケｰプタウンシチｰ, 76,蛯名正, 0.0, 75,   9,  -5, 9, 21.2, ⑦⑨, 5, 4,Ｏロｰドアリエス, 74,北村宏, 0.8, 77,* 17,   3, 5, 14.9,②②①
 6, 7,Ｅサクラメアリ, 55,吉田隼, 0.9, 54,  -1,  -2, 9, 25.2, ③⑤, 6, 7,Ｈジョｰアカリン, 67,古川吉, 0.6, 67,   4,  -1, 3,  6.8, ⑧⑫, 6, 1,Ｑノｰスリヴァｰ, 67,木幡初, 0.1, 74,   8,  -6,17,225.3, ⑨⑧, 6,14,Ｅプレシャスジェムズ, 89,吉田隼, 0.9, 80,  15,   6, 3,  6.0,④⑤⑥
 7,12,Ｃクｰルグラン, 61,国分優, 0.9, 52,*  0,  -4, 4,  7.5, ②②, 7,13,Ｉサンバホイッスル, 67,吉田豊, 0.6, 67,* 10,  -8,14, 46.9, ②②, 7, 8,Ａエスジｰストリｰム, 83,国分優, 0.1, 72,   7,  -5, 5, 11.9, ⑫⑫, 7,13,Ｉミダｰスタッチ, 87,藤田伸, 0.9, 79,  12,  11, 4, 13.4,⑪⑬⑩
 8,16,Ｂセクシイスイｰト, 61,蛯名正, 1.0, 50,  -3,  -3, 1,  3.6, ⑥④, 8, 8,Ｋサトノティアラ, 67,藤田伸, 0.8, 62,  -3,*  3, 5,  8.4, ⑭⑬, 8,13,Ｅハｰティンハｰト, 79,三浦皇, 0.1, 73,   8,  -8, 6, 17.8, ⑥⑥, 8,10,Ｊトｰセンスタｰン, 84,和田竜, 0.9, 80,  13,   9,10, 45.8,⑨⑪⑫
