11年 5月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,錦ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｅタガノルビコン, 45,国分恭,, 59,  -1,* -6, 4,  7.1, ④④, 1, 4,Ｄヒラボクビクトリｰ, 58,ウィリ,, 58,*  6,  -7, 6, 17.1,①①①, 1,15,Ｈルナフライト, 67,浜中俊,, 71,   4,   5,15, 94.1, ⑥⑥, 1, 7,Ｃガンダｰラ, 82,和田竜,, 84,  15,*  5, 2,  4.7, ⑧⑧
 2, 1,Ｂヒュｰストニア, 57,浜中俊, 0.6, 54,  -1, -10, 2,  3.0, ⑤⑤, 2,15,Ａマコトサンパギｰタ, 72,横山典, 0.3, 57,   3,* -3, 1,  2.0,⑥⑧⑦, 2, 9,Ｇヤマカツハクリュウ, 68,小林徹, 0.0, 71,   2,   7,12, 44.3, ⑦⑦, 2,14,Ａブレイブファイト, 85,岩田康, 0.0, 83,  18,   1, 1,  2.7, ⑥⑥
 3, 2,Ｃラッシュトウショウ, 56,国分優, 0.9, 49,  -7,  -8, 5, 13.5, ⑨⑧, 3,14,Ｑスマッシュスマイル, 32,岩田康, 0.4, 57,   1,* -1, 3,  9.0,⑨⑩⑨, 3, 8,Ｋビスカヤ, 65,国分優, 0.1, 70,   2,   6,13, 55.7, ⑧⑧, 3,10,Ｋベストクルｰズ, 77,内田博, 0.0, 84,  17,   2, 4, 10.7, ⑤⑤
 4,11,Ｄファルブキング, 52,安藤光, 0.9, 47, -13,* -2, 9,111.6, ⑭⑭, 4,17,Ｂイイデジャパン, 62,幸英明, 0.5, 55,*  5, -11, 2,  3.3,③③③, 4,12,Ａプリムｰル, 79,ウィリ, 0.1, 70,   1,   9, 3,  5.3, ⑩⑨, 4, 2,Ｅドリｰムゼロワン, 80,ウィリ, 0.1, 79,  17,  -1, 6, 11.9, ④④
 5, 6,Ａウォｰタｰリッパｰ, 62,内田博, 1.0, 50,*  1, -17, 1,  2.5, ①①, 5,11,Ｇリコウ, 54,丹内祐, 0.6, 56,   4, -10, 7, 41.2,⑤⑤⑤, 5, 7,Ｉパスピエ, 66,藤懸貴, 0.2, 67,* 11,  -7, 7, 16.9, ①①, 5, 6,Ｂマルカベスト, 83,池添謙, 0.2, 80,  15,   2, 5, 11.6, ⑦⑦
 6,16,Ｊダイゴテンリュウ, 37,渡辺薫, 1.2, 45, -10,  -7, 8, 66.9, ⑫⑫, 6,10,Ｈパｰプルテンリュ, 51,小坂忠, 0.8, 52,   1,  -8,13,140.2,⑫⑨⑩, 6,11,Ｑルアｰズストリｰト, 59,内田博, 0.4, 68,  -3,   9, 6, 12.8, ⑬⑬, 6, 1,Ｄサクラネクスト, 82,小牧太, 0.4, 79,  11,*  6,10, 23.8, ⑭⑬
 7,13,Ｇタマモカルメン, 41,田中健, 1.5, 45,  -1, -18,10,124.4, ⑥⑥, 7, 2,Ｋラシアンウッズ, 47,内田博, 0.8, 53,   4, -14, 4, 10.1,④④④, 7,16,Ｂテキｰラ, 76,花田大, 0.4, 67,  -2,   7, 1,  4.3, ⑯⑪, 7,15,Ｈバブルウイズアラン, 78,幸英明, 0.4, 78,* 19,  -8, 8, 18.9, ③③
 8, 8,Ｉバｰネット, 38,荻野要, 1.6, 45,  -1, -19,12,217.8, ③③, 8, 1,Ｅマｰティンジｰン, 57,北村宏, 0.8, 53,   1,  -6,10, 81.1,⑧⑪⑪, 8, 4,Ｊマリエンベルク, 66,和田竜, 0.4, 66,*  7,  -5, 8, 20.7, ④④, 8, 5,Ｎケンブリッジエル, 72,江田照, 0.5, 77,  12,   2,12, 66.1, ⑫⑪
