11年 3月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 3月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 3 歳ｵｰﾌﾟﾝ 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,若葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂシシリアンブリｰズ, 64,藤岡佑,, 69,*  0,*  5, 1,  2.7,①①①, 1, 9, ナムラチェンジ,,植野貴,,,,, 1,  3.3,⑦⑤②, 1,11,Ｍエｰシンジャッカル, 56,岩田康,, 76,   6,*  1, 2, 10.0, ⑨⑧, 1,12,Ｌダノンミル, 71,浜中俊,, 91,  16,*  3,12, 51.4,⑤④③
 2, 5, クラベス,---,平野優, 1.0, 62,  -4,*  4, 8, 26.4,⑫⑬⑪, 2, 3, バトルブリンディス,,高田潤,202.9,,,, 2,  3.7,③①①, 2, 9,Ｈベリアル, 63,伊藤直, 0.1, 76,   7,* -1, 9, 34.8, ⑧⑦, 2,13,Ｊカフナ, 71,丸山元, 0.1, 88,* 17,  -1, 5, 13.2,②②②
 3,14,Ｈテイエムオニキス, 56,和田竜, 1.0, 62,* -1,  -3,11, 53.0,②②②, 3, 1, サｰストンムｰン,,平沢健,204.0,,,, 8, 34.3,⑤⑦⑥, 3,13,Ｋハワイアンシュガｰ, 58,吉田隼, 0.5, 69,   1,*  2,13,112.7, ⑫⑩, 3, 4,Ａダノンシャｰク, 84,リスポ, 0.2, 90,  15,*  5, 2,  2.9,⑪⑨⑥
 4, 2,Ｅツクバオトメ, 61,柴田善, 1.0, 61,  -5,*  6, 7, 25.2,⑮⑭⑫, 4, 7, タニノディキディキ,,小坂忠,204.1,,,, 3,  4.9,⑧⑧⑧, 4, 2,Ａハブルバブル, 75,リスポ, 0.5, 72,* 12, -14, 1,  1.5, ②②, 4, 8,Ｂユニバｰサルバンク, 83,四位洋, 0.6, 86,  13,   2, 1,  2.7,⑫⑬⑪
 5,15,Ｄパイクスピｰク, 62,熊沢重, 1.0, 62,  -2,  -2, 3,  4.8,⑥⑤⑤, 5, 6, ヴェルトマイスタｰ,,横山義,204.5,,,, 4,  5.7,④③④, 5,14,Ｆシゲルシャチョウ, 64,小牧太, 0.9, 63,  -3,*  0, 4, 11.7, ⑭⑫, 5, 5,Ｏアドマイヤラクティ, 67,藤岡佑, 0.8, 86,  12,*  4,10, 34.3,⑭⑮⑫
 6, 1,Ａブラックアテナ, 64,内田博, 1.1, 63,  -5,*  5, 2,  3.2,⑨⑪⑬, 6,11, ジェンティリティｰ,,林満明,204.6,,,, 5, 12.0,②④⑦, 6, 6,Ｇコットンフィｰルド, 64,秋山真, 1.1, 62,   0,  -5,12, 83.8, ⑬⑬, 6, 1,Ｃコンノｰト, 80,吉田豊, 0.8, 84,  13,   0,11, 46.8,⑬⑭⑨
 7,13,Ｌラプスドｰル, 48,川田将, 1.2, 61,  -1,  -3,12, 73.8,③④③, 7, 2, テイエムブユウデン,,岩崎祐,204.7,,,, 7, 31.3,⑥⑥⑤, 7, 3,Ｊパワフルキリシマ, 58,四位洋, 1.5, 60,   7, -19,11, 46.1, ⑤⑥, 7, 3,Ｅサトノタイガｰ, 77,的場勇, 0.9, 82,  14,  -3, 8, 27.9,⑩⑩⑬
 8, 3,Ｇロブストニケ, 56,国分優, 1.5, 59,  -3,  -2, 9, 28.4,⑦⑨⑦, 8, 8, シャロｰム,,西谷誠,205.6,,,, 6, 13.9,⑩⑩⑨, 8,10,Ｌツインテｰル, 57,川田将, 1.5, 58,   0, -12, 8, 30.7, ⑩⑪, 8, 9,Ｉタツミリュウ, 71,幸英明, 1.2, 79,  15, -10,15,230.0,⑦⑦⑦
 9,12, スズカレディ,---,花田大, 1.9, 57,  -7,   2,14,161.9,⑯⑯⑯, 9, 5, スズカコネクション,,北沢伸,205.8,,,,12, 98.6,⑨⑨⑩, 9, 1,Ｄヤサカシャイニｰ, 68,内田博, 1.6, 62,* 16, -32, 6, 16.0, ①①, 9, 6,Ｄリキサンマックス, 77,柴原央, 1.5, 76,* 19, -22, 3,  8.7,①①①
10,11,Ｋヒダカアルテミス, 50,吉田隼, 2.2, 55,  -2,  -9, 5, 17.9,⑧⑦⑧,10, 4, エリモサリュｰト,,今村康,206.1,,,, 9, 41.6,①②③,10, 4,Ｃハピシン, 71,国分優, 1.8, 55,   8, -26, 3, 11.0, ④④,10, 2,Ｍミレニアルドリｰム, 70,横山典, 1.8, 72,  16, -21, 9, 29.1,④③⑤
11, 7,Ｃグジョウハチマン, 62,北村宏, 2.3, 52,  -2, -10, 6, 23.6,⑪⑧⑨,11,12, シゲカツパワｰ,,中村将,207.9,,,,14,187.5,⑪⑪⑪,11, 5,Ｉフィジｰクルｰズ, 58,的場勇, 1.9, 54,   4, -21,14,234.4, ⑦⑨,11,10,Ｐマイネルグラｰド, 58,松岡正, 2.0, 72,  12, -16,13,126.2,⑮⑫⑭
12, 6,Ｊハロｰエフェクト, 54,国分恭, 2.3, 56,  -4,  -6,13,122.5,⑩⑫⑩,12,10, ベストオｰカン,,五十嵐,210.2,,,,10, 43.0,⑬⑬⑬,12,15,Ｂコンプリｰト, 72,吉田豊, 2.0, 53,   8, -29, 5, 14.3, ⑥⑤,12,15,Ｈヒラボクインパクト, 72,北村宏, 2.2, 69,  16, -28, 6, 18.3,⑥⑥④
13, 9,Ｆソルシエｰル, 58,浜中俊, 2.3, 52,* -1, -13,10, 31.2,⑭③④,13,14, ニｰニョデルシエロ,,浜野谷,210.3,,,,13,125.7,⑫⑫⑫,13, 7,Ｎデシリオン, 54,江田照, 2.9, 44,  -4, -25,10, 44.7, ⑪⑭,13, 7,Ｋヴェルデグリｰン, 71,内田博, 2.5, 68,  15, -28, 7, 24.7,⑧⑧⑩
14,16,Ｉフィエラメンテ, 55,リスポ, 3.9, 42,  -1, -25, 4, 15.2,④⑥⑥,,,,,,,,,,,,,14, 8,Ｅサンライズポパイ, 66,池添謙, 3.2, 41,* 12, -48, 7, 19.1, ③③,14,14,Ｆナムラダイキチ, 76,小林徹, 2.6, 65,  16, -33,14,199.8,③⑤⑧
15, 4,Ｍキモングリｰン, 32,大庭和, 4.4, 41,  -5, -18,15,203.4,⑬⑮⑮,,,,,,,,,,,,,15,12,Ｏコアレスバトラｰ, 50,吉田稔, 3.3, 42, -11, -18,16,529.1, ⑮⑮,15,11,Ｎコスモヘイガｰ, 69,和田竜, 2.8, 65,  12, -24, 4, 11.2,⑯⑯⑮
