11年 3月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 3月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,はなのき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｆキョウエイプラウド, 53,勝浦正,, 59,   0,* -1, 7, 17.3, ⑤⑤, 1, 2,Ｋアンバｰシェｰド, 54,丸山元,, 73, -12,* 20, 6,  9.8,⑥⑥⑤, 1, 6,Ｂエｰシングレｰソロ, 77,高倉稜,, 79,   9,* 10, 1,  3.2,⑫④④, 1,13,Ｄメモリアルイヤｰ, 68,宮崎北,, 72,* -1,   4, 6,  9.4, ①①
 2, 7,Ｂペプチドサファイア, 62,上村洋, 0.0, 60,   2,  -2, 2,  4.3, ④④, 2, 9,Ｆデットシｰピサ, 61,川須栄, 0.0, 72,* -9,  15, 2,  6.5,①①②, 2, 2,Ｇスマｰトイｰグル, 70,田中勝, 0.0, 81,* 11,   6, 7, 31.0,⑩③②, 2, 8,Ｈメイショウツガル, 64,酒井学, 0.2, 70,  -6,   7, 7,  9.7, ⑦④
 3,14,Ａシゲルヒラシャイン, 65,川須栄, 0.0, 60,   0,* -1, 1,  4.3, ⑥⑥, 3, 8,Ｇタガノキズナ, 60,高倉稜, 0.1, 71,*-11,* 15, 8, 11.0,③②①, 3, 7,Ｄマイネルトレｰス, 74,丹内祐, 0.1, 82,   8,* 15, 5,  8.3,⑮⑩⑧, 3,11,Ｂピルケンハンマｰ, 69,石橋脩, 0.4, 68, -14,* 12, 1,  4.3, ⑪⑪
 4,13,Ｅマウシャｰレ, 61,渡辺薫, 0.0, 61,*  5,  -3, 4,  6.4, ③③, 4,12,Ａシｰドダイレクト, 63,田辺裕, 1.1, 57, -14,   7, 7, 10.1,⑪⑨⑥, 4,12,Ａリキサンヒｰロｰ, 78,大野拓, 0.1, 80,   9,* 12, 3,  4.2,⑪⑦⑥, 4, 1,Ｉベストクロｰン, 61,丸山元, 0.5, 66, -18,* 15, 4,  6.9, ⑭⑭
 5, 6,Ｄグランドシャｰプ, 61,西田雄, 0.4, 55,  -6,*  1, 5,  8.2, ⑧⑧, 5,11,Ｅカシノウィンド, 62,田中勝, 1.1, 59,*-11,   3, 3,  7.7,④④④, 5, 4,Ｅアテンボｰイ, 72,田辺裕, 0.6, 76,   9,   7, 6, 20.8,⑥⑥⑤, 5, 2,Ｎアポロジェニｰ, 53,小野寺, 0.6, 64,  -4,   1,12, 89.5, ④⑤
 6, 8,Ｇクラウンハイパｰ, 51,宮崎北, 0.5, 54,*  5,  -8, 6,  8.4, ②②, 6, 3,Ｌテイエムバカラ, 54,丸田恭, 1.2, 62, -15,  11,11, 44.4,⑭⑮⑩, 6, 1,Ｈマイネルプエルト, 70,丸山元, 1.5, 71,* 11,  -6, 4,  7.4,①①①, 6,14,Ｅジョｰアラマｰト, 68,北村友, 0.6, 63, -13,   8, 3,  6.3, ⑬⑫
 7, 3,Ｃシゲルテイトク, 62,高倉稜, 0.6, 52,*  5, -10, 3,  4.4, ①①, 7, 1,Ｃエリモロワイヤル, 62,川島信, 1.3, 63, -15,  10, 5,  8.8,⑩⑭⑭, 7, 8,Ｎセイカペガサス, 64,北村友, 1.7, 71,   8,   2,12, 80.3,⑦⑫⑨, 7,12,Ｃアグネスアンジュ, 68,勝浦正, 0.7, 61,  -9,   3, 8, 17.6, ⑩⑨
 8,11,Ｈハテナキユメ, 47,水口優, 0.9, 50,  -4,  -6,11,100.4, ⑦⑦, 8,13,Ｂレッドシェリフ, 63,上村洋, 1.4, 57, -13,   3, 1,  3.6,⑨⑧⑧, 8, 3,Ｌホｰプダイナスティ, 66,丸田恭, 2.2, 68,   8,  -2,13, 81.3,⑬⑬⑫, 8,10,Ａミスタｰマスタｰド, 71,野元昭, 1.2, 56,  -8,  -3, 5,  7.7, ⑨⑧
 9, 9,Ｊコウエイライト, 37,丸山元, 1.3, 45, -11,  -5, 8, 19.7, ⑨⑨, 9, 6,Ｉマｰティンジｰン, 56,渡辺薫, 1.5, 58, -14,   3,13,104.5,⑧⑪⑨, 9,15,Ｃタガノザイオン, 76,川須栄, 2.4, 66,* 11, -14, 2,  3.8,⑤②③, 9, 7,Ｍアスタｰウィング, 54,渡辺薫, 1.2, 58,  -5,  -5,14,116.2, ⑥⑥
10, 1,Ｉバトルドゥｰマ, 43,川島信, 1.7, 40, -17,  -5, 9, 44.1, ⑩⑩,10,14,Ｍムｰンパイロット, 49,宮崎北, 1.6, 52,*-10,  -7,10, 21.5,②③③,10, 5,Ｉメルシｰエイタイム, 70,小野寺, 2.5, 66,   8,  -6,15,194.8,⑯⑪⑪,10,16,Ｆエｰティｰガンダム, 66,高倉稜, 1.3, 55,* -3, -10, 2,  4.8, ③③
11, 2,Ｋカシノラム, 27,二本柳, 2.4, 32, -21,  -9,12,150.8, ⑪⑪,11,10,Ｈハｰドポケット, 58,花田大, 1.9, 51, -13,  -3, 9, 15.0,⑦⑫⑫,11,10,Ｊマックスドｰズ, 68,伊藤工, 3.0, 66,   6,  -1, 9, 56.8,⑨⑮⑮,11, 4,Ｐカシノアクセル, 50,加藤士, 1.5, 53,  -8,  -7,16,431.0, ⑧⑩
12,10, メイショウヨシユキ,---,飯田祐, 4.4, 12, -23, -25,10, 75.0, ⑫⑫,12, 5,Ｏニシノマッシグラ, 38,丹内祐, 2.1, 49, -12,  -8,15,479.4,⑫⑤⑦,12,14,Ｋデンコウアルセウス, 68,川島信, 3.2, 63,   9, -13,11, 79.6,⑧⑧⑩,12,15,Ｊハノハノ, 60,水口優, 1.5, 53,* -3, -12,13, 89.8, ②②
13,12,Ｌカシノケｰプ, 20,小島太, 4.5, 12, -28, -21,14,560.3, ⑬⑬,13, 7,Ｐスカイミラクル, 33,大野拓, 2.3, 49, -15,  -5,14,188.8,⑮⑬⑪,13, 9,Ｆアイアムイルシオン, 70,上村洋, 3.6, 60,   9, -20, 8, 41.7,②⑤⑦,13, 6,Ｌカノヤハヤブサ, 55,山口勲, 1.5, 52,  -6, -10,15,346.7, ⑤⑦
14, 4,Ｍダンダン, 14,丹内祐, 5.2,  1, -46, -18,13,323.9, ⑭⑭,14,16,Ｎディヴァインクレア, 46,長谷川, 2.3, 43, -12, -12,12, 74.1,⑤⑦⑬,14,13,Ｐニチリン, 62,西村太, 4.1, 58,   7, -17,10, 77.2,④⑭⑭,14, 9,Ｏヨイチサｰクル, 51,丹内祐, 1.6, 51, -13,  -5,11, 52.4, ⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｍアタゴペガサス, 66,石橋脩, 4.4, 56,   8, -22,16,348.3,⑭⑨⑬,15, 5,Ｇエｰシンプリｰマ, 65,太宰啓, 1.8, 50, -22,   2, 9, 29.3, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｏピカピカテッタ, 63,太宰啓, 7.8, 45,   5, -41,14, 93.1,③⑯⑯,16, 3,Ｋサンライトムｰン, 58,田中勝, 3.4, 27, -29, -12,10, 29.7, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,730円 複勝:05=360円 07=160円 14=170円 枠連:920円",,,,,,,,,,,,"単勝:980円 複勝:02=340円 09=230円 08=300円 枠連:1,340円",,,,,,,,,,,,単勝:320円 複勝:06=150円 02=480円 07=260円 枠連:920円,,,,,,,,,,,,"単勝:940円 複勝:13=400円 08=290円 11=190円 枠連:2,210円",,,,,,,,,,,
"馬連:3,110円 ワイド:05-07=1,050円 05-14=980円 07-14=400円",,,,,,,,,,,,"馬連:3,290円 ワイド:02-09=1,220円 02-08=1,490円 08-09=790円",,,,,,,,,,,,"馬連:4,370円 ワイド:02-06=1,770円 06-07=400円 02-07=2,910円",,,,,,,,,,,,"馬連:6,210円 ワイド:08-13=2,300円 11-13=1,220円 08-11=790円",,,,,,,,,,,
"馬単:7,620円 3連複:4,540円 3連単:41,750円",,,,,,,,,,,,"馬単:6,720円 3連複:7,460円 3連単:39,320円",,,,,,,,,,,,"馬単:6,480円 3連複:10,740円 3連単:53,630円",,,,,,,,,,,,"馬単:11,800円 3連複:9,520円 3連単:81,770円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海の中道特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂトｰセンレラ, 63,田中勝,, 61,*  5,  -5, 6,  6.6,①①①, 1,15,Ｂオｰパスクイｰン, 73,北村友,, 64,* 11, -12, 1,  2.2,③③①, 1, 1,Ｆキタサンスズラン, 68,酒井学,, 75,  -7,  15, 4, 10.4, ④④, 1,13,Ｌジャングルハヤテ, 77,田辺裕,, 89,   2,* 33, 7, 14.9,⑩⑪⑪
 2, 7,Ａモｰタウンサウンド, 66,石橋脩, 0.4, 58,*  5,  -8, 1,  3.7,②②②, 2,13,Ｄホワイトジュエル, 72,二本柳, 0.0, 67,   6,* -1,13, 79.6,⑭⑬⑩, 2, 6,Ａマルセイユシチｰ, 74,高倉稜, 0.1, 74,* -3,  10, 1,  2.5, ②②,13, 7,Ｊトップゾｰン, 78,山口勲, 0.0, 89,   2,* 30, 5,  8.5,⑦⑨⑦
 3,10,Ｇキｰパｰ, 55,田辺裕, 0.5, 57,  -1,*  2,10, 83.9,⑯⑭⑫, 3, 3,Ｃユキノクイｰン, 73,丹内祐, 0.0, 68,  10,  -9, 5,  9.2,⑤④③, 3,10,Ｃサアドウゾ, 69,田辺裕, 0.1, 75, -17,* 23,10, 21.7, ⑮⑪, 2, 8,Ｂドリｰムセｰリング, 82,荻野琢, 0.3, 83,*  5,  19, 2,  5.9,①①①
 4, 9,Ｄダノンマックイン, 62,上村洋, 0.6, 58,   4,  -7, 5,  6.5,⑤⑤⑤, 4, 5,Ｇミリアム, 70,松山弘, 0.1, 67,   4,*  1, 9, 34.8,⑬⑮⑯, 4, 3,Ｄフェブムｰビング, 68,野元昭, 0.1, 73,* -2,   8, 6, 14.5, ①①, 3, 9,Ｄナリタジャングル, 81,酒井学, 0.4, 83,*  5,  19,10, 19.8,②②②
 5,15,Ｆユキノミラクル, 59,丸山元, 0.9, 56,   0,* -3, 7, 12.0,⑮⑫⑩, 5, 7,Ｈアルファアップル, 68,勝浦正, 0.1, 66,   8,  -7, 8, 34.4,⑨⑧⑧, 5,12,Ｋシエラデルタ, 63,太宰啓, 0.3, 72,  -7,  11, 5, 11.2, ⑥⑥, 4, 4,Ｆラッキｰポケット, 79,北村友, 0.7, 82,   2,  23, 6, 10.9,⑪⑫⑨
 6, 5,Ｅドリｰムボンバｰ, 61,山口勲, 1.0, 55,   2,  -7, 3,  6.2,⑫⑨⑧, 6, 2,Ａマドモアゼルノン, 73,丸田恭, 0.4, 62,   9, -11, 2,  5.4,⑦⑥⑦, 6, 5,Ｊフェリキタｰス, 64,大野拓, 0.3, 72, -10,  14,11, 26.2, ⑧⑦, 5, 1,Ａカノンコｰド, 84,田中勝, 0.7, 81,*  3,  19, 1,  3.3,⑨⑦④
 7, 1,Ｌレゴリス, 52,宮崎北, 1.0, 52,   3,  -9,13,110.1,⑦⑥⑥, 7, 9,Ｌトワインブルｰム, 65,田中博, 0.5, 65,   4,* -3,11, 59.2,⑮⑭⑭, 7, 2,Ｇタフネスデジタル, 66,川須栄, 0.5, 70, -15,* 16, 3,  9.3, ⑭⑬, 6, 6,Ｏニシノプライスレス, 72,川島信, 0.8, 82,*  3,  16,14,125.2,③③⑤
 8,12,Ｃウィンザｰフラッグ, 62,川須栄, 1.1, 54,*  4, -12, 2,  5.5,④④④, 8, 1,Ｅクリノソｰニャ, 71,高橋亮, 0.8, 62,   7, -10, 7, 26.0,⑪⑪⑤, 8, 8,Ｍキチロクアナン, 63,二本柳, 0.6, 68, -14,  14,15,260.1, ⑪⑨, 7,15,Ｐハｰドダダンダン, 69,高倉稜, 1.2, 80,   0,  20,13, 78.3,⑬⑯⑭
 9, 3,Ｉタオ, 54,田中博, 1.2, 54,*  4, -13, 4,  6.2,③③③, 9,12,Ｍチリトテシャン, 62,西村太, 1.1, 60,   2,  -4,16,511.0,⑯⑯⑬, 9, 7,Ｌカゼノマイヒメ, 63,小野寺, 0.7, 67, -12,  11,13,174.2, ⑨⑩, 8,10,Ｋロケットダイヴ, 77,鮫島良, 1.2, 77,*  3,  12, 9, 19.8,⑤⑥⑩
10,11,Ｈトｰホウアミｰル, 54,高倉稜, 1.4, 50,   1,  -9, 9, 74.0,⑨⑪⑨,10, 4,Ｎエアツイッタｰ, 62,丸山元, 1.1, 58,   5, -11, 3,  6.7,⑫⑫⑪,10, 9,Ｉゴｰイングステｰジ, 65,嘉藤貴, 0.7, 65,  -7,   6,12, 34.9, ⑤⑤, 9,11,Ｇアクアブルｰスカイ, 79,長谷川, 1.2, 75,   2,  13,12, 35.7,⑧⑩⑧
11, 8,Ｊオｰソリタティヴ, 53,西村太, 1.7, 49,   3, -15, 8, 42.1,⑥⑦⑦,11,11,Ｉラブアスコットｰ, 68,水口優, 1.3, 57,   8, -17,15,361.3,⑧⑨⑫,11,15,Ｂセレスマジェスティ, 72,丸田恭, 0.7, 66, -14,  12, 2,  5.3, ⑫⑭,10, 3,Ｃピエナファンタスト, 82,川須栄, 1.2, 76,*  3,  12, 4,  8.5,⑯⑧⑥
12,14,Ｎメイショウシレトコ, 49,高橋亮, 1.8, 50,  -1,  -9,12,105.4,⑬⑮⑭,12,14,Ｊラガｰラブリン, 67,荻野琢, 1.5, 58,   9, -20,12, 68.5,⑥⑦④,12, 4,Ｏトクトイムスメ, 60,西村太, 0.9, 64, -18,  14,16,319.3, ⑯⑯,11, 2,Ｅブルｰモｰリシャス, 80,上村洋, 1.6, 74,   1,  12, 8, 15.7,⑭⑭⑫
