11年 3月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 3月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あざみ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａユウキマリアッチ, 65,安藤光,, 60,*  1,* -3, 1,  2.8,④④②, 1, 9,Ａボサノヴァ, 61,田辺裕,, 55, -14,*  3, 8, 17.6,⑩⑧⑦, 1,12,Ｃキョウエイカルラ, 70,荻野琢,, 71,* -3,* 10, 3,  5.0, ②②, 1, 9,Ｂミヤジエムジェイ, 69,和田竜,, 74,   4,   4, 1,  1.8, ⑥⑤
 2, 1,Ｂスペシャルピｰス, 59,丸山元, 0.5, 56,*  2,  -9, 3,  5.5,①①①, 2,15,Ｈエスカナｰル, 54,鮫島良, 0.1, 53, -13,  -3, 2,  4.3,②④④, 2,14,Ｂシゲルカサギヤマ, 73,川須栄, 0.3, 67,  -7,*  9, 4,  5.1, ⑥⑥, 2,10,Ｉピルケンハンマｰ, 59,藤岡康, 0.2, 71,  -5,* 10, 3,  8.6, ⑫⑪
 3,10,Ｊマルデデルマ, 44,高倉稜, 1.0, 51,   0,  -9, 6, 12.0,⑦⑦③, 3, 4,Ｊメリｰポピンズ, 49,高倉稜, 0.3, 54, -17,*  3, 9, 18.1,⑪⑩⑪, 3, 8,Ｅオリオンザブラック, 66,嘉藤貴, 0.3, 68,  -6,* 10, 2,  4.2, ⑤⑤, 3,15,Ａアンゲネｰム, 70,丸山元, 0.5, 66,  -3,   4, 2,  6.2, ⑩⑧
 4, 4,Ｃテイエムオニキス, 55,和田竜, 1.1, 55,  -1,  -9, 5,  9.4,⑨⑨⑥, 4, 5,Ｉマルサンアップル, 52,川須栄, 0.3, 53, -17,*  3, 6, 16.4,⑥⑨⑩, 4, 5,Ａトウカイシグナル, 73,中舘英, 0.6, 65,* -1,   3, 1,  4.0, ①①, 4, 7,Ｃアグネスアンジュ, 68,勝浦正, 0.5, 65,   3,  -1,10, 36.1, ⑦⑥
 5, 5,Ｇデルマアプサラス, 51,田辺裕, 1.5, 49,  -1, -13, 8, 22.9,⑧⑧⑦, 5, 8,Ｄムｰンパイロット, 58,丸山元, 0.4, 47,*-11, -10, 1,  3.0,⑫②②, 5,13,Ｄグリッタｰアイス, 69,川島信, 0.6, 64,* -4,   5, 5,  6.9, ③③, 5, 3,Ｅマンテンリュｰマ, 63,佐久間, 0.6, 65,  -4,   4,13, 95.9, ⑪⑫
 6, 7,Ｅボンベイダック, 54,中舘英, 2.3, 45,*  1, -23, 2,  3.6,③②⑤, 6,12,Ｅタガノグレイグｰス, 56,和田竜, 0.4, 50, -13,  -7, 5,  8.9,⑦⑤⑤, 6, 1,Ｉレッドキャタピラｰ, 64,勝浦正, 0.7, 63,  -9,   7, 6,  9.8, ⑦⑦, 6,12,Ｋビットスタｰダム, 58,大野拓, 0.6, 66, -15,* 14,12, 62.4, ⑯⑯
 7, 8,Ｄセｰヌドパリ, 55,太宰啓, 2.3, 44,   0, -20, 4,  8.0,⑤⑥⑧, 7, 1,Ｆロｰズアダｰジョ, 55,藤岡康, 0.4, 48,*-12, -10, 4,  8.5,⑬③③, 7, 4,Ｇキングスウィｰプ, 65,小野寺, 0.7, 63,  -8,   7,11, 68.2, ⑧⑧, 7,13,Ｇハノハノ, 61,水口優, 1.1, 59,* 10, -15,11, 54.3, ②②
 8,11,Ｆメイショウモンシロ, 51,武幸四, 2.4, 45,  -8,  -9, 9, 44.2,⑪⑪⑪, 8, 3,Ｂヤマニンアベイユ, 59,中舘英, 0.4, 52, -16,  -2, 3,  6.4,③⑦⑧, 8, 6,Ｌヴィッテリア, 54,西田雄, 0.8, 63, -13,* 11,14,430.9, ⑫⑪, 8,14,Ｌセキサンキセキ, 52,中舘英, 1.1, 60,  -6,   0, 9, 28.0, ⑭⑮
 9, 3,Ｉカワキタハｰツ, 46,田中博, 2.4, 46,   0, -22,10,145.7,⑥⑤④, 9, 6,Ｋコスモウィッシュ, 48,丹内祐, 0.6, 52, -17,   0,11,154.7,⑤⑪⑨, 9, 3,Ｆブルｰライトニング, 65,宮崎北, 1.0, 59, -14,   8, 7, 32.9, ⑪⑩, 9,16,Ｆゴｰルデンオブジェ, 63,川須栄, 1.1, 59,*  8, -14, 6, 16.9, ③④
10, 9,Ｋマリア, 43,川須栄, 2.8, 42,  -4, -18, 7, 21.9,⑩⑩⑩,10,14,Ｎエイシンピンキｰ, 37,上村洋, 0.6, 45,*-10, -14,13,356.2,①①①,10, 2,Ｈパワｰウェｰブ, 65,藤岡康, 1.2, 58,  -5,   1,10, 49.8, ④④,10, 6,Ｄマイネルマサムネ, 67,丹内祐, 1.1, 60,   6, -11, 4, 11.6, ⑤③
11, 2,Ｈレモンバｰベナ, 47,荻野琢, 5.5, 26,*  1, -49,11,213.1,②③⑨,11,16,Ｇボディアピｰル, 55,松山弘, 0.6, 46, -13,  -9,10, 20.6,④⑥⑥,11, 7,Ｊメジロライダｰ, 62,真島正, 1.4, 56, -11,   3, 8, 42.0, ⑨⑨,11, 8,Ｏダイメイジャパン, 47,嘉藤貴, 1.3, 56,  -1,  -8,16,266.2, ⑨⑩
,,,,,,,,,,,,12, 2,Ｃイッツスパｰブ, 59,勝浦正, 0.7, 48, -19,   1, 7, 16.6,⑧⑫⑫,12, 9,Ｎジェイケイミラクル, 53,丸山元, 1.5, 54, -24,* 10, 9, 42.6, ⑭⑭,12,11,Ｍパティオ, 49,宮崎北, 1.3, 57,  -9,   1,14,163.9, ⑮⑭
,,,,,,,,,,,,13,13,Ｍジパングキャンドル, 38,野元昭, 1.2, 47, -21,  -1,15,622.8,⑮⑭⑭,13,10,Ｍウォｰタｰリズム, 53,和田竜, 1.7, 53, -20,   5,13,271.9, ⑬⑬,13, 1,Ｈオｰスミドライバｰ, 60,伊藤工, 1.5, 53,  -7,  -5, 5, 14.5, ⑬⑬
,,,,,,,,,,,,14,11, ファｰマペニｰ,---,安藤光, 1.2, 50, -25,*  7,12,194.7,⑯⑯⑯,14,11,Ｋクレバｰヒロイン, 59,高倉稜, 1.9, 48, -12,  -1,12,139.9, ⑩⑫,14, 2,Ｎアポロジェニｰ, 49,小野寺, 1.6, 52,* 11, -23, 8, 26.1, ①①
,,,,,,,,,,,,15, 7,Ｌキセツノオキテ, 41,嘉藤貴, 1.4, 40, -18, -10,16,648.5,⑨⑬⑬,,,,,,,,,,,,,15, 5,Ｊカノヤキャプテン, 59,高倉稜, 1.7, 51,   0, -14, 7, 25.5, ⑧⑨
,,,,,,,,,,,,16,10,Ｏアキノスプレンダｰ, 29,小野寺, 1.8, 37, -20, -11,14,502.9,⑭⑮⑮,,,,,,,,,,,,,16, 4, ラヴクエスト,---,真島正, 2.5, 40,   5, -30,15,237.9, ④⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,
単勝:280円 複勝:06=140円 01=180円 10=300円 枠連:410円,,,,,,,,,,,,"単勝:1,760円 複勝:09=400円 15=200円 04=530円 枠連:2,100円",,,,,,,,,,,,単勝:500円 複勝:12=160円 14=130円 08=130円 枠連:690円,,,,,,,,,,,,単勝:180円 複勝:09=110円 10=230円 15=170円 枠連:890円,,,,,,,,,,,
"馬連:650円 ワイド:01-06=310円 06-10=660円 01-10=1,090円",,,,,,,,,,,,"馬連:3,410円 ワイド:09-15=1,380円 04-09=2,970円 04-15=2,390円",,,,,,,,,,,,"馬連:1,540円 ワイド:12-14=550円 08-12=280円 08-14=470円",,,,,,,,,,,,馬連:800円 ワイド:09-10=320円 09-15=280円 10-15=900円,,,,,,,,,,,
"馬単:1,260円 3連複:3,000円 3連単:10,580円",,,,,,,,,,,,"馬単:8,670円 3連複:24,150円 3連単:103,390円",,,,,,,,,,,,"馬単:2,750円 3連複:1,950円 3連単:11,890円",,,,,,,,,,,,"馬単:1,090円 3連複:1,510円 3連単:5,930円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1700m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中京ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｅナイトフライト, 52,松山弘,, 69,*  5,*  2, 3,  4.9, ①①, 1, 6,Ａスｰサングレｰト, 66,和田竜,, 63,*-10,*  5, 1,  1.9,⑦④③, 1, 4,Ｂトｰセンアドミラル, 77,高倉稜,, 72,* -4,* 20, 2,  4.7,①①①, 1, 2,Ｊタガノジョｰカｰ, 75,川須栄,, 80,   7,  12,11, 41.5,③④④
 2,11,Ｄグランドシャｰプ, 57,西田雄, 0.7, 60,  -2,*  1, 7, 18.7, ⑥⑤, 2,16,Ｃタガノキズナ, 56,高倉稜, 0.1, 59,* -9,   1, 6, 18.7,④②②, 2, 8,Ａブレイブフェイス, 78,丸山元, 0.7, 70,  -6,* 18, 1,  2.0,③⑥③, 2,14,Ｃテツキセキ, 81,太宰啓, 0.0, 79,*  9,  10, 3,  7.0,④③③
 3,14,Ｈクラウンポインタｰ, 47,勝浦正, 0.8, 60,*  3,  -4,10, 95.5, ③③, 3,13,Ｄコスモディセント, 56,丹内祐, 0.4, 60,* -9,   2, 5,  9.0,③⑤⑤, 3, 7,Ｈユキノクイｰン, 70,中舘英, 0.7, 70,* -4,  15, 4,  7.4,②②②, 3, 1,Ｂハジメレンジャｰ, 81,武幸四, 0.1, 80,   6,* 13, 6, 11.4,⑧⑦⑤
 4, 3,Ｉバンブｰマンユｰ, 47,和田竜, 1.0, 59,   0,  -3, 8, 33.4, ④④, 4,11,Ｍテイエムバカラ, 45,丸田恭, 0.6, 56, -13,*  2,13,119.3,⑪⑪⑫, 4, 1,Ｄディアブラスト, 74,丸田恭, 0.8, 68,  -8,* 19, 3,  6.1,⑭⑧⑦, 4, 3,Ｋエタｰナルロブロイ, 75,和田竜, 0.2, 82,   5,* 14, 5,  9.5,⑫⑩⑪
 5, 2,Ｃスズカラッシュ, 58,川須栄, 1.0, 58,*  3,  -6, 4,  5.0, ②②, 5,10,Ｈメイショウゾウセン, 51,藤岡康, 0.6, 58, -11,   1, 3,  7.8,⑨⑨⑧, 5,15,Ｉアイファｰジャンボ, 68,和田竜, 1.3, 67,  -6,  12,10, 67.3,⑧④④, 5,10,Ｈハリマノワタリドリ, 76,丸山元, 0.4, 77,   5,  12, 7, 15.5,⑪⑪⑧
 6, 1,Ｆネバｰプリンス, 50,田中克, 1.1, 55,  -3,  -3, 6, 16.2, ⑤⑥, 6, 5,Ｅユウタｰチェイサｰ, 55,川須栄, 0.7, 55, -11,   0, 7, 24.8,⑥⑧⑩, 6,10,Ｋシルキｰレオン, 63,宮崎北, 1.5, 64,  -6,  11, 7, 33.2,⑤⑦⑧, 6,11,Ａエｰシンマダムジｰ, 85,勝浦正, 0.6, 75,* 10,   3, 1,  3.2,②②①
 7, 6,Ｋアグネススコｰル, 43,長谷川, 1.1, 54,  -8,*  0,11,127.8, ⑪⑨, 7,14,Ｆディｰプロミオ, 54,丸山元, 0.7, 50,* -8,  -9, 4,  8.4,②①①, 7, 5,Ｌマイネルレガｰロ, 62,丹内祐, 1.6, 66,  -8,  12,12, 80.3,⑩⑨⑨, 7, 7,Ｍパルクエスト, 74,川島信, 0.8, 73,   6,   7,12, 66.7,⑥⑥⑦
 8, 9,Ｂシゲルトウドリ, 60,高倉稜, 1.1, 52,  -8,*  0, 1,  3.2, ⑫⑪, 8, 7,Ｎマイネルハミルトン, 44,川島信, 0.8, 55,*-10,  -5,14,145.0,⑧⑦⑥, 8, 2,Ｅヤマニンフリスキｰ, 72,太宰啓, 1.6, 65,  -8,  15, 5, 15.8,⑮⑬⑬, 8,16,Ｆヨクバリ, 78,柴原央, 0.9, 75,   3,  12,14, 91.4,⑬⑬⑬
 9, 4,Ａヴィゴラスブレイン, 61,小野寺, 1.2, 54,  -3,  -3, 2,  3.6, ⑦⑦, 9,12,Ｊジュエリｰキッス, 50,渡辺薫, 1.0, 52,*-10,  -7,12,113.8,⑤⑥⑦, 9, 9,Ｊリリｰザサン, 64,伊藤工, 1.8, 63,  -9,  12,14,139.7,⑦⑫⑪, 9, 4,Ｄルナキッズ, 79,荻野琢, 1.1, 72,   7,   3, 2,  4.8,⑤⑤⑥
10,12,Ｊヤマノアサカゼ, 44,田辺裕, 1.9, 47,  -5,  -8,12,163.2, ⑨⑧,10,15,Ｉパンドラクラウン, 50,真島正, 1.3, 51, -13,  -3, 8, 37.6,⑭⑯⑮,10, 3,Ｇネオシｰサｰ, 70,小野寺, 2.1, 60,  -8,   8, 9, 49.0,⑪⑪⑩,10, 5,Ｉレッドサｰパス, 76,上村洋, 1.4, 70,   6,   2, 9, 23.1,⑨⑧⑨
11,13,Ｇシゲルコモン, 48,飯田祐, 2.6, 39,  -6, -14, 5, 13.9, ⑩⑩,11, 8,Ｇロｰレルアリエス, 51,武幸四, 1.3, 49, -14,  -5, 9, 47.8,⑫⑬⑪,11,11,Ｆテイケイワイズ, 72,渡辺薫, 2.2, 59,  -8,   8, 8, 35.5,⑥⑩⑫,11,12,Ｅトｰホウボガｰド, 78,藤岡康, 1.4, 71,   1,  11,10, 38.8,⑭⑭⑭
12,10,Ｌシルバｰエデン, 42,二本柳, 3.1, 34, -11, -15,13,261.3, ⑬⑫,12, 1,Ｌホリノアラシ, 46,小野寺, 1.5, 48, -14,  -4,16,470.1,⑬⑮⑭,12,13,Ｃジュヌドラゴン, 76,西田雄, 2.3, 57,  -6,   4, 6, 21.9,⑨⑤⑥,12, 8,Ｐメイショウタカチホ, 65,田中克, 1.5, 68,* 10,  -5,15,168.9,①①②
13, 8,Ｎテイケイパッション, 19,藤岡康, 3.2, 32,  -6, -21, 9, 60.0, ⑧⑬,13, 2,Ｋアカネカブリ, 47,中舘英, 1.6, 47, -12, -10,11,101.5,⑯⑫⑬,13,14,Ｍアグネスセブン, 61,藤岡康, 3.1, 53, -10,   5,11, 77.1,⑬⑭⑭,13, 9,Ｏツヨイキモチ, 74,丸田恭, 1.5, 67,   5,   2, 4,  7.8,⑩⑫⑫
14, 5,Ｍカシノテンザン, 32,川島信, 3.3, 31, -25,  -7,14,363.0, ⑭⑭,14, 9,Ｂアドマイヤスコｰル, 58,上村洋, 1.7, 42, -11, -14, 2,  5.5,⑮⑩⑨,14,12,Ｏヒットヒットヒット, 53,飯田祐, 3.2, 52,  -5,  -4,15,277.0,④③⑤,14,15,Ｌステキナシャチョウ, 75,大下智, 1.8, 67,   7,  -3, 8, 15.9,⑦⑨⑩
,,,,,,,,,,,,15, 3,Ｏトップルビｰ, 44,太宰啓, 2.0, 37,*-10, -23,10, 90.2,①③④,15, 6,Ｎメイショウボルト, 59,武幸四, 3.4, 53, -12,   5,13, 81.0,⑫⑮⑮,15,13,Ｇカンファｰネオ, 76,長谷川, 1.8, 70,   0,  10,13, 85.4,⑮⑮⑮
