11年11月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-15,,,,,■ 4R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,加治川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｈシｰキングザスタｰ, 41,西村太,, 55,* -3,   2, 4,  6.0,   , 1, 3,Ａグラッツィア, 79,中舘英,, 81,   9,* 11, 2,  3.8,④③③, 1, 3,Ａトウショウセレクト, 78,川須栄,, 72,*  1,* 17, 1,  1.5,④③③, 1, 8,Ａエスカナｰル, 78,中舘英,, 88,  -3,* 20, 1,  2.4, ③③
 2, 2,Ｂプレシャスペスカ, 60,村田一, 0.1, 54, -12,*  7, 3,  5.2,   , 2, 1,Ｅハリウッドスタｰ, 75,勝浦正, 0.8, 76,   7,   8, 1,  3.0,⑦⑦⑤, 2, 6,Ｆメイショウイッシン, 67,高倉稜, 0.0, 71,*  2,  14, 4, 12.5,①①①, 2, 6,Ｄスイｰトテン, 77,鮫島良, 0.4, 76,*  3,   3, 6, 16.8, ①①
 3,15,Ａカルナヴァレ, 63,太宰啓, 0.1, 53,*  0,  -1, 1,  2.8,   , 3,11,Ｆディアブラスト, 72,丸田恭, 0.8, 76,   7,* 10, 4,  7.9,⑩⑧⑧, 3,10,Ｂクリスタルドア, 72,藤懸貴, 0.7, 67,  -1,  13, 5, 22.7,⑤⑤⑤, 3, 5,Ｃヴェルデグリｰン, 77,津村明, 0.5, 80,  -2,  15, 5,  9.3, ⑥④
 4,10,Ｊノムラクインワルツ, 40,木幡初, 0.2, 52,*  0,  -2,13, 65.7,   , 4, 9,Ｈケイジｰウィンザｰ, 66,吉田隼, 1.3, 71,* 10,  -2, 6,  8.8,②②②, 4, 4,Ｉカインバティック, 60,黛弘人, 0.7, 69,  -1,  15, 6, 29.7,⑥⑦⑦, 4,10,Ｆモエレアイドル, 72,柴山雄, 0.6, 81,  -2,  15, 8, 27.4, ⑨⑦
 5, 8,Ｄマイネルドラガン, 55,大野拓, 0.2, 53,* -3,  -1, 2,  4.7,   , 5, 6,Ｄリキサンヒｰロｰ, 75,大野拓, 1.3, 72,   8,   4, 5,  8.3,⑨⑥④, 5, 5,Ｄシルクドルフィン, 70,宮崎北, 0.9, 65,   0,  13, 2,  4.7,⑩⑥⑥, 5, 7,Ｅラストノｰト, 76,吉田隼, 0.6, 83,  -4,  17, 3,  6.7, ⑦⑨
 6, 1,Ｅソｰリメンバｰ, 50,西田雄, 0.3, 51, -15,*  6, 9, 29.2,   , 6,10,Ｂメイショウドレイク, 76,小島太, 2.1, 67,   8,  -4, 3,  4.7,⑥⑤⑦, 6, 2,Ｅアカシロｰレル, 70,小野寺, 0.9, 70,  -1,  15, 9, 52.4,⑪⑧⑧, 6, 4,Ｉメイショウピゴット, 68,太宰啓, 0.7, 81,  -5,  18,10, 46.3, ⑧⑧
 7,13,Ｇハルピュイア, 46,勝浦正, 0.5, 47,  -8,  -1,10, 31.1,   , 7, 4,Ｃオリオンザアルファ, 75,柴山雄, 2.9, 61,   8, -12, 8, 33.9,⑤④⑥, 7,11,Ｇブランジェリｰナ, 67,杉原誠, 1.0, 67,  -3,* 16, 8, 48.5,⑧⑪⑩, 7,11,Ｂサクラボｰルド, 78,勝浦正, 0.7, 79,  -2,  13, 2,  3.7, ⑤⑥
 8,12,Ｉカルメンズサン, 41,丹内祐, 0.5, 49, -19,*  6,11, 32.7,   , 8, 5,Ｉサクラシザｰズ, 65,横山和, 3.3, 60,   3,  -5, 9,140.7,⑧⑪⑪, 8, 7,Ｋケイアイアレス, 51,横山和, 1.0, 65,  -1,  11,11,134.1,③④④, 8, 3,Ｈブルｰスビスティｰ, 68,丸田恭, 0.9, 72,*  0,   3,11, 67.5, ②②
