11年11月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,醍醐ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａワンダｰアシャｰド, 65,小牧太,, 60,* -1,*  5, 1,  1.6, ③③, 1, 5, シゲルジュウヤク,,中村将,,,,, 4,  8.9,②①①, 1, 5,Ａビュｰティｰモズ, 73,池添謙,, 73,* -1,* 13, 3,  5.2,②②②, 1, 3,Ａマジンプロスパｰ, 83,福永祐,, 82,*  4,   6, 2,  3.2, ③②
 2, 6,Ｃシゲルユズ, 61,和田竜, 0.2, 60,*  1,   2, 2,  5.6, ①①, 2, 7, シャロｰム,,高田潤,195.1,,,, 3,  3.9,③②②, 2, 6,Ｅブラックアテナ, 66,川田将, 0.5, 70,  -2,  10, 2,  3.6,④④④, 2,12,Ｇメモリアルイヤｰ, 74,川須栄, 0.1, 80,*  5,   4, 6, 17.1, ①①
 3, 9,Ｄスズカルパン, 61,岩崎祐, 0.4, 58,  -4,*  6, 4,  8.8, ⑦⑥, 3, 3, ニホンピロキリバス,,田村太,195.1,,,, 1,  3.3,⑨⑤③, 3, 7,Ｃスイｰトベルモット, 68,安藤光, 1.0, 69,  -4,  11, 4, 12.1,⑦⑦⑦, 3, 6,Ｂエｰシンヒットマン, 83,岩田康, 0.2, 81,  -4,* 12, 1,  2.4, ⑨⑧
 4, 3,Ｅキングヒｰロｰ, 54,北村友, 0.5, 57,  -2,   3, 5, 15.5, ④④, 4,11, スナｰクスペイン,,小坂忠,195.4,,,, 6, 10.6,④④④, 4, 4,Ｂレディｰムスタング, 72,岩田康, 1.0, 65,* -1,   3, 1,  1.7,①①①, 4, 7,Ｃオｰルブランニュｰ, 81,小牧太, 0.5, 77,  -9,* 13, 4, 12.3, ⑫⑫
 5, 7,Ｂラガｰトモヒｰロ, 62,岩田康, 0.7, 56,  -4,   3, 3,  6.9, ⑥⑦, 5,13, メイショウユウシャ,,植野貴,195.8,,,, 8, 31.9,⑧⑦⑥, 5, 1,Ｆクリスマドンナ, 64,藤岡佑, 1.3, 67,  -4,   7, 5, 18.9,⑤⑥⑥, 5, 2,Ｉアスタｰエンペラｰ, 73,古川吉, 0.5, 75,   1,   2,11, 55.9, ②③
 6,15,Ｋトルネｰドミノル, 38,幸英明, 0.9, 54,  -5,   2,13,243.5, ⑧⑧, 6,10, ビヨンドマックス,,西谷誠,196.7,,,, 5, 10.1,⑥⑥⑦, 6, 3,Ｇダイシンベｰル, 47,川須栄, 1.4, 63,  -2,   2, 6, 40.9,③③③, 6,13,Ｆハノハノ, 74,幸英明, 0.6, 73,*  3,   0, 5, 14.8, ④④
 7, 8,Ｌサナシオン, 38,ウィリ, 1.0, 54,  -3,  -1, 7, 32.5, ⑤⑤, 7,14, マイプリティワン,,難波剛,196.7,,,, 7, 19.3,⑤⑨⑧, 7, 2,Ｄタキオンコウショウ, 67,国分優, 1.4, 64,  -3,   4, 7, 67.2,⑥⑤⑤, 7,11,Ｋボｰダレスワｰルド, 69,藤田伸, 0.6, 74,   0,   2, 7, 19.5, ⑦⑥
 8, 2,Ｆキョウワドリｰム, 50,渡辺薫, 2.0, 46,  -5,  -7,10,128.9, ⑨⑨, 8, 6, メイショウヘミング,,南井大,197.6,,,,11,128.0,⑫⑫⑪,,,,,,,,,,,,, 8, 5,Ｌタイガｰストｰン, 68,川田将, 0.7, 76, -12,* 13,10, 42.6, ⑬⑬
 9, 5,Ｇハヤブサフォルテ, 47,花田大, 2.0, 45, -13,   2,11,133.2, ⑮⑮, 9, 8, クリノテンペスタ,,田嶋翔,197.7,,,,14,234.6,⑦⑪⑩,,,,,,,,,,,,, 9,10,Ｄミスクリアモン, 76,浜中俊, 0.9, 70,   0,  -2, 3,  6.5, ⑤⑤
10,10,Ｉアマノスペリオｰル, 45,国分優, 2.4, 42, -10,  -4, 6, 23.0, ⑭⑭,10, 2, フェアギャンブラｰ,,黒岩悠,198.2,,,, 9, 44.6,①③⑤,,,,,,,,,,,,,10, 9,Ｈアキノパンチ, 73,国分恭, 1.0, 69,  -6,   2,12,188.6, ⑧⑨
11, 1,Ｎキネオオｰシャン, 29,国分恭, 2.7, 40,  -9,  -8,12,206.4, ⑬⑫,11,12, シｰフィアレス,,林満明,198.8,,,,13,188.2,⑪⑩⑨,,,,,,,,,,,,,11, 8,Ｊキヲウエタオトコ, 71,佐藤哲, 1.0, 70,  -8,   5, 8, 29.4, ⑪⑩
12,11,Ｈバトルマグマ, 46,川須栄, 3.0, 37,*  0, -22, 9, 91.4, ②②,12, 4, マッシヴジェネラル,,岩崎祐,199.8,,,,10, 90.0,⑬⑬⑫,,,,,,,,,,,,,12, 4,Ｅラルティスタ, 75,池添謙, 1.3, 64,  -1,  -5, 9, 35.5, ⑥⑦
13,14,Ｊエストボヌｰル, 43,高倉稜, 3.3, 35,  -9, -14, 8, 86.8, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｍボストンゴｰルド, 63,和田竜, 1.6, 62,  -8,  -3,13,338.2, ⑩⑪
14, 4,Ｏオｰプンユアハｰト, 27,伊藤直, 3.8, 32,  -9, -17,14,533.1, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Ｍクニノカンタロｰ, 34,小坂忠, 4.5, 26,  -5, -27,15,551.9, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
単勝:160円 複勝:12=110円 06=130円 09=150円 枠連:200円,,,,,,,,,,,,"単勝:890円 複勝:05=220円 07=150円 03=130円 枠連:1,730円",,,,,,,,,,,,単勝:520円 複勝:05=290円 06=210円 枠連:0円,,,,,,,,,,,,"単勝:320円 複勝:03=150円 12=460円 06=140円 枠連:1,410円",,,,,,,,,,,
馬連:390円 ワイド:06-12=160円 09-12=220円 06-09=410円,,,,,,,,,,,,"馬連:1,800円 ワイド:05-07=520円 03-05=440円 03-07=190円",,,,,,,,,,,,"馬連:1,000円 ワイド:05-06=240円 05-07=510円 06-07=350円",,,,,,,,,,,,"馬連:3,360円 ワイド:03-12=1,020円 03-06=190円 06-12=770円",,,,,,,,,,,
"馬単:510円 3連複:620円 3連単:1,800円",,,,,,,,,,,,"馬単:4,370円 3連複:1,110円 3連単:10,740円",,,,,,,,,,,,"馬単:1,860円 3連複:1,880円 3連単:9,350円",,,,,,,,,,,,"馬単:5,180円 3連複:2,460円 3連単:18,330円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,京阪杯 ＧⅢ,,,,,,,,,,
