11年 5月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胎内川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｆハクユウサンサン, 58,高倉稜,, 62,*  6,*  3, 4, 10.7,①①①, 1, 2,Ｂシゲルトウドリ, 62,川須栄,, 60,*  6,   4, 1,  2.3, ①①, 1,14,Ｂアグネスサクラ, 74,勝浦正,, 71,  16, -13, 2,  3.9, ⑨⑧, 1,10,Ｃケｰジｰカチボシ, 75,宮崎北,, 74,*  5,*  8, 3,  4.4,⑧④③
 2, 6,Ａエアギベオン, 69,松山弘, 0.3, 62,*  6,*  1, 1,  2.4,④②②, 2,13,Ａフレンチミシル, 63,平野優, 0.8, 53,   2,   0, 2,  4.3, ④④, 2,12,Ｅアトムスパンカｰ, 68,太宰啓, 0.0, 73,  16, -15, 9, 30.3, ⑥⑤, 2, 2,Ｂハシルヨミテテ, 75,吉田隼, 0.2, 71,   4,   7, 1,  3.7,③⑤④
 3, 3,Ｃハルカフジ, 63,川須栄, 0.9, 57,   3,*  1, 7, 18.0,⑧⑦⑦, 3, 8, ニザエモン,---,宮崎北, 0.8, 52,*  5,  -2, 8, 19.5, ②②, 3,15,Ｍダッシュアキチャン, 62,大野拓, 0.1, 73,  12,* -6,10, 31.0, ⑫⑫, 3, 5,Ｇナムラアｰガス, 70,古川吉, 0.3, 72,   3,* 10, 5,  9.3,⑪⑧⑥
 4, 2,Ｄレッドオブガバナｰ, 63,横山和, 1.0, 57,   2,*  2, 3,  9.3,⑦⑧⑨, 4, 4,Ｃラブギムレｰ, 57,伊藤工, 1.3, 49,  -2,   1, 3,  7.1, ⑧⑦, 4, 7,Ｌカシマパフュｰム, 62,中谷雄, 0.4, 70,  11,* -9,14,253.6, ⑪⑪, 4, 3,Ａタガノイノセンス, 76,中舘英, 0.4, 70,*  5,   1, 2,  4.3,①②②
 5, 9,Ｅトｰセンヒカリ, 61,嶋田純, 1.0, 56,   4,  -2, 8, 18.3,③⑤⑤, 5, 9,Ｇクリスタリン, 51,丸山元, 1.3, 49,  -7,   5,11,115.8, ⑪⑨, 5,11,Ｇセｰタミスタ, 67,平野優, 0.4, 69,  13, -13, 4,  6.3, ⑦⑨, 5, 9,Ｌシンボリボルドｰ, 64,木幡初, 0.8, 70,   0,* 10,12,259.8,⑫⑩⑨
 6,10,Ｇタイセイソルジャｰ, 57,藤懸貴, 1.1, 56,*  5,  -5, 6, 15.0,②③④, 6, 7,Ｈフュｰジョン, 48,木幡初, 1.4, 47,   0,  -3,10, 52.4, ⑥⑥, 6,16,Ｊエムオｰハンズ, 65,中舘英, 0.6, 67,* 19, -28, 6, 11.5, ③③, 6, 4,Ｉトップミノル, 68,松山弘, 1.1, 66,   2,   4, 9, 34.2,⑩⑫⑫
 7,11,Ｋダイコウヒョウ, 53,伊藤工, 1.3, 54,*  5,  -6, 9, 67.3,⑤④③, 7, 3,Ｋタケデンエメラルド, 44,横山和, 1.4, 48, -12,*  9,14,316.9, ⑬⑬, 7, 5,Ｄアルファメガハｰト, 69,伊藤工, 0.6, 67,  12, -13,12, 46.8, ⑩⑩, 7, 8,Ｅベルウッドゼウス, 71,大野拓, 1.1, 64,   3,  -2, 8, 21.7,⑤⑥⑦
 8, 1,Ｂトｰホウベスト, 65,小野寺, 1.3, 57,   3,  -3, 2,  3.2,⑥⑥⑥, 8,11,Ｆプリティｰマッハ, 52,村田一, 1.5, 47, -10,*  7, 6, 12.9, ⑫⑫, 8,13,Ｉエｰシンアガペｰ, 67,杉原誠, 0.6, 67,   8,* -6, 8, 27.4, ⑭⑭, 8, 7,Ｈマッキｰスチｰル, 69,柴原央, 1.1, 63,   3,  -3,11, 56.6,②⑦⑧
 9, 8,Ｊトリニダｰド, 54,杉原誠, 1.4, 54,   2,  -1, 5, 10.9,⑨⑨⑩, 9, 1,Ｌヒダノエリｰ, 26,杉原誠, 1.9, 44,  -5,  -2,15,515.5, ⑨⑩, 9, 8,Ｃカルトマリｰヌ, 73,西田雄, 0.6, 66,* 18, -25, 5, 10.8, ④④, 9, 1,Ｄメイショウサミット, 73,勝浦正, 1.3, 61,   1,   1, 4,  6.8,⑨⑪⑪
10,15,Ｉハイエストバイオ, 55,西村太, 1.7, 52,   2,  -4,12,134.2,⑫⑩⑧,10, 5,Ｅエムオｰスマイル, 54,西田雄, 1.9, 43,   2,  -9, 4,  9.0, ③③,10, 9,Ａエバｰシャイニング, 76,吉田隼, 0.7, 64,  16, -24, 1,  3.6, ⑧⑦,10,12,Ｊアドマイヤジャガｰ, 67,上村洋, 1.6, 59,   3,  -7, 7, 15.6,④⑨⑩
