11年10月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年10月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
"単勝:540円 複勝:13=230円 01=340円 08=520円 枠連:3,830円",,,,,,,,,,,,単勝:600円 複勝:08=230円 10=560円 09=240円 枠連:610円,,,,,,,,,,,,"単勝:540円 複勝:03=210円 17=1,360円 15=120円 枠連:580円",,,,,,,,,,,,単勝:210円 複勝:04=120円 03=160円 02=190円 枠連:730円,,,,,,,,,,,
"馬連:4,050円 ワイド:01-13=1,280円 08-13=1,810円 01-08=1,730円",,,,,,,,,,,,"馬連:4,170円 ワイド:08-10=1,300円 08-09=510円 09-10=1,360円",,,,,,,,,,,,"馬連:25,960円 ワイド:03-17=7,690円 03-15=340円 15-17=2,320円",,,,,,,,,,,,馬連:750円 ワイド:03-04=270円 02-04=340円 02-03=600円,,,,,,,,,,,
"馬単:8,270円 3連複:16,240円 3連単:93,830円",,,,,,,,,,,,"馬単:7,160円 3連複:5,830円 3連単:43,370円",,,,,,,,,,,,"馬単:37,200円 3連複:16,010円 3連単:148,110円",,,,,,,,,,,,"馬単:920円 3連複:1,240円 3連単:4,520円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 5R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見附特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂトロピカルメジャｰ, 55,国分恭,, 52,  -6,  -7, 1,  1.5, ⑤⑤, 1,10,Ａシャトルアップ, 73,杉原誠,, 71,*  5,*  4, 1,  1.6, ②②, 1,14,Ｊセイウンリファイン, 64,村田一,, 71,  -1,* 12,10, 34.6, ⑬⑬, 1, 4,Ｃミッキｰオｰラ, 80,中舘英,, 76,*  6,  14, 1,  2.2,①①①
 2, 4,Ｃケｰジｰカグヤヒメ, 55,西村太, 0.1, 50,* -2, -13, 4,  8.6, ③④, 2,13,Ｅショウナンタスク, 63,高倉稜, 0.7, 65,  -4,*  7, 4, 12.0, ⑪⑫, 2, 6,Ｃオリオンザポラリス, 71,吉田隼, 0.2, 69,   1,*  8, 1,  3.8, ⑩⑩,13, 6,Ａシルクシュナイダｰ, 83,上村洋, 0.3, 75,   4,  17, 2,  3.1,⑤⑥⑥
 3, 3,Ｄタマモギャラクシｰ, 55,高倉稜, 0.2, 49,  -9,  -7, 3,  8.6, ⑥⑥, 3, 9,Ｃデイズオブメモリｰ, 67,藤懸貴, 0.8, 64,   3,   0, 2,  4.4, ⑥⑥, 3, 5,Ｄパラダイムシフト, 70,大野拓, 0.5, 67,   1,   6, 2,  4.6, ⑪⑪, 2,13,Ｇミラクルセッション, 78,松山弘, 0.3, 77,   2,* 21, 7, 33.5,⑪⑪⑪
 4, 5,Ｍブラックモア, 35,柴山雄, 0.2, 50,* -2, -13, 5, 14.6, ④③, 4, 4,Ｈカノヤキャプテン, 61,荻野琢, 1.0, 63,   3,  -2,10, 91.2, ⑤⑤, 4,13,Ｅアンジュヴォレ, 70,古川吉, 0.7, 64,   4,   1, 4,  7.3, ⑧⑧, 3, 2,Ｄハリマノワタリドリ, 79,津村明, 0.4, 76,   1,* 21,11, 56.7,⑭⑫⑬
 5,12,Ｇデｰヴィｰ, 44,宮崎北, 0.3, 49, -14,  -3, 6, 20.3, ⑨⑧, 5, 3,Ｇコマンドパワｰ, 61,平野優, 1.1, 61,  -4,*  4, 9, 62.7, ⑩⑩, 5,15,Ｇタイセイマグナム, 68,国分恭, 0.7, 64,*  9,  -4, 9, 19.8, ②②, 4, 7,Ｆサクセスヒュｰゴｰ, 78,江田照, 0.4, 74,   4,  17, 4, 13.2,⑧⑧⑦
 6, 9,Ａキボウダクリチャン, 57,杉原誠, 0.4, 46, -11,  -7, 2,  8.3, ⑦⑦, 6, 6,Ｂシｰクロノス, 68,水口優, 1.2, 60,  -1,  -1, 7, 22.4, ⑧⑧, 6,12,Ｂコスモパイレット, 72,丹内祐, 0.8, 64,   6,  -3, 5,  8.1, ④③, 5, 9,Ｋゴｰルドロジャｰ, 74,的場勇, 0.6, 77,   3,  16,10, 46.1,⑨⑨⑧
 7,10,Ｌリュウノスケ, 36,江田照, 0.6, 48, -26,*  5,14,213.5, ⑮⑭, 7, 8,Ｆフェブスカイ, 61,小野寺, 1.2, 62,*  5,  -6, 3, 10.0, ③③, 7,10,Ａビッグヒｰロｰ, 73,中舘英, 0.8, 64,   3,   0, 3,  6.5, ⑦⑦, 6, 5,Ｉキングスリｰジョン, 76,松田大, 0.8, 75,   2,  16, 9, 41.5,⑩⑩⑩
 8, 8,Ｎラブシャｰク, 35,中谷雄, 0.7, 43, -14,  -8,15,344.2, ⑧⑨, 8,14,Ｉバンブｰマンユｰ, 59,松山弘, 1.6, 57,   2,  -7,13,207.7, ⑦⑦, 8, 1,Ｍアスパイヤリング, 62,宮崎北, 0.9, 61,  -1,   4,13, 97.0, ⑫⑫, 7,10,Ｈウインブシドウ, 77,大野拓, 1.2, 66,*  6,   5, 5, 21.1,②②②
 9, 2,Ｐアポロエトワｰル,  2,西田雄, 0.7, 47, -28,*  6, 7, 29.1, ⑯⑯, 9,11,Ｍエヴァンブルｰ, 53,国分恭, 1.6, 57,*  7, -11, 5, 15.9, ①①, 9, 4,Ｉグレイホｰク, 66,江田照, 1.1, 61,   3,  -2,11, 48.8, ⑤⑤, 8,14,Ｊレッドプラネット, 74,村田一, 1.2, 67,   5,   8, 6, 29.7,⑦⑤⑤
10,11,Ｆタケデンサプライズ, 46,小野寺, 0.7, 43, -17,  -6, 8, 38.7, ⑩⑩,10, 5,Ｋステイマックス, 57,黛弘人, 1.7, 57,  -8,   4,12,184.3, ⑬⑬,10, 2,Ｆキョウエイショウリ, 68,岩部純, 1.1, 61,  -7,*  7, 7, 14.8, ⑮⑮, 9,12,Ｌエバｰシャイニング, 73,吉田隼, 1.6, 67,   1,  12, 8, 39.7,⑫⑬⑭
11, 6,Ｈサエッタｰレ, 39,吉田隼, 0.8, 44, -22,  -2,10, 85.6, ⑬⑬,11, 7,Ｌサンマルフラワｰ, 54,横山和, 1.9, 54,  -5,  -3,15,504.1, ⑫⑪,11, 7,Ｈオメガブルｰベリｰ, 68,勝浦正, 1.2, 60,   3,  -3, 8, 16.3, ⑥⑥,10, 8,Ｍモズハリケｰン, 72,古川吉, 1.7, 63,   4,   5,12, 57.1,⑥⑦⑨
12,14,Ｉユウミプリンセス, 39,平野優, 0.9, 40,*  1, -25,13,117.0, ②①,12, 1,Ｊセブンライタｰズ, 58,西村太, 2.5, 49, -11,  -2, 8, 43.8, ⑭⑭,12,11,Ｎカネスフォルテ, 59,木幡初, 1.5, 57,   6,  -8,14,179.1, ③④,11,15,Ｅメイクアダッシュ, 78,西田雄, 2.0, 64,   0,  10,14, 85.0,⑬⑭⑫
13, 1,Ｏカシノレインボｰ, 30,丸田恭, 0.9, 41, -21,  -5,11, 88.2, ⑫⑫,13, 2,Ｏクリノオｰラ, 46,宮崎北, 2.9, 45, -12,  -4,14,277.8, ⑮⑮,13, 9,Ｏケイアイアテナ, 56,小野寺, 1.5, 59,*  9, -11, 6, 10.2, ①①,12,11,Ｂケイアイカイト, 81,勝浦正, 2.1, 62,*  6,  -1, 3,  6.3,④③③
14,13,Ｅシゲルサクランボ, 53,村田一, 1.1, 39, -24,  -3, 9, 64.3, ⑭⑮,14,15,Ｎフジマサオｰシャン, 51,小島太, 3.0, 44,  -2, -16,11,171.6, ⑨⑨,14, 8,Ｌミスチフキッツ, 62,西田雄, 1.6, 56,  -3,   0,12, 68.9, ⑭⑭,14, 1,Ｏサクラオｰルイン, 68,小島太, 2.9, 59,  -1,   4,15,327.0,⑮⑮⑮
15, 7,Ｋリワｰドゴｰドン, 37,勝浦正, 1.2, 37,*  1, -29,12,109.5, ①②,15,12,Ｄホワイトルシアン, 64,森一馬, 3.8, 37,   4, -28, 6, 21.9, ④④,15, 3,Ｋブラウンチｰタｰ, 63,杉原誠, 2.7, 47,   1, -15,15,203.7, ⑨⑨,15, 3,Ｎトウカイセレブ, 71,柴山雄, 3.0, 54,   5,  -7,13, 73.0,③④④
16,16,Ｊコスモビｰラヴド, 37,菅原隆, 1.2, 37, -16, -12,16,461.1, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,
単勝:150円 複勝:15=110円 04=240円 03=180円 枠連:320円,,,,,,,,,,,,単勝:160円 複勝:10=110円 13=220円 09=130円 枠連:460円,,,,,,,,,,,,"単勝:3,460円 複勝:14=780円 06=170円 05=180円 枠連:2,520円",,,,,,,,,,,,"単勝:220円 複勝:04=150円 13=660円 02=980円 枠連:2,040円",,,,,,,,,,,
馬連:860円 ワイド:04-15=290円 03-15=280円 03-04=740円,,,,,,,,,,,,馬連:850円 ワイド:10-13=360円 09-10=160円 09-13=740円,,,,,,,,,,,,"馬連:7,160円 ワイド:06-14=1,780円 05-14=2,520円 05-06=430円",,,,,,,,,,,,"馬連:6,420円 ワイド:04-13=1,920円 02-04=2,120円 02-13=14,210円",,,,,,,,,,,
"馬単:1,060円 3連複:1,560円 3連単:4,940円",,,,,,,,,,,,"馬単:1,200円 3連複:1,240円 3連単:4,870円",,,,,,,,,,,,"馬単:16,530円 3連複:13,020円 3連単:115,190円",,,,,,,,,,,,"馬単:8,330円 3連複:62,470円 3連単:232,350円",,,,,,,,,,,
■ 3R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 9R  芝1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,巻特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄホワイトアルバム, 69,国分恭,, 67,*  8,   1, 2,  3.1,③③③, 1, 5,Ｅメイショウゾウセン, 70,吉田隼,, 71,*  6,  13, 4,  5.9,①①①, 1,11,Ｅユキノアイオロス, 66,西田雄,, 72,   1,* 14, 4,  9.7,   , 1,12,Ｅオｰルザットジャズ, 77,長谷川,, 80,   7,* 11, 1,  2.9, ⑨⑧
 2, 5,Ｂプルプル, 70,森一馬, 0.3, 66,   6,*  3, 4,  6.2,⑦⑧⑧, 2, 7,Ａマルタｰズカイト, 76,木幡初, 0.6, 67,   4,  11, 1,  2.7,②④③, 2,15,Ｇヨアケ, 64,的場勇, 0.0, 72,   2,* 13, 1,  3.1,   , 2, 1,Ｑツインエンジェルズ, 61,吉田隼, 0.3, 80,   5,* 13,10, 26.5, ⑩⑫
 3, 2,Ａシンクオブミｰ, 71,黛弘人, 0.3, 67,   6,*  2, 1,  3.0,⑨⑨⑦, 3, 3,Ｂトップオブカハラ, 74,松山弘, 0.8, 68,   0,* 16, 2,  3.7,⑩⑨⑨, 3,14,Ｋヘイハチキング, 62,柴山雄, 0.1, 71,   2,  12, 9, 23.9,   , 3,15,Ｂラブフｰル, 80,古川吉, 0.3, 79,   6,* 10, 3,  7.2, ⑮⑬
 4, 4,Ｆゴｰルドジェｰン, 66,松田大, 0.6, 66,*  8,  -4,10, 98.8,②②②, 4, 4,Ｃマイネルレガｰロ, 74,丹内祐, 1.1, 64,   4,   6, 5,  8.4,③③④, 4,13,Ｂライトグロｰリｰ, 71,村田一, 0.4, 66,   2,   7, 2,  4.5,   , 4,10,Ａウインクリアビュｰ, 81,松田大, 0.4, 77,   6,   7, 2,  4.5, ⑪⑩
 5, 3,Ｃウインディｰヒル, 69,吉田隼, 0.9, 61,   7,  -5, 3,  4.5,⑧⑦④, 5,11,Ｇトｰアクリスタル, 64,江田照, 1.1, 64,   3,   8, 9, 37.7,⑥⑥⑥, 5, 7,Ｎディｰプインアスク, 55,吉田隼, 0.4, 66,  -3,  11,10, 35.4,   , 5,14,Ｈスイｰトテン, 74,鮫島良, 0.5, 76,*  8,   1,13, 65.0, ④③
 6, 9,Ｇチリトテシャン, 65,西村太, 1.0, 62,   4,   1, 9, 96.3,⑩⑩⑩, 6, 9,Ｈブランジェリｰナ, 64,杉原誠, 1.2, 64,   1,  10,10, 88.4,⑤⑦⑦, 6,12,Ｆヨシサプライズ, 66,宮崎北, 0.4, 67,  -3,  12,12, 55.5,   , 6, 2,Ｊマイネイディｰル, 70,丹内祐, 0.6, 76,   7,   2, 5, 15.9, ⑥⑤
 7, 1,Ｅクリスマドンナ, 67,丸田恭, 1.0, 59,   7,  -6, 5, 14.0,④④⑤, 7, 6,Ｄデルマプロティナ, 72,村田一, 1.4, 61,   4,   4, 3,  5.9,④⑤⑤, 7, 4,Ｍゴｰルドエタンセル, 56,黛弘人, 0.5, 65,  -3,  10,15,269.4,   , 7, 7,Ｃトｰセンインディ, 78,江田照, 0.6, 78,   2,* 14, 8, 20.3, ⑭⑮
 8, 7,Ｈキョウエイヒドラ, 63,江田照, 1.4, 57,*  8, -12, 7, 20.7,①①①, 8,10,Ｆセトノハリケｰン, 68,古川吉, 1.7, 58,   1,   6, 7, 27.8,⑧⑧⑧, 8, 3,Ａサトノヴィクトリア, 71,平野優, 0.6, 64,*  6,   2, 3,  5.1,   , 8, 4,Ｎコンプリｰト, 65,大野拓, 0.8, 72,*  8,  -5, 6, 16.0, ②②
 9, 6,Ｉルｰジュ, 63,丹内祐, 1.8, 56,   7, -13, 6, 19.8,⑥⑤⑥, 9, 2,Ｊバックハウス, 62,的場勇, 2.3, 60,*  5,  -5, 8, 34.0,⑨②②, 9, 2,Ｉアスタｰウィング, 63,高倉稜, 0.7, 62,   1,   5, 7, 22.2,   , 9, 6,Ｇレイクメリット, 75,木幡初, 0.9, 71,   6,   0, 9, 23.4, ⑧⑨
10,10,Ｊアベマリア, 57,勝浦正, 2.6, 50,   7, -19, 8, 42.3,⑤⑥⑨,10, 1,Ｋビバクラシック, 51,高倉稜, 2.7, 59,  -8,* 17,11,227.2,⑫⑪⑪,10, 9,Ｏフレンドサンポウ, 51,丹内祐, 0.7, 61, -11,* 13,11, 44.1,   ,10,18,Ｆコウエイオトメ, 76,中舘英, 0.9, 72,   6,   0, 7, 18.7, ⑫⑪
,,,,,,,,,,,,11, 8,Ｉクｰクｰダダ, 63,国分恭, 2.9, 53,   0,  -2, 6, 22.1,⑦⑩⑩,11,10,Ｄウイニングドラゴン, 69,松田大, 0.7, 62,  -3,   8, 6, 11.5,   ,11, 9,Ｄティボリペガサス, 77,高倉稜, 1.0, 70,   7,  -5, 4,  7.7, ⑦⑦
,,,,,,,,,,,,12,12,Ｌテンエイヨシムネ, 42,岩部純, 6.5, 34, -10, -10,12,463.0,⑪⑫⑫,12, 8,Ｈメルトアウェイ, 64,杉原誠, 0.8, 60,  -3,   6, 8, 23.7,   ,12,16,Ｉジュヴェビアン, 73,松山弘, 1.1, 69,   7,  -5,11, 34.7, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,13, 6,Ｌストロングノヴァ, 59,長谷川, 0.9, 58,   3,   1,13, 68.0,   ,13, 3,Ｍタキオンコウショウ, 65,勝浦正, 1.6, 65,   2,   0,15, 98.1, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｊロスヴィｰタ, 62,西村太, 1.1, 56,   1,  -1,14, 74.6,   ,14,11,Ｏマロノヴィｰナス, 63,杉原誠, 1.8, 64,  -1,   1,18,370.7, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｃホットサマｰデイ, 70,中舘英, 1.2, 55,   2,  -4, 5, 10.0,   ,15,13,Ｒサクラヴィヴィアン, 41,国分恭, 2.1, 57,* 10, -25,16,114.0, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｌブｰケドロゼブルｰ, 67,柴山雄, 2.7, 53,   2, -16,14, 69.3, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｋサニｰヘイロｰ, 69,的場勇, 2.7, 52,   7, -30,12, 35.9, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 5,Ｐアテナブルｰ, 61,村田一, 2.8, 53,  -2, -10,17,177.0, ⑯⑯
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,
