11年 2月13日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 2月13日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山国川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｇエヴァンブルｰ, 52,高倉稜,, 67,*  6,  -2, 1,  2.3, ①①, 1, 8,Ｊゲティスバｰグ, 53,川島信,, 63,   3, -12, 9, 39.8,⑥⑨⑤, 1, 9,Ａトレジャｰバトル, 79,中舘英,, 72,* 12,   5, 1,  2.5,①①①, 1,10,Ａエクスペディション, 79,丸山元,, 79,   7,*  7, 1,  3.2,⑫⑫⑦
 2, 3,Ｋナムラプルｰト, 34,石橋守, 0.4, 59,  -3,*  0, 7, 27.4, ④③, 2, 3,Ｋカリスマミッキｰ, 53,伊藤工, 0.0, 58,   3, -14,15,190.3,⑤⑦⑥, 2,12,Ｆエｰシングレｰソロ, 72,高倉稜, 0.1, 72,   9,* 15, 8, 26.2,⑪⑬⑫, 2, 3,Ｋユキノサイレンス, 68,古川吉, 0.1, 76,* 12,  -5, 7, 31.4,①①①
 3, 6,Ｄシゲルトウドリ, 54,酒井学, 0.6, 55, -12,*  5, 3,  6.6, ⑪⑨, 3,13,Ｈシルクフラッシュ, 56,渡辺薫, 0.0, 60,*  6, -19, 6, 15.7,②②①, 3, 7,Ｊタガノザイオン, 70,川須栄, 0.2, 72,  10,   9, 4,  8.5,⑧⑦⑦, 3,13,Ｃチャｰムポット, 74,中舘英, 0.3, 77,* 11,  -4, 2,  3.7,⑤⑤④
 4, 5,Ｆスズカラッシュ, 53,川須栄, 0.7, 61,*  5,  -7, 6, 13.5, ②②, 4,15,Ｆオオトリケンジャ, 57,丸山元, 0.1, 57,   3, -15, 8, 38.5,⑦⑧⑧, 4,13,Ｍシンボリカンヌ, 67,大野拓, 0.2, 71,   9,* 11,10, 68.1,⑨⑪⑧, 4, 6,Ｊカスクドｰル, 69,赤木高, 0.5, 72,   9,  -6, 8, 32.3,⑥⑥⑧
 5, 2,Ｅアラマサスチｰル, 53,勝浦正, 0.8, 54,  -5,  -2, 5,  9.2, ⑧⑤, 5, 9,Ｍアｰジュドｰル, 50,上村洋, 0.2, 58,   3, -15,11, 60.5,⑮⑪⑬, 5,10,Ｄマイネルトレｰス, 76,伊藤工, 0.3, 72,  10,  10, 5,  9.0,⑭⑫⑨, 5,16,Ｌエルプレジデンテ, 68,浜中俊, 0.5, 74,   8,  -1,10, 34.3,⑩⑩⑫
 6, 9,Ｉグランドシャｰプ, 46,黛弘人, 0.9, 57,   3,  -7, 9, 41.9, ③④, 6, 7,Ｂゴットラウディｰ, 64,川須栄, 0.2, 57,   0,*-11, 5,  9.0,⑨⑭⑩, 6, 4,Ｂシルクコスモス, 78,長谷川, 0.7, 68,* 11,   2, 2,  4.7,⑤⑤⑤, 6,15,Ｍキイレ, 63,田辺裕, 0.5, 72,   5,*  4,14,127.3,⑮⑮⑬
 7, 8,Ｃトミケンアグｰド, 55,丸田恭, 1.4, 47,  -5,  -7, 8, 33.8, ⑨⑩, 7, 2,Ａアドマイヤサイモン, 68,田辺裕, 0.3, 53,   4, -21, 1,  2.0,③④④, 7, 8,Ｉグランプリスマイル, 71,西村太, 1.1, 66,* 11,  -2,14,165.8,④④④, 7,11,Ｇマイネルナタリス, 71,大野拓, 0.5, 75,   9,  -4, 5, 14.8,⑦⑦⑨
 8,10,Ｊクハディラン, 34,小野寺, 1.4, 46,  -7,  -7,12,264.1, ⑩⑪, 8,10,Ｅプリティアクィｰン, 57,酒井学, 0.3, 56,   1, -14, 4,  8.4,⑪⑫⑪, 8,15,Ｏブラックバニヤン, 63,丸田恭, 1.1, 65,* 11,  -1, 9, 35.1,⑦⑥⑥, 8,12,Ｂリッカメルド, 75,酒井学, 0.6, 73,   8,  -3, 3,  5.2,⑨⑨⑪
 9,14,Ｂヒルノクラウド, 61,武英智, 1.5, 48,  -1, -11, 2,  4.5, ⑦⑧, 9,16,Ｌパｰプルテンリュ, 51,小坂忠, 0.3, 55,   4, -21,14,169.5,⑬⑥③, 9, 6,Ｐグラスヴィクタｰ, 60,嘉藤貴, 1.3, 65,* 11,  -3,15,168.7,③③③, 9, 4,Ｉアキノカウンタｰ, 69,鮫島良, 0.7, 72,* 11, -11,12, 42.7,④③③
10,13,Ｈプルメリ, 48,渡辺薫, 1.7, 48,   0, -12,10, 70.9, ⑥⑦,10, 6,Ｃキョウワオリオン, 62,太宰啓, 0.3, 56,   0, -13, 2,  5.8,⑩⑬⑨,10, 1,Ｈグランドチャペル, 72,浜中俊, 1.5, 64,  10,  -2, 6, 11.0,⑮⑩⑪,10, 7,Ｅニシノマナザシ, 73,川島信, 0.7, 74,* 12, -13, 4,  6.7,②②②
11,11,Ａサッチャｰ, 65,西田雄, 1.8, 46,   0, -13, 4,  6.7, ⑤⑥,11, 4,Ｎプレミアムリｰチ, 48,松山弘, 0.3, 57,  -1,* -9,12, 74.1,⑯⑮⑮,11, 2,Ｎカネトシマイコサン, 66,渡辺薫, 1.5, 65,   8,   6,12,134.8,⑬⑭⑮,11, 8,Ｏロｰグランド, 56,吉田隼, 0.8, 70,   5,  -1,15,135.9,⑭⑭⑮
12, 7,Ｌホクテンノホシ, 29,芹沢純, 2.5, 35, -17, -10,11,207.7, ⑬⑬,12, 5,Ｐコスモポルタトｰリ, 42,丹内祐, 0.6, 55,  -3,*-11,16,253.3,⑭⑯⑭,12,16,Ｅメイショウロッコｰ, 74,勝浦正, 1.5, 64,  10,  -2, 7, 11.1,⑩⑨⑬,12,14,Ｄマイネルインゼル, 73,丹内祐, 1.0, 69,   9, -11, 6, 17.6,⑧⑧⑥
13, 4,Ｍハマノロｰズマリｰ, 20,太宰啓, 3.7, 24, -18, -20,13,271.4, ⑭⑭,13,14,Ｇクラリティｰ, 57,高倉稜, 1.8, 40,*  5, -43,10, 41.5,④③⑦,13,14,Ｋゼットチャンプ, 69,松山弘, 1.6, 65,   8,   6,16,266.2,⑯⑯⑭,13, 2,Ｆグレｰトビンテｰジ, 73,松山弘, 1.1, 68,   7,  -8, 9, 32.9,⑬⑪⑩
14,12,Ｎカシノケｰプ, -4,小島太, 4.0, 21, -14, -25,14,493.0, ⑫⑫,14,11,Ｉプレミアムカｰド, 53,浜中俊, 2.3, 38,   3, -44, 3,  8.2,⑫⑩⑫,14,11,Ｃマイネルプエルト, 76,丹内祐, 1.8, 63,* 12,  -9, 3,  8.3,②②②,14, 1,Ｎネオイユドゥレｰヌ, 58,太宰啓, 1.2, 66,   7,  -8,13, 62.5,⑯⑬⑭
,,,,,,,,,,,,15, 1,Ｄセイウンザイホウ, 59,勝浦正, 3.0, 32,*  5, -61, 7, 31.5,①①②,15, 3,Ｇロトディパｰチャｰ, 72,西田雄, 2.1, 60,  10,  -8,11,102.2,⑥⑧⑩,15, 5,Ｐカネコメツヨシ, 44,田中博, 1.9, 61,   1,  -8,16,178.2,⑪⑯⑯
,,,,,,,,,,,,16,12,Ｏメイショウゴモン, 46,武幸四, 3.3, 31,   4, -63,13,113.3,⑧⑤⑯,16, 5,Ｌホッコｰフクヒメ, 68,飯田祐, 3.7, 53,   8, -13,13,145.9,⑫⑮⑯,16, 9,Ｈアカリ, 70,丸田恭, 2.0, 56,* 11, -29,11, 37.2,③④⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:不良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:6),,,,,,,,,,,
"単勝:230円 複勝:01=140円 03=500円 06=270円 枠連:3,100円",,,,,,,,,,,,"単勝:3,980円 複勝:08=760円 03=3,350円 13=390円 枠連:8,060円",,,,,,,,,,,,単勝:250円 複勝:09=150円 12=580円 07=340円 枠連:640円,,,,,,,,,,,,"単勝:320円 複勝:10=150円 03=750円 13=150円 枠連:2,500円",,,,,,,,,,,
"馬連:3,070円 ワイド:01-03=1,190円 01-06=480円 03-06=2,230円",,,,,,,,,,,,"馬連:120,300円 ワイド:03-08=30,250円 08-13=4,520円 03-13=28,260円",,,,,,,,,,,,"馬連:3,540円 ワイド:09-12=1,250円 07-09=610円 07-12=2,910円",,,,,,,,,,,,"馬連:4,350円 ワイド:03-10=1,470円 10-13=270円 03-13=1,780円",,,,,,,,,,,
"馬単:3,990円 3連複:9,840円 3連単:41,030円",,,,,,,,,,,,"馬単:365,610円 3連複:716,540円 3連単:19,507,010円",,,,,,,,,,,,"馬単:5,290円 3連複:11,700円 3連単:57,720円",,,,,,,,,,,,"馬単:6,700円 3連複:5,330円 3連単:33,310円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1700m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
